"PORT","SP","DATE","SAMPLEID","PAGE","LINE","SEX","LENGTH","WEIGHT","AGE","AGE2","AGECONF","AGEERR","USER","BOATNAME","STATAREA","OTOLITH_WEIGHT","YEAR","MONTH","DAY","SUBLOC","SPECIES","ASSEMB","CAS","COMMENTS"
"Seward",142,2025-06-24,"4 062425 1 7",14,7,"F","41",,,,,,"Charter","OUTER LIMITS","495938",,2025,6,24,,"Black","Pelagic","1",
"Seward",142,2025-06-24,"4 062425 1 8",14,8,"M","45",,,,,,"Charter","OUTER LIMITS","495938",,2025,6,24,,"Black","Pelagic","1",
"Seward",142,2025-06-24,"4 062425 1 9",14,9,"F","46",,,,,,"Charter","OUTER LIMITS","495938",,2025,6,24,,"Black","Pelagic","1",
"Seward",142,2025-06-24,"4 062425 1 10",14,10,"F","42",,,,,,"Charter","OUTER LIMITS","495938",,2025,6,24,,"Black","Pelagic","1","1 OTO"
"Seward",142,2025-06-24,"4 062425 1 11",14,11,"F","45",,,,,,"Charter","OUTER LIMITS","495938",,2025,6,24,,"Black","Pelagic","1",
"Seward",142,2025-06-24,"4 062425 1 12",14,12,"F","44",,,,,,"Charter","OUTER LIMITS","495938",,2025,6,24,,"Black","Pelagic","1",
"Seward",142,2025-06-24,"4 062425 1 13",14,13,"F","43",,,,,,"Charter","OUTER LIMITS","495938",,2025,6,24,,"Black","Pelagic","1",
"Seward",142,2025-06-24,"4 062425 2 1",14,14,"F","46",,,,,,"Charter","PACIFIC","495932",,2025,6,24,,"Black","Pelagic","0",
"Seward",142,2025-06-24,"4 062425 2 2",14,15,"M","41",,,,,,"Charter","PACIFIC","495932",,2025,6,24,,"Black","Pelagic","0",
"Seward",142,2025-06-24,"4 062425 2 3",14,16,"F","43",,,,,,"Charter","PACIFIC","495932",,2025,6,24,,"Black","Pelagic","0",
"Seward",142,2025-06-24,"4 062425 2 4",14,17,"F","41",,,,,,"Charter","PACIFIC","495932",,2025,6,24,,"Black","Pelagic","0",
"Seward",142,2025-06-24,"4 062425 2 5",14,18,"M","42",,,,,,"Charter","PACIFIC","495932",,2025,6,24,,"Black","Pelagic","0",
"Seward",142,2025-06-24,"4 062425 2 6",14,19,"M","42",,,,,,"Charter","PACIFIC","495932",,2025,6,24,,"Black","Pelagic","0",
"Seward",142,2025-06-24,"4 062425 2 7",14,20,"F","41",,,,,,"Charter","PACIFIC","495932",,2025,6,24,,"Black","Pelagic","0",
"Seward",142,2025-06-24,"4 062425 2 8",14,21,"F","45",,,,,,"Charter","PACIFIC","495932",,2025,6,24,,"Black","Pelagic","0",
"Seward",142,2025-06-24,"4 062425 2 9",14,22,"F","42",,,,,,"Charter","PACIFIC","495932",,2025,6,24,,"Black","Pelagic","0",
"Seward",142,2025-06-24,"4 062425 2 10",14,23,"",,,,,,,"Charter","PACIFIC","495932",,2025,6,24,,"Black","Pelagic","0","DISCARD (FELL IN HARBOR)"
"Seward",142,2025-06-24,"4 062425 3 7",14,24,"F","51","2.2999999999999998",,,,,"Private","P1","495938",,2025,6,24,,"Black","Pelagic","0",
"Seward",142,2025-06-24,"4 062425 3 8",14,25,"F","50","2.1",,,,,"Private","P1","495938",,2025,6,24,,"Black","Pelagic","0",
"Seward",142,2025-06-24,"4 062425 3 9",14,26,"F","44","1.6",,,,,"Private","P1","495938",,2025,6,24,,"Black","Pelagic","0",
"Seward",142,2025-06-24,"4 062425 3 10",14,27,"F","45","1.7",,,,,"Private","P1","495938",,2025,6,24,,"Black","Pelagic","0",
"Seward",142,2025-06-24,"4 062425 3 11",14,28,"F","43","1.5",,,,,"Private","P1","495938",,2025,6,24,,"Black","Pelagic","0",
"Seward",142,2025-06-24,"4 062425 3 12",14,29,"M","49","2.2000000000000002",,,,,"Private","P1","495938",,2025,6,24,,"Black","Pelagic","0",
"Seward",142,2025-06-24,"4 062425 3 13",14,30,"F","50","2",,,,,"Private","P1","495938",,2025,6,24,,"Black","Pelagic","0",
"Seward",142,2025-06-24,"4 062425 3 14",14,31,"F","43","1.5",,,,,"Private","P1","495938",,2025,6,24,,"Black","Pelagic","0",
"Seward",142,2025-06-24,"4 062425 3 15",14,32,"F","54",,,,,,"Private","P1","495938",,2025,6,24,,"Black","Pelagic","0",
"Seward",142,2025-06-24,"4 062425 3 16",14,33,"F","51","1.8",,,,,"Private","P1","495938",,2025,6,24,,"Black","Pelagic","0",
"Seward",142,2025-06-24,"4 062425 4 1",14,34,"M","42",,,,,,"Charter","RELENTLESS","495932",,2025,6,24,,"Black","Pelagic","0",
"Seward",142,2025-06-24,"4 062425 4 2",14,35,"F","46",,,,,,"Charter","RELENTLESS","495932",,2025,6,24,,"Black","Pelagic","0",
"Seward",142,2025-06-24,"4 062425 4 3",14,36,"F","42",,,,,,"Charter","RELENTLESS","495932",,2025,6,24,,"Black","Pelagic","0",
"Seward",142,2025-06-24,"4 062425 4 4",14,37,"F","43",,,,,,"Charter","RELENTLESS","495932",,2025,6,24,,"Black","Pelagic","0",
"Seward",142,2025-06-24,"4 062425 4 5",14,38,"M","43",,,,,,"Charter","RELENTLESS","495932",,2025,6,24,,"Black","Pelagic","0",
"Seward",142,2025-06-24,"4 062425 4 6",14,39,"M","44",,,,,,"Charter","RELENTLESS","495932",,2025,6,24,,"Black","Pelagic","0",
"Seward",142,2025-06-24,"4 062425 4 7",14,40,"F","47",,,,,,"Charter","RELENTLESS","495932",,2025,6,24,,"Black","Pelagic","0",
"Seward",142,2025-06-24,"4 062425 4 8",14,41,"F","47",,,,,,"Charter","RELENTLESS","495932",,2025,6,24,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 2 20",15,1,"F","47",,,,,,"Private","P2","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 2 21",15,2,"F","50",,,,,,"Private","P2","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 2 22",15,3,"M","43",,,,,,"Private","P2","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 2 23",15,4,"M","45",,,,,,"Private","P2","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 2 24",15,5,"M","43",,,,,,"Private","P2","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 2 25",15,6,"M","43",,,,,,"Private","P2","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 2 26",15,7,"M","44",,,,,,"Private","P2","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 2 27",15,8,"F","42",,,,,,"Private","P2","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 2 28",15,9,"F","43",,,,,,"Private","P2","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 2 29",15,10,"F","44",,,,,,"Private","P2","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 3 1",15,11,"F","47",,,,,,"Charter","CRACKERJACK","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 3 2",15,12,"M","50",,,,,,"Charter","CRACKERJACK","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 3 3",15,13,"M","45",,,,,,"Charter","CRACKERJACK","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 3 4",15,14,"F","44",,,,,,"Charter","CRACKERJACK","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 3 5",15,15,"F","43",,,,,,"Charter","CRACKERJACK","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 4 1",15,16,"F","42","1.4",,,,,"Charter","KEEP IT REEL","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 4 2",15,17,"F","49","2.1",,,,,"Charter","KEEP IT REEL","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 4 3",15,18,"F","46","1.8",,,,,"Charter","KEEP IT REEL","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 4 4",15,19,"M","46","1.6",,,,,"Charter","KEEP IT REEL","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 4 5",15,20,"F","45","1.5",,,,,"Charter","KEEP IT REEL","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 4 6",15,21,"M","44","1.6",,,,,"Charter","KEEP IT REEL","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 4 7",15,22,"M","41","1.2",,,,,"Charter","KEEP IT REEL","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 4 8",15,23,"F","44","1.6",,,,,"Charter","KEEP IT REEL","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 4 9",15,24,"F","45","1.9",,,,,"Charter","KEEP IT REEL","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 4 10",15,25,"F","47","2",,,,,"Charter","KEEP IT REEL","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 4 11",15,26,"F","43","1.4",,,,,"Charter","KEEP IT REEL","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 4 12",15,27,"F","47","2",,,,,"Charter","KEEP IT REEL","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 5 1",15,28,"F","49",,,,,,"Charter","INTERCEPTOR","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 5 2",15,29,"M","44",,,,,,"Charter","INTERCEPTOR","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 5 3",15,30,"F","49",,,,,,"Charter","INTERCEPTOR","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 5 4",15,31,"F","47",,,,,,"Charter","INTERCEPTOR","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 5 5",15,32,"F","46",,,,,,"Charter","INTERCEPTOR","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 5 6",15,33,"F","48",,,,,,"Charter","INTERCEPTOR","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 5 7",15,34,"M","45",,,,,,"Charter","INTERCEPTOR","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 5 8",15,35,"F","44",,,,,,"Charter","INTERCEPTOR","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 5 9",15,36,"F","48",,,,,,"Charter","INTERCEPTOR","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 5 10",15,37,"M","45",,,,,,"Charter","INTERCEPTOR","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 5 11",15,38,"M","41",,,,,,"Charter","INTERCEPTOR","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 6 1",15,39,"M","49",,,,,,"Charter","PROFISH","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 6 2",15,40,"F","47",,,,,,"Charter","PROFISH","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 6 3",15,41,"F","45",,,,,,"Charter","PROFISH","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 6 4",15,42,"F","49",,,,,,"Charter","PROFISH","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 6 5",15,43,"F","46",,,,,,"Charter","PROFISH","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 6 6",15,44,"F","44",,,,,,"Charter","PROFISH","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 6 7",15,45,"M","43",,,,,,"Charter","PROFISH","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 6 8",15,46,"M","42",,,,,,"Charter","PROFISH","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 6 9",15,47,"M","42",,,,,,"Charter","PROFISH","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 6 10",15,48,"F","43",,,,,,"Charter","PROFISH","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 6 11",15,49,"F","48",,,,,,"Charter","PROFISH","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 6 12",15,50,"M","45",,,,,,"Charter","PROFISH","495932",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-25,"4 062525 7 2",15,51,"M","42",,,,,,"Private","P3","495938",,2025,6,25,,"Black","Pelagic","0",
"Seward",142,2025-06-28,"4 062825 1 1",16,1,"F","45",,,,,,"Charter","GRAY LIGHT","495932",,2025,6,28,,"Black","Pelagic","0",
"Seward",142,2025-06-28,"4 062825 1 2",16,2,"M","45",,,,,,"Charter","GRAY LIGHT","495932",,2025,6,28,,"Black","Pelagic","0",
"Seward",142,2025-06-28,"4 062825 1 3",16,3,"F","44",,,,,,"Charter","GRAY LIGHT","495932",,2025,6,28,,"Black","Pelagic","0",
"Seward",142,2025-06-28,"4 062825 1 4",16,4,"F","44",,,,,,"Charter","GRAY LIGHT","495932",,2025,6,28,,"Black","Pelagic","0",
"Seward",142,2025-06-28,"4 062825 2 1",16,5,"F","44",,,,,,"Private","P1","495938",,2025,6,28,,"Black","Pelagic","0",
"Seward",142,2025-06-28,"4 062825 2 2",16,6,"M","43",,,,,,"Private","P1","495938",,2025,6,28,,"Black","Pelagic","0","1 OTO"
"Seward",142,2025-06-28,"4 062825 2 3",16,7,"F","48",,,,,,"Private","P1","495938",,2025,6,28,,"Black","Pelagic","0",
"Seward",142,2025-06-28,"4 062825 2 4",16,8,"M","37",,,,,,"Private","P1","495938",,2025,6,28,,"Black","Pelagic","0",
"Seward",142,2025-06-28,"4 062825 4 3",16,9,"M","43",,,,,,"Private","P2","495934",,2025,6,28,,"Black","Pelagic","0",
"Seward",142,2025-06-28,"4 062825 4 4",16,10,"F","49",,,,,,"Private","P2","495934",,2025,6,28,,"Black","Pelagic","0",
"Seward",142,2025-06-28,"4 062825 4 5",16,11,"F","48",,,,,,"Private","P2","495934",,2025,6,28,,"Black","Pelagic","0",
"Seward",142,2025-06-28,"4 062825 4 6",16,12,"F","45",,,,,,"Private","P2","495934",,2025,6,28,,"Black","Pelagic","0",
"Seward",142,2025-06-28,"4 062825 4 7",16,13,"M",,,,,,,"Private","P2","495934",,2025,6,28,,"Black","Pelagic","0","MISSING TAIL 1OTO"
"Seward",142,2025-06-28,"4 062825 4 8",16,14,"F","45",,,,,,"Private","P2","495934",,2025,6,28,,"Black","Pelagic","0",
"Seward",142,2025-06-28,"4 062825 7 8",16,15,"M","49",,,,,,"Private","P3","495935",,2025,6,28,,"Black","Pelagic","0",
"Seward",142,2025-06-28,"4 062825 7 9",16,16,"F","47",,,,,,"Private","P3","495935",,2025,6,28,,"Black","Pelagic","0",
"Seward",142,2025-06-28,"4 062825 7 10",16,17,"M","46",,,,,,"Private","P3","495935",,2025,6,28,,"Black","Pelagic","0",
"Seward",142,2025-06-28,"4 062825 7 11",16,18,"M","46",,,,,,"Private","P3","495935",,2025,6,28,,"Black","Pelagic","0",
"Seward",142,2025-06-28,"4 062825 7 12",16,19,"M","42",,,,,,"Private","P3","495935",,2025,6,28,,"Black","Pelagic","0",
"Seward",142,2025-06-28,"4 062825 7 13",16,20,"M","46",,,,,,"Private","P3","495935",,2025,6,28,,"Black","Pelagic","0",
"Seward",142,2025-06-28,"4 062825 7 14",16,21,"M","42",,,,,,"Private","P3","495935",,2025,6,28,,"Black","Pelagic","0",
"Seward",142,2025-06-28,"4 062825 7 15",16,22,"M","48",,,,,,"Private","P3","495935",,2025,6,28,,"Black","Pelagic","0",
"Seward",142,2025-06-30,"4 063025 1 1",17,1,"F","45",,,,,,"Charter","KEEP IT REEL","495932",,2025,6,30,,"Black","Pelagic","0",
"Seward",142,2025-06-30,"4 063025 1 2",17,2,"M","40","1.3",,,,,"Charter","KEEP IT REEL","495932",,2025,6,30,,"Black","Pelagic","0",
"Seward",142,2025-06-30,"4 063025 1 3",17,3,"F","45","1.7",,,,,"Charter","KEEP IT REEL","495932",,2025,6,30,,"Black","Pelagic","0",
"Seward",142,2025-06-30,"4 063025 1 4",17,4,"F","42","1.4",,,,,"Charter","KEEP IT REEL","495932",,2025,6,30,,"Black","Pelagic","0",
"Seward",142,2025-06-30,"4 063025 1 5",17,5,"F","43","1.5",,,,,"Charter","KEEP IT REEL","495932",,2025,6,30,,"Black","Pelagic","0",
"Seward",142,2025-06-30,"4 063025 1 6",17,6,"M","41","1.3",,,,,"Charter","KEEP IT REEL","495932",,2025,6,30,,"Black","Pelagic","0",
"Seward",142,2025-06-30,"4 063025 1 7",17,7,"M","42","1.4",,,,,"Charter","KEEP IT REEL","495932",,2025,6,30,,"Black","Pelagic","0",
"Seward",142,2025-06-30,"4 063025 1 8",17,8,"F","45","1.9",,,,,"Charter","KEEP IT REEL","495932",,2025,6,30,,"Black","Pelagic","0",
"Seward",142,2025-06-30,"4 063025 1 9",17,9,"F","44","1.5",,,,,"Charter","KEEP IT REEL","495932",,2025,6,30,,"Black","Pelagic","0",
"Seward",142,2025-06-30,"4 063025 1 10",17,10,"F","44","1.7",,,,,"Charter","KEEP IT REEL","495932",,2025,6,30,,"Black","Pelagic","0",
"Seward",142,2025-06-30,"4 063025 1 11",17,11,"F","44","1.6",,,,,"Charter","KEEP IT REEL","495932",,2025,6,30,,"Black","Pelagic","0",
"Seward",142,2025-06-30,"4 063025 1 12",17,12,"F","46","1.9",,,,,"Charter","KEEP IT REEL","495932",,2025,6,30,,"Black","Pelagic","0",
"Seward",142,2025-06-30,"4 063025 1 13",17,13,"F","44","1.6",,,,,"Charter","KEEP IT REEL","495932",,2025,6,30,,"Black","Pelagic","0",
"Seward",142,2025-06-30,"4 063025 2 7",17,14,"M","56","3",,,,,"Charter","PROFISH","475934",,2025,6,30,,"Black","Pelagic","0",
"Seward",142,2025-06-30,"4 063025 2 8",17,15,"F","49","2.2000000000000002",,,,,"Charter","PROFISH","475934",,2025,6,30,,"Black","Pelagic","0",
"Seward",142,2025-06-30,"4 063025 2 9",17,16,"M","49","2",,,,,"Charter","PROFISH","475934",,2025,6,30,,"Black","Pelagic","0",
"Seward",142,2025-06-30,"4 063025 2 10",17,17,"M","53","2.7",,,,,"Charter","PROFISH","475934",,2025,6,30,,"Black","Pelagic","0",
"Seward",142,2025-06-30,"4 063025 2 11",17,18,"M","56","3",,,,,"Charter","PROFISH","475934",,2025,6,30,,"Black","Pelagic","0",
"Seward",142,2025-06-30,"4 063025 2 12",17,19,"M","47","1.9",,,,,"Charter","PROFISH","475934",,2025,6,30,,"Black","Pelagic","0",
"Seward",142,2025-06-30,"4 063025 2 13",17,20,"M","49","2.1",,,,,"Charter","PROFISH","475934",,2025,6,30,,"Black","Pelagic","0",
"Seward",142,2025-06-30,"4 063025 2 14",17,21,"F","53","2.6",,,,,"Charter","PROFISH","475934",,2025,6,30,,"Black","Pelagic","0",
"Seward",142,2025-06-30,"4 063025 2 15",17,22,"M","51","2.4",,,,,"Charter","PROFISH","475934",,2025,6,30,,"Black","Pelagic","0",
"Seward",142,2025-07-02,"4 070225 6 2",18,1,"M","42",,,,,,"Private","P5","485935",,2025,7,2,,"Black","Pelagic","0",
"Seward",142,2025-07-02,"4 070225 6 3",18,2,"M","43",,,,,,"Private","P5","485935",,2025,7,2,,"Black","Pelagic","0",
"Seward",142,2025-07-02,"4 070225 6 4",18,3,"F","43",,,,,,"Private","P5","485935",,2025,7,2,,"Black","Pelagic","0",
"Seward",142,2025-07-02,"4 070225 6 5",18,4,"F","43",,,,,,"Private","P5","485935",,2025,7,2,,"Black","Pelagic","0",
"Seward",142,2025-07-02,"4 070225 6 6",18,5,"F","42",,,,,,"Private","P5","485935",,2025,7,2,,"Black","Pelagic","0",
"Seward",142,2025-07-02,"4 070225 7 1",18,6,"M","47",,,,,,"Charter","LEGACY","495938",,2025,7,2,,"Black","Pelagic","0",
"Seward",142,2025-07-02,"4 070225 7 2",18,7,"M","46",,,,,,"Charter","LEGACY","495938",,2025,7,2,,"Black","Pelagic","0",
"Seward",142,2025-07-02,"4 070225 7 3",18,8,"M","42",,,,,,"Charter","LEGACY","495938",,2025,7,2,,"Black","Pelagic","0",
"Seward",142,2025-07-02,"4 070225 7 4",18,9,"M","43",,,,,,"Charter","LEGACY","495938",,2025,7,2,,"Black","Pelagic","0",
"Seward",142,2025-07-02,"4 070225 7 5",18,10,"F","50",,,,,,"Charter","LEGACY","495938",,2025,7,2,,"Black","Pelagic","0",
"Seward",142,2025-07-02,"4 070225 7 6",18,11,"F","44",,,,,,"Charter","LEGACY","495938",,2025,7,2,,"Black","Pelagic","0",
"Seward",142,2025-07-02,"4 070225 7 7",18,12,"F","41",,,,,,"Charter","LEGACY","495938",,2025,7,2,,"Black","Pelagic","0",
"Seward",142,2025-07-02,"4 070225 7 8",18,13,"M","42",,,,,,"Charter","LEGACY","495938",,2025,7,2,,"Black","Pelagic","0",
"Seward",142,2025-07-02,"4 070225 7 9",18,14,"F","45",,,,,,"Charter","LEGACY","495938",,2025,7,2,,"Black","Pelagic","0",
"Seward",142,2025-07-02,"4 070225 7 10",18,15,"F","45",,,,,,"Charter","LEGACY","495938",,2025,7,2,,"Black","Pelagic","0",
"Seward",142,2025-07-02,"4 070225 7 11",18,16,"M","50",,,,,,"Charter","LEGACY","495938",,2025,7,2,,"Black","Pelagic","0",
"Seward",142,2025-07-02,"4 070225 7 12",18,17,"F","41",,,,,,"Charter","LEGACY","495938",,2025,7,2,,"Black","Pelagic","0",
"Seward",142,2025-07-02,"4 070225 7 13",18,18,"M","41",,,,,,"Charter","LEGACY","495938",,2025,7,2,,"Black","Pelagic","0",
"Seward",142,2025-07-02,"4 070225 7 14",18,19,"F","48",,,,,,"Charter","LEGACY","495938",,2025,7,2,,"Black","Pelagic","0",
"Seward",142,2025-07-02,"4 070225 7 15",18,20,"",,,,,,,"Charter","LEGACY","495938",,2025,7,2,,"Black","Pelagic","0","DISCARD"
"Seward",142,2025-07-04,"4 070425 5 1",19,1,"F","50","1.8",,,,,"Private","P3","495932",,2025,7,4,,"Black","Pelagic","0",
"Seward",142,2025-07-04,"4 070425 5 2",19,2,"M","43","1.3",,,,,"Private","P3","495932",,2025,7,4,,"Black","Pelagic","0",
"Seward",142,2025-07-07,"4 070725 1 1",20,1,"F","45",,,,,,"Private","P1","495938",,2025,7,7,,"Black","Pelagic","0",
"Seward",142,2025-07-07,"4 070725 1 2",20,2,"M","43","1.5",,,,,"Private","P1","495938",,2025,7,7,,"Black","Pelagic","0",
"Seward",142,2025-07-07,"4 070725 2 8",20,3,"F","44","1.6",,,,,"Private","P2","495933",,2025,7,7,,"Black","Pelagic","0",
"Seward",142,2025-07-07,"4 070725 2 9",20,4,"M","54","2.5",,,,,"Private","P2","495933",,2025,7,7,,"Black","Pelagic","0",
"Seward",142,2025-07-07,"4 070725 2 10",20,5,"M","47",,,,,,"Private","P2","495933",,2025,7,7,,"Black","Pelagic","0",
"Seward",142,2025-07-07,"4 070725 2 11",20,6,"F","47","2",,,,,"Private","P2","495933",,2025,7,7,,"Black","Pelagic","0",
"Seward",142,2025-07-07,"4 070725 2 12",20,7,"M","50","2.4",,,,,"Private","P2","495933",,2025,7,7,,"Black","Pelagic","0",
"Seward",142,2025-07-07,"4 070725 2 13",20,8,"F","55",,,,,,"Private","P2","495933",,2025,7,7,,"Black","Pelagic","0",
"Seward",142,2025-07-07,"4 070725 2 14",20,9,"M","44",,,,,,"Private","P2","495933",,2025,7,7,,"Black","Pelagic","0",
"Seward",142,2025-07-07,"4 070725 2 15",20,10,"M","47","2",,,,,"Private","P2","495933",,2025,7,7,,"Black","Pelagic","0",
"Seward",142,2025-07-07,"4 070725 2 16",20,11,"F","49","2.1",,,,,"Private","P2","495933",,2025,7,7,,"Black","Pelagic","0",
"Seward",142,2025-07-07,"4 070725 2 17",20,12,"F","45","1.1000000000000001",,,,,"Private","P2","495933",,2025,7,7,,"Black","Pelagic","0",
"Seward",142,2025-07-07,"4 070725 2 18",20,13,"M","45","1.8",,,,,"Private","P2","495933",,2025,7,7,,"Black","Pelagic","0",
"Seward",142,2025-07-07,"4 070725 3 13",20,14,"F","47","2",,,,,"Charter","CURRENT AFFAIR","495932",,2025,7,7,,"Black","Pelagic","0",
"Seward",142,2025-07-07,"4 070725 3 14",20,15,"M","50","2.1",,,,,"Charter","CURRENT AFFAIR","495932",,2025,7,7,,"Black","Pelagic","0","One oto"
"Seward",142,2025-07-07,"4 070725 3 15",20,16,"M","48","2",,,,,"Charter","CURRENT AFFAIR","495932",,2025,7,7,,"Black","Pelagic","0",
"Seward",142,2025-07-07,"4 070725 3 16",20,17,"F","45","1.8",,,,,"Charter","CURRENT AFFAIR","495932",,2025,7,7,,"Black","Pelagic","0",
"Seward",142,2025-07-07,"4 070725 3 17",20,18,"F","47","2",,,,,"Charter","CURRENT AFFAIR","495932",,2025,7,7,,"Black","Pelagic","0",
"Seward",142,2025-07-07,"4 070725 3 18",20,19,"F","50","2.4",,,,,"Charter","CURRENT AFFAIR","495932",,2025,7,7,,"Black","Pelagic","0",
"Seward",142,2025-07-07,"4 070725 3 19",20,20,"M","50","2.2000000000000002",,,,,"Charter","CURRENT AFFAIR","495932",,2025,7,7,,"Black","Pelagic","0",
"Seward",142,2025-07-07,"4 070725 3 20",20,21,"F","49","2.2999999999999998",,,,,"Charter","CURRENT AFFAIR","495932",,2025,7,7,,"Black","Pelagic","0",
"Seward",142,2025-07-07,"4 070725 3 21",20,22,"F","47","2.2000000000000002",,,,,"Charter","CURRENT AFFAIR","495932",,2025,7,7,,"Black","Pelagic","0",
"Seward",142,2025-07-07,"4 070725 3 22",20,23,"F","49","2.4",,,,,"Charter","CURRENT AFFAIR","495932",,2025,7,7,,"Black","Pelagic","0","One oto"
"Seward",142,2025-07-08,"4 070825 1 4",21,1,"F","46",,,,,,"Private","P1","485932",,2025,7,8,,"Black","Pelagic","0",
"Seward",142,2025-07-08,"4 070825 1 5",21,2,"M","50",,,,,,"Private","P1","485932",,2025,7,8,,"Black","Pelagic","0",
"Seward",142,2025-07-08,"4 070825 1 6",21,3,"M","44","1.5",,,,,"Private","P1","485932",,2025,7,8,,"Black","Pelagic","0",
"Seward",142,2025-07-08,"4 070825 1 7",21,4,"M","54","2.7",,,,,"Private","P1","485932",,2025,7,8,,"Black","Pelagic","0",
"Seward",142,2025-07-08,"4 070825 1 8",21,5,"F","54","3.2",,,,,"Private","P1","485932",,2025,7,8,,"Black","Pelagic","0","One oto"
"Seward",142,2025-07-08,"4 070825 1 9",21,6,"M","44",,,,,,"Private","P1","485932",,2025,7,8,,"Black","Pelagic","0","No oto"
"Seward",142,2025-07-08,"4 070825 1 10",21,7,"F","49",,,,,,"Private","P1","485932",,2025,7,8,,"Black","Pelagic","0",
"Seward",142,2025-07-08,"4 070825 1 11",21,8,"M","44","1.6",,,,,"Private","P1","485932",,2025,7,8,,"Black","Pelagic","0",
