"SITE","DATE","BIWEEK","SAMPLER","HARBOR","SEX","LENGTH","CLASSN","OTOLITH","LOGBOOK_AREA","Stat_Area_label","GF_area","AGE","AGE2","AGECONF","OTOLITH_WT","SPECIES","YEAR","MONTH","DAY"
"SITKA",2016-07-29,15,11,8,"M",435,"Charter",436,113210,"113-21","CSEO",19,NA,3,0.31,142,2016,7,29
"SITKA",2016-07-29,15,11,8,"",420,"Charter",437,113210,"113-21","CSEO",11,NA,3,0.26,142,2016,7,29
"SITKA",2016-07-29,15,11,8,"M",450,"Charter",438,113210,"113-21","CSEO",17,NA,3,0.31,142,2016,7,29
"SITKA",2016-07-29,15,11,8,"F",370,"Charter",439,113210,"113-21","CSEO",7,NA,3,0.17,142,2016,7,29
"SITKA",2016-07-29,15,11,8,"F",440,"Charter",440,113210,"113-21","CSEO",11,NA,3,0.28,142,2016,7,29
"SITKA",2016-07-29,15,11,8,"M",430,"Charter",441,113210,"113-21","CSEO",19,NA,3,0.29,142,2016,7,29
"SITKA",2016-07-29,15,11,8,"M",460,"Charter",442,113210,"113-21","CSEO",22,NA,3,0.38,142,2016,7,29
"SITKA",2016-07-29,15,11,8,"F",450,"Charter",443,113210,"113-21","CSEO",11,NA,3,0.25,142,2016,7,29
"SITKA",2016-07-29,15,11,8,"M",465,"Charter",444,113210,"113-21","CSEO",21,NA,3,0.34,142,2016,7,29
"SITKA",2016-07-29,15,11,8,"M",455,"Charter",445,113210,"113-21","CSEO",18,NA,2,0.32,142,2016,7,29
"SITKA",2016-07-29,15,11,8,"M",430,"Charter",446,113210,"113-21","CSEO",19,NA,3,0.31,142,2016,7,29
"SITKA",2016-07-29,15,11,8,"F",510,"Charter",447,113210,"113-21","CSEO",15,15,2,0.38,142,2016,7,29
"SITKA",2016-07-29,15,11,8,"M",455,"Charter",448,113210,"113-21","CSEO",26,25,2,0.38,142,2016,7,29
"SITKA",2016-07-29,15,11,8,"M",410,"Charter",449,113210,"113-21","CSEO",11,NA,3,0.25,142,2016,7,29
"SITKA",2016-07-30,15,12,9,"M",465,"Charter",450,113450,"113-45","CSEO",14,NA,3,0.31,142,2016,7,30
"SITKA",2016-07-30,15,12,9,"M",455,"Private",451,113414,"113-41","CSEO",15,NA,2,0.36,142,2016,7,30
"SITKA",2016-07-31,15,12,5,"F",405,"Charter",452,113417,"113-41","CSEO",9,NA,3,0.22,142,2016,7,31
"SITKA",2016-07-31,15,12,5,"F",385,"Charter",453,113417,"113-41","CSEO",7,NA,3,0.23,142,2016,7,31
"SITKA",2016-07-31,15,12,5,"F",340,"Charter",454,113417,"113-41","CSEO",8,9,3,0.13,154,2016,7,31
"SITKA",2016-07-31,15,12,5,"M",485,"Charter",455,113417,"113-41","CSEO",11,NA,3,0.25,142,2016,7,31
"SITKA",2016-07-31,15,12,5,"M",480,"Charter",456,113417,"113-41","CSEO",19,NA,2,0.4,142,2016,7,31
"SITKA",2016-07-31,15,12,5,"M",430,"Charter",457,113417,"113-41","CSEO",11,NA,3,0.26,142,2016,7,31
"SITKA",2016-07-31,15,12,5,"M",445,"Charter",458,113417,"113-41","CSEO",17,NA,2,0.37,142,2016,7,31
"SITKA",2016-07-31,15,12,5,"F",410,"Charter",459,113417,"113-41","CSEO",10,NA,3,0.26,142,2016,7,31
"SITKA",2016-07-31,15,12,5,"M",460,"Charter",460,113417,"113-41","CSEO",14,NA,3,0.27,142,2016,7,31
"SITKA",2016-07-31,15,12,5,"F",440,"Charter",461,113417,"113-41","CSEO",10,NA,3,0.33,142,2016,7,31
"SITKA",2016-07-31,15,12,5,"M",480,"Charter",462,113417,"113-41","CSEO",19,19,2,0.4,142,2016,7,31
"SITKA",2016-07-31,15,12,5,"M",415,"Charter",463,113417,"113-41","CSEO",11,NA,3,0.28,142,2016,7,31
"SITKA",2016-07-31,15,12,5,"M",445,"Charter",464,113417,"113-41","CSEO",10,NA,3,0.29,142,2016,7,31
"SITKA",2016-07-31,15,12,5,"M",455,"Charter",465,113417,"113-41","CSEO",11,NA,3,0.32,142,2016,7,31
"SITKA",2016-07-31,15,12,5,"M",425,"Charter",466,113417,"113-41","CSEO",9,NA,3,0.26,142,2016,7,31
"SITKA",2016-07-31,15,12,5,"F",415,"Charter",467,113417,"113-41","CSEO",10,NA,3,0.28,142,2016,7,31
"SITKA",2016-07-31,15,12,5,"F",425,"Charter",468,113417,"113-41","CSEO",9,10,3,0.28,142,2016,7,31
"SITKA",2016-07-31,15,12,5,"M",460,"Private",469,113611,"113-61","CSEO",13,NA,3,0.28,142,2016,7,31
"SITKA",2016-07-31,15,12,5,"M",455,"Private",470,113611,"113-61","CSEO",11,11,3,0.31,142,2016,7,31
"SITKA",2016-07-31,15,12,5,"M",430,"Private",471,113611,"113-61","CSEO",10,NA,3,0.27,142,2016,7,31
"SITKA",2016-07-31,15,12,5,"F",460,"Charter",472,113450,"113-45","CSEO",11,NA,3,0.33,142,2016,7,31
"SITKA",2016-07-31,15,12,5,"M",445,"Charter",473,113450,"113-45","CSEO",11,NA,3,0.26,142,2016,7,31
"SITKA",2016-07-31,15,12,5,"M",500,"Charter",474,113450,"113-45","CSEO",20,NA,2,0.43,142,2016,7,31
"SITKA",2016-07-31,15,12,5,"F",490,"Charter",475,113450,"113-45","CSEO",13,13,3,0.36,142,2016,7,31
"SITKA",2016-07-31,15,12,5,"M",455,"Charter",476,113450,"113-45","CSEO",13,NA,3,0.28,142,2016,7,31
"SITKA",2016-07-31,15,12,5,"F",465,"Charter",477,113450,"113-45","CSEO",11,NA,3,0.32,142,2016,7,31
"SITKA",2016-07-31,15,12,5,"M",520,"Charter",478,113611,"113-61","CSEO",25,NA,2,0.53,142,2016,7,31
"SITKA",2016-07-31,15,12,5,"F",550,"Charter",479,113611,"113-61","CSEO",15,NA,2,0.46,142,2016,7,31
"SITKA",2016-07-31,15,12,5,"",NA,"Charter",480,113611,"113-61","CSEO",14,NA,2,0.52,142,2016,7,31
"SITKA",2016-08-04,16,12,7,"M",435,"Private",481,113411,"113-41","CSEO",9,NA,2,NA,142,2016,8,4
"SITKA",2016-08-04,16,12,7,"M",430,"Private",482,113411,"113-41","CSEO",9,NA,2,0.25,142,2016,8,4
"SITKA",2016-08-04,16,12,7,"M",460,"Private",483,113411,"113-41","CSEO",13,NA,3,0.31,142,2016,8,4
"SITKA",2016-08-05,16,12,5,"M",445,"Private",484,113416,"113-41","CSEO",12,NA,3,0.3,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",415,"Private",485,113416,"113-41","CSEO",10,NA,3,0.29,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"F",430,"Private",486,113416,"113-41","CSEO",10,NA,3,0.25,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"F",460,"Private",487,113416,"113-41","CSEO",10,NA,3,NA,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"F",420,"Private",488,113416,"113-41","CSEO",10,NA,3,NA,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",480,"Private",489,113416,"113-41","CSEO",33,NA,3,0.47,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"F",430,"Private",490,113416,"113-41","CSEO",11,NA,3,0.29,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",425,"Private",491,113416,"113-41","CSEO",17,NA,3,0.31,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",465,"Charter",492,113417,"113-41","CSEO",19,NA,3,0.37,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"F",435,"Charter",493,113417,"113-41","CSEO",12,NA,3,0.32,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"F",480,"Charter",494,113417,"113-41","CSEO",14,NA,3,0.37,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"F",440,"Charter",495,113417,"113-41","CSEO",17,NA,3,0.41,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"F",415,"Charter",496,113417,"113-41","CSEO",9,9,3,0.26,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",430,"Charter",497,113417,"113-41","CSEO",13,NA,3,0.3,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",425,"Charter",498,113417,"113-41","CSEO",17,NA,3,0.35,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",465,"Charter",499,113417,"113-41","CSEO",29,29,3,0.39,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",445,"Charter",500,113417,"113-41","CSEO",18,NA,3,0.34,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",455,"Charter",501,113417,"113-41","CSEO",19,NA,3,0.41,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",445,"Charter",502,113417,"113-41","CSEO",18,NA,3,0.33,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",450,"Charter",503,113417,"113-41","CSEO",13,NA,3,0.3,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",465,"Charter",504,113417,"113-41","CSEO",13,13,3,0.32,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",450,"Charter",505,113417,"113-41","CSEO",21,21,3,0.39,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",490,"Charter",506,113417,"113-41","CSEO",21,NA,3,0.37,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",440,"Charter",507,113417,"113-41","CSEO",19,19,3,0.31,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",450,"Charter",508,113417,"113-41","CSEO",17,17,3,0.36,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"F",420,"Charter",509,113417,"113-41","CSEO",13,NA,3,0.29,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"F",450,"Charter",510,365701,"365-70","CSEO",11,NA,3,0.3,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"F",495,"Charter",511,365701,"365-70","CSEO",13,NA,3,0.37,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"F",565,"Charter",512,365701,"365-70","CSEO",25,24,3,0.55,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",385,"Charter",513,365701,"365-70","CSEO",7,NA,3,0.21,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",520,"Charter",514,365701,"365-70","CSEO",16,16,3,0.43,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",560,"Charter",515,365701,"365-70","CSEO",19,NA,3,0.55,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"F",470,"Charter",516,365701,"365-70","CSEO",13,NA,3,0.37,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"F",415,"Charter",517,365701,"365-70","CSEO",9,NA,3,0.26,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",465,"Charter",518,365701,"365-70","CSEO",11,11,3,0.38,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",450,"Charter",519,365701,"365-70","CSEO",9,9,3,0.29,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",430,"Charter",520,365701,"365-70","CSEO",10,NA,3,0.3,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"F",445,"Charter",521,365701,"365-70","CSEO",10,NA,3,0.27,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",415,"Charter",522,365701,"365-70","CSEO",9,9,3,0.27,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"F",460,"Charter",523,365701,"365-70","CSEO",11,NA,3,0.31,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",NA,"Charter",524,365701,"365-70","CSEO",10,NA,NA,0.31,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"F",565,"Charter",525,365701,"365-70","CSEO",21,NA,3,0.54,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"F",490,"Charter",526,113450,"113-45","CSEO",13,NA,3,0.35,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"F",415,"Charter",527,113450,"113-45","CSEO",11,NA,3,0.31,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",425,"Charter",528,113450,"113-45","CSEO",21,NA,3,0.32,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"F",430,"Charter",529,113450,"113-45","CSEO",12,NA,3,0.27,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",440,"Charter",530,113450,"113-45","CSEO",24,NA,3,0.39,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",520,"Charter",531,113450,"113-45","CSEO",22,NA,2,0.57,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"F",525,"Charter",532,113450,"113-45","CSEO",15,NA,3,0.43,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",520,"Charter",533,113450,"113-45","CSEO",17,NA,3,0.45,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",430,"Charter",534,113450,"113-45","CSEO",19,NA,3,0.32,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"F",480,"Charter",535,113450,"113-45","CSEO",11,NA,3,0.3,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",445,"Charter",536,113450,"113-45","CSEO",11,NA,3,0.35,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",455,"Charter",537,113450,"113-45","CSEO",12,NA,3,0.33,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"F",530,"Charter",538,113450,"113-45","CSEO",19,NA,2,0.45,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"F",510,"Charter",539,113450,"113-45","CSEO",13,NA,3,0.38,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",445,"Charter",540,113450,"113-45","CSEO",11,NA,3,0.29,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"F",530,"Charter",541,113450,"113-45","CSEO",14,NA,2,0.42,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",530,"Charter",542,113450,"113-45","CSEO",24,25,3,0.49,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",460,"Charter",543,113450,"113-45","CSEO",12,NA,2,0.35,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"F",540,"Charter",544,113450,"113-45","CSEO",19,NA,2,0.46,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"F",485,"Charter",545,113450,"113-45","CSEO",13,NA,3,0.38,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",510,"Charter",546,113450,"113-45","CSEO",21,NA,2,0.43,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"F",455,"Charter",547,113450,"113-45","CSEO",14,NA,3,0.41,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",530,"Charter",548,113450,"113-45","CSEO",31,NA,2,0.68,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"F",465,"Charter",549,113450,"113-45","CSEO",14,NA,3,0.36,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",510,"Charter",550,113450,"113-45","CSEO",19,NA,2,0.5,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",470,"Charter",551,113450,"113-45","CSEO",19,NA,3,0.44,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"",370,"Charter",552,113311,"113-31","CSEO",7,NA,3,0.22,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"",410,"Charter",553,113311,"113-31","CSEO",10,NA,3,0.24,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",425,"Charter",554,113311,"113-31","CSEO",19,NA,3,0.3,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",430,"Charter",555,113311,"113-31","CSEO",18,NA,2,0.33,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"",425,"Charter",556,113311,"113-31","CSEO",15,NA,2,0.31,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",425,"Charter",557,113311,"113-31","CSEO",16,NA,2,0.32,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",435,"Charter",558,113311,"113-31","CSEO",13,13,3,0.31,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",415,"Charter",559,113311,"113-31","CSEO",21,NA,3,0.29,142,2016,8,5
"SITKA",2016-08-05,16,12,5,"M",425,"Charter",560,113311,"113-31","CSEO",21,NA,2,0.33,142,2016,8,5
"SITKA",2016-08-06,16,11,9,"M",490,"Charter",561,113450,"113-45","CSEO",27,NA,2,0.47,142,2016,8,6
"SITKA",2016-08-06,16,11,9,"",465,"Charter",562,113450,"113-45","CSEO",18,NA,3,0.43,142,2016,8,6
"SITKA",2016-08-06,16,11,9,"M",430,"Charter",563,113450,"113-45","CSEO",21,NA,3,0.32,142,2016,8,6
"SITKA",2016-08-06,16,11,9,"M",455,"Charter",564,113450,"113-45","CSEO",19,NA,2,0.36,142,2016,8,6
"SITKA",2016-08-06,16,11,9,"M",405,"Charter",565,113450,"113-45","CSEO",10,NA,3,0.28,142,2016,8,6
"SITKA",2016-08-06,16,11,9,"M",445,"Charter",566,113450,"113-45","CSEO",21,NA,3,0.37,142,2016,8,6
"SITKA",2016-08-06,16,11,9,"M",425,"Charter",567,113450,"113-45","CSEO",17,NA,3,0.31,142,2016,8,6
"SITKA",2016-08-06,16,11,9,"M",460,"Charter",568,113450,"113-45","CSEO",19,19,3,0.31,142,2016,8,6
"SITKA",2016-08-06,16,11,9,"M",420,"Charter",569,113450,"113-45","CSEO",13,NA,3,0.29,142,2016,8,6
"SITKA",2016-08-06,16,11,9,"M",390,"Charter",570,113450,"113-45","CSEO",10,NA,3,0.24,142,2016,8,6
"SITKA",2016-08-06,16,11,9,"F",480,"Charter",571,113450,"113-45","CSEO",12,NA,2,0.32,142,2016,8,6
"SITKA",2016-08-06,16,11,9,"M",480,"Charter",572,113450,"113-45","CSEO",25,NA,2,0.45,142,2016,8,6
"SITKA",2016-08-07,16,12,1,"M",475,"Charter",573,113411,"113-41","CSEO",19,NA,3,0.4,142,2016,8,7
"SITKA",2016-08-07,16,12,1,"M",435,"Charter",574,113311,"113-31","CSEO",10,NA,3,0.3,142,2016,8,7
"SITKA",2016-08-11,16,11,1,"M",475,"Charter",575,113450,"113-45","CSEO",13,NA,3,0.35,142,2016,8,11
"SITKA",2016-08-12,16,12,5,"M",435,"Private",576,113414,"113-41","CSEO",11,NA,3,0.26,142,2016,8,12
"SITKA",2016-08-12,16,12,5,"M",450,"Private",577,113414,"113-41","CSEO",15,NA,3,0.35,142,2016,8,12
"SITKA",2016-08-12,16,12,5,"F",470,"Private",578,113414,"113-41","CSEO",10,10,3,0.32,142,2016,8,12
"SITKA",2016-08-12,16,12,5,"M",470,"Private",579,113414,"113-41","CSEO",19,NA,3,0.37,142,2016,8,12
"SITKA",2016-08-12,16,12,5,"M",460,"Private",580,113414,"113-41","CSEO",21,NA,3,0.4,142,2016,8,12
"SITKA",2016-08-12,16,12,5,"M",440,"Private",581,113414,"113-41","CSEO",19,19,3,0.33,142,2016,8,12
"SITKA",2016-08-12,16,12,5,"M",455,"Charter",582,113417,"113-41","CSEO",11,NA,3,0.27,142,2016,8,12
"SITKA",2016-08-12,16,12,5,"F",430,"Charter",583,113417,"113-41","CSEO",10,NA,3,0.25,142,2016,8,12
"SITKA",2016-08-12,16,12,5,"M",465,"Charter",584,113417,"113-41","CSEO",14,14,3,0.3,142,2016,8,12
"SITKA",2016-08-12,16,12,5,"M",450,"Charter",585,113417,"113-41","CSEO",14,NA,3,0.3,142,2016,8,12
"SITKA",2016-08-12,16,12,5,"M",430,"Charter",586,113417,"113-41","CSEO",19,NA,3,0.33,142,2016,8,12
"SITKA",2016-08-12,16,12,5,"M",430,"Charter",587,113417,"113-41","CSEO",21,NA,3,0.36,142,2016,8,12
"SITKA",2016-08-12,16,12,5,"F",410,"Charter",588,113417,"113-41","CSEO",10,NA,3,0.24,142,2016,8,12
"SITKA",2016-08-12,16,12,5,"M",460,"Charter",589,113417,"113-41","CSEO",11,11,3,0.3,142,2016,8,12
"SITKA",2016-08-12,16,12,5,"M",450,"Charter",590,113417,"113-41","CSEO",15,NA,2,0.31,142,2016,8,12
"SITKA",2016-08-12,16,12,5,"M",445,"Charter",591,113417,"113-41","CSEO",10,NA,3,0.29,142,2016,8,12
"SITKA",2016-08-12,16,12,5,"F",450,"Charter",592,113417,"113-41","CSEO",12,NA,3,0.31,142,2016,8,12
"SITKA",2016-08-12,16,12,5,"F",465,"Charter",593,113417,"113-41","CSEO",11,NA,3,0.3,142,2016,8,12
"SITKA",2016-08-12,16,12,5,"F",370,"Charter",594,113417,"113-41","CSEO",6,NA,3,NA,142,2016,8,12
"SITKA",2016-08-12,16,12,5,"F",455,"Charter",595,113417,"113-41","CSEO",11,NA,3,0.29,142,2016,8,12
"SITKA",2016-08-12,16,12,5,"M",405,"Charter",596,113417,"113-41","CSEO",10,NA,3,0.24,142,2016,8,12
"SITKA",2016-08-12,16,12,5,"M",450,"Charter",597,113417,"113-41","CSEO",23,NA,2,0.34,142,2016,8,12
"SITKA",2016-08-12,16,12,5,"M",395,"Charter",598,113417,"113-41","CSEO",9,NA,3,0.25,142,2016,8,12
"SITKA",2016-08-12,16,12,5,"",455,"Charter",599,113417,"113-41","CSEO",25,NA,3,0.41,142,2016,8,12
"SITKA",2016-08-12,16,12,5,"F",415,"Charter",600,113417,"113-41","CSEO",10,NA,3,0.23,142,2016,8,12
"SITKA",2016-08-12,16,12,5,"F",420,"Charter",601,113417,"113-41","CSEO",11,NA,2,0.27,142,2016,8,12
"SITKA",2016-08-12,16,12,5,"M",380,"Charter",602,113417,"113-41","CSEO",10,NA,3,0.22,142,2016,8,12
"SITKA",2016-08-12,16,12,5,"F",440,"Charter",603,113417,"113-41","CSEO",11,NA,3,0.28,142,2016,8,12
"SITKA",2016-08-12,16,12,5,"M",455,"Charter",604,113450,"113-45","CSEO",12,NA,2,0.37,142,2016,8,12
"SITKA",2016-08-13,16,11,5,"F",510,"Charter",605,113450,"113-45","CSEO",15,NA,2,0.48,142,2016,8,13
"SITKA",2016-08-13,16,11,5,"F",530,"Charter",606,113450,"113-45","CSEO",14,14,3,0.43,142,2016,8,13
"SITKA",2016-08-13,16,11,5,"F",500,"Charter",607,113450,"113-45","CSEO",14,NA,2,0.39,142,2016,8,13
"SITKA",2016-08-13,16,11,5,"",490,"Charter",608,113450,"113-45","CSEO",13,NA,3,0.39,142,2016,8,13
"SITKA",2016-08-13,16,11,5,"M",430,"Charter",609,113450,"113-45","CSEO",11,NA,3,0.29,142,2016,8,13
"SITKA",2016-08-13,16,11,5,"M",395,"Charter",610,113450,"113-45","CSEO",10,NA,3,0.22,142,2016,8,13
"SITKA",2016-08-13,16,11,5,"M",425,"Charter",611,113450,"113-45","CSEO",10,11,3,0.32,142,2016,8,13
"SITKA",2016-08-13,16,11,5,"M",430,"Charter",612,113450,"113-45","CSEO",13,13,3,0.3,142,2016,8,13
"SITKA",2016-08-13,16,11,5,"F",425,"Charter",613,113450,"113-45","CSEO",9,NA,3,0.29,142,2016,8,13
"SITKA",2016-08-13,16,11,5,"M",460,"Charter",614,113450,"113-45","CSEO",19,19,3,0.37,142,2016,8,13
"SITKA",2016-08-13,16,11,5,"M",490,"Charter",615,113450,"113-45","CSEO",28,NA,3,0.51,142,2016,8,13
"SITKA",2016-08-13,16,11,5,"M",460,"Charter",616,113450,"113-45","CSEO",21,NA,3,0.36,142,2016,8,13
"SITKA",2016-08-13,16,11,5,"F",425,"Charter",617,113611,"113-61","CSEO",11,NA,3,0.29,142,2016,8,13
"SITKA",2016-08-13,16,11,5,"F",440,"Charter",618,113611,"113-61","CSEO",13,NA,2,0.29,142,2016,8,13
"SITKA",2016-08-13,16,11,5,"M",460,"Charter",619,113611,"113-61","CSEO",26,NA,2,0.45,142,2016,8,13
"SITKA",2016-08-13,16,11,5,"F",430,"Charter",620,113611,"113-61","CSEO",11,NA,3,0.3,142,2016,8,13
"SITKA",2016-08-13,16,11,5,"F",475,"Charter",621,113611,"113-61","CSEO",13,NA,2,0.34,142,2016,8,13
"SITKA",2016-08-13,16,11,5,"F",455,"Charter",622,113611,"113-61","CSEO",11,11,3,0.28,142,2016,8,13
"SITKA",2016-08-13,16,11,5,"M",450,"Charter",623,113611,"113-61","CSEO",20,19,2,0.38,142,2016,8,13
"SITKA",2016-08-13,16,11,5,"M",420,"Charter",624,113611,"113-61","CSEO",10,NA,3,0.28,142,2016,8,13
"SITKA",2016-08-13,16,11,5,"M",445,"Charter",625,113611,"113-61","CSEO",11,11,3,0.31,142,2016,8,13
"SITKA",2016-08-13,16,11,5,"F",425,"Charter",626,113611,"113-61","CSEO",11,NA,3,0.27,142,2016,8,13
"SITKA",2016-08-13,16,11,5,"M",435,"Charter",627,113611,"113-61","CSEO",15,NA,3,0.35,142,2016,8,13
"SITKA",2016-08-13,16,11,5,"M",455,"Charter",628,113611,"113-61","CSEO",10,NA,3,0.33,142,2016,8,13
"SITKA",2016-08-13,16,11,5,"F",425,"Charter",629,113611,"113-61","CSEO",10,NA,3,0.29,142,2016,8,13
"SITKA",2016-08-13,16,11,5,"F",415,"Charter",630,113611,"113-61","CSEO",10,10,3,0.29,142,2016,8,13
"SITKA",2016-08-13,16,11,5,"M",450,"Charter",631,113611,"113-61","CSEO",12,NA,2,0.3,142,2016,8,13
"SITKA",2016-08-13,16,11,5,"M",440,"Charter",632,113611,"113-61","CSEO",13,NA,3,0.29,142,2016,8,13
"SITKA",2016-08-13,16,11,5,"F",460,"Charter",633,113611,"113-61","CSEO",13,NA,3,0.33,142,2016,8,13
"SITKA",2016-08-13,16,11,5,"F",450,"Charter",634,113611,"113-61","CSEO",11,NA,2,0.29,142,2016,8,13
"SITKA",2016-08-13,16,11,5,"F",450,"Charter",635,113611,"113-61","CSEO",11,12,3,0.31,142,2016,8,13
"SITKA",2016-08-13,16,11,5,"F",435,"Charter",636,113611,"113-61","CSEO",11,NA,3,0.28,142,2016,8,13
"SITKA",2016-08-13,16,11,5,"M",470,"Charter",637,113611,"113-61","CSEO",13,13,3,0.34,142,2016,8,13
"SITKA",2016-08-13,16,11,5,"M",475,"Charter",638,113611,"113-61","CSEO",17,NA,3,0.38,142,2016,8,13
"SITKA",2016-08-13,16,11,5,"M",420,"Charter",639,113611,"113-61","CSEO",9,NA,3,0.29,142,2016,8,13
"SITKA",2016-08-13,16,11,5,"F",460,"Charter",640,113611,"113-61","CSEO",11,11,3,0.27,142,2016,8,13
"SITKA",2016-08-13,16,11,5,"M",430,"Charter",641,113611,"113-61","CSEO",11,NA,3,0.29,142,2016,8,13
"SITKA",2016-08-13,16,11,5,"F",420,"Charter",642,113611,"113-61","CSEO",10,NA,3,0.31,142,2016,8,13
"SITKA",2016-08-13,16,11,5,"M",585,"Charter",643,113611,"113-61","CSEO",24,NA,3,0.55,142,2016,8,13
"SITKA",2016-08-13,16,11,5,"F",420,"Charter",644,113611,"113-61","CSEO",9,NA,3,0.26,142,2016,8,13
"SITKA",2016-08-13,16,11,5,"M",440,"Charter",645,113611,"113-61","CSEO",13,NA,3,0.3,142,2016,8,13
"SITKA",2016-08-13,16,11,5,"F",325,"Charter",646,113611,"113-61","CSEO",7,NA,3,0.13,154,2016,8,13
"SITKA",2016-08-13,16,11,5,"M",430,"Charter",647,113611,"113-61","CSEO",15,15,2,0.3,142,2016,8,13
"SITKA",2016-08-14,16,12,1,"F",455,"Charter",648,113450,"113-45","CSEO",11,NA,3,0.27,142,2016,8,14
"SITKA",2016-08-14,16,12,1,"",440,"Charter",649,113450,"113-45","CSEO",11,NA,3,0.29,142,2016,8,14
"SITKA",2016-08-18,17,10,5,"M",430,"Charter",650,113611,"113-61","CSEO",12,NA,3,0.29,142,2016,8,18
"SITKA",2016-08-18,17,10,5,"",405,"Charter",651,113611,"113-61","CSEO",7,7,NA,0.22,142,2016,8,18
"SITKA",2016-08-18,17,10,5,"F",425,"Charter",652,113611,"113-61","CSEO",12,12,3,0.31,142,2016,8,18
