"PORT","SP","DATE","PAGE","LINE","SEX","LENGTH","WEIGHT","AGE","AGE2","AGECONF","AGEERR","USER","BOATNAME","STATAREA","GENETICS_CARD_NUM","GENETICS_SLOT_NUM","GONAD_SAMPLE","SAMPLEID","YEAR","MONTH","DAY","SUBLOC","SPECIES","ASSEMB"
"Seward",142,2021-07-25,26,3,"F",37,0.8,7,NA,2,"","Private","P5",495932,NA,NA,NA,NA,2021,7,25,NA,"Black","Pelagic"
"Seward",142,2021-07-25,26,4,"M",54,2.9,38,NA,1,"","Private","P5",495932,NA,NA,NA,NA,2021,7,25,NA,"Black","Pelagic"
"Seward",142,2021-07-25,26,5,"M",53,2.9,32,NA,1,"","Private","P5",495932,NA,NA,NA,NA,2021,7,25,NA,"Black","Pelagic"
"Seward",142,2021-07-25,26,6,"M",36,0.8,NA,NA,NA,"","Private","P5",495932,NA,NA,NA,NA,2021,7,25,NA,"Black","Pelagic"
"Seward",142,2021-07-25,26,7,"M",36,0.8,NA,NA,NA,"","Private","P5",495932,NA,NA,NA,NA,2021,7,25,NA,"Black","Pelagic"
"Seward",142,2021-07-30,27,1,"M",50,NA,NA,NA,NA,"","Charter","GONE AGAIN",495932,NA,NA,NA,NA,2021,7,30,NA,"Black","Pelagic"
"Seward",142,2021-07-30,27,2,"M",51,NA,14,NA,2,"","Charter","GONE AGAIN",495932,NA,NA,NA,NA,2021,7,30,NA,"Black","Pelagic"
"Seward",142,2021-07-30,27,3,"M",55,NA,41,41,1,"","Charter","GONE AGAIN",495932,NA,NA,NA,NA,2021,7,30,NA,"Black","Pelagic"
"Seward",142,2021-07-30,27,4,"M",41,NA,NA,NA,NA,"","Charter","GONE AGAIN",495932,NA,NA,NA,NA,2021,7,30,NA,"Black","Pelagic"
"Seward",142,2021-07-30,27,5,"F",43,NA,8,9,2,"","Charter","GONE AGAIN",495932,NA,NA,NA,NA,2021,7,30,NA,"Black","Pelagic"
"Seward",142,2021-07-30,27,6,"F",41,NA,8,8,2,"","Charter","GONE AGAIN",495932,NA,NA,NA,NA,2021,7,30,NA,"Black","Pelagic"
"Seward",142,2021-07-30,27,7,"F",52,NA,NA,NA,NA,"","Charter","GONE AGAIN",495932,NA,NA,NA,NA,2021,7,30,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,1,"F",41,NA,7,NA,2,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,2,"F",39,NA,7,NA,2,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,3,"F",35,NA,NA,NA,NA,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,4,"F",33,NA,7,NA,2,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,5,"F",36,NA,NA,NA,NA,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,6,"F",34,NA,7,NA,2,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,7,"F",38,NA,NA,NA,NA,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,8,"F",33,NA,6,NA,2,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,9,"M",36,NA,NA,NA,NA,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,10,"M",38,NA,7,NA,2,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,11,"M",36,NA,NA,NA,NA,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,12,"M",NA,NA,7,7,2,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,13,"M",40,NA,NA,NA,NA,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,14,"M",48,NA,19,NA,2,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,15,"M",52,NA,14,NA,2,"","Charter","ORION",475934,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,16,"M",45,NA,12,NA,2,"","Charter","ORION",475934,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,17,"M",40,NA,7,NA,2,"","Charter","ORION",475934,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,18,"M",36,NA,7,NA,2,"","Charter","ORION",475934,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,19,"F",42,NA,7,NA,2,"","Charter","ORION",475934,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,20,"F",47,NA,8,NA,2,"","Charter","ORION",475934,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,21,"F",44,NA,8,8,2,"","Charter","ORION",475934,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,22,"F",52,NA,14,NA,2,"","Charter","ORION",475934,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,23,"F",40,NA,NA,NA,NA,"","Charter","NAUTI GIRL",495934,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,24,"F",41,NA,8,NA,2,"","Charter","NAUTI GIRL",495934,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,25,"F",38,NA,NA,NA,NA,"","Charter","NAUTI GIRL",495934,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,26,"F",38,NA,NA,NA,NA,"","Charter","NAUTI GIRL",495934,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,27,"F",39,NA,NA,NA,NA,"","Charter","NAUTI GIRL",495934,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,28,"F",39,NA,NA,NA,NA,"","Charter","NAUTI GIRL",495934,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,29,"F",41,NA,7,7,2,"","Charter","NAUTI GIRL",495934,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,30,"F",38,NA,7,NA,2,"","Charter","NAUTI GIRL",495934,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,31,"F",35,NA,NA,NA,NA,"","Charter","NAUTI GIRL",495934,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,32,"F",38,NA,NA,NA,NA,"","Charter","NAUTI GIRL",495934,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,33,"F",41,NA,7,NA,2,"","Charter","NAUTI GIRL",495934,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,34,"F",38,NA,7,NA,2,"","Charter","NAUTI GIRL",495934,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,35,"M",37,NA,7,NA,2,"","Charter","NAUTI GIRL",495934,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,36,"M",40,NA,NA,NA,NA,"","Charter","NAUTI GIRL",495934,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,37,"M",35,NA,7,7,2,"","Charter","NAUTI GIRL",495934,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,38,"M",53,NA,26,NA,2,"","Charter","NAUTI GIRL",495934,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,39,"M",36,NA,7,NA,2,"","Charter","NAUTI GIRL",495934,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,40,"M",41,NA,NA,NA,NA,"","Charter","NAUTI GIRL",495934,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,41,"M",38,NA,7,NA,2,"","Charter","NAUTI GIRL",495934,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,42,"M",43,NA,NA,NA,NA,"","Charter","NAUTI GIRL",495934,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,43,"M",36,NA,NA,NA,NA,"","Charter","NAUTI GIRL",495934,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,44,"M",47,NA,17,NA,2,"","Charter","NAUTI GIRL",495934,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,45,"M",43,NA,NA,NA,NA,"","Private","P1",495932,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,46,"M",45,NA,NA,NA,NA,"","Private","P1",495932,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,47,"M",50,NA,29,NA,2,"","Private","P1",495932,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,48,"M",53,NA,30,NA,2,"","Private","P1",495932,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,49,"M",45,NA,13,13,2,"","Private","P1",495932,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,50,"M",46,NA,14,NA,2,"","Private","P1",495932,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,51,"M",48,NA,14,NA,2,"","Private","P1",495932,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,52,"M",46,NA,14,NA,2,"","Private","P1",495932,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,53,"F",48,NA,9,NA,2,"","Private","P1",495932,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,54,"F",50,NA,NA,NA,NA,"","Private","P1",495932,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,55,"F",50,NA,NA,NA,NA,"","Private","P1",495932,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,56,"F",51,NA,13,NA,2,"","Private","P1",495932,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,57,"F",43,NA,8,NA,2,"","Private","P1",495932,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,58,"F",53,NA,14,NA,2,"","Private","P1",495932,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,59,"F",51,NA,NA,NA,NA,"","Private","P1",495932,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,60,"F",42,NA,NA,NA,NA,"","Private","P1",495932,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,61,"F",51,NA,13,NA,2,"","Private","P1",495932,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,62,"F",52,NA,14,NA,2,"","Private","P1",495932,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-02,28,63,"F",51,NA,NA,NA,NA,"","Private","P1",495932,NA,NA,NA,NA,2021,8,2,NA,"Black","Pelagic"
"Seward",142,2021-08-05,29,1,"F",41,1.2,8,NA,2,"","Private","P1",495938,NA,NA,NA,NA,2021,8,5,NA,"Black","Pelagic"
"Seward",142,2021-08-05,29,2,"F",44,1.6,NA,NA,NA,"","Private","P1",495938,NA,NA,NA,NA,2021,8,5,NA,"Black","Pelagic"
"Seward",142,2021-08-05,29,3,"M",47,1.7,12,NA,2,"","Private","P1",495938,NA,NA,NA,NA,2021,8,5,NA,"Black","Pelagic"
"Seward",142,2021-08-05,29,4,"M",47,1.9,15,NA,2,"","Private","P1",495938,NA,NA,NA,NA,2021,8,5,NA,"Black","Pelagic"
"Seward",142,2021-08-05,29,5,"M",32,0.6,NA,NA,NA,"","Private","P2",495938,NA,NA,NA,NA,2021,8,5,NA,"Black","Pelagic"
"Seward",142,2021-08-05,29,6,"M",53,NA,NA,NA,NA,"","Charter","OUTCAST",475934,NA,NA,NA,NA,2021,8,5,NA,"Black","Pelagic"
"Seward",142,2021-08-05,29,7,"M",37,NA,6,NA,2,"","Charter","OUTCAST",475934,NA,NA,NA,NA,2021,8,5,NA,"Black","Pelagic"
"Seward",142,2021-08-05,29,8,"F",54,NA,NA,NA,NA,"","Charter","OUTCAST",475934,NA,NA,NA,NA,2021,8,5,NA,"Black","Pelagic"
"Seward",142,2021-08-05,29,9,"F",42,NA,7,NA,2,"","Charter","OUTCAST",475934,NA,NA,NA,NA,2021,8,5,NA,"Black","Pelagic"
"Seward",142,2021-08-05,29,10,"F",41,NA,7,NA,2,"","Charter","OUTCAST",475934,NA,NA,NA,NA,2021,8,5,NA,"Black","Pelagic"
"Seward",142,2021-08-05,29,11,"F",46,NA,NA,NA,NA,"","Charter","OUTCAST",475934,NA,NA,NA,NA,2021,8,5,NA,"Black","Pelagic"
"Seward",142,2021-08-05,29,12,"F",NA,NA,NA,NA,NA,"","Charter","YANICHKA",486001,NA,NA,NA,NA,2021,8,5,NA,"Black","Pelagic"
"Seward",142,2021-08-05,29,13,"F",35,NA,7,7,2,"","Charter","YANICHKA",486001,NA,NA,NA,NA,2021,8,5,NA,"Black","Pelagic"
"Seward",142,2021-08-05,29,14,"F",33,NA,6,NA,2,"","Charter","YANICHKA",486001,NA,NA,NA,NA,2021,8,5,NA,"Black","Pelagic"
"Seward",142,2021-08-05,29,15,"F",39,NA,NA,NA,NA,"","Charter","YANICHKA",486001,NA,NA,NA,NA,2021,8,5,NA,"Black","Pelagic"
"Seward",142,2021-08-05,29,16,"F",34,NA,7,NA,2,"","Charter","YANICHKA",486001,NA,NA,NA,NA,2021,8,5,NA,"Black","Pelagic"
"Seward",142,2021-08-05,29,17,"M",37,NA,NA,NA,NA,"","Charter","YANICHKA",486001,NA,NA,NA,NA,2021,8,5,NA,"Black","Pelagic"
"Seward",142,2021-08-05,29,18,"M",33,NA,NA,NA,NA,"","Charter","YANICHKA",486001,NA,NA,NA,NA,2021,8,5,NA,"Black","Pelagic"
"Seward",142,2021-08-05,29,19,"M",40,NA,NA,NA,NA,"","Charter","YANICHKA",486001,NA,NA,NA,NA,2021,8,5,NA,"Black","Pelagic"
"Seward",142,2021-08-05,29,20,"M",34,NA,7,NA,2,"","Charter","YANICHKA",486001,NA,NA,NA,NA,2021,8,5,NA,"Black","Pelagic"
"Seward",142,2021-08-05,29,21,"M",36,NA,7,NA,2,"","Charter","YANICHKA",486001,NA,NA,NA,NA,2021,8,5,NA,"Black","Pelagic"
"Seward",142,2021-08-05,29,22,"",32,NA,7,NA,2,"","Charter","YANICHKA",486001,NA,NA,NA,NA,2021,8,5,NA,"Black","Pelagic"
"Seward",142,2021-08-08,30,1,"F",38,NA,7,NA,2,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,8,NA,"Black","Pelagic"
"Seward",142,2021-08-08,30,2,"F",43,1.5,NA,NA,NA,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,8,NA,"Black","Pelagic"
"Seward",142,2021-08-08,30,3,"F",39,1,NA,NA,NA,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,8,NA,"Black","Pelagic"
"Seward",142,2021-08-08,30,4,"F",36,0.8,NA,NA,NA,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,8,NA,"Black","Pelagic"
"Seward",142,2021-08-08,30,5,"F",37,0.8,7,NA,2,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,8,NA,"Black","Pelagic"
"Seward",142,2021-08-08,30,6,"F",37,0.9,NA,NA,NA,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,8,NA,"Black","Pelagic"
"Seward",142,2021-08-08,30,7,"F",35,0.8,6,NA,2,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,8,NA,"Black","Pelagic"
"Seward",142,2021-08-08,30,8,"F",39,1,NA,NA,NA,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,8,NA,"Black","Pelagic"
"Seward",142,2021-08-08,30,9,"F",39,1,8,NA,2,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,8,NA,"Black","Pelagic"
"Seward",142,2021-08-08,30,10,"F",37,0.9,7,NA,2,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,8,NA,"Black","Pelagic"
"Seward",142,2021-08-08,30,11,"F",34,0.6,7,NA,2,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,8,NA,"Black","Pelagic"
"Seward",142,2021-08-08,30,12,"M",36,0.8,7,NA,2,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,8,NA,"Black","Pelagic"
"Seward",142,2021-08-08,30,13,"M",38,1,NA,NA,NA,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,8,NA,"Black","Pelagic"
"Seward",142,2021-08-08,30,14,"M",40,1.1,7,NA,2,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,8,NA,"Black","Pelagic"
"Seward",142,2021-08-08,30,15,"M",34,0.7,7,NA,2,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,8,NA,"Black","Pelagic"
"Seward",142,2021-08-08,30,16,"M",40,1,NA,NA,NA,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,8,NA,"Black","Pelagic"
"Seward",142,2021-08-08,30,17,"M",34,0.8,7,NA,2,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,8,NA,"Black","Pelagic"
"Seward",142,2021-08-08,30,18,"M",40,NA,NA,NA,NA,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,8,NA,"Black","Pelagic"
"Seward",142,2021-08-08,30,19,"M",38,NA,NA,NA,NA,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,8,NA,"Black","Pelagic"
"Seward",142,2021-08-08,30,20,"M",37,NA,7,NA,2,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,8,NA,"Black","Pelagic"
"Seward",142,2021-08-08,30,21,"M",46,NA,NA,NA,NA,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,8,NA,"Black","Pelagic"
"Seward",142,2021-08-08,30,22,"M",38,NA,7,7,2,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,8,NA,"Black","Pelagic"
"Seward",142,2021-08-08,30,23,"M",35,NA,7,NA,2,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,8,NA,"Black","Pelagic"
"Seward",142,2021-08-08,30,24,"M",37,0.9,7,NA,2,"","Charter","KEEP IT REEL",495938,NA,NA,NA,NA,2021,8,8,NA,"Black","Pelagic"
"Seward",142,2021-08-08,30,25,"F",39,1.1,NA,NA,NA,"","Charter","PURSUIT",485932,NA,NA,NA,NA,2021,8,8,NA,"Black","Pelagic"
"Seward",142,2021-08-08,30,26,"F",43,1.4,NA,NA,NA,"","Charter","PURSUIT",485932,NA,NA,NA,NA,2021,8,8,NA,"Black","Pelagic"
"Seward",142,2021-08-08,30,27,"F",41,1.3,NA,NA,NA,"","Charter","PURSUIT",485932,NA,NA,NA,NA,2021,8,8,NA,"Black","Pelagic"
"Seward",142,2021-08-08,30,28,"M",47,1.8,12,NA,2,"","Charter","PURSUIT",485932,NA,NA,NA,NA,2021,8,8,NA,"Black","Pelagic"
"Seward",142,2021-08-08,30,29,"M",44,1.6,NA,NA,NA,"","Charter","PURSUIT",485932,NA,NA,NA,NA,2021,8,8,NA,"Black","Pelagic"
"Seward",142,2021-08-08,30,30,"M",45,1.6,12,NA,2,"","Charter","PURSUIT",485932,NA,NA,NA,NA,2021,8,8,NA,"Black","Pelagic"
"Seward",142,2021-08-08,30,31,"M",53,2.6,29,32,1,"","Charter","PURSUIT",485932,NA,NA,NA,NA,2021,8,8,NA,"Black","Pelagic"
"Seward",142,2021-08-08,30,32,"M",44,1.7,8,8,2,"","Charter","PURSUIT",485932,NA,NA,NA,NA,2021,8,8,NA,"Black","Pelagic"
"Seward",142,2021-08-08,30,33,"",NA,NA,NA,NA,NA,"","Charter","PURSUIT",485932,NA,NA,NA,NA,2021,8,8,NA,"Black","Pelagic"
"Seward",142,2021-08-10,31,1,"F",40,1.1,7,NA,2,"","Charter","GRAY LIGHT",495938,NA,NA,NA,NA,2021,8,10,NA,"Black","Pelagic"
"Seward",142,2021-08-10,31,2,"F",35,0.7,NA,NA,NA,"","Charter","REVELATION",495932,NA,NA,NA,NA,2021,8,10,NA,"Black","Pelagic"
"Seward",142,2021-08-10,31,3,"F",39,1.1,NA,NA,NA,"","Charter","REVELATION",495932,NA,NA,NA,NA,2021,8,10,NA,"Black","Pelagic"
"Seward",142,2021-08-10,31,4,"M",37,0.9,8,NA,2,"","Charter","REVELATION",495932,NA,NA,NA,NA,2021,8,10,NA,"Black","Pelagic"
"Seward",142,2021-08-10,31,5,"M",35,0.8,7,NA,2,"","Charter","REVELATION",495932,NA,NA,NA,NA,2021,8,10,NA,"Black","Pelagic"
"Seward",142,2021-08-10,31,6,"F",35,NA,7,7,2,"","Charter","OFFSHORE HUNTER",495938,NA,NA,NA,NA,2021,8,10,NA,"Black","Pelagic"
"Seward",142,2021-08-10,31,7,"F",35,NA,6,NA,2,"","Charter","OFFSHORE HUNTER",495938,NA,NA,NA,NA,2021,8,10,NA,"Black","Pelagic"
"Seward",142,2021-08-10,31,8,"M",38,NA,7,NA,2,"","Charter","OFFSHORE HUNTER",495938,NA,NA,NA,NA,2021,8,10,NA,"Black","Pelagic"
"Seward",142,2021-08-10,31,9,"F",52,2.6,14,NA,2,"","Private","P1",495932,NA,NA,NA,NA,2021,8,10,NA,"Black","Pelagic"
"Seward",142,2021-08-10,31,10,"F",40,1.1,NA,NA,NA,"","Private","P1",495932,NA,NA,NA,NA,2021,8,10,NA,"Black","Pelagic"
"Seward",142,2021-08-10,31,11,"F",36,0.8,7,NA,2,"","Private","P1",495932,NA,NA,NA,NA,2021,8,10,NA,"Black","Pelagic"
"Seward",142,2021-08-10,31,12,"F",40,1,NA,NA,NA,"","Private","P1",495932,NA,NA,NA,NA,2021,8,10,NA,"Black","Pelagic"
"Seward",142,2021-08-10,31,13,"F",43,1.4,7,7,2,"","Private","P1",495932,NA,NA,NA,NA,2021,8,10,NA,"Black","Pelagic"
"Seward",142,2021-08-10,31,14,"M",41,1.2,NA,NA,NA,"","Private","P1",495932,NA,NA,NA,NA,2021,8,10,NA,"Black","Pelagic"
"Seward",142,2021-08-10,31,15,"M",35,0.7,7,NA,2,"","Private","P1",495932,NA,NA,NA,NA,2021,8,10,NA,"Black","Pelagic"
"Seward",142,2021-08-10,31,16,"M",55,2.8,23,NA,1,"","Private","P1",495932,NA,NA,NA,NA,2021,8,10,NA,"Black","Pelagic"
"Seward",142,2021-08-10,31,17,"M",38,0.9,NA,NA,NA,"","Private","P1",495932,NA,NA,NA,NA,2021,8,10,NA,"Black","Pelagic"
"Seward",142,2021-08-10,31,18,"M",40,1.1,7,NA,2,"","Private","P1",495932,NA,NA,NA,NA,2021,8,10,NA,"Black","Pelagic"
"Seward",142,2021-08-10,31,19,"M",38,0.9,NA,NA,NA,"","Private","P1",495932,NA,NA,NA,NA,2021,8,10,NA,"Black","Pelagic"
"Seward",142,2021-08-10,31,20,"M",36,0.8,NA,NA,NA,"","Private","P1",495932,NA,NA,NA,NA,2021,8,10,NA,"Black","Pelagic"
"Seward",142,2021-08-10,31,21,"M",41,1.2,7,7,2,"","Private","P1",495932,NA,NA,NA,NA,2021,8,10,NA,"Black","Pelagic"
"Seward",142,2021-08-10,31,22,"M",44,1.6,NA,NA,NA,"","Private","P1",495932,NA,NA,NA,NA,2021,8,10,NA,"Black","Pelagic"
"Seward",142,2021-08-10,31,23,"M",32,NA,NA,NA,NA,"","Private","P1",495932,NA,NA,NA,NA,2021,8,10,NA,"Black","Pelagic"
"Seward",142,2021-08-12,32,1,"F",39,1,NA,NA,NA,"","Charter","GLACIER BREEZE",495938,NA,NA,NA,NA,2021,8,12,NA,"Black","Pelagic"
"Seward",142,2021-08-12,32,2,"F",35,NA,NA,NA,NA,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,12,NA,"Black","Pelagic"
"Seward",142,2021-08-12,32,3,"F",38,NA,NA,NA,NA,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,12,NA,"Black","Pelagic"
"Seward",142,2021-08-12,32,4,"F",33,NA,7,NA,2,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,12,NA,"Black","Pelagic"
"Seward",142,2021-08-12,32,5,"F",38,0.9,NA,NA,NA,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,12,NA,"Black","Pelagic"
"Seward",142,2021-08-12,32,6,"F",34,0.7,7,NA,2,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,12,NA,"Black","Pelagic"
"Seward",142,2021-08-12,32,7,"F",34,0.7,NA,NA,NA,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,12,NA,"Black","Pelagic"
"Seward",142,2021-08-12,32,8,"F",40,1.1,NA,NA,NA,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,12,NA,"Black","Pelagic"
"Seward",142,2021-08-12,32,9,"F",39,1,7,7,2,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,12,NA,"Black","Pelagic"
"Seward",142,2021-08-12,32,10,"F",34,0.7,7,7,2,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,12,NA,"Black","Pelagic"
"Seward",142,2021-08-12,32,11,"F",37,0.9,7,NA,2,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,12,NA,"Black","Pelagic"
"Seward",142,2021-08-12,32,12,"M",38,0.9,NA,NA,NA,"","Charter","ALASKAN SUMMER",495938,NA,NA,NA,NA,2021,8,12,NA,"Black","Pelagic"
