"AREA","SITE","YEAR","MONTH","DAY","PAGE","LINE","SP","SEX","MATURITY","LENGTH","WEIGHT","AGE","STATAREA","FINCLIPA","FINCLIPC","FINCLIPD","FINCLPAN","FL","AGECONF","RARE","SPECIES","USER","ASSEMB","PORT","PERIOD","RATE"
161,2,1995,7,4,15,1,147,"F",7,43.1,1.5,35,505932,"","","","AN",NA,2,"R","Quill","SewMilC","Demersal","Seward",NA,NA
161,2,1995,7,4,15,2,147,"M",5,39.1,1.3,NA,475933,"","C","","",NA,NA,"R","Quill","Charter","Demersal","Seward",NA,NA
161,2,1995,7,4,15,3,147,"M",4,36.7,1.2,36,475933,"","C","","",NA,1,"R","Quill","Charter","Demersal","Seward",NA,NA
161,2,1995,7,9,16,1,147,"M",4,38.6,NA,18,495932,"","","D","",NA,1,"R","Quill","Private","Demersal","Seward",NA,NA
161,2,1995,7,9,16,2,147,"M",4,40.9,NA,NA,NA,"","","","",NA,NA,"R","Quill","","Demersal","Seward",NA,NA
161,2,1995,7,10,17,1,147,"M",4,39.6,NA,21,NA,"A","","","",NA,1,"R","Quill","SewMilC","Demersal","Seward",NA,NA
161,2,1995,7,10,17,2,147,"M",4,38.2,NA,36,NA,"A","","","",NA,2,"R","Quill","SewMilC","Demersal","Seward",NA,NA
161,2,1995,7,10,17,3,147,"M",4,41.2,NA,43,NA,"A","","","",NA,1,"R","Quill","SewMilC","Demersal","Seward",NA,NA
161,2,1995,7,14,18,1,147,"F",6,35.7,NA,25,495932,"","","D","",NA,2,"R","Quill","Private","Demersal","Seward",NA,NA
161,2,1995,7,14,18,2,147,"F",7,41.8,1.7,NA,485935,"A","","","",NA,NA,"R","Quill","SewMilC","Demersal","Seward",NA,NA
161,2,1995,7,15,19,1,147,"F",6,38.2,NA,32,NA,"","","","",NA,2,"R","Quill","","Demersal","Seward",NA,NA
161,2,1995,7,15,19,2,147,"M",4,32.1,NA,11,NA,"A","","","",NA,2,"R","Quill","SewMilC","Demersal","Seward",NA,NA
161,2,1995,7,15,19,3,147,"M",4,38.1,1.2,13,495938,"","C","","",NA,1,"R","Quill","Charter","Demersal","Seward",NA,NA
161,2,1995,7,18,20,1,147,"F",6,NA,NA,10,NA,"A","","","",NA,2,"R","Quill","SewMilC","Demersal","Seward",NA,NA
161,2,1995,7,22,21,1,147,"M",4,35.1,NA,19,NA,"","","D","",NA,2,"R","Quill","Private","Demersal","Seward",NA,NA
161,2,1995,7,22,21,2,147,"M",4,39.8,NA,45,NA,"","","D","",NA,2,"R","Quill","Private","Demersal","Seward",NA,NA
161,2,1995,7,22,21,3,147,"F",6,36.6,1.3,21,495932,"","","D","",NA,2,"R","Quill","Private","Demersal","Seward",NA,NA
161,2,1995,7,22,21,4,147,"F",3,37.5,1.2,17,495932,"","","D","",NA,1,"R","Quill","Private","Demersal","Seward",NA,NA
161,2,1995,7,24,22,2,147,"F",7,43.6,1.6,47,486001,"","C","","",NA,1,"R","Quill","Charter","Demersal","Seward",NA,NA
161,2,1995,7,24,22,3,147,"M",4,38.5,1.2,24,486001,"","C","","",NA,2,"R","Quill","Charter","Demersal","Seward",NA,NA
161,2,1995,7,24,22,4,147,"F",6,40,1.2,35,486001,"","C","","",NA,1,"R","Quill","Charter","Demersal","Seward",NA,NA
161,2,1995,7,27,24,2,147,"M",4,34.8,NA,21,NA,"","","","AN",NA,2,"R","Quill","SewMilC","Demersal","Seward",NA,NA
161,2,1995,7,31,25,1,147,"M",5,41.8,NA,67,NA,"","","","AN",NA,1,"R","Quill","SewMilC","Demersal","Seward",NA,NA
161,2,1995,7,31,25,2,147,"M",5,37,NA,20,495932,"","","","AN",NA,2,"R","Quill","SewMilC","Demersal","Seward",NA,NA
161,2,1995,7,31,25,3,147,"M",4,37.2,0.9,27,475933,"","C","","",NA,2,"R","Quill","Charter","Demersal","Seward",NA,NA
161,2,1995,7,31,25,4,147,"F",7,39.3,1,20,475933,"","C","","",NA,2,"R","Quill","Charter","Demersal","Seward",NA,NA
161,2,1995,8,9,27,1,147,"M",4,37.5,1,18,505932,"A","","","",NA,2,"R","Quill","SewMilC","Demersal","Seward",NA,NA
161,2,1995,8,10,28,1,147,"M",4,35.8,NA,24,NA,"","","","AN",NA,1,"R","Quill","SewMilC","Demersal","Seward",NA,NA
161,2,1995,8,10,28,2,147,"F",6,39.5,NA,21,NA,"","","","AN",NA,1,"R","Quill","SewMilC","Demersal","Seward",NA,NA
161,2,1995,8,10,28,3,147,"M",4,39.6,NA,30,NA,"A","","","",NA,2,"R","Quill","SewMilC","Demersal","Seward",NA,NA
161,2,1995,8,10,28,4,147,"F",7,39.1,NA,19,NA,"A","","","",NA,2,"R","Quill","SewMilC","Demersal","Seward",NA,NA
161,2,1995,8,13,29,1,147,"",NA,39.1,NA,22,NA,"","","","AN",NA,1,"R","Quill","SewMilC","Demersal","Seward",NA,NA
161,2,1995,8,13,29,2,147,"F",6,38.3,NA,NA,NA,"","","","AN",NA,NA,"R","Quill","SewMilC","Demersal","Seward",NA,NA
161,2,1995,8,19,31,1,147,"F",7,38.6,1.2,21,505932,"","C","","",NA,1,"R","Quill","Charter","Demersal","Seward",NA,NA
161,2,1995,8,21,32,1,147,"F",3,39.4,NA,20,485931,"","C","","",NA,2,"R","Quill","Charter","Demersal","Seward",NA,NA
161,2,1995,8,21,32,2,147,"M",4,43.7,NA,47,485931,"","C","","",NA,1,"R","Quill","Charter","Demersal","Seward",NA,NA
161,2,1995,8,21,32,3,147,"M",4,NA,NA,NA,NA,"A","","","",NA,NA,"R","Quill","SewMilC","Demersal","Seward",NA,NA
161,2,1995,8,22,33,2,147,"M",4,39.6,1.3,NA,485931,"","C","","",NA,NA,"R","Quill","Charter","Demersal","Seward",NA,NA
161,2,1995,8,22,33,3,147,"M",4,36.1,NA,28,NA,"","","","",NA,1,"R","Quill","","Demersal","Seward",NA,NA
161,2,1995,8,22,33,4,147,"F",6,41.5,NA,NA,485931,"","C","","",NA,NA,"R","Quill","Charter","Demersal","Seward",NA,NA
161,2,1995,8,31,34,1,147,"M",4,42.2,1.3,43,495932,"","","","AN",NA,2,"R","Quill","SewMilC","Demersal","Seward",NA,NA
161,2,1995,8,31,34,2,147,"F",7,40.7,NA,NA,485935,"","C","","",NA,NA,"R","Quill","Charter","Demersal","Seward",NA,NA
161,2,1995,9,4,35,2,147,"F",7,39.3,NA,23,NA,"","C","","",NA,2,"R","Quill","Charter","Demersal","Seward",NA,NA
161,2,1995,9,4,35,3,147,"F",7,44,NA,NA,NA,"","C","","",NA,NA,"R","Quill","Charter","Demersal","Seward",NA,NA
161,2,1995,5,28,1,1,148,"M",4,33.6,NA,26,495932,"","C","","",NA,1,"R","Tiger","Charter","Demersal","Seward",NA,NA
161,2,1995,5,28,1,2,148,"M",4,34.7,NA,28,495932,"","C","","",NA,2,"R","Tiger","Charter","Demersal","Seward",NA,NA
161,2,1995,5,28,1,3,148,"M",2,32.9,NA,27,495932,"","C","","",NA,2,"R","Tiger","Charter","Demersal","Seward",NA,NA
161,2,1995,6,22,2,1,148,"F",5,43.2,1.8,NA,495932,"A","","","",NA,NA,"R","Tiger","SewMilC","Demersal","Seward",NA,NA
161,2,1995,6,22,2,2,148,"F",6,42.4,1.5,65,495932,"A","","","",NA,2,"R","Tiger","SewMilC","Demersal","Seward",NA,NA
161,2,1995,6,22,2,3,148,"F",2,35.8,0.9,22,495932,"A","","","",NA,2,"R","Tiger","SewMilC","Demersal","Seward",NA,NA
161,2,1995,6,25,3,1,148,"M",4,37,NA,36,NA,"","","D","",NA,1,"R","Tiger","Private","Demersal","Seward",NA,NA
161,2,1995,6,25,3,2,148,"F",7,33.4,0.8,NA,495932,"","","D","",NA,NA,"R","Tiger","Private","Demersal","Seward",NA,NA
161,2,1995,7,9,5,1,148,"M",4,34.3,0.9,25,495932,"","","D","",NA,1,"R","Tiger","Private","Demersal","Seward",NA,NA
161,2,1995,7,18,6,1,148,"M",4,35.9,1,35,NA,"","","D","",NA,1,"R","Tiger","Private","Demersal","Seward",NA,NA
161,2,1995,7,27,7,1,148,"M",4,40.5,NA,NA,NA,"","","","AN",NA,NA,"R","Tiger","SewMilC","Demersal","Seward",NA,NA
161,2,1995,8,6,8,1,148,"M",4,38.5,NA,31,NA,"","","","AN",NA,1,"R","Tiger","SewMilC","Demersal","Seward",NA,NA
161,2,1995,8,10,9,1,148,"M",5,36.9,0.8,NA,495932,"","","","AN",NA,NA,"R","Tiger","SewMilC","Demersal","Seward",NA,NA
161,2,1995,8,20,10,1,148,"M",5,46.5,NA,37,NA,"","","","AN",NA,1,"R","Tiger","SewMilC","Demersal","Seward",NA,NA
161,2,1995,8,21,11,1,148,"M",5,40.8,1.3,NA,505932,"","","","AN",NA,NA,"R","Tiger","SewMilC","Demersal","Seward",NA,NA
161,2,1995,5,28,1,1,149,"M",2,27.8,NA,13,495932,"","C","","",NA,2,"R","China","Charter","Demersal","Seward",NA,NA
161,2,1995,6,9,2,2,149,"F",5,38.7,NA,20,NA,"","","","",NA,2,"R","China","","Demersal","Seward",NA,NA
161,2,1995,6,10,3,1,149,"M",5,36,NA,33,NA,"","","","",NA,1,"R","China","","Demersal","Seward",NA,NA
161,2,1995,6,10,3,2,149,"M",8,31.3,NA,19,NA,"","","","",NA,2,"R","China","","Demersal","Seward",NA,NA
161,2,1995,6,13,5,1,149,"M",4,33.5,NA,NA,NA,"","","","",NA,NA,"R","China","","Demersal","Seward",NA,NA
161,2,1995,6,18,6,1,149,"F",5,37,1,30,495932,"","","D","",NA,2,"R","China","Private","Demersal","Seward",NA,NA
161,2,1995,6,22,7,1,149,"M",4,35.7,NA,NA,495932,"A","","","",NA,NA,"R","China","SewMilC","Demersal","Seward",NA,NA
161,2,1995,6,30,8,1,149,"F",7,38.3,NA,42,485932,"","C","","",NA,1,"R","China","Charter","Demersal","Seward",NA,NA
161,2,1995,7,3,9,2,149,"",NA,36.1,NA,19,NA,"","C","","",NA,2,"R","China","Charter","Demersal","Seward",NA,NA
161,2,1995,7,4,10,1,149,"M",4,38.8,NA,19,NA,"A","","","",NA,2,"R","China","SewMilC","Demersal","Seward",NA,NA
161,2,1995,7,9,11,1,149,"M",4,36.3,1.1,25,485932,"A","","","",NA,1,"R","China","SewMilC","Demersal","Seward",NA,NA
161,2,1995,7,15,13,1,149,"",NA,37.1,NA,37,485935,"","C","","",NA,2,"R","China","Charter","Demersal","Seward",NA,NA
161,2,1995,7,15,13,2,149,"M",4,34.6,NA,27,NA,"A","","","",NA,2,"R","China","SewMilC","Demersal","Seward",NA,NA
161,2,1995,7,16,14,1,149,"F",3,31.7,NA,19,NA,"","","D","",NA,1,"R","China","Private","Demersal","Seward",NA,NA
161,2,1995,7,18,15,1,149,"",NA,NA,NA,21,NA,"A","","","",NA,1,"R","China","SewMilC","Demersal","Seward",NA,NA
161,2,1995,7,18,15,2,149,"M",4,33.1,0.5,19,505932,"A","","","",NA,1,"R","China","SewMilC","Demersal","Seward",NA,NA
161,2,1995,7,18,15,3,149,"M",NA,31.1,0.5,18,505932,"A","","","",NA,2,"R","China","SewMilC","Demersal","Seward",NA,NA
161,2,1995,7,18,15,4,149,"M",4,33.8,0.5,NA,495932,"","","","AN",NA,NA,"R","China","SewMilC","Demersal","Seward",NA,NA
161,2,1995,7,18,15,5,149,"F",8,31.5,0.4,21,NA,"","","D","",NA,1,"R","China","Private","Demersal","Seward",NA,NA
161,2,1995,7,18,15,6,149,"M",4,33.4,0.5,18,495932,"","","","AN",NA,2,"R","China","SewMilC","Demersal","Seward",NA,NA
161,2,1995,7,22,16,1,149,"",NA,NA,NA,24,NA,"A","","","",NA,1,"R","China","SewMilC","Demersal","Seward",NA,NA
161,2,1995,7,22,16,2,149,"M",4,35.2,0.8,19,495938,"","C","","",NA,2,"R","China","Charter","Demersal","Seward",NA,NA
161,2,1995,7,24,17,1,149,"F",6,31.9,0.6,24,486001,"","C","","",NA,2,"R","China","Charter","Demersal","Seward",NA,NA
161,2,1995,7,24,17,2,149,"M",8,30.8,NA,17,NA,"","","D","",NA,2,"R","China","Private","Demersal","Seward",NA,NA
161,2,1995,7,27,18,1,149,"M",4,32.6,0.7,24,485935,"","C","","",NA,2,"R","China","Charter","Demersal","Seward",NA,NA
161,2,1995,7,27,18,2,149,"M",4,35.3,0.9,19,485935,"","C","","",NA,2,"R","China","Charter","Demersal","Seward",NA,NA
161,2,1995,7,27,18,3,149,"F",7,35.7,NA,20,NA,"","","","AN",NA,1,"R","China","SewMilC","Demersal","Seward",NA,NA
161,2,1995,8,6,19,1,149,"F",6,35.7,NA,18,475934,"","C","","",NA,2,"R","China","Charter","Demersal","Seward",NA,NA
161,2,1995,5,27,1,1,154,"F",5,38.9,NA,27,495938,"","","","AN",NA,1,"R","Dusky","SewMilC","Pelagic","Seward",NA,NA
161,2,1995,5,27,1,2,154,"M",5,37.3,NA,16,495938,"","","","AN",NA,2,"R","Dusky","SewMilC","Pelagic","Seward",NA,NA
161,2,1995,5,27,1,3,154,"M",4,37.2,NA,18,495938,"","","","AN",NA,2,"R","Dusky","SewMilC","Pelagic","Seward",NA,NA
161,2,1995,6,25,4,1,154,"F",3,41.5,NA,16,NA,"","","","AN",NA,2,"R","Dusky","SewMilC","Pelagic","Seward",NA,NA
161,2,1995,6,25,4,2,154,"F",2,45,1.5,NA,495938,"","C","","",NA,NA,"R","Dusky","Charter","Pelagic","Seward",NA,NA
161,2,1995,6,30,5,1,154,"M",5,36.9,NA,22,485932,"","C","","",NA,1,"R","Dusky","Charter","Pelagic","Seward",NA,NA
161,2,1995,7,3,6,1,154,"F",3,38.3,NA,16,NA,"A","","","",NA,2,"R","Dusky","SewMilC","Pelagic","Seward",NA,NA
161,2,1995,7,9,7,1,154,"F",3,41.1,NA,13,NA,"","","","AN",NA,2,"R","Dusky","SewMilC","Pelagic","Seward",NA,NA
161,2,1995,7,9,7,2,154,"F",3,40.5,NA,13,NA,"","","D","",NA,2,"R","Dusky","Private","Pelagic","Seward",NA,NA
161,2,1995,7,14,9,2,154,"F",3,44.7,1.7,NA,475933,"","C","","",NA,NA,"R","Dusky","Charter","Pelagic","Seward",NA,NA
161,2,1995,7,14,9,3,154,"F",2,43.6,1.7,19,475933,"","C","","",NA,2,"R","Dusky","Charter","Pelagic","Seward",NA,NA
161,2,1995,7,14,9,4,154,"M",5,41.1,NA,20,NA,"","","","AN",NA,2,"R","Dusky","SewMilC","Pelagic","Seward",NA,NA
161,2,1995,7,15,10,1,154,"",NA,30.6,NA,14,NA,"","","","AN",NA,1,"R","Dusky","SewMilC","Pelagic","Seward",NA,NA
161,2,1995,7,15,10,2,154,"F",1,32.1,0.8,8,495938,"","C","","",NA,3,"R","Dusky","Charter","Pelagic","Seward",NA,NA
161,2,1995,7,15,10,3,154,"F",1,42.1,NA,19,NA,"","C","","",NA,1,"R","Dusky","Charter","Pelagic","Seward",NA,NA
161,2,1995,7,22,11,1,154,"F",8,46,2,31,495932,"","","","AN",NA,2,"R","Dusky","SewMilC","Pelagic","Seward",NA,NA
161,2,1995,7,22,11,2,154,"M",5,35.8,NA,16,495932,"","","D","",NA,2,"R","Dusky","Private","Pelagic","Seward",NA,NA
161,2,1995,7,24,12,1,154,"F",2,37.1,NA,13,NA,"","C","","",NA,2,"R","Dusky","Charter","Pelagic","Seward",NA,NA
161,2,1995,7,25,13,1,154,"F",3,38.9,NA,16,NA,"","","","AN",NA,2,"R","Dusky","SewMilC","Pelagic","Seward",NA,NA
161,2,1995,7,25,13,2,154,"F",3,37.5,NA,23,NA,"","","","AN",NA,2,"R","Dusky","SewMilC","Pelagic","Seward",NA,NA
161,2,1995,7,25,13,3,154,"F",2,35.9,NA,13,NA,"","","","",NA,1,"R","Dusky","","Pelagic","Seward",NA,NA
161,2,1995,8,6,15,2,154,"M",5,38.3,NA,20,NA,"","","D","",NA,2,"R","Dusky","Private","Pelagic","Seward",NA,NA
161,2,1995,8,6,15,3,154,"M",5,37.9,NA,25,475934,"","C","","",NA,2,"R","Dusky","Charter","Pelagic","Seward",NA,NA
161,2,1995,8,6,15,4,154,"F",8,41.2,NA,17,475934,"","C","","",NA,2,"R","Dusky","Charter","Pelagic","Seward",NA,NA
161,2,1995,8,6,15,5,154,"F",6,41.9,NA,21,NA,"","C","","",NA,1,"R","Dusky","Charter","Pelagic","Seward",NA,NA
161,2,1995,8,6,15,6,154,"F",8,41.3,NA,28,NA,"","","D","",NA,2,"R","Dusky","Private","Pelagic","Seward",NA,NA
161,2,1995,8,6,15,7,154,"F",3,38.3,NA,9,NA,"","","D","",NA,2,"R","Dusky","Private","Pelagic","Seward",NA,NA
161,2,1995,8,10,15,9,154,"F",3,38.4,NA,17,NA,"","","","AN",NA,2,"R","Dusky","SewMilC","Pelagic","Seward",NA,NA
161,2,1995,8,10,15,10,154,"F",6,37.7,NA,19,NA,"","","","AN",NA,2,"R","Dusky","SewMilC","Pelagic","Seward",NA,NA
161,2,1995,8,13,16,2,154,"",NA,34,NA,17,495932,"","","","AN",NA,2,"R","Dusky","SewMilC","Pelagic","Seward",NA,NA
161,2,1995,8,13,16,3,154,"F",3,38.7,NA,23,NA,"","","","AN",NA,2,"R","Dusky","SewMilC","Pelagic","Seward",NA,NA
161,2,1995,8,16,17,1,154,"F",7,37.6,NA,25,NA,"","","","AN",NA,2,"R","Dusky","SewMilC","Pelagic","Seward",NA,NA
161,2,1995,8,16,17,2,154,"",NA,39,NA,23,NA,"","","","AN",NA,2,"R","Dusky","SewMilC","Pelagic","Seward",NA,NA
161,2,1995,8,19,18,2,154,"F",7,42.8,1.3,13,485931,"","C","","",NA,2,"R","Dusky","Charter","Pelagic","Seward",NA,NA
161,2,1995,8,22,20,2,154,"M",5,37.3,NA,32,NA,"","","","",NA,2,"R","Dusky","","Pelagic","Seward",NA,NA
161,2,1995,9,4,22,4,154,"",NA,29.2,NA,8,NA,"","","D","",NA,2,"R","Dusky","Private","Pelagic","Seward",NA,NA
161,2,1995,9,4,22,5,154,"",NA,40.4,NA,12,NA,"","","D","",NA,2,"R","Dusky","Private","Pelagic","Seward",NA,NA
161,2,1995,6,9,1,1,155,"M",1,39.3,NA,14,NA,"A","","","",NA,2,"R","Yelltail","SewMilC","Pelagic","Seward",NA,NA
161,2,1995,6,9,1,2,155,"M",2,44.4,1.3,21,485935,"","C","","",NA,2,"R","Yelltail","Charter","Pelagic","Seward",NA,NA
161,2,1995,6,13,4,1,155,"F",2,44.2,1.3,10,495938,"","C","","",NA,2,"R","Yelltail","Charter","Pelagic","Seward",NA,NA
161,2,1995,7,10,5,2,155,"F",7,51.1,2.6,18,485935,"","C","","",NA,1,"R","Yelltail","Charter","Pelagic","Seward",NA,NA
161,2,1995,7,10,5,3,155,"M",5,44,1.3,12,485935,"","C","","",NA,2,"R","Yelltail","Charter","Pelagic","Seward",NA,NA
161,2,1995,7,10,5,4,155,"F",7,48.3,1.8,13,485935,"","C","","",NA,2,"R","Yelltail","Charter","Pelagic","Seward",NA,NA
161,2,1995,5,28,1,2,157,"F",3,42.7,NA,NA,495932,"","C","","",NA,NA,"R","Silvergr","Charter","Slope","Seward",NA,NA
161,2,1995,5,28,1,3,157,"",NA,45.1,1.3,16,495932,"","C","","",NA,3,"R","Silvergr","Charter","Slope","Seward",NA,NA
161,2,1995,5,28,1,4,157,"M",2,47.8,NA,11,495932,"","C","","",NA,2,"R","Silvergr","Charter","Slope","Seward",NA,NA
161,2,1995,5,28,1,5,157,"M",1,35.7,NA,10,495932,"","C","","",NA,2,"R","Silvergr","Charter","Slope","Seward",NA,NA
161,2,1995,6,10,3,1,157,"M",4,52.8,NA,29,NA,"","","","",NA,1,"R","Silvergr","","Slope","Seward",NA,NA
161,2,1995,6,10,3,2,157,"F",4,56.5,NA,25,NA,"","","","",NA,2,"R","Silvergr","","Slope","Seward",NA,NA
161,2,1995,6,10,3,3,157,"F",3,57.3,NA,17,NA,"","","","",NA,2,"R","Silvergr","","Slope","Seward",NA,NA
161,2,1995,6,11,4,1,157,"F",3,60.2,2.8,24,485931,"","C","","",NA,1,"R","Silvergr","Charter","Slope","Seward",NA,NA
161,2,1995,6,13,5,2,157,"F",4,58,2.5,27,495932,"","","","AN",NA,2,"R","Silvergr","SewMilC","Slope","Seward",NA,NA
161,2,1995,6,18,6,1,157,"F",2,47.5,NA,15,NA,"A","","","",NA,1,"R","Silvergr","SewMilC","Slope","Seward",NA,NA
161,2,1995,6,21,7,1,157,"F",2,42.1,NA,14,505932,"A","","","",NA,2,"R","Silvergr","SewMilC","Slope","Seward",NA,NA
161,2,1995,6,25,8,1,157,"F",2,46.6,NA,NA,NA,"","","","AN",NA,NA,"R","Silvergr","SewMilC","Slope","Seward",NA,NA
161,2,1995,6,28,9,1,157,"M",3,53,NA,29,NA,"","","","AN",NA,2,"R","Silvergr","SewMilC","Slope","Seward",NA,NA
161,2,1995,7,3,12,1,157,"M",2,43.3,NA,13,NA,"A","","","",NA,2,"R","Silvergr","SewMilC","Slope","Seward",NA,NA
161,2,1995,7,3,12,2,157,"F",1,41,NA,11,NA,"A","","","",NA,3,"R","Silvergr","SewMilC","Slope","Seward",NA,NA
161,2,1995,7,3,12,3,157,"F",3,48,NA,14,485935,"","C","","",NA,1,"R","Silvergr","Charter","Slope","Seward",NA,NA
161,2,1995,7,4,13,1,157,"F",1,42.2,NA,13,NA,"","","","AN",NA,2,"R","Silvergr","SewMilC","Slope","Seward",NA,NA
161,2,1995,7,4,13,2,157,"M",4,57.8,NA,22,NA,"","","","AN",NA,1,"R","Silvergr","SewMilC","Slope","Seward",NA,NA
161,2,1995,7,9,14,1,157,"F",2,58.2,2.7,30,495932,"","","D","",NA,2,"R","Silvergr","Private","Slope","Seward",NA,NA
161,2,1995,7,15,17,1,157,"M",4,51.8,NA,36,NA,"","","","AN",NA,2,"R","Silvergr","SewMilC","Slope","Seward",NA,NA
161,2,1995,7,15,17,2,157,"F",2,46.4,NA,16,NA,"","","","AN",NA,2,"R","Silvergr","SewMilC","Slope","Seward",NA,NA
161,2,1995,7,22,18,1,157,"F",2,52.8,1.6,18,495938,"","C","","",NA,1,"R","Silvergr","Charter","Slope","Seward",NA,NA
161,2,1995,7,22,18,2,157,"F",2,45.8,1.2,12,495938,"","C","","",NA,2,"R","Silvergr","Charter","Slope","Seward",NA,NA
161,2,1995,7,22,18,3,157,"F",1,37.1,0.6,10,495938,"","C","","",NA,2,"R","Silvergr","Charter","Slope","Seward",NA,NA
161,2,1995,8,1,21,1,157,"F",1,49.2,1.3,NA,NA,"","C","","",NA,NA,"R","Silvergr","Charter","Slope","Seward",NA,NA
161,2,1995,8,10,22,1,157,"M",1,48.8,NA,18,NA,"","","","AN",NA,2,"R","Silvergr","SewMilC","Slope","Seward",NA,NA
161,2,1995,8,13,23,1,157,"F",1,38.7,0.9,10,495932,"","","","AN",NA,2,"R","Silvergr","SewMilC","Slope","Seward",NA,NA
161,2,1995,8,13,23,2,157,"F",2,47.1,1.4,14,495932,"","","","",NA,2,"R","Silvergr","","Slope","Seward",NA,NA
161,2,1995,8,13,23,3,157,"F",3,NA,NA,31,NA,"","","","",NA,1,"R","Silvergr","","Slope","Seward",NA,NA
161,2,1995,8,13,23,4,157,"M",2,54.7,NA,26,NA,"","","","",NA,2,"R","Silvergr","","Slope","Seward",NA,NA
161,2,1995,8,13,23,5,157,"F",2,47,1.3,13,495932,"","","","",NA,1,"R","Silvergr","","Slope","Seward",NA,NA
161,2,1995,8,19,24,1,157,"M",1,41,NA,12,495932,"","","D","",NA,2,"R","Silvergr","Private","Slope","Seward",NA,NA
161,2,1995,9,4,25,1,157,"M",1,41,NA,12,NA,"","","D","",NA,2,"R","Silvergr","Private","Slope","Seward",NA,NA
161,2,1995,5,28,1,1,158,"M",2,35.6,0.9,11,495938,"","","","AN",NA,2,"R","Redstrpe","SewMilC","Slope","Seward",NA,NA
161,2,1995,7,9,2,1,158,"F",3,34.1,0.6,10,495932,"","","D","",NA,2,"R","Redstrpe","Private","Slope","Seward",NA,NA
10,1,1995,5,30,1,1,142,"F",3,48.8,NA,14,466004,"","C","","",NA,2,"","Black","Charter","Pelagic","Valdez",NA,NA
10,1,1995,5,30,1,2,142,"F",4,47.3,NA,18,466004,"","C","","",NA,2,"","Black","Charter","Pelagic","Valdez",NA,NA
10,1,1995,6,3,2,1,142,"F",4,NA,NA,13,NA,"","","","",NA,2,"","Black","","Pelagic","Valdez",NA,NA
10,1,1995,6,3,2,2,142,"F",NA,54.9,NA,15,NA,"","C","","",NA,1,"","Black","Charter","Pelagic","Valdez",NA,NA
10,1,1995,6,3,2,3,142,"F",4,52.2,NA,16,466004,"","C","","",NA,2,"","Black","Charter","Pelagic","Valdez",NA,NA
10,1,1995,6,10,3,1,142,"",NA,47.7,NA,15,NA,"","C","","",NA,1,"","Black","Charter","Pelagic","Valdez",NA,NA
10,1,1995,6,10,3,2,142,"F",4,53.6,NA,14,NA,"","C","","",NA,3,"","Black","Charter","Pelagic","Valdez",NA,NA
10,1,1995,6,10,3,3,142,"F",4,54,NA,16,NA,"","","","",NA,3,"","Black","","Pelagic","Valdez",NA,NA
10,1,1995,6,10,3,4,142,"M",NA,47.6,NA,19,NA,"","C","","",NA,2,"","Black","Charter","Pelagic","Valdez",NA,NA
10,1,1995,6,11,4,1,142,"F",4,52.3,NA,12,NA,"","C","","",NA,1,"","Black","Charter","Pelagic","Valdez",NA,NA
10,1,1995,6,11,4,2,142,"M",4,46.6,NA,12,NA,"","C","","",NA,3,"","Black","Charter","Pelagic","Valdez",NA,NA
10,1,1995,6,11,4,3,142,"M",4,51.3,NA,14,NA,"","","","",NA,2,"","Black","","Pelagic","Valdez",NA,NA
10,1,1995,7,3,5,1,142,"F",4,50.5,2.4,15,466002,"","C","","",NA,2,"","Black","Charter","Pelagic","Valdez",NA,NA
10,1,1995,7,3,5,2,142,"F",4,55.2,NA,15,466002,"","C","","",NA,2,"","Black","Charter","Pelagic","Valdez",NA,NA
10,1,1995,7,3,5,3,142,"F",4,58,NA,15,466002,"","C","","",NA,2,"","Black","Charter","Pelagic","Valdez",NA,NA
10,1,1995,7,3,5,4,142,"F",4,53,NA,15,466002,"","C","","",NA,2,"","Black","Charter","Pelagic","Valdez",NA,NA
10,1,1995,7,3,5,5,142,"F",NA,51.1,2.4,16,466002,"","C","","",NA,3,"","Black","Charter","Pelagic","Valdez",NA,NA
10,1,1995,7,3,5,6,142,"M",3,50.2,2.3,20,466002,"","C","","",NA,2,"","Black","Charter","Pelagic","Valdez",NA,NA
10,1,1995,7,3,5,7,142,"F",6,48,1.9,11,466002,"","C","","",NA,2,"","Black","Charter","Pelagic","Valdez",NA,NA
10,1,1995,7,3,5,8,142,"F",6,56.4,2.8,15,466002,"","C","","",NA,2,"","Black","Charter","Pelagic","Valdez",NA,NA
10,1,1995,7,3,5,9,142,"F",4,58.2,3.6,14,466002,"","C","","",NA,1,"","Black","Charter","Pelagic","Valdez",NA,NA
10,1,1995,7,3,5,10,142,"F",6,56.4,3.2,14,466002,"","C","","",NA,2,"","Black","Charter","Pelagic","Valdez",NA,NA
10,1,1995,7,3,5,11,142,"F",6,55.7,3,17,466002,"","C","","",NA,1,"","Black","Charter","Pelagic","Valdez",NA,NA
10,1,1995,7,3,5,12,142,"F",6,57.4,3,16,466002,"","C","","",NA,2,"","Black","Charter","Pelagic","Valdez",NA,NA
10,1,1995,7,3,5,13,142,"F",3,57.1,NA,17,466002,"","C","","",NA,2,"","Black","Charter","Pelagic","Valdez",NA,NA
10,1,1995,7,3,5,14,142,"F",4,55.9,NA,18,466002,"","C","","",NA,2,"","Black","Charter","Pelagic","Valdez",NA,NA
10,1,1995,7,3,5,15,142,"F",NA,53,NA,13,466002,"","C","","",NA,3,"","Black","Charter","Pelagic","Valdez",NA,NA
