"SAMPLEID","PORT","SP","DATE","PAGE","LINE","SEX","LENGTH","WEIGHT","AGE","AGE2","AGECONF","AGEERR","USER","BOATNAME","STATAREA","OTOLITH_WEIGHT","YEAR","MONTH","DAY","SUBLOC","SPECIES","ASSEMB","COMMENTS","CAS"
"4 072023 3 9","Seward",147,"2023-07-20",18,1,"F",44,1.6,,,"",,"Private","P2",485935,,2023,7,20,,"Quill","Demersal","",0
"4 072123 1 1","Seward",142,"2023-07-21",23,1,"F",44,1.5,,,"",,"Private","P1",495932,,2023,7,21,,"Black","Pelagic","",0
"4 072123 1 2","Seward",142,"2023-07-21",23,2,"M",39,1,,,"",,"Private","P1",495932,,2023,7,21,,"Black","Pelagic","",0
"4 072123 1 3","Seward",142,"2023-07-21",23,3,"M",53,,,,"",,"Private","P1",495932,,2023,7,21,,"Black","Pelagic","",0
"4 072123 1 4","Seward",142,"2023-07-21",23,4,"F",49,,10,,"2",,"Private","P1",495932,,2023,7,21,,"Black","Pelagic","",0
"4 072123 1 5","Seward",142,"2023-07-21",23,5,"M",39,,7,,"3",,"Private","P1",495932,,2023,7,21,,"Black","Pelagic","",0
"4 072123 1 6","Seward",142,"2023-07-21",23,6,"M",47,,17,,"2",,"Private","P1",495932,,2023,7,21,,"Black","Pelagic","",0
"4 072123 1 7","Seward",142,"2023-07-21",23,7,"M",40,,,,"",,"Private","P1",495932,,2023,7,21,,"Black","Pelagic","",0
"4 072123 1 8","Seward",155,"2023-07-21",4,1,"",37,0.7,,,"",,"Private","P1",495932,,2023,7,21,,"Yelltail","Pelagic","",0
"4 072423 1 4","Seward",142,"2023-07-24",24,1,"F",37,,,,"",,"Private","P1",495938,,2023,7,24,,"Black","Pelagic","Gen on card 81829, slot 1",0
"4 072423 2 1","Seward",173,"2023-07-24",7,1,"F",35,,,,"",,"Private","P2",495932,,2023,7,24,,"Dark","Pelagic","Genetics on card 81892, slot 1",0
"4 072423 6 1","Seward",172,"2023-07-24",10,1,"F",43,,,,"",,"Charter","CRACKERJACK",495932,,2023,7,24,,"Dusky","Pelagic","Genetics on card 81826, slot 1",0
"4 072423 6 2","Seward",142,"2023-07-24",24,2,"F",48,,11,,"2",,"Charter","CRACKERJACK",495932,,2023,7,24,,"Black","Pelagic","Gen on card 81829, slot 2",0
"4 072423 6 3","Seward",142,"2023-07-24",24,3,"M",49,,16,,"2",,"Charter","CRACKERJACK",495932,,2023,7,24,,"Black","Pelagic","broke too / Gen on card 81829, slot 3",0
"4 072423 6 4","Seward",145,"2023-07-24",9,1,"M",46,,18,,"2",,"Charter","CRACKERJACK",495932,,2023,7,24,,"Yelleye","Demersal","Genetics on card 81827, slot 1",0
"4 072423 6 5","Seward",145,"2023-07-24",9,2,"F",40,,17,,"2",,"Charter","CRACKERJACK",495932,,2023,7,24,,"Yelleye","Demersal","Genetics on card 81827, slot 2",0
"4 072423 6 6","Seward",145,"2023-07-24",9,3,"F",67,,49,,"2",,"Charter","CRACKERJACK",495932,,2023,7,24,,"Yelleye","Demersal","Genetics on card 81827, slot 3",0
"4 072423 6 7","Seward",145,"2023-07-24",9,4,"F",39,,15,,"2",,"Charter","CRACKERJACK",495932,,2023,7,24,,"Yelleye","Demersal","Genetics on card 81827, slot 4 /one oto",0
"4 072423 6 8","Seward",155,"2023-07-24",5,1,"F",55,,,,"",,"Charter","CRACKERJACK",495932,,2023,7,24,,"Yelltail","Pelagic","Broke oto/ Genetics on card 81830, slot 1",0
"4 072423 7 17","Seward",142,"2023-07-24",24,4,"F",41,,,,"",,"Charter","PURSUIT",485931,,2023,7,24,,"Black","Pelagic","Gen on card 81829, slot 4",0
"4 072423 7 18","Seward",147,"2023-07-24",19,1,"F",47,,,,"",,"Charter","PURSUIT",485931,,2023,7,24,,"Quill","Demersal","Genetics on card 81828, slot 1",0
"4 072423 8 10","Seward",142,"2023-07-24",24,8,"M",42,,,,"",,"Charter","STRIKER",475934,,2023,7,24,,"Black","Pelagic","Gen on card 81829, slot 8",0
"4 072423 8 11","Seward",142,"2023-07-24",24,9,"F",43,,,,"",,"Charter","STRIKER",475934,,2023,7,24,,"Black","Pelagic","Gen on card 81829, slot 9",0
"4 072423 8 12","Seward",142,"2023-07-24",24,10,"M",47,,10,,"2",,"Charter","STRIKER",475934,,2023,7,24,,"Black","Pelagic","Gen on card 81829, slot 10",0
"4 072423 8 13","Seward",142,"2023-07-24",24,11,"M",44,,,,"",,"Charter","STRIKER",475934,,2023,7,24,,"Black","Pelagic","No oto",0
"4 072423 8 14","Seward",142,"2023-07-24",24,12,"M",41,,9,,"3",,"Charter","STRIKER",475934,,2023,7,24,,"Black","Pelagic","",0
"4 072423 8 15","Seward",142,"2023-07-24",24,13,"F",41,,9,,"3",,"Charter","STRIKER",475934,,2023,7,24,,"Black","Pelagic","",0
"4 072423 8 16","Seward",142,"2023-07-24",24,14,"M",40,,,,"",,"Charter","STRIKER",475934,,2023,7,24,,"Black","Pelagic","broke oto",0
"4 072423 8 17","Seward",142,"2023-07-24",24,15,"F",44,,,,"",,"Charter","STRIKER",475934,,2023,7,24,,"Black","Pelagic","",0
"4 072423 8 18","Seward",142,"2023-07-24",24,16,"F",49,,14,,"2",,"Charter","STRIKER",475934,,2023,7,24,,"Black","Pelagic","",0
"4 072423 8 19","Seward",142,"2023-07-24",24,17,"M",45,,,,"",,"Charter","STRIKER",475934,,2023,7,24,,"Black","Pelagic","",0
"4 072423 8 20","Seward",142,"2023-07-24",24,18,"F",50,,10,,"2",,"Charter","STRIKER",475934,,2023,7,24,,"Black","Pelagic","",0
"4 072423 8 21","Seward",142,"2023-07-24",24,19,"F",44,,9,,"3",,"Charter","STRIKER",475934,,2023,7,24,,"Black","Pelagic","",0
"4 072423 8 22","Seward",142,"2023-07-24",24,20,"F",38,,,,"",,"Charter","STRIKER",475934,,2023,7,24,,"Black","Pelagic","no oto",0
"4 072423 8 23","Seward",142,"2023-07-24",24,21,"M",44,,9,,"3",,"Charter","STRIKER",475934,,2023,7,24,,"Black","Pelagic","",0
"4 072423 8 24","Seward",142,"2023-07-24",24,22,"M",42,,,,"",,"Charter","STRIKER",475934,,2023,7,24,,"Black","Pelagic","broke oto",0
"4 072423 8 25","Seward",142,"2023-07-24",24,23,"M",47,,,,"",,"Charter","STRIKER",475934,,2023,7,24,,"Black","Pelagic","",0
"4 072423 8 26","Seward",142,"2023-07-24",24,24,"M",40,,,,"",,"Charter","STRIKER",475934,,2023,7,24,,"Black","Pelagic","one oto",0
"4 072423 8 7","Seward",142,"2023-07-24",24,5,"M",44,,,,"",,"Charter","STRIKER",475934,,2023,7,24,,"Black","Pelagic","One oto / Gen on card 81829, slot 5",0
"4 072423 8 8","Seward",142,"2023-07-24",24,6,"F",44,,,,"",,"Charter","STRIKER",475934,,2023,7,24,,"Black","Pelagic","Gen on card 81829, slot 6",0
"4 072423 8 9","Seward",142,"2023-07-24",24,7,"M",43,,,,"",,"Charter","STRIKER",475934,,2023,7,24,,"Black","Pelagic","Gen on card 81829, slot 7",0
"4 072623 1 1","Seward",149,"2023-07-26",6,1,"F",35,0.9,,,"",,"Charter","ORION",495932,,2023,7,26,,"China","Demersal","Genetics on card 81863, slot 1",0
"4 072623 1 10","Seward",142,"2023-07-26",25,9,"F",40,1.2,9,,"3",,"Charter","ORION",495932,,2023,7,26,,"Black","Pelagic","Genetics on card 81864, slot 9",0
"4 072623 1 11","Seward",142,"2023-07-26",25,10,"F",43,1.5,9,9,"3",,"Charter","ORION",495932,,2023,7,26,,"Black","Pelagic","Genetics on card 81864, slot 10",0
"4 072623 1 12","Seward",142,"2023-07-26",25,11,"F",40,1.3,,,"",,"Charter","ORION",495932,,2023,7,26,,"Black","Pelagic","",0
"4 072623 1 13","Seward",142,"2023-07-26",25,12,"F",42,1.3,,,"",,"Charter","ORION",495932,,2023,7,26,,"Black","Pelagic","One oto",0
"4 072623 1 14","Seward",142,"2023-07-26",25,13,"F",34,0.7,,,"",,"Charter","ORION",495932,,2023,7,26,,"Black","Pelagic","",0
"4 072623 1 15","Seward",142,"2023-07-26",25,14,"F",40,1.3,,,"",,"Charter","ORION",495932,,2023,7,26,,"Black","Pelagic","",0
"4 072623 1 2","Seward",142,"2023-07-26",25,1,"M",41,1.4,9,,"3",,"Charter","ORION",495932,,2023,7,26,,"Black","Pelagic","Genetics on card 81864, slot 1",0
"4 072623 1 3","Seward",142,"2023-07-26",25,2,"F",40,1.1,9,,"2",,"Charter","ORION",495932,,2023,7,26,,"Black","Pelagic","Genetics on card 81864, slot 2",0
"4 072623 1 4","Seward",142,"2023-07-26",25,3,"F",43,1.5,,,"",,"Charter","ORION",495932,,2023,7,26,,"Black","Pelagic","Genetics on card 81864, slot 3 / One oto",0
"4 072623 1 5","Seward",142,"2023-07-26",25,4,"F",40,1.3,9,,"2",,"Charter","ORION",495932,,2023,7,26,,"Black","Pelagic","Genetics on card 81864, slot 4",0
"4 072623 1 6","Seward",142,"2023-07-26",25,5,"F",39,1.2,,,"",,"Charter","ORION",495932,,2023,7,26,,"Black","Pelagic","Genetics on card 81864, slot 5",0
"4 072623 1 7","Seward",142,"2023-07-26",25,6,"F",42,1.3,9,,"3",,"Charter","ORION",495932,,2023,7,26,,"Black","Pelagic","Genetics on card 81864, slot 6",0
"4 072623 1 8","Seward",142,"2023-07-26",25,7,"M",43,1.1,9,,"3",,"Charter","ORION",495932,,2023,7,26,,"Black","Pelagic","Genetics on card 81864, slot 7",0
"4 072623 1 9","Seward",142,"2023-07-26",25,8,"F",45,1.6,,,"",,"Charter","ORION",495932,,2023,7,26,,"Black","Pelagic","Genetics on card 81864, slot 8",0
"4 072623 2 1","Seward",142,"2023-07-26",25,15,"M",56,2.8,32,31,"2",,"Charter","ALASKAN SUMMER",495934,,2023,7,26,,"Black","Pelagic","",0
"4 072623 2 2","Seward",142,"2023-07-26",25,16,"F",42,1.4,,,"",,"Charter","ALASKAN SUMMER",495934,,2023,7,26,,"Black","Pelagic","one oto",0
"4 072623 2 3","Seward",142,"2023-07-26",25,17,"M",51,1.5,33,32,"2",,"Charter","ALASKAN SUMMER",495934,,2023,7,26,,"Black","Pelagic","",0
"4 072623 2 4","Seward",142,"2023-07-26",25,18,"F",43,1.5,9,9,"3",,"Charter","ALASKAN SUMMER",495934,,2023,7,26,,"Black","Pelagic","",0
"4 072623 2 5","Seward",142,"2023-07-26",25,19,"F",43,1.3,26,,"2",,"Charter","ALASKAN SUMMER",495934,,2023,7,26,,"Black","Pelagic","",0
"4 072623 2 6","Seward",142,"2023-07-26",25,20,"M",49,2,,,"",,"Charter","ALASKAN SUMMER",495934,,2023,7,26,,"Black","Pelagic","",0
"4 072623 2 7","Seward",145,"2023-07-26",10,1,"M",43,1.7,17,,"2",,"Charter","ALASKAN SUMMER",495934,,2023,7,26,,"Yelleye","Demersal","Genetics on card 81827, slot 5",0
"4 072623 2 8","Seward",145,"2023-07-26",10,2,"M",36,0.9,12,,"2",,"Charter","ALASKAN SUMMER",495934,,2023,7,26,,"Yelleye","Demersal","Genetics on card 81827, slot 6",0
"4 072623 3 1","Seward",147,"2023-07-26",20,1,"M",39,,,,"",,"Charter","STRIKER",495934,,2023,7,26,,"Quill","Demersal","Genetics on card 81828, slot 2",0
"4 072623 6 1","Seward",142,"2023-07-26",25,21,"F",55,2.8,16,,"2",,"Private","P2",495932,,2023,7,26,,"Black","Pelagic","",0
"4 072623 6 2","Seward",142,"2023-07-26",25,22,"M",37,1.1,8,,"3",,"Private","P2",495932,,2023,7,26,,"Black","Pelagic","",0
"4 072623 6 3","Seward",142,"2023-07-26",25,23,"F",38,1.8,9,,"3",,"Private","P2",495932,,2023,7,26,,"Black","Pelagic","",0
"4 072623 6 4","Seward",142,"2023-07-26",25,24,"M",38,0.8,8,,"3",,"Private","P2",495932,,2023,7,26,,"Black","Pelagic","",0
"4 072623 6 5","Seward",142,"2023-07-26",25,25,"F",40,,,,"",,"Private","P2",495932,,2023,7,26,,"Black","Pelagic","one oto",0
"4 072623 6 6","Seward",142,"2023-07-26",25,26,"F",35,1.3,9,,"3",,"Private","P2",495932,,2023,7,26,,"Black","Pelagic","",0
"4 072623 6 7","Seward",142,"2023-07-26",25,27,"F",35,,9,,"3",,"Private","P2",495932,,2023,7,26,,"Black","Pelagic","",0
"4 072623 6 8","Seward",142,"2023-07-26",25,28,"M",35,0.8,,,"",,"Private","P2",495932,,2023,7,26,,"Black","Pelagic","",0
"4 072623 6 9","Seward",142,"2023-07-26",25,29,"M",41,1,,,"",,"Private","P2",495932,,2023,7,26,,"Black","Pelagic","",0
"4 072723 1 10","Seward",142,"2023-07-27",26,4,"M",52,2.5,19,,"2",,"Private","P1",495934,,2023,7,27,,"Black","Pelagic","genetics on card 81893. slot 4",0
"4 072723 1 11","Seward",142,"2023-07-27",26,5,"F",41,,9,,"3",,"Private","P1",495934,,2023,7,27,,"Black","Pelagic","genetics on card 81893. slot 5",0
"4 072723 1 12","Seward",142,"2023-07-27",26,6,"M",43,,9,,"3",,"Private","P1",495934,,2023,7,27,,"Black","Pelagic","genetics on card 81893. slot 6",0
"4 072723 1 13","Seward",142,"2023-07-27",26,7,"F",42,1.2,9,,"3",,"Private","P1",495934,,2023,7,27,,"Black","Pelagic","genetics on card 81893. slot 7",0
"4 072723 1 14","Seward",142,"2023-07-27",26,8,"M",43,1.4,9,,"3",,"Private","P1",495934,,2023,7,27,,"Black","Pelagic","genetics on card 81893. slot 8",0
"4 072723 1 15","Seward",142,"2023-07-27",26,9,"M",42,1.3,9,,"3",,"Private","P1",495934,,2023,7,27,,"Black","Pelagic","genetics on card 81893. slot 9",0
"4 072723 1 5","Seward",147,"2023-07-27",21,1,"M",47,,,,"",,"Private","P1",495934,,2023,7,27,,"Quill","Demersal","Genetics on card 81828, slot 3",0
"4 072723 1 6","Seward",147,"2023-07-27",21,2,"F",41,1.3,,,"",,"Private","P1",495934,,2023,7,27,,"Quill","Demersal","Genetics on card 81828, slot 4",0
"4 072723 1 7","Seward",142,"2023-07-27",26,1,"M",44,,9,,"3",,"Private","P1",495934,,2023,7,27,,"Black","Pelagic","genetics on card 81893. slot 1",0
"4 072723 1 8","Seward",142,"2023-07-27",26,2,"F",53,,,,"",,"Private","P1",495934,,2023,7,27,,"Black","Pelagic","genetics on card 81893. slot 2",0
"4 072723 1 9","Seward",142,"2023-07-27",26,3,"F",49,,10,,"3",,"Private","P1",495934,,2023,7,27,,"Black","Pelagic","genetics on card 81893. slot 3",0
"4 072723 3 2","Seward",142,"2023-07-27",26,10,"M",48,,15,,"2",,"Private","P3",495932,,2023,7,27,,"Black","Pelagic","genetics on card 81893. slot 10",0
"4 072723 3 3","Seward",142,"2023-07-27",26,11,"F",39,,,,"",,"Private","P3",495932,,2023,7,27,,"Black","Pelagic","",0
"4 072723 3 4","Seward",142,"2023-07-27",26,12,"F",45,,,,"",,"Private","P3",495932,,2023,7,27,,"Black","Pelagic","",0
"4 072723 3 5","Seward",142,"2023-07-27",26,13,"M",49,,33,,"2",,"Private","P3",495932,,2023,7,27,,"Black","Pelagic","",0
"4 072723 3 6","Seward",142,"2023-07-27",26,14,"F",42,,,,"",,"Private","P3",495932,,2023,7,27,,"Black","Pelagic","",0
"4 072723 3 7","Seward",142,"2023-07-27",26,15,"M",40,,9,,"3",,"Private","P3",495932,,2023,7,27,,"Black","Pelagic","",0
"4 072723 4 2","Seward",147,"2023-07-27",21,3,"F",45,,,,"",,"Private","P4",495938,,2023,7,27,,"Quill","Demersal","Genetics on card 81828, slot 5",0
"4 072723 4 3","Seward",147,"2023-07-27",21,4,"F",41,,,,"",,"Private","P4",495938,,2023,7,27,,"Quill","Demersal","Genetics on card 81828, slot 6",0
"4 072723 4 4","Seward",142,"2023-07-27",26,16,"M",45,,,,"",,"Private","P4",495938,,2023,7,27,,"Black","Pelagic","",0
"4 072723 5 1","Seward",145,"2023-07-27",11,1,"F",61,,35,36,"2",,"Private","P5",495932,,2023,7,27,,"Yelleye","Demersal","Genetics on card 81827, slot 7",0
"4 072723 5 2","Seward",145,"2023-07-27",11,2,"F",55,,27,,"2",,"Private","P5",495932,,2023,7,27,,"Yelleye","Demersal","Genetics on card 81827, slot 8",0
"4 072723 5 3","Seward",145,"2023-07-27",11,3,"F",54,,27,,"2",,"Private","P5",495932,,2023,7,27,,"Yelleye","Demersal","Genetics on card 81827, slot 9",0
"4 072723 5 4","Seward",173,"2023-07-27",8,1,"F",44,,,,"",,"Private","P5",495932,,2023,7,27,,"Dark","Pelagic","Genetics on card 81892, slot 2",0
"4 072723 5 5","Seward",173,"2023-07-27",8,2,"F",44,,,,"",,"Private","P5",495932,,2023,7,27,,"Dark","Pelagic","Genetics on card 81892, slot 3",0
"4 072723 5 6","Seward",142,"2023-07-27",26,17,"F",50,,11,,"2",,"Private","P5",495932,,2023,7,27,,"Black","Pelagic","",0
"4 072723 5 7","Seward",142,"2023-07-27",26,18,"M",45,,18,,"2",,"Private","P5",495932,,2023,7,27,,"Black","Pelagic","",0
"4 072723 5 8","Seward",142,"2023-07-27",26,19,"M",43,,11,10,"2",,"Private","P5",495932,,2023,7,27,,"Black","Pelagic","",0
"4 072723 6 1","Seward",142,"2023-07-27",26,20,"F",40,,9,,"2",,"Private","P6",495938,,2023,7,27,,"Black","Pelagic","",0
"4 072723 6 10","Seward",142,"2023-07-27",26,29,"F",38,,,,"",,"Private","P6",495938,,2023,7,27,,"Black","Pelagic","",0
"4 072723 6 11","Seward",142,"2023-07-27",26,30,"M",36,,,,"",,"Private","P6",495938,,2023,7,27,,"Black","Pelagic","One oto",0
"4 072723 6 12","Seward",142,"2023-07-27",26,31,"M",36,,,,"",,"Private","P6",495938,,2023,7,27,,"Black","Pelagic","one oto",0
"4 072723 6 2","Seward",142,"2023-07-27",26,21,"M",39,,,,"",,"Private","P6",495938,,2023,7,27,,"Black","Pelagic","",0
"4 072723 6 3","Seward",142,"2023-07-27",26,22,"F",40,,,,"",,"Private","P6",495938,,2023,7,27,,"Black","Pelagic","",0
"4 072723 6 4","Seward",142,"2023-07-27",26,23,"M",38,,9,,"2",,"Private","P6",495938,,2023,7,27,,"Black","Pelagic","",0
"4 072723 6 5","Seward",142,"2023-07-27",26,24,"F",40,,9,,"3",,"Private","P6",495938,,2023,7,27,,"Black","Pelagic","",0
"4 072723 6 6","Seward",142,"2023-07-27",26,25,"F",44,,,,"",,"Private","P6",495938,,2023,7,27,,"Black","Pelagic","",0
"4 072723 6 7","Seward",142,"2023-07-27",26,26,"F",40,,9,9,"3",,"Private","P6",495938,,2023,7,27,,"Black","Pelagic","",0
"4 072723 6 8","Seward",142,"2023-07-27",26,27,"F",35,,,,"",,"Private","P6",495938,,2023,7,27,,"Black","Pelagic","broke one oto",0
"4 072723 6 9","Seward",142,"2023-07-27",26,28,"F",42,,,,"",,"Private","P6",495938,,2023,7,27,,"Black","Pelagic","",0
"4 072723 7 1","Seward",142,"2023-07-27",26,33,"F",40,,,,"",,"Private","P7",495938,,2023,7,27,,"Black","Pelagic","one oto",0
"4 072723 7 2","Seward",142,"2023-07-27",26,34,"M",40,,9,9,"3",,"Private","P7",495938,,2023,7,27,,"Black","Pelagic","",0
"4 072723 7 3","Seward",142,"2023-07-27",26,35,"F",38,,,,"",,"Private","P7",495938,,2023,7,27,,"Black","Pelagic","One oto",0
"4 072723 7 4","Seward",142,"2023-07-27",26,36,"F",34,,9,,"3",,"Private","P7",495938,,2023,7,27,,"Black","Pelagic","",0
"4 073123 1 10","Seward",142,"2023-07-31",27,5,"F",42,,9,,"3",,"Private","P1",475933,,2023,7,31,,"Black","Pelagic","",0
"4 073123 1 11","Seward",142,"2023-07-31",27,6,"M",49,,,,"",,"Private","P1",475933,,2023,7,31,,"Black","Pelagic","",0
"4 073123 1 12","Seward",142,"2023-07-31",27,7,"M",52,,30,,"2",,"Private","P1",475933,,2023,7,31,,"Black","Pelagic","",0
"4 073123 1 13","Seward",142,"2023-07-31",27,8,"F",42,,,,"",,"Private","P1",475933,,2023,7,31,,"Black","Pelagic","",0
"4 073123 1 14","Seward",142,"2023-07-31",27,9,"M",47,,,,"",,"Private","P1",475933,,2023,7,31,,"Black","Pelagic","",0
"4 073123 1 15","Seward",142,"2023-07-31",27,10,"F",43,,9,,"3",,"Private","P1",475933,,2023,7,31,,"Black","Pelagic","",0
"4 073123 1 16","Seward",142,"2023-07-31",27,11,"F",42,,9,,"3",,"Private","P1",475933,,2023,7,31,,"Black","Pelagic","",0
"4 073123 1 17","Seward",142,"2023-07-31",27,12,"M",43,,,,"",,"Private","P1",475933,,2023,7,31,,"Black","Pelagic","1 OTO",0
"4 073123 1 18","Seward",142,"2023-07-31",27,13,"F",47,,9,,"3",,"Private","P1",475933,,2023,7,31,,"Black","Pelagic","",0
"4 073123 1 19","Seward",142,"2023-07-31",27,14,"M",43,,10,,"3",,"Private","P1",475933,,2023,7,31,,"Black","Pelagic","",0
"4 073123 1 20","Seward",142,"2023-07-31",27,15,"M",40,,9,,"3",,"Private","P1",475933,,2023,7,31,,"Black","Pelagic","",0
"4 073123 1 21","Seward",142,"2023-07-31",27,16,"M",46,,11,,"2",,"Private","P1",475933,,2023,7,31,,"Black","Pelagic","",0
"4 073123 1 22","Seward",142,"2023-07-31",27,17,"F",44,,,,"",,"Private","P1",475933,,2023,7,31,,"Black","Pelagic","",0
"4 073123 1 23","Seward",142,"2023-07-31",27,18,"F",45,,10,,"2",,"Private","P1",475933,,2023,7,31,,"Black","Pelagic","",0
"4 073123 1 24","Seward",142,"2023-07-31",27,19,"F",45,,9,,"3",,"Private","P1",475933,,2023,7,31,,"Black","Pelagic","",0
"4 073123 1 25","Seward",142,"2023-07-31",27,20,"F",44,,9,9,"3",,"Private","P1",475933,,2023,7,31,,"Black","Pelagic","",0
"4 073123 1 26","Seward",173,"2023-07-31",9,1,"M",38,,,,"",,"Private","P1",475933,,2023,7,31,,"Dark","Pelagic","",0
"4 073123 1 6","Seward",142,"2023-07-31",27,1,"M",43,,9,,"3",,"Private","P1",475933,,2023,7,31,,"Black","Pelagic","",0
"4 073123 1 7","Seward",142,"2023-07-31",27,2,"M",55,,,,"",,"Private","P1",475933,,2023,7,31,,"Black","Pelagic","",0
"4 073123 1 8","Seward",142,"2023-07-31",27,3,"F",48,,,,"",,"Private","P1",475933,,2023,7,31,,"Black","Pelagic","",0
"4 073123 1 9","Seward",142,"2023-07-31",27,4,"M",43,,,,"",,"Private","P1",475933,,2023,7,31,,"Black","Pelagic","",0
"4 073123 3 6","Seward",145,"2023-07-31",12,1,"F",65,,,,"",,"Private","P2",505932,,2023,7,31,,"Yelleye","Demersal","NO OTOS",0
"4 073123 3 7","Seward",145,"2023-07-31",12,2,"M",54,,28,,"2",,"Private","P2",505932,,2023,7,31,,"Yelleye","Demersal","",0
"4 073123 3 8","Seward",145,"2023-07-31",12,3,"M",61,,54,,"2",,"Private","P2",505932,,2023,7,31,,"Yelleye","Demersal","",0
"4 073123 3 9","Seward",147,"2023-07-31",22,1,"F",42,,,,"",,"Private","P2",505932,,2023,7,31,,"Quill","Demersal","",0
"4 073123 4 10","Seward",142,"2023-07-31",27,22,"F",40,,,,"",,"Private","P3",485931,,2023,7,31,,"Black","Pelagic","",0
"4 073123 4 11","Seward",142,"2023-07-31",27,23,"M",50,,18,,"2",,"Private","P3",485931,,2023,7,31,,"Black","Pelagic","",0
"4 073123 4 12","Seward",142,"2023-07-31",27,24,"M",43,,10,,"2",,"Private","P3",485931,,2023,7,31,,"Black","Pelagic","",0
"4 073123 4 13","Seward",142,"2023-07-31",27,25,"M",41,,9,,"3",,"Private","P3",485931,,2023,7,31,,"Black","Pelagic","",0
"4 073123 4 14","Seward",142,"2023-07-31",27,26,"M",47,,31,,"2",,"Private","P3",485931,,2023,7,31,,"Black","Pelagic","",0
"4 073123 4 15","Seward",142,"2023-07-31",27,27,"F",39,,9,,"3",,"Private","P3",485931,,2023,7,31,,"Black","Pelagic","",0
"4 073123 4 7","Seward",145,"2023-07-31",12,4,"M",51,,25,,"2",,"Private","P3",485931,,2023,7,31,,"Yelleye","Demersal","",0
"4 073123 4 8","Seward",157,"2023-07-31",4,1,"M",45,,,,"",,"Private","P3",485931,,2023,7,31,,"Silvergr","Slope","",0
"4 073123 4 9","Seward",142,"2023-07-31",27,21,"M",44,,9,,"3",,"Private","P3",485931,,2023,7,31,,"Black","Pelagic","",0
"4 073123 5 13","Seward",145,"2023-07-31",12,5,"F",73,,49,,"2",,"Charter","MISTRESS",495902,,2023,7,31,,"Yelleye","Demersal","",0
"4 073123 5 14","Seward",145,"2023-07-31",12,6,"F",70,,39,,"2",,"Charter","MISTRESS",495902,,2023,7,31,,"Yelleye","Demersal","",0
"4 073123 5 15","Seward",145,"2023-07-31",12,7,"M",54,,25,,"2",,"Charter","MISTRESS",495902,,2023,7,31,,"Yelleye","Demersal","",0
"4 073123 5 16","Seward",145,"2023-07-31",12,8,"M",50,,21,,"2",,"Charter","MISTRESS",495902,,2023,7,31,,"Yelleye","Demersal","",0
"4 073123 5 17","Seward",145,"2023-07-31",12,9,"M",58,,26,26,"2",,"Charter","MISTRESS",495902,,2023,7,31,,"Yelleye","Demersal","",0
"4 073123 5 18","Seward",142,"2023-07-31",27,28,"M",55,,43,,"2",,"Charter","MISTRESS",495902,,2023,7,31,,"Black","Pelagic","",0
"4 073123 5 19","Seward",142,"2023-07-31",27,29,"M",56,,,,"",,"Charter","MISTRESS",495902,,2023,7,31,,"Black","Pelagic","",0
"4 073123 5 20","Seward",142,"2023-07-31",27,30,"M",52,,,,"",,"Charter","MISTRESS",495902,,2023,7,31,,"Black","Pelagic","",0
"4 073123 5 21","Seward",142,"2023-07-31",27,31,"F",43,,,,"",,"Charter","MISTRESS",495902,,2023,7,31,,"Black","Pelagic","",0
"4 073123 5 22","Seward",142,"2023-07-31",27,32,"F",38,,9,,"3",,"Charter","MISTRESS",495902,,2023,7,31,,"Black","Pelagic","",0
"4 073123 5 23","Seward",142,"2023-07-31",27,33,"F",40,,,,"",,"Charter","MISTRESS",495902,,2023,7,31,,"Black","Pelagic","",0
"4 073123 5 24","Seward",142,"2023-07-31",27,34,"M",38,,,,"",,"Charter","MISTRESS",495902,,2023,7,31,,"Black","Pelagic","",0
"4 073123 5 25","Seward",142,"2023-07-31",27,35,"F",37,,,,"",,"Charter","MISTRESS",495902,,2023,7,31,,"Black","Pelagic","",0
"4 073123 5 26","Seward",142,"2023-07-31",27,36,"F",39,,9,,"3",,"Charter","MISTRESS",495902,,2023,7,31,,"Black","Pelagic","",0
"4 073123 5 27","Seward",142,"2023-07-31",27,37,"F",39,,,,"",,"Charter","MISTRESS",495902,,2023,7,31,,"Black","Pelagic","",0
"4 073123 5 28","Seward",142,"2023-07-31",27,38,"M",40,,9,,"3",,"Charter","MISTRESS",495902,,2023,7,31,,"Black","Pelagic","",0
"4 073123 5 29","Seward",142,"2023-07-31",27,39,"M",36,,8,,"3",,"Charter","MISTRESS",495902,,2023,7,31,,"Black","Pelagic","",0
"4 073123 5 30","Seward",149,"2023-07-31",7,1,"F",37,,,,"",,"Charter","MISTRESS",495902,,2023,7,31,,"China","Demersal","",0
"4 073123 5 31","Seward",158,"2023-07-31",1,1,"F",38,,,,"",,"Charter","MISTRESS",495902,,2023,7,31,,"Redstrpe","Slope","",0
"4 073123 5 32","Seward",158,"2023-07-31",1,2,"F",36,,,,"",,"Charter","MISTRESS",495902,,2023,7,31,,"Redstrpe","Slope","",0
"4 073123 5 33","Seward",172,"2023-07-31",11,1,"F",48,,,,"",,"Charter","MISTRESS",495902,,2023,7,31,,"Dusky","Pelagic","",0
"4 073123 5 34","Seward",172,"2023-07-31",11,2,"F",39,,,,"",,"Charter","MISTRESS",495902,,2023,7,31,,"Dusky","Pelagic","",0
