"PORT","SP","DATE","PAGE","LINE","SEX","LENGTH","FORK_LENGTH","WEIGHT","AGE","AGE2","AGECONF","AGEERR","USER","BOATNAME","STATAREA","OTOLITH_WEIGHT","YEAR","MONTH","DAY","SUBLOC","SPECIES","ASSEMB"
"Seward",142,2019-08-07,29,6,"F",51,50,2.3,NA,NA,NA,"","Private","P2",485933,NA,2019,8,7,NA,"Black","Pelagic"
"Seward",142,2019-08-07,29,7,"F",40,39,1,NA,NA,NA,"","Private","P2",485933,NA,2019,8,7,NA,"Black","Pelagic"
"Seward",142,2019-08-07,29,8,"M",47,46,NA,12,NA,NA,"","Private","P2",485933,NA,2019,8,7,NA,"Black","Pelagic"
"Seward",142,2019-08-07,29,9,"M",48,47,NA,NA,NA,NA,"","Private","P2",485933,NA,2019,8,7,NA,"Black","Pelagic"
"Seward",142,2019-08-07,29,10,"M",47,46,NA,10,NA,NA,"","Private","P2",485933,NA,2019,8,7,NA,"Black","Pelagic"
"Seward",142,2019-08-07,29,11,"M",42,41,NA,NA,NA,NA,"","Private","P2",485933,NA,2019,8,7,NA,"Black","Pelagic"
"Seward",142,2019-08-07,29,12,"M",47,46,NA,NA,NA,NA,"","Private","P2",485933,NA,2019,8,7,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,1,"F",55,53,NA,15,NA,NA,"","Private","P3",495932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,2,"F",57,55,NA,NA,NA,NA,"","Private","P3",495932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,3,"F",51,50,NA,12,NA,NA,"","Private","P3",495932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,4,"F",55,53,NA,15,NA,NA,"","Private","P3",495932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,5,"F",52,51,NA,12,NA,NA,"","Private","P3",495932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,6,"F",54,52,NA,NA,NA,NA,"","Private","P3",495932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,7,"F",57,56,NA,NA,NA,NA,"","Private","P3",495932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,8,"F",50,49,2.2,NA,NA,NA,"","Private","P3",495932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,9,"F",48,47,2,10,10,NA,"","Private","P3",495932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,10,"F",55,54,2.9,NA,NA,NA,"","Private","P3",495932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,11,"M",53,51,2.5,24,NA,NA,"","Private","P3",495932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,12,"M",54,52,2.6,NA,NA,NA,"","Private","P3",495932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,13,"M",53,51,NA,28,NA,NA,"","Private","P3",495932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,14,"M",52,51,NA,17,NA,NA,"","Private","P3",495932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,15,"F",36,35,NA,5,NA,NA,"","Private","P5",495932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,16,"F",49,48,NA,NA,NA,NA,"","Private","P5",495932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,17,"F",54,53,NA,NA,NA,NA,"","Private","P5",495932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,18,"F",51,50,NA,13,NA,NA,"","Private","P5",495932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,19,"F",55,54,NA,17,NA,NA,"","Private","P5",495932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,20,"F",51,50,NA,10,NA,NA,"","Private","P5",495932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,21,"F",49,47,2,10,10,NA,"","Private","P5",495932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,22,"F",41,40,1.2,7,NA,NA,"","Private","P5",495932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,23,"M",50,49,NA,NA,NA,NA,"","Private","P5",495932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,24,"M",46,45,NA,NA,NA,NA,"","Private","P5",495932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,25,"M",53,51,NA,32,NA,NA,"","Private","P5",495932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,26,"",50,48,2.2,NA,NA,NA,"","Private","P5",495932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,27,"",34,33,NA,NA,NA,NA,"","Private","P5",495932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,28,"F",56,55,NA,NA,NA,NA,"","Charter","PURSUIT",475932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,29,"F",52,51,NA,10,10,NA,"","Charter","PURSUIT",475932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,30,"F",51,49,NA,10,NA,NA,"","Charter","PURSUIT",475932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,31,"F",51,50,NA,NA,NA,NA,"","Charter","PURSUIT",475932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,32,"F",52,51,NA,12,NA,NA,"","Charter","PURSUIT",475932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,33,"F",53,52,NA,NA,NA,NA,"","Charter","PURSUIT",475932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,34,"F",56,54,3.1,NA,NA,NA,"","Charter","PURSUIT",475932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,35,"F",51,50,2.6,12,NA,NA,"","Charter","PURSUIT",475932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,36,"F",50,49,2.3,NA,NA,NA,"","Charter","PURSUIT",475932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,37,"M",47,46,1.8,NA,NA,NA,"","Charter","PURSUIT",475932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,38,"M",42,41,1.3,NA,NA,NA,"","Charter","PURSUIT",475932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,39,"M",48,47,1.9,NA,NA,NA,"","Charter","PURSUIT",475932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,40,"M",46,44,NA,NA,NA,NA,"","Charter","PURSUIT",475932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,41,"M",56,55,NA,34,NA,NA,"","Charter","PURSUIT",475932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,42,"M",47,46,NA,NA,NA,NA,"","Charter","PURSUIT",475932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,43,"M",49,47,NA,NA,NA,NA,"","Charter","PURSUIT",475932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,44,"M",41,40,NA,NA,NA,NA,"","Charter","PURSUIT",475932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,45,"M",49,48,NA,NA,NA,NA,"","Charter","PURSUIT",475932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,46,"M",60,57,NA,40,41,NA,"","Charter","PURSUIT",475932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-10,30,47,"M",54,52,NA,24,NA,NA,"","Charter","PURSUIT",475932,NA,2019,8,10,NA,"Black","Pelagic"
"Seward",142,2019-08-11,31,1,"",47,46,NA,16,NA,NA,"","Private","P3",485935,NA,2019,8,11,NA,"Black","Pelagic"
"Seward",142,2019-08-11,31,2,"",47,46,NA,NA,NA,NA,"","Private","P3",485935,NA,2019,8,11,NA,"Black","Pelagic"
"Seward",142,2019-08-11,31,3,"",47,46,NA,12,NA,NA,"","Private","P3",485935,NA,2019,8,11,NA,"Black","Pelagic"
"Seward",142,2019-08-11,31,4,"F",40,39,NA,7,NA,NA,"","Private","P4",495938,NA,2019,8,11,NA,"Black","Pelagic"
"Seward",142,2019-08-11,31,5,"F",50,49,2,NA,NA,NA,"","Private","P4",495938,NA,2019,8,11,NA,"Black","Pelagic"
"Seward",142,2019-08-11,31,6,"M",40,39,1.1,NA,NA,NA,"","Private","P4",495938,NA,2019,8,11,NA,"Black","Pelagic"
"Seward",142,2019-08-11,31,7,"F",50,49,NA,11,NA,NA,"","Private","P6",495932,NA,2019,8,11,NA,"Black","Pelagic"
"Seward",142,2019-08-11,31,8,"F",51,50,NA,10,NA,NA,"","Private","P6",495932,NA,2019,8,11,NA,"Black","Pelagic"
"Seward",142,2019-08-11,31,9,"F",59,57,NA,NA,NA,NA,"","Private","P6",495932,NA,2019,8,11,NA,"Black","Pelagic"
"Seward",142,2019-08-11,31,10,"F",47,46,1.8,NA,NA,NA,"","Private","P6",495932,NA,2019,8,11,NA,"Black","Pelagic"
"Seward",142,2019-08-11,31,11,"M",53,51,2.3,26,NA,NA,"","Private","P6",495932,NA,2019,8,11,NA,"Black","Pelagic"
"Seward",142,2019-08-11,31,12,"M",48,47,1.7,NA,NA,NA,"","Private","P6",495932,NA,2019,8,11,NA,"Black","Pelagic"
"Seward",142,2019-08-11,31,13,"M",52,51,2.2,29,NA,NA,"","Private","P6",495932,NA,2019,8,11,NA,"Black","Pelagic"
"Seward",142,2019-08-11,31,14,"M",52,50,2.3,NA,NA,NA,"","Private","P6",495932,NA,2019,8,11,NA,"Black","Pelagic"
"Seward",142,2019-08-11,31,15,"M",57,55,NA,28,NA,NA,"","Private","P6",495932,NA,2019,8,11,NA,"Black","Pelagic"
"Seward",142,2019-08-13,32,1,"F",54,53,2.8,NA,NA,NA,"","Private","P1",495938,NA,2019,8,13,NA,"Black","Pelagic"
"Seward",142,2019-08-13,32,2,"F",49,48,NA,10,NA,NA,"","Private","P2",495932,NA,2019,8,13,NA,"Black","Pelagic"
"Seward",142,2019-08-13,32,3,"F",55,54,NA,12,NA,NA,"","Private","P2",495932,NA,2019,8,13,NA,"Black","Pelagic"
"Seward",142,2019-08-13,32,4,"F",49,48,NA,NA,NA,NA,"","Private","P2",495932,NA,2019,8,13,NA,"Black","Pelagic"
"Seward",142,2019-08-13,32,5,"F",51,50,NA,NA,NA,NA,"","Private","P2",495932,NA,2019,8,13,NA,"Black","Pelagic"
"Seward",142,2019-08-13,32,6,"F",49,48,NA,NA,NA,NA,"","Private","P2",495932,NA,2019,8,13,NA,"Black","Pelagic"
"Seward",142,2019-08-13,32,7,"M",53,52,NA,28,NA,NA,"","Private","P2",495932,NA,2019,8,13,NA,"Black","Pelagic"
"Seward",142,2019-08-13,32,8,"M",48,47,NA,NA,NA,NA,"","Private","P2",495932,NA,2019,8,13,NA,"Black","Pelagic"
"Seward",142,2019-08-13,32,9,"M",46,45,NA,NA,NA,NA,"","Private","P2",495932,NA,2019,8,13,NA,"Black","Pelagic"
"Seward",142,2019-08-13,32,10,"M",52,51,NA,NA,NA,NA,"","Private","P2",495932,NA,2019,8,13,NA,"Black","Pelagic"
"Seward",142,2019-08-13,32,11,"M",50,49,NA,NA,NA,NA,"","Private","P2",495932,NA,2019,8,13,NA,"Black","Pelagic"
"Seward",142,2019-08-13,32,12,"F",41,40,1.1,NA,NA,NA,"","Charter","ALASKAN SUMMER",495938,NA,2019,8,13,NA,"Black","Pelagic"
"Seward",142,2019-08-13,32,13,"F",51,50,2.5,12,NA,NA,"","Charter","REVELATION",495932,NA,2019,8,13,NA,"Black","Pelagic"
"Seward",142,2019-08-13,32,14,"F",50,49,2.3,NA,NA,NA,"","Charter","REVELATION",495932,NA,2019,8,13,NA,"Black","Pelagic"
"Seward",142,2019-08-13,32,15,"F",51,50,2.4,12,NA,NA,"","Charter","MISTRESS",495932,NA,2019,8,13,NA,"Black","Pelagic"
"Seward",142,2019-08-13,32,16,"F",52,51,2.4,NA,NA,NA,"","Charter","MISTRESS",495932,NA,2019,8,13,NA,"Black","Pelagic"
"Seward",142,2019-08-13,32,17,"F",52,51,2.5,NA,NA,NA,"","Charter","MISTRESS",495932,NA,2019,8,13,NA,"Black","Pelagic"
"Seward",142,2019-08-13,32,18,"F",55,54,3,13,NA,NA,"","Charter","MISTRESS",495932,NA,2019,8,13,NA,"Black","Pelagic"
"Seward",142,2019-08-13,32,19,"M",50,50,2.1,NA,NA,NA,"","Charter","MISTRESS",495932,NA,2019,8,13,NA,"Black","Pelagic"
"Seward",142,2019-08-13,32,20,"M",45,44,1.4,10,NA,NA,"","Charter","MISTRESS",495932,NA,2019,8,13,NA,"Black","Pelagic"
"Seward",142,2019-08-13,32,21,"M",50,49,2.1,12,NA,NA,"","Charter","MISTRESS",495932,NA,2019,8,13,NA,"Black","Pelagic"
"Seward",142,2019-08-13,32,22,"M",53,52,2.3,NA,NA,NA,"","Charter","MISTRESS",495932,NA,2019,8,13,NA,"Black","Pelagic"
"Seward",142,2019-08-13,32,23,"M",49,48,1.7,NA,NA,NA,"","Charter","MISTRESS",495932,NA,2019,8,13,NA,"Black","Pelagic"
"Seward",142,2019-08-13,32,24,"M",50,49,2,NA,NA,NA,"","Charter","MISTRESS",495932,NA,2019,8,13,NA,"Black","Pelagic"
"Seward",142,2019-08-13,32,25,"M",NA,NA,2.1,14,NA,NA,"","Charter","MISTRESS",495932,NA,2019,8,13,NA,"Black","Pelagic"
"Seward",142,2019-08-13,32,26,"M",52,51,NA,25,NA,NA,"","Charter","CRACKERJACK",495932,NA,2019,8,13,NA,"Black","Pelagic"
"Seward",142,2019-08-13,32,27,"F",41,41,NA,6,NA,NA,"","Charter","CRACKERJACK",495932,NA,2019,8,13,NA,"Black","Pelagic"
"Seward",142,2019-08-13,32,28,"F",51,50,NA,12,NA,NA,"","Charter","HELL ON REELS",495938,NA,2019,8,13,NA,"Black","Pelagic"
"Seward",142,2019-08-13,32,29,"F",53,52,NA,12,NA,NA,"","Charter","HELL ON REELS",495938,NA,2019,8,13,NA,"Black","Pelagic"
"Seward",142,2019-08-13,32,30,"F",51,50,NA,11,11,NA,"","Charter","RELENTLESS",495935,NA,2019,8,13,NA,"Black","Pelagic"
"Seward",142,2019-08-13,32,31,"F",54,53,NA,NA,NA,NA,"","Charter","RELENTLESS",495935,NA,2019,8,13,NA,"Black","Pelagic"
"Seward",142,2019-08-13,32,32,"M",53,52,NA,23,NA,NA,"","Charter","RELENTLESS",495935,NA,2019,8,13,NA,"Black","Pelagic"
"Seward",142,2019-08-13,32,33,"M",51,50,NA,14,NA,NA,"","Charter","RELENTLESS",495935,NA,2019,8,13,NA,"Black","Pelagic"
"Seward",142,2019-08-13,32,34,"M",48,47,NA,12,NA,NA,"","Charter","RELENTLESS",495935,NA,2019,8,13,NA,"Black","Pelagic"
"Seward",142,2019-08-13,32,35,"M",54,53,NA,25,NA,NA,"","Charter","RELENTLESS",495935,NA,2019,8,13,NA,"Black","Pelagic"
"Seward",142,2019-08-13,32,36,"M",51,50,NA,25,NA,NA,"","Charter","RELENTLESS",495935,NA,2019,8,13,NA,"Black","Pelagic"
"Seward",142,2019-08-17,33,1,"F",50,48,NA,12,NA,NA,"","Charter","JACKPOT",485932,NA,2019,8,17,NA,"Black","Pelagic"
"Seward",142,2019-08-17,33,2,"F",51,50,NA,NA,NA,NA,"","Charter","JACKPOT",485932,NA,2019,8,17,NA,"Black","Pelagic"
"Seward",142,2019-08-17,33,3,"F",51,49,NA,NA,NA,NA,"","Charter","JACKPOT",485932,NA,2019,8,17,NA,"Black","Pelagic"
"Seward",142,2019-08-17,33,4,"F",51,50,NA,12,NA,NA,"","Charter","JACKPOT",485932,NA,2019,8,17,NA,"Black","Pelagic"
"Seward",142,2019-08-17,33,5,"F",53,51,NA,NA,NA,NA,"","Charter","JACKPOT",485932,NA,2019,8,17,NA,"Black","Pelagic"
"Seward",142,2019-08-17,33,6,"F",50,48,NA,12,NA,NA,"","Charter","JACKPOT",485932,NA,2019,8,17,NA,"Black","Pelagic"
"Seward",142,2019-08-17,33,7,"F",53,52,NA,14,NA,NA,"","Charter","JACKPOT",485932,NA,2019,8,17,NA,"Black","Pelagic"
"Seward",142,2019-08-17,33,8,"F",53,51,NA,15,NA,NA,"","Charter","JACKPOT",485932,NA,2019,8,17,NA,"Black","Pelagic"
"Seward",142,2019-08-17,33,9,"F",52,50,NA,12,NA,NA,"","Charter","JACKPOT",485932,NA,2019,8,17,NA,"Black","Pelagic"
"Seward",142,2019-08-17,33,10,"F",52,51,NA,14,NA,NA,"","Charter","JACKPOT",485932,NA,2019,8,17,NA,"Black","Pelagic"
"Seward",142,2019-08-17,33,11,"F",50,48,NA,12,NA,NA,"","Charter","JACKPOT",485932,NA,2019,8,17,NA,"Black","Pelagic"
"Seward",142,2019-08-17,33,12,"F",50,49,NA,NA,NA,NA,"","Charter","JACKPOT",485932,NA,2019,8,17,NA,"Black","Pelagic"
"Seward",142,2019-08-17,33,13,"F",51,50,NA,NA,NA,NA,"","Charter","JACKPOT",485932,NA,2019,8,17,NA,"Black","Pelagic"
"Seward",142,2019-08-17,33,14,"F",51,50,NA,NA,NA,NA,"","Charter","JACKPOT",485932,NA,2019,8,17,NA,"Black","Pelagic"
"Seward",142,2019-08-17,33,15,"F",47,46,NA,12,NA,NA,"","Charter","JACKPOT",485932,NA,2019,8,17,NA,"Black","Pelagic"
"Seward",142,2019-08-17,33,16,"M",55,53,NA,28,NA,NA,"","Charter","JACKPOT",485932,NA,2019,8,17,NA,"Black","Pelagic"
"Seward",142,2019-08-17,33,17,"M",48,46,NA,15,NA,NA,"","Charter","JACKPOT",485932,NA,2019,8,17,NA,"Black","Pelagic"
"Seward",142,2019-08-17,33,18,"M",54,52,NA,NA,NA,NA,"","Charter","JACKPOT",485932,NA,2019,8,17,NA,"Black","Pelagic"
"Seward",142,2019-08-17,33,19,"M",54,53,NA,NA,NA,NA,"","Charter","JACKPOT",485932,NA,2019,8,17,NA,"Black","Pelagic"
"Seward",142,2019-08-17,33,20,"",45,44,NA,11,11,NA,"","Charter","JACKPOT",485932,NA,2019,8,17,NA,"Black","Pelagic"
"Seward",142,2019-08-17,33,21,"",47,46,NA,11,NA,NA,"","Charter","JACKPOT",485932,NA,2019,8,17,NA,"Black","Pelagic"
"Seward",142,2019-08-18,34,1,"F",39,38,NA,6,NA,NA,"","Charter","PROFISH",495934,NA,2019,8,18,NA,"Black","Pelagic"
"Seward",142,2019-08-18,34,2,"F",40,39,NA,NA,NA,NA,"","Charter","PROFISH",495934,NA,2019,8,18,NA,"Black","Pelagic"
"Seward",142,2019-08-18,34,3,"F",50,49,NA,11,NA,NA,"","Charter","PROFISH",495934,NA,2019,8,18,NA,"Black","Pelagic"
"Seward",142,2019-08-18,34,4,"F",49,48,NA,13,NA,NA,"","Charter","PROFISH",495934,NA,2019,8,18,NA,"Black","Pelagic"
"Seward",142,2019-08-18,34,5,"F",51,49,NA,11,11,NA,"","Charter","PROFISH",495934,NA,2019,8,18,NA,"Black","Pelagic"
"Seward",142,2019-08-18,34,6,"F",41,40,1.3,7,NA,NA,"","Charter","PROFISH",495934,NA,2019,8,18,NA,"Black","Pelagic"
"Seward",142,2019-08-18,34,7,"F",42,41,1.2,NA,NA,NA,"","Charter","PROFISH",495934,NA,2019,8,18,NA,"Black","Pelagic"
"Seward",142,2019-08-18,34,8,"F",53,52,2.7,18,18,NA,"","Charter","PROFISH",495934,NA,2019,8,18,NA,"Black","Pelagic"
"Seward",142,2019-08-18,34,9,"F",54,53,2.9,17,NA,NA,"","Charter","PROFISH",495934,NA,2019,8,18,NA,"Black","Pelagic"
"Seward",142,2019-08-18,34,10,"F",47,46,2,NA,NA,NA,"","Charter","PROFISH",495934,NA,2019,8,18,NA,"Black","Pelagic"
"Seward",142,2019-08-18,34,11,"F",52,50,2.6,12,NA,NA,"","Charter","PROFISH",495934,NA,2019,8,18,NA,"Black","Pelagic"
"Seward",142,2019-08-18,34,12,"F",51,49,2.5,10,NA,NA,"","Charter","PROFISH",495934,NA,2019,8,18,NA,"Black","Pelagic"
"Seward",142,2019-08-18,34,13,"F",59,57,3.4,NA,NA,NA,"","Charter","PROFISH",495934,NA,2019,8,18,NA,"Black","Pelagic"
"Seward",142,2019-08-18,34,14,"M",50,49,NA,NA,NA,NA,"","Charter","PROFISH",495934,NA,2019,8,18,NA,"Black","Pelagic"
"Seward",142,2019-08-18,34,15,"M",41,39,1.2,NA,NA,NA,"","Charter","PROFISH",495934,NA,2019,8,18,NA,"Black","Pelagic"
"Seward",142,2019-08-18,34,16,"M",47,46,2,12,13,NA,"","Charter","PROFISH",495934,NA,2019,8,18,NA,"Black","Pelagic"
"Seward",142,2019-08-18,34,17,"M",46,45,NA,10,NA,NA,"","Charter","PROFISH",495934,NA,2019,8,18,NA,"Black","Pelagic"
"Seward",142,2019-08-18,34,18,"M",48,47,NA,NA,NA,NA,"","Charter","PROFISH",495934,NA,2019,8,18,NA,"Black","Pelagic"
"Seward",142,2019-08-18,34,19,"M",55,53,NA,NA,NA,NA,"","Charter","PROFISH",495934,NA,2019,8,18,NA,"Black","Pelagic"
"Seward",142,2019-08-18,34,20,"M",48,47,NA,NA,NA,NA,"","Charter","PROFISH",495934,NA,2019,8,18,NA,"Black","Pelagic"
"Seward",142,2019-08-18,34,21,"M",50,49,NA,NA,NA,NA,"","Charter","PROFISH",495934,NA,2019,8,18,NA,"Black","Pelagic"
"Seward",142,2019-08-18,34,22,"M",45,44,NA,NA,NA,NA,"","Charter","PROFISH",495934,NA,2019,8,18,NA,"Black","Pelagic"
"Seward",142,2019-08-18,34,23,"F",52,50,NA,NA,NA,NA,"","Charter","GLACIER BREEZE",495934,NA,2019,8,18,NA,"Black","Pelagic"
"Seward",142,2019-08-18,34,24,"F",54,53,NA,NA,NA,NA,"","Charter","GLACIER BREEZE",495934,NA,2019,8,18,NA,"Black","Pelagic"
"Seward",142,2019-08-18,34,25,"F",51,50,NA,NA,NA,NA,"","Charter","GLACIER BREEZE",495934,NA,2019,8,18,NA,"Black","Pelagic"
"Seward",142,2019-08-18,34,26,"F",50,48,NA,NA,NA,NA,"","Charter","GLACIER BREEZE",495934,NA,2019,8,18,NA,"Black","Pelagic"
"Seward",142,2019-08-18,34,27,"F",50,49,NA,NA,NA,NA,"","Charter","GLACIER BREEZE",495934,NA,2019,8,18,NA,"Black","Pelagic"
"Seward",142,2019-08-18,34,28,"F",48,47,NA,10,NA,NA,"","Charter","GLACIER BREEZE",495934,NA,2019,8,18,NA,"Black","Pelagic"
"Seward",142,2019-08-18,34,29,"M",47,46,NA,12,NA,NA,"","Charter","GLACIER BREEZE",495934,NA,2019,8,18,NA,"Black","Pelagic"
"Seward",142,2019-08-18,34,30,"M",50,49,NA,NA,NA,NA,"","Charter","GLACIER BREEZE",495934,NA,2019,8,18,NA,"Black","Pelagic"
"Seward",142,2019-08-18,34,31,"M",48,47,NA,NA,NA,NA,"","Charter","GLACIER BREEZE",495934,NA,2019,8,18,NA,"Black","Pelagic"
"Seward",142,2019-08-20,35,1,"F",36,35,0.7,NA,NA,NA,"","Private","P2",495938,NA,2019,8,20,NA,"Black","Pelagic"
"Seward",142,2019-08-20,35,2,"F",39,37,1,6,NA,NA,"","Private","P2",495938,NA,2019,8,20,NA,"Black","Pelagic"
"Seward",142,2019-08-20,35,3,"F",34,34,0.7,NA,NA,NA,"","Private","P2",495938,NA,2019,8,20,NA,"Black","Pelagic"
"Seward",142,2019-08-20,35,4,"F",42,41,1.2,7,7,NA,"","Private","P2",495938,NA,2019,8,20,NA,"Black","Pelagic"
"Seward",142,2019-08-20,35,5,"M",34,34,0.7,NA,NA,NA,"","Private","P2",495938,NA,2019,8,20,NA,"Black","Pelagic"
"Seward",142,2019-08-20,35,6,"M",35,34,0.7,NA,NA,NA,"","Private","P2",495938,NA,2019,8,20,NA,"Black","Pelagic"
"Seward",142,2019-08-20,35,7,"M",33,32,0.6,NA,NA,NA,"","Private","P2",495938,NA,2019,8,20,NA,"Black","Pelagic"
"Seward",142,2019-08-20,35,8,"",NA,NA,NA,NA,NA,NA,"","Private","P2",495938,NA,2019,8,20,NA,"Black","Pelagic"
"Seward",142,2019-08-20,35,9,"F",53,52,NA,NA,NA,NA,"","Charter","TAILWATCHER",475934,NA,2019,8,20,NA,"Black","Pelagic"
"Seward",142,2019-08-20,35,10,"F",54,53,2.7,14,NA,NA,"","Charter","TAILWATCHER",475934,NA,2019,8,20,NA,"Black","Pelagic"
"Seward",142,2019-08-20,35,11,"F",60,59,3.4,NA,NA,NA,"","Charter","TAILWATCHER",475934,NA,2019,8,20,NA,"Black","Pelagic"
"Seward",142,2019-08-20,35,12,"M",58,56,2.9,35,NA,NA,"","Charter","TAILWATCHER",475934,NA,2019,8,20,NA,"Black","Pelagic"
"Seward",142,2019-08-20,35,13,"M",50,49,2.2,12,NA,NA,"","Charter","TAILWATCHER",475934,NA,2019,8,20,NA,"Black","Pelagic"
"Seward",142,2019-08-21,36,1,"F",51,50,2.4,15,14,NA,"","Charter","KEEP IT REEL",495934,NA,2019,8,21,NA,"Black","Pelagic"
"Seward",142,2019-08-21,36,2,"F",53,52,2.4,NA,NA,NA,"","Charter","KEEP IT REEL",495934,NA,2019,8,21,NA,"Black","Pelagic"
"Seward",142,2019-08-21,36,3,"F",51,50,2.4,NA,NA,NA,"","Charter","KEEP IT REEL",495934,NA,2019,8,21,NA,"Black","Pelagic"
"Seward",142,2019-08-21,36,4,"F",51,50,2.5,12,NA,NA,"","Charter","KEEP IT REEL",495934,NA,2019,8,21,NA,"Black","Pelagic"
"Seward",142,2019-08-21,36,5,"F",49,48,2.2,NA,NA,NA,"","Charter","KEEP IT REEL",495934,NA,2019,8,21,NA,"Black","Pelagic"
"Seward",142,2019-08-21,36,6,"F",48,47,1.9,11,NA,NA,"","Charter","KEEP IT REEL",495934,NA,2019,8,21,NA,"Black","Pelagic"
"Seward",142,2019-08-21,36,7,"F",54,52,2.8,NA,NA,NA,"","Charter","KEEP IT REEL",495934,NA,2019,8,21,NA,"Black","Pelagic"
"Seward",142,2019-08-21,36,8,"F",52,51,2.3,12,12,NA,"","Charter","KEEP IT REEL",495934,NA,2019,8,21,NA,"Black","Pelagic"
"Seward",142,2019-08-21,36,9,"F",51,50,2.5,NA,NA,NA,"","Charter","KEEP IT REEL",495934,NA,2019,8,21,NA,"Black","Pelagic"
"Seward",142,2019-08-21,36,10,"M",52,50,2.6,28,28,NA,"","Charter","KEEP IT REEL",495934,NA,2019,8,21,NA,"Black","Pelagic"
"Seward",142,2019-08-21,36,11,"M",52,50,2.2,23,NA,NA,"","Charter","KEEP IT REEL",495934,NA,2019,8,21,NA,"Black","Pelagic"
"Seward",142,2019-08-21,36,12,"M",54,53,2.7,NA,NA,NA,"","Charter","KEEP IT REEL",495934,NA,2019,8,21,NA,"Black","Pelagic"
"Seward",142,2019-08-21,36,13,"M",49,47,1.9,NA,NA,NA,"","Charter","KEEP IT REEL",495934,NA,2019,8,21,NA,"Black","Pelagic"
"Seward",142,2019-08-21,36,14,"M",57,56,2.9,35,NA,NA,"","Charter","KEEP IT REEL",495934,NA,2019,8,21,NA,"Black","Pelagic"
