"","SUB","YEAR","MONTH","DAY","PAGE","LINE","AGECONF","AGEERR","SEX","LENGTH","OBSWT","AGE","STATAREA","CAS","PORT","USER","RNDLEN","NETWT","RNDWT"
"19297",NA,1997,6,25,22,17,NA,"","F",128,NA,NA,466002,0,"Valdez","Charter",128,46.5081592524384,61.856322196026
"19298",NA,1997,6,25,22,18,2,"","F",115,NA,10,466002,0,"Valdez","Charter",115,32.8722818526814,43.720467339103
"19299",NA,1997,6,25,22,19,3,"","F",115,NA,11,466002,0,"Valdez","Charter",115,32.8722818526814,43.720467339103
"19300",NA,1997,6,25,22,20,NA,"","F",113.5,NA,NA,466002,0,"Valdez","Charter",114,31.9551284463005,42.5006440323936
"19301",NA,1997,6,25,22,21,3,"","F",108.5,NA,9,466002,0,"Valdez","Charter",109,27.633169602028,36.7523950565912
"19302",NA,1997,6,25,22,22,1,"","F",105.5,NA,9,466002,0,"Valdez","Charter",106,25.2440977221506,33.5749052929341
"19303",NA,1997,6,25,22,23,NA,"I","F",105.7,NA,NA,466002,0,"Valdez","Charter",106,25.2440977221506,33.5749052929341
"19304",NA,1997,6,25,22,24,2,"","F",102.5,NA,10,466002,0,"Valdez","Charter",103,23.0017806330211,30.5926008852709
"19305",NA,1997,6,25,22,25,NA,"","F",100.6,NA,NA,466002,0,"Valdez","Charter",101,21.5858969931053,28.7094613237299
"19306",NA,1997,6,25,22,26,NA,"","F",100,NA,NA,466002,0,"Valdez","Charter",100,20.9010858569024,27.7986555863006
"19307",NA,1997,6,25,22,27,3,"","F",122.7,NA,10,466032,0,"Valdez","Charter",123,40.8753430279002,54.364619646268
"19308",NA,1997,6,25,22,28,3,"","F",111.5,NA,10,466032,0,"Valdez","Charter",112,30.174163738861,40.1319429585631
"19309",NA,1997,6,25,22,29,3,"","F",86.5,NA,8,466032,0,"Valdez","Charter",87,13.3110166823064,17.703786817025
"19310",NA,1997,6,25,22,30,NA,"","F",68.5,NA,NA,466032,0,"Valdez","Charter",69,6.2811606783156,8.35400723073185
"19311",NA,1997,6,25,23,1,3,"","F",141.5,NA,12,466032,0,"Valdez","Private",142,65.1003142585754,86.5840763979463
"19312",NA,1997,6,25,23,2,2,"","F",115.7,NA,10,466032,0,"Valdez","Private",116,33.8074749051989,44.9642835576298
"19313",NA,1997,6,25,23,3,3,"","F",103.5,NA,7,466033,0,"Valdez","Private",104,23.7332311227181,31.5654374345644
"19314",NA,1997,6,25,23,4,3,"","F",96.2,NA,10,466033,0,"Valdez","Private",96,18.3116569755219,24.3546889842045
"19315",NA,1997,6,25,23,5,2,"","F",68.5,NA,5,466032,0,"Valdez","Charter",69,6.2811606783156,8.35400723073185
"19316",NA,1997,6,29,24,1,3,"","F",160,NA,15,NA,0,"Valdez","Charter",160,95.8335537199468,127.459595722021
"19317",NA,1997,6,29,24,2,NA,"","F",143,NA,NA,NA,0,"Valdez","Charter",143,66.5974515592137,88.5752841500595
"19318",NA,1997,6,29,24,3,NA,"","F",149.1,NA,NA,NA,0,"Valdez","Charter",149,76.0838286642098,101.192261646301
"19319",NA,1997,6,29,24,4,2,"","F",143.1,NA,11,NA,0,"Valdez","Charter",143,66.5974515592137,88.5752841500595
"19320",NA,1997,6,29,24,5,NA,"","F",143.8,NA,NA,NA,0,"Valdez","Charter",144,68.1182251379398,90.5979283910902
"19321",NA,1997,6,29,24,6,NA,"","F",138,NA,NA,NA,0,"Valdez","Charter",138,59.3440373308037,78.9281698641884
"19322",NA,1997,6,29,24,7,NA,"","F",137.6,NA,NA,NA,0,"Valdez","Charter",138,59.3440373308037,78.9281698641884
"19323",NA,1997,6,29,24,8,3,"","F",126,NA,14,NA,0,"Valdez","Charter",126,44.1946211578998,58.7792931308291
"19324",NA,1997,6,29,24,9,2,"","F",122.5,NA,10,NA,0,"Valdez","Charter",123,40.8753430279002,54.364619646268
"19325",NA,1997,6,29,24,10,NA,"","F",118.3,NA,NA,NA,0,"Valdez","Charter",118,35.7327592174688,47.5249311655541
"19326",NA,1997,6,29,24,11,2,"","F",114,NA,10,NA,0,"Valdez","Charter",114,31.9551284463005,42.5006440323936
"19327",NA,1997,6,29,24,12,NA,"","F",113,NA,NA,NA,0,"Valdez","Charter",113,31.0558203756211,41.3045552026575
"19328",NA,1997,6,29,24,13,3,"","F",112,NA,10,NA,0,"Valdez","Charter",112,30.174163738861,40.1319429585631
"19329",NA,1997,6,29,24,14,NA,"","F",99.5,NA,NA,NA,0,"Valdez","Charter",100,20.9010858569024,27.7986555863006
"19330",NA,1997,6,29,24,15,NA,"","F",98.7,NA,NA,NA,0,"Valdez","Charter",99,20.2314439303907,26.9080250511842
"19331",NA,1997,6,29,24,16,NA,"","F",95.7,NA,NA,NA,0,"Valdez","Charter",96,18.3116569755219,24.3546889842045
"19332",NA,1997,6,29,24,17,3,"","F",92.1,NA,9,NA,0,"Valdez","Charter",92,15.9529649068762,21.2176046767513
"19333",NA,1997,6,29,24,18,NA,"","F",134,NA,NA,NA,0,"Valdez","Charter",134,53.9496207345737,71.7535412312889
"19334",NA,1997,6,29,24,19,2,"","F",99.5,NA,9,NA,0,"Valdez","Charter",100,20.9010858569024,27.7986555863006
"19335",NA,1997,6,29,24,20,3,"","F",126,NA,12,466033,0,"Valdez","Charter",126,44.1946211578998,58.7792931308291
"19336",NA,1997,6,29,24,21,NA,"","F",83,NA,NA,466033,0,"Valdez","Charter",83,11.4283062149386,15.1997628534186
"19337",NA,1997,6,29,24,22,3,"","M",80.2,NA,10,466033,0,"Valdez","Charter",80,10.1433265474259,13.4907268991556
"19338",NA,1997,6,29,24,23,2,"","F",67.2,NA,7,466033,0,"Valdez","Charter",67,5.71019855759206,7.59462183537565
"19339",NA,1997,6,29,24,24,3,"","M",66.7,NA,9,466033,0,"Valdez","Charter",67,5.71019855759206,7.59462183537565
"19340",NA,1997,6,29,24,25,2,"","M",64,NA,8,466033,0,"Valdez","Charter",64,4.92257072920152,6.54706885743389
"19341",NA,1997,6,29,24,26,2,"","F",156,NA,14,466003,0,"Valdez","Private",156,88.2861437951325,117.421464186417
"19342",NA,1997,6,29,24,27,2,"","F",110,NA,7,466003,0,"Valdez","Private",110,28.4630312197507,37.8561194015034
"19343",NA,1997,6,29,24,28,3,"","F",108.1,NA,9,466003,0,"Valdez","Private",108,26.8201879531908,35.6711212410232
"19344",NA,1997,6,29,24,29,3,"","F",102.2,NA,11,466003,0,"Valdez","Private",102,22.2860656615977,29.6406927344324
"19345",NA,1997,6,29,24,30,3,"","F",90.5,NA,10,466003,0,"Valdez","Private",91,15.3979519606891,20.4794318448409
"19346",NA,1997,6,29,25,1,2,"","F",83.5,NA,9,466003,0,"Valdez","Private",84,11.8804731210747,15.8011494118613
"19347",NA,1997,6,29,25,2,3,"","F",54,NA,5,466003,0,"Valdez","Private",54,2.83873355325578,3.77554433719397
"19348",NA,1997,6,29,25,3,NA,"","F",98,NA,NA,466100,0,"Valdez","Private",98,19.5767833424166,26.0373198478463
"19349",NA,1997,6,29,25,4,3,"","F",NA,NA,9,466100,0,"Valdez","Private",NA,NA,NA
"19350",NA,1997,7,2,26,1,2,"","F",146.8,NA,14,476002,0,"Valdez","Charter",147,72.8244165439534,96.8572105601923
"19351",NA,1997,7,2,26,2,NA,"","F",143.2,NA,NA,476002,0,"Valdez","Charter",143,66.5974515592137,88.5752841500595
"19352",NA,1997,7,2,26,3,1,"","F",133.7,NA,11,476002,0,"Valdez","Charter",134,53.9496207345737,71.7535412312889
"19353",NA,1997,7,2,26,4,2,"","F",131,NA,13,476002,0,"Valdez","Charter",131,50.1334794330865,66.6780347033032
"19354",NA,1997,7,2,26,5,1,"","F",127.5,NA,11,476002,0,"Valdez","Charter",128,46.5081592524384,61.856322196026
"19355",NA,1997,7,2,26,6,1,"","F",121,NA,12,476002,0,"Valdez","Charter",121,38.7608639935307,51.5523411444084
"19356",NA,1997,7,2,26,7,NA,"","F",115.8,NA,NA,476002,0,"Valdez","Charter",116,33.8074749051989,44.9642835576298
"19357",NA,1997,7,2,26,8,NA,"","F",114.5,NA,NA,476002,0,"Valdez","Charter",115,32.8722818526814,43.720467339103
"19358",NA,1997,7,2,26,9,3,"","F",105.6,NA,10,476002,0,"Valdez","Charter",106,25.2440977221506,33.5749052929341
"19359",NA,1997,7,2,26,10,3,"","F",100,NA,8,476002,0,"Valdez","Charter",100,20.9010858569024,27.7986555863006
"19360",NA,1997,7,2,26,11,NA,"","F",84.5,NA,NA,476002,0,"Valdez","Charter",85,12.344859985371,16.4187886382518
"19361",NA,1997,7,2,26,12,NA,"","F",113.5,NA,NA,476008,0,"Valdez","Charter",114,31.9551284463005,42.5006440323936
"19362",NA,1997,7,2,26,13,2,"","F",108,NA,12,476008,0,"Valdez","Charter",108,26.8201879531908,35.6711212410232
"19363",NA,1997,7,2,26,14,1,"","F",107.5,NA,9,476008,0,"Valdez","Charter",108,26.8201879531908,35.6711212410232
"19364",NA,1997,7,2,26,15,2,"","F",104,NA,10,476008,0,"Valdez","Charter",104,23.7332311227181,31.5654374345644
"19365",NA,1997,7,2,26,16,3,"","F",102.2,NA,8,476008,0,"Valdez","Charter",102,22.2860656615977,29.6406927344324
"19366",NA,1997,7,2,26,17,NA,"","F",101.2,NA,NA,476008,0,"Valdez","Charter",101,21.5858969931053,28.7094613237299
"19367",NA,1997,7,2,26,18,NA,"","F",99.5,NA,NA,476008,0,"Valdez","Charter",100,20.9010858569024,27.7986555863006
"19368",NA,1997,7,2,26,19,2,"","F",99.3,NA,8,476008,0,"Valdez","Charter",99,20.2314439303907,26.9080250511842
"19369",NA,1997,7,2,26,20,2,"","F",99.2,NA,7,476008,0,"Valdez","Charter",99,20.2314439303907,26.9080250511842
"19370",NA,1997,7,2,26,21,2,"","F",89.4,NA,8,476008,0,"Valdez","Charter",89,14.3282275744224,19.0566875917582
"19371",NA,1997,7,2,26,22,3,"","F",83.5,NA,6,476008,0,"Valdez","Charter",84,11.8804731210747,15.8011494118613
"19372",NA,1997,7,2,26,23,NA,"","F",153.4,NA,NA,466004,0,"Valdez","Charter",153,82.9027782797002,110.261533602751
"19373",NA,1997,7,2,26,24,2,"","F",120,NA,13,466004,0,"Valdez","Charter",120,37.7325439379309,50.1846650698821
"19374",NA,1997,7,2,26,25,NA,"","F",116.5,NA,NA,466004,0,"Valdez","Unknown",117,34.7609023202377,46.2323516627348
"19375",NA,1997,7,2,26,26,2,"","F",107.2,NA,11,466004,0,"Valdez","Charter",107,26.0238944567846,34.6120428369748
"19376",NA,1997,7,2,26,27,NA,"","F",91,NA,NA,466004,0,"Valdez","Charter",91,15.3979519606891,20.4794318448409
"19377",NA,1997,7,2,26,28,2,"","F",87.3,NA,10,466004,0,"Valdez","Charter",87,13.3110166823064,17.703786817025
"19378",NA,1997,7,2,26,29,2,"","M",84.9,NA,14,466004,0,"Valdez","Charter",85,12.344859985371,16.4187886382518
"19379",NA,1997,7,2,26,30,NA,"","M",83.5,NA,NA,466004,0,"Valdez","Charter",84,11.8804731210747,15.8011494118613
"19380",NA,1997,7,2,27,1,NA,"","F",150.5,NA,NA,466033,0,"Valdez","Charter",151,79.4427297196038,105.659634022389
"19381",NA,1997,7,2,27,2,3,"","F",70.5,NA,6,466033,0,"Valdez","Private",71,6.89042324147201,9.16433260189999
"19382",NA,1997,7,2,27,3,NA,"","F",118.5,NA,NA,466004,0,"Valdez","Charter",119,36.7232411172277,48.8422821101114
"19383",NA,1997,7,3,28,1,NA,"I","F",184.5,NA,NA,476002,0,"Valdez","Charter",185,153.392896857205,204.014104258137
"19384",NA,1997,7,3,28,2,NA,"","F",163.4,NA,NA,476002,0,"Valdez","Charter",163,101.778650339857,135.366634356073
"19385",NA,1997,7,3,28,3,NA,"","F",141.6,NA,NA,476002,0,"Valdez","Charter",142,65.1003142585754,86.5840763979463
"19386",NA,1997,7,3,28,4,NA,"","F",131.6,NA,NA,476002,0,"Valdez","Charter",132,51.384056477203,68.3413148204961
"19387",NA,1997,7,3,28,5,2,"","F",121.3,NA,9,476002,0,"Valdez","Charter",121,38.7608639935307,51.5523411444084
"19388",NA,1997,7,3,28,6,3,"","F",118.1,NA,10,476002,0,"Valdez","Charter",118,35.7327592174688,47.5249311655541
"19389",NA,1997,7,3,28,7,3,"","F",114.8,NA,9,476002,0,"Valdez","Charter",115,32.8722818526814,43.720467339103
"19390",NA,1997,7,3,28,8,3,"","F",112.4,NA,9,476002,0,"Valdez","Charter",112,30.174163738861,40.1319429585631
"19391",NA,1997,7,3,28,9,3,"","F",111.3,NA,9,476002,0,"Valdez","Charter",111,29.3099650456363,38.9825499559431
"19392",NA,1997,7,3,28,10,2,"","F",108.2,NA,10,476002,0,"Valdez","Charter",108,26.8201879531908,35.6711212410232
"19393",NA,1997,7,3,28,11,NA,"","F",114.3,NA,NA,476002,0,"Valdez","Charter",114,31.9551284463005,42.5006440323936
"19394",NA,1997,7,3,28,12,NA,"","F",103.5,NA,NA,476002,0,"Valdez","Charter",104,23.7332311227181,31.5654374345644
"19395",NA,1997,7,3,28,13,NA,"","F",151,NA,NA,466003,0,"Valdez","Charter",151,79.4427297196038,105.659634022389
"19396",NA,1997,7,3,28,14,1,"","F",114.8,NA,12,466003,0,"Valdez","Charter",115,32.8722818526814,43.720467339103
"19397",NA,1997,7,3,28,15,2,"","F",108,NA,10,466003,0,"Valdez","Charter",108,26.8201879531908,35.6711212410232
"19398",NA,1997,7,3,28,16,NA,"","F",106.5,NA,NA,466003,0,"Valdez","Charter",107,26.0238944567846,34.6120428369748
"19399",NA,1997,7,3,28,17,NA,"","F",91.2,NA,NA,466003,0,"Valdez","Charter",91,15.3979519606891,20.4794318448409
"19400",NA,1997,7,3,28,18,NA,"","F",88.5,NA,NA,466003,0,"Valdez","Charter",89,14.3282275744224,19.0566875917582
"19401",NA,1997,7,3,28,19,NA,"","F",184.2,NA,NA,476035,0,"Valdez","Charter",184,150.722675864509,200.462683330849
"19402",NA,1997,7,3,28,20,2,"","F",121.5,NA,9,476035,0,"Valdez","Charter",122,39.8083979910079,52.9455719559642
"19403",NA,1997,7,3,28,21,NA,"","F",106.9,NA,NA,466033,0,"Valdez","Charter",107,26.0238944567846,34.6120428369748
"19404",NA,1997,7,3,28,22,3,"","F",113.9,NA,9,466033,0,"Valdez","Private",114,31.9551284463005,42.5006440323936
"19405",NA,1997,7,3,28,23,2,"","F",103.7,NA,9,466033,0,"Valdez","Private",104,23.7332311227181,31.5654374345644
"19406",NA,1997,7,3,28,24,2,"","F",100.8,NA,10,466033,0,"Valdez","Private",101,21.5858969931053,28.7094613237299
"19407",NA,1997,7,3,28,25,3,"","F",97,NA,9,466002,0,"Valdez","Private",97,18.9369166767327,25.1862907107824
"19408",NA,1997,7,3,28,26,3,"","F",76.9,NA,10,466033,0,"Valdez","Private",77,8.96187328124,11.9193821057382
"19409",NA,1997,7,3,28,27,3,"","M",55,NA,5,466033,0,"Valdez","Private",55,3.01261728261902,4.00681145593239
"19410",NA,1997,7,3,28,28,3,"","F",53.9,NA,4,466033,0,"Valdez","Private",54,2.83873355325578,3.77554433719397
"19411",NA,1997,7,3,28,29,3,"","F",103,NA,9,466100,0,"Valdez","Private",103,23.0017806330211,30.5926008852709
"19412",NA,1997,7,3,28,30,2,"","F",114.5,NA,10,466033,0,"Valdez","Private",115,32.8722818526814,43.720467339103
"19413",NA,1997,7,6,29,1,NA,"I","F",149.2,NA,NA,476002,0,"Valdez","Charter",149,76.0838286642098,101.192261646301
"19414",NA,1997,7,6,29,2,3,"","F",137,NA,10,476002,0,"Valdez","Charter",137,57.962016586709,77.0900682965838
"19415",NA,1997,7,6,29,3,NA,"I","F",129.5,NA,NA,476002,0,"Valdez","Charter",130,48.9041044906044,65.0429535957251
"19416",NA,1997,7,6,29,4,2,"","F",114,NA,10,476002,0,"Valdez","Charter",114,31.9551284463005,42.5006440323936
"19417",NA,1997,7,6,29,5,NA,"","F",111.2,NA,NA,476002,0,"Valdez","Charter",111,29.3099650456363,38.9825499559431
"19418",NA,1997,7,6,29,6,NA,"","F",107.8,NA,NA,476002,0,"Valdez","Charter",108,26.8201879531908,35.6711212410232
"19419",NA,1997,7,6,29,7,3,"","F",98.7,NA,11,476002,0,"Valdez","Charter",99,20.2314439303907,26.9080250511842
"19420",NA,1997,7,6,29,8,2,"","F",98.6,NA,8,476002,0,"Valdez","Charter",99,20.2314439303907,26.9080250511842
"19421",NA,1997,7,6,29,9,3,"","F",96.1,NA,9,476002,0,"Valdez","Charter",96,18.3116569755219,24.3546889842045
"19422",NA,1997,7,6,29,10,NA,"","F",89.6,NA,NA,476002,0,"Valdez","Charter",90,14.8564340647168,19.7592075662069
"19423",NA,1997,7,6,29,11,NA,"","F",89.2,NA,NA,476002,0,"Valdez","Charter",89,14.3282275744224,19.0566875917582
"19424",NA,1997,7,6,29,12,NA,"","F",172,NA,NA,475932,0,"Valdez","Charter",172,121.138172401044,161.114994502472
"19425",NA,1997,7,6,29,13,NA,"","F",151.2,NA,NA,475932,0,"Valdez","Charter",151,79.4427297196038,105.659634022389
"19426",NA,1997,7,6,29,14,2,"","F",137,NA,12,475932,0,"Valdez","Charter",137,57.962016586709,77.0900682965838
"19427",NA,1997,7,6,29,15,NA,"","F",135.5,NA,NA,475932,0,"Valdez","Charter",136,56.6024086343144,75.2817759686265
"19428",NA,1997,7,6,29,16,2,"","F",117.5,NA,8,475932,0,"Valdez","Charter",118,35.7327592174688,47.5249311655541
"19429",NA,1997,7,6,29,17,2,"","F",116,NA,13,475932,0,"Valdez","Charter",116,33.8074749051989,44.9642835576298
"19430",NA,1997,7,6,29,18,2,"","F",112.2,NA,11,475932,0,"Valdez","Charter",112,30.174163738861,40.1319429585631
"19431",NA,1997,7,6,29,19,3,"","F",111,NA,10,475932,0,"Valdez","Charter",111,29.3099650456363,38.9825499559431
"19432",NA,1997,7,6,29,20,3,"","F",101,NA,10,475932,0,"Valdez","Charter",101,21.5858969931053,28.7094613237299
"19433",NA,1997,7,6,29,21,NA,"I","F",125.5,NA,NA,466004,0,"Valdez","Private",126,44.1946211578998,58.7792931308291
"19434",NA,1997,7,6,29,22,3,"","F",88,NA,9,466004,0,"Valdez","Private",88,13.8131493343522,18.3716283228886
"19435",NA,1997,7,6,29,23,2,"","F",83.5,NA,9,466004,0,"Valdez","Private",84,11.8804731210747,15.8011494118613
"19436",NA,1997,7,6,29,24,3,"","M",83,NA,10,466004,0,"Valdez","Private",83,11.4283062149386,15.1997628534186
"19437",NA,1997,7,6,29,25,3,"","M",82.3,NA,15,466004,0,"Valdez","Private",82,10.9881791366113,14.614389387734
"19438",NA,1997,7,6,29,26,2,"","F",111,NA,8,466002,0,"Valdez","Private",111,29.3099650456363,38.9825499559431
"19439",NA,1997,7,6,29,27,NA,"I","M",98.3,NA,NA,466002,0,"Valdez","Private",98,19.5767833424166,26.0373198478463
"19440",NA,1997,7,7,30,1,NA,"","F",154.1,NA,NA,475932,0,"Valdez","Charter",154,84.6712526224466,112.61362236521
"19441",NA,1997,7,7,30,2,2,"","F",149.5,NA,12,475932,0,"Valdez","Charter",150,77.7507395388125,103.409269968902
"19442",NA,1997,7,7,30,3,2,"","F",148.5,NA,10,475932,0,"Valdez","Charter",149,76.0838286642098,101.192261646301
"19443",NA,1997,7,7,30,4,NA,"","F",148.2,NA,NA,475932,0,"Valdez","Charter",148,74.4417899400392,99.008333535336
"19444",NA,1997,7,7,30,5,NA,"","F",147,NA,NA,475932,0,"Valdez","Charter",147,72.8244165439534,96.8572105601923
"19445",NA,1997,7,7,30,6,2,"","F",144.5,NA,12,475932,0,"Valdez","Charter",145,69.6628401239782,92.6522819449818
"19446",NA,1997,7,7,30,7,NA,"","F",140.5,NA,NA,475932,0,"Valdez","Charter",141,63.6266084507889,84.6240327683155
"19447",NA,1997,7,7,30,8,1,"","F",139.5,NA,13,475932,0,"Valdez","Charter",140,62.1761296964466,82.6948813546873
"19448",NA,1997,7,7,30,9,2,"","F",135,NA,14,475932,0,"Valdez","Charter",135,55.2650107917659,73.5030233114009
"19449",NA,1997,7,7,30,10,NA,"","F",135,NA,NA,475932,0,"Valdez","Charter",135,55.2650107917659,73.5030233114009
"19450",NA,1997,7,7,30,11,3,"","F",134,NA,12,475932,0,"Valdez","Charter",134,53.9496207345737,71.7535412312889
"19451",NA,1997,7,7,30,12,3,"","F",131.8,NA,12,475932,0,"Valdez","Charter",132,51.384056477203,68.3413148204961
"19452",NA,1997,7,7,30,13,2,"","F",130,NA,11,475932,0,"Valdez","Charter",130,48.9041044906044,65.0429535957251
"19453",NA,1997,7,7,30,14,3,"","F",124.4,NA,12,475932,0,"Valdez","Charter",124,41.9618965898669,55.8097468732444
"19454",NA,1997,7,7,30,15,2,"","F",118,NA,10,475932,0,"Valdez","Charter",118,35.7327592174688,47.5249311655541
"19455",NA,1997,7,7,30,16,2,"","F",114,NA,11,475932,0,"Valdez","Charter",114,31.9551284463005,42.5006440323936
"19456",NA,1997,7,7,30,17,NA,"","F",112.9,NA,NA,475932,0,"Valdez","Charter",113,31.0558203756211,41.3045552026575
"19457",NA,1997,7,7,30,18,NA,"","F",105.9,NA,NA,475932,0,"Valdez","Charter",106,25.2440977221506,33.5749052929341
"19458",NA,1997,7,9,31,1,NA,"","F",139.1,NA,NA,475932,0,"Valdez","Charter",139,60.7486739038316,80.796350713014
"19459",NA,1997,7,9,31,2,NA,"","F",125.2,NA,NA,475932,0,"Valdez","Charter",125,43.0682565482885,57.2812168078305
"19460",NA,1997,7,9,31,3,NA,"","F",125,NA,NA,475932,0,"Valdez","Charter",125,43.0682565482885,57.2812168078305
"19461",NA,1997,7,9,31,4,NA,"","F",116.1,NA,NA,475932,0,"Valdez","Charter",116,33.8074749051989,44.9642835576298
"19462",NA,1997,7,9,31,5,3,"","F",115.6,NA,12,475932,0,"Valdez","Charter",116,33.8074749051989,44.9642835576298
"19463",NA,1997,7,9,31,6,NA,"","F",107.4,NA,NA,475932,0,"Valdez","Charter",107,26.0238944567846,34.6120428369748
"19464",NA,1997,7,9,31,7,NA,"","F",105.5,NA,NA,475932,0,"Valdez","Charter",106,25.2440977221506,33.5749052929341
"19465",NA,1997,7,9,31,8,3,"","F",104,NA,10,475932,0,"Valdez","Charter",104,23.7332311227181,31.5654374345644
"19466",NA,1997,7,9,31,9,2,"","F",103.5,NA,8,475932,0,"Valdez","Charter",104,23.7332311227181,31.5654374345644
"19467",NA,1997,7,9,31,10,NA,"","F",100.6,NA,NA,475932,0,"Valdez","Charter",101,21.5858969931053,28.7094613237299
"19468",NA,1997,7,9,31,11,3,"","F",99.1,NA,9,475932,0,"Valdez","Charter",99,20.2314439303907,26.9080250511842
"19469",NA,1997,7,9,31,12,NA,"","F",97.8,NA,NA,475932,0,"Valdez","Charter",98,19.5767833424166,26.0373198478463
"19470",NA,1997,7,9,31,13,2,"","F",95.5,NA,10,475932,0,"Valdez","Charter",96,18.3116569755219,24.3546889842045
"19471",NA,1997,7,9,31,14,NA,"","F",155,NA,NA,466004,0,"Valdez","Charter",155,86.4656381949801,115.000173325356
"19472",NA,1997,7,9,31,15,3,"","F",139.5,NA,12,466004,0,"Valdez","Charter",140,62.1761296964466,82.6948813546873
"19473",NA,1997,7,9,31,16,NA,"I","F",135.1,NA,NA,466004,0,"Valdez","Charter",135,55.2650107917659,73.5030233114009
"19474",NA,1997,7,9,31,17,2,"","F",113.5,NA,11,466004,0,"Valdez","Charter",114,31.9551284463005,42.5006440323936
"19475",NA,1997,7,9,31,18,3,"","F",118,NA,12,466004,0,"Valdez","Charter",118,35.7327592174688,47.5249311655541
"19476",NA,1997,7,9,31,19,NA,"","F",116.4,NA,NA,466004,0,"Valdez","Charter",116,33.8074749051989,44.9642835576298
"19477",NA,1997,7,9,31,20,NA,"I","F",114.3,NA,NA,466004,0,"Valdez","Charter",114,31.9551284463005,42.5006440323936
"19478",NA,1997,7,9,31,21,3,"","F",113.1,NA,10,466004,0,"Valdez","Charter",113,31.0558203756211,41.3045552026575
"19479",NA,1997,7,9,31,22,2,"","F",114.7,NA,10,466003,0,"Valdez","Private",115,32.8722818526814,43.720467339103
"19480",NA,1997,7,9,31,23,2,"","F",108,NA,9,466003,0,"Valdez","Private",108,26.8201879531908,35.6711212410232
"19481",NA,1997,7,9,31,24,2,"","F",107.5,NA,12,466004,0,"Valdez","Charter",108,26.8201879531908,35.6711212410232
"19482",NA,1997,7,9,31,25,3,"","F",93.4,NA,9,466003,0,"Valdez","Private",93,16.5216570328072,21.9739709560743
"19483",NA,1997,7,9,31,26,3,"","F",91.8,NA,7,466003,0,"Valdez","Private",92,15.9529649068762,21.2176046767513
"19484",NA,1997,7,9,31,27,3,"","F",87,NA,9,466100,0,"Valdez","Private",87,13.3110166823064,17.703786817025
"19485",NA,1997,7,15,32,1,3,"","F",113.9,NA,12,466004,0,"Valdez","Charter",114,31.9551284463005,42.5006440323936
"19486",NA,1997,7,15,32,2,3,"","F",132,NA,12,466004,0,"Valdez","Charter",132,51.384056477203,68.3413148204961
"19487",NA,1997,7,15,32,3,NA,"","F",129,NA,NA,466004,0,"Valdez","Charter",129,47.6957311427726,63.4358048214451
"19488",NA,1997,7,15,32,4,2,"","F",122.5,NA,10,466004,0,"Valdez","Charter",123,40.8753430279002,54.364619646268
"19489",NA,1997,7,15,32,5,2,"","F",113,NA,12,466004,0,"Valdez","Charter",113,31.0558203756211,41.3045552026575
"19490",NA,1997,7,15,32,6,NA,"","F",112.2,NA,NA,466004,0,"Valdez","Charter",112,30.174163738861,40.1319429585631
"19491",NA,1997,7,15,32,7,2,"","M",81.2,NA,9,466004,0,"Valdez","Charter",81,10.5599122758681,14.0447901313923
"19492",NA,1997,7,15,32,8,3,"","F",74.1,NA,7,466004,0,"Valdez","Charter",74,7.87915458445051,10.4793552882339
"19493",NA,1997,7,15,32,9,NA,"","F",91,NA,NA,466032,0,"Valdez","Charter",91,15.3979519606891,20.4794318448409
"19494",NA,1997,7,15,32,10,NA,"","F",81.1,NA,NA,466032,0,"Valdez","Charter",81,10.5599122758681,14.0447901313923
"19495",NA,1997,7,15,32,11,3,"","F",132.9,NA,10,466033,0,"Valdez","Private",133,52.6560364976213,70.0330611126433
"19496",NA,1997,7,15,32,12,2,"","F",122.1,NA,8,466033,0,"Valdez","Private",122,39.8083979910079,52.9455719559642
"19497",NA,1997,7,15,32,13,2,"","F",106.8,NA,8,466033,0,"Valdez","Private",107,26.0238944567846,34.6120428369748
"19498",NA,1997,7,15,32,14,3,"","F",68.6,NA,7,476035,0,"Valdez","Private",69,6.2811606783156,8.35400723073185
"19499",NA,1997,7,15,32,15,3,"","F",63.5,NA,7,476035,0,"Valdez","Private",64,4.92257072920152,6.54706885743389
"19500",NA,1997,7,15,32,16,3,"","F",145.7,NA,11,466004,0,"Valdez","Charter",146,71.2315019887251,94.7386180907693
"19501",NA,1997,7,15,32,17,NA,"","F",93,NA,NA,466004,0,"Valdez","Charter",93,16.5216570328072,21.9739709560743
"19502",NA,1997,7,15,32,18,NA,"","F",92.5,NA,NA,466004,0,"Valdez","Charter",93,16.5216570328072,21.9739709560743
"19503",NA,1997,7,15,32,19,NA,"","F",88.8,NA,NA,466004,0,"Valdez","Charter",89,14.3282275744224,19.0566875917582
"19504",NA,1997,7,15,32,20,2,"","F",113.8,NA,8,476035,0,"Valdez","Private",114,31.9551284463005,42.5006440323936
"19505",NA,1997,7,15,32,21,1,"","F",134,NA,11,476035,0,"Valdez","Private",134,53.9496207345737,71.7535412312889
"19506",NA,1997,7,16,33,1,NA,"","F",161.6,NA,NA,466004,0,"Valdez","Charter",162,99.7694312251192,132.694352611938
"19507",NA,1997,7,16,33,2,2,"","F",149.9,NA,12,466004,0,"Valdez","Charter",150,77.7507395388125,103.409269968902
