"","year","page","line","port","age","AgeErr","length2","sex2","SEX","LENGTH","NETWT","RNDWT","AGE2","AGECONF","USER","BOATNAME","STATAREA","CAS","MONTH","DAY","SUB","LITHO"
"2997",2007,26,12,"Kodiak",9,"",73,"U","U",73,7.5,10,NA,NA,"Charter","NORDIC DANCER II",525733,NA,8,7,NA,NA
"2998",2007,26,13,"Kodiak",9,"",79,"U","U",79,9.7,13,NA,NA,"Charter","NORDIC DANCER II",525733,NA,8,7,NA,NA
"2999",2007,26,14,"Kodiak",14,"",82,"U","U",82,11,14.6,NA,NA,"Charter","U RASCAL",525701,NA,8,7,NA,NA
"3000",2007,26,15,"Kodiak",13,"",84,"U","U",84,11.9,15.8,NA,NA,"Charter","U RASCAL",525701,NA,8,7,NA,NA
"3001",2007,26,16,"Kodiak",16,"",81,"U","U",81,10.6,14,NA,NA,"Charter","U RASCAL",525701,NA,8,7,NA,NA
"3002",2007,26,17,"Kodiak",13,"",94,"U","U",94,17.1,22.7,NA,NA,"Charter","U RASCAL",525701,NA,8,7,NA,NA
"3003",2007,26,18,"Kodiak",17,"",84,"U","U",84,11.9,15.8,NA,NA,"Charter","U RASCAL",525701,NA,8,7,NA,NA
"3004",2007,26,19,"Kodiak",12,"",94,"U","U",94,17.1,22.7,NA,NA,"Charter","U RASCAL",525701,NA,8,7,NA,NA
"3005",2007,26,20,"Kodiak",20,"",87,"U","U",87,13.3,17.7,NA,NA,"Charter","U RASCAL",525701,NA,8,7,NA,NA
"3006",2007,26,21,"Kodiak",10,"",86,"U","U",86,12.8,17.1,NA,NA,"Charter","U RASCAL",525701,NA,8,7,NA,NA
"3007",2007,26,22,"Kodiak",10,"",83,"U","U",83,11.4,15.2,NA,NA,"Charter","U RASCAL",525701,NA,8,7,NA,NA
"3008",2007,26,23,"Kodiak",10,"",92,"U","U",92,16,21.2,NA,NA,"Charter","U RASCAL",525701,NA,8,7,NA,NA
"3009",2007,26,24,"Kodiak",10,"",77,"U","U",77,9,11.9,NA,NA,"Charter","U RASCAL",525701,NA,8,7,NA,NA
"3010",2007,26,25,"Kodiak",19,"",92,"U","U",92,16,21.2,NA,NA,"Charter","U RASCAL",525701,NA,8,7,NA,NA
"3011",2007,26,26,"Kodiak",8,"",87,"U","U",87,13.3,17.7,NA,NA,"Charter","U RASCAL",525701,NA,8,7,NA,NA
"3012",2007,26,27,"Kodiak",11,"",90,"U","U",90,14.9,19.8,NA,NA,"Charter","U RASCAL",525701,NA,8,7,NA,NA
"3013",2007,26,28,"Kodiak",12,"",84,"U","U",84,11.9,15.8,NA,NA,"Charter","U RASCAL",525701,NA,8,7,NA,NA
"3014",2007,26,29,"Kodiak",17,"",83,"U","U",83,11.4,15.2,NA,NA,"Charter","U RASCAL",525701,NA,8,7,NA,NA
"3015",2007,26,30,"Kodiak",15,"",94,"U","U",94,17.1,22.7,NA,NA,"Charter","U RASCAL",525701,NA,8,7,NA,NA
"3016",2007,27,1,"Kodiak",11,"",99,"U","U",99,20.2,26.9,NA,NA,"Charter","C DEVIL",525733,NA,8,8,NA,NA
"3017",2007,27,2,"Kodiak",7,"",86,"U","U",86,12.8,17.1,NA,NA,"Charter","C DEVIL",525733,NA,8,8,NA,NA
"3018",2007,27,3,"Kodiak",11,"",119,"U","U",119,36.7,48.8,NA,NA,"Charter","C DEVIL",525733,NA,8,8,NA,NA
"3019",2007,27,4,"Kodiak",7,"",89,"U","U",89,14.3,19.1,NA,NA,"Charter","C DEVIL",525733,NA,8,8,NA,NA
"3020",2007,27,5,"Kodiak",6,"",90,"U","U",90,14.9,19.8,NA,NA,"Charter","C DEVIL",525733,NA,8,8,NA,NA
"3021",2007,27,6,"Kodiak",NA,"I",101,"U","U",101,21.6,28.7,NA,NA,"Charter","C DEVIL",525733,NA,8,8,NA,NA
"3022",2007,27,7,"Kodiak",8,"",101,"U","U",101,21.6,28.7,NA,NA,"Charter","C DEVIL",525733,NA,8,8,NA,NA
"3023",2007,27,8,"Kodiak",7,"",94,"U","U",94,17.1,22.7,NA,NA,"Charter","C DEVIL",525733,NA,8,8,NA,NA
"3024",2007,27,9,"Kodiak",10,"",96,"U","U",96,18.3,24.4,NA,NA,"Charter","C DEVIL",525733,NA,8,8,NA,NA
"3025",2007,27,10,"Kodiak",6,"",100,"U","U",100,20.9,27.8,NA,NA,"Charter","C DEVIL",525733,NA,8,8,NA,NA
"3026",2007,27,11,"Kodiak",5,"",70,"F","F",70,6.6,8.8,NA,NA,"Private","",525731,NA,8,8,NA,NA
"3027",2007,28,1,"Kodiak",11,"",86,"M","M",86,12.8,17.1,NA,NA,"Private","",525731,NA,8,11,NA,NA
"3028",2007,28,2,"Kodiak",19,"",82,"M","M",82,11,14.6,NA,NA,"Private","",525731,NA,8,11,NA,NA
"3029",2007,28,3,"Kodiak",11,"",82,"F","F",82,11,14.6,NA,NA,"Private","",525731,NA,8,11,NA,NA
"3030",2007,28,4,"Kodiak",NA,"",NA,"","M",77,9,11.9,NA,NA,"Private","",525731,NA,8,11,NA,NA
"3031",2007,28,5,"Kodiak",11,"",81,"M","M",81,10.6,14,NA,NA,"Private","",525731,NA,8,11,NA,NA
"3032",2007,28,6,"Kodiak",12,"",82,"M","M",82,11,14.6,NA,NA,"Private","",525731,NA,8,11,NA,NA
"3033",2007,28,7,"Kodiak",16,"",76,"M","M",76,8.6,11.4,NA,NA,"Private","",525731,NA,8,11,NA,NA
"3034",2007,28,8,"Kodiak",NA,"",NA,"","M",80,10.1,13.5,NA,NA,"Private","",525731,NA,8,11,NA,NA
"3035",2007,28,9,"Kodiak",NA,"",NA,"","F",74,7.9,10.5,NA,NA,"Private","",525731,NA,8,11,NA,NA
"3036",2007,28,10,"Kodiak",9,"",72,"F","F",72,7.2,9.6,NA,NA,"Private","",525731,NA,8,11,NA,NA
"3037",2007,28,11,"Kodiak",6,"",78,"F","F",78,9.3,12.4,NA,NA,"Private","",525731,NA,8,11,NA,NA
"3038",2007,28,12,"Kodiak",16,"",84,"M","M",84,11.9,15.8,NA,NA,"Private","",525731,NA,8,11,NA,NA
"3039",2007,28,13,"Kodiak",16,"",78,"M","M",78,9.3,12.4,NA,NA,"Private","",525731,NA,8,11,NA,NA
"3040",2007,28,14,"Kodiak",10,"",88,"F","F",88,13.8,18.4,NA,NA,"Private","",525731,NA,8,11,NA,NA
"3041",2007,28,15,"Kodiak",NA,"",NA,"","F",78,9.3,12.4,NA,NA,"Private","",525731,NA,8,11,NA,NA
"3042",2007,28,16,"Kodiak",NA,"",NA,"","M",82,11,14.6,NA,NA,"Private","",525731,NA,8,11,NA,NA
"3043",2007,28,17,"Kodiak",11,"",88,"F","F",88,13.8,18.4,NA,NA,"Charter","AUTUMN ANGLER",525733,NA,8,11,NA,NA
"3044",2007,28,18,"Kodiak",10,"",91,"F","F",91,15.4,20.5,NA,NA,"Charter","AUTUMN ANGLER",525733,NA,8,11,NA,NA
"3045",2007,28,19,"Kodiak",9,"",78,"M","M",78,9.3,12.4,NA,NA,"Charter","AUTUMN ANGLER",525733,NA,8,11,NA,NA
"3046",2007,28,20,"Kodiak",9,"",88,"F","F",88,13.8,18.4,NA,NA,"Charter","AUTUMN ANGLER",525733,NA,8,11,NA,NA
"3047",2007,28,21,"Kodiak",7,"",104,"F","F",104,23.7,31.6,NA,NA,"Private","",525733,NA,8,11,NA,NA
"3048",2007,28,22,"Kodiak",NA,"",NA,"","F",80,10.1,13.5,NA,NA,"Private","",525733,NA,8,11,NA,NA
"3049",2007,28,23,"Kodiak",9,"",93,"F","F",93,16.5,22,NA,NA,"Private","",525733,NA,8,11,NA,NA
"3050",2007,28,24,"Kodiak",7,"",94,"F","F",94,17.1,22.7,NA,NA,"Private","",525733,NA,8,11,NA,NA
"3051",2007,28,25,"Kodiak",6,"",89,"F","F",89,14.3,19.1,NA,NA,"Private","",525733,NA,8,11,NA,NA
"3052",2007,28,26,"Kodiak",9,"",85,"F","F",85,12.3,16.4,NA,NA,"Private","",525733,NA,8,11,NA,NA
"3053",2007,28,27,"Kodiak",9,"",132,"F","F",132,51.4,68.3,NA,NA,"Private","",525733,NA,8,11,NA,NA
"3054",2007,28,28,"Kodiak",7,"",99,"F","F",99,20.2,26.9,NA,NA,"Private","",525733,NA,8,11,NA,NA
"3055",2007,28,29,"Kodiak",7,"",119,"F","F",119,36.7,48.8,NA,NA,"Private","",525733,NA,8,11,NA,NA
"3056",2007,28,30,"Kodiak",NA,"",NA,"","F",109,27.6,36.8,NA,NA,"Private","",525733,NA,8,11,NA,NA
"3057",2007,29,1,"Kodiak",7,"",90,"F","F",90,14.9,19.8,NA,NA,"Private","",525733,NA,8,12,NA,NA
"3058",2007,29,2,"Kodiak",NA,"",NA,"","F",83,11.4,15.2,NA,NA,"Private","",525733,NA,8,12,NA,NA
"3059",2007,29,3,"Kodiak",NA,"I",77,"M","M",77,9,11.9,NA,NA,"Private","",525733,NA,8,12,NA,NA
"3060",2007,29,4,"Kodiak",8,"",68,"U","U",68,6,8,NA,NA,"Charter","REEL FUN",525731,NA,8,12,NA,NA
"3061",2007,29,5,"Kodiak",11,"",80,"U","U",80,10.1,13.5,NA,NA,"Charter","REEL FUN",525731,NA,8,12,NA,NA
"3062",2007,29,6,"Kodiak",6,"",76,"U","U",76,8.6,11.4,NA,NA,"Charter","REEL FUN",525731,NA,8,12,NA,NA
"3063",2007,29,7,"Kodiak",12,"",82,"U","U",82,11,14.6,NA,NA,"Charter","REEL FUN",525731,NA,8,12,NA,NA
"3064",2007,29,8,"Kodiak",7,"",69,"U","U",69,6.3,8.4,NA,NA,"Charter","REEL FUN",525731,NA,8,12,NA,NA
"3065",2007,29,9,"Kodiak",7,"",69,"U","U",69,6.3,8.4,NA,NA,"Charter","REEL FUN",525731,NA,8,12,NA,NA
"3066",2007,29,10,"Kodiak",8,"",97,"U","U",97,18.9,25.2,NA,NA,"Charter","REEL FUN",525731,NA,8,12,NA,NA
"3067",2007,29,11,"Kodiak",NA,"I",64,"U","U",64,4.9,6.5,NA,NA,"Charter","REEL FUN",525731,NA,8,12,NA,NA
"3068",2007,29,12,"Kodiak",6,"",81,"U","U",81,10.6,14,NA,NA,"Charter","REEL FUN",525731,NA,8,12,NA,NA
"3069",2007,29,13,"Kodiak",19,"",77,"U","U",77,9,11.9,NA,NA,"Charter","REEL FUN",525731,NA,8,12,NA,NA
"3070",2007,29,14,"Kodiak",12,"",152,"","F",152,81.2,107.9,NA,NA,"Private","",525731,NA,8,12,NA,NA
"3071",2007,29,15,"Kodiak",12,"",93,"M","M",93,16.5,22,NA,NA,"Private","",525731,NA,8,12,NA,NA
"3072",2007,29,16,"Kodiak",NA,"I",82,"F","F",82,11,14.6,NA,NA,"Private","",525731,NA,8,12,NA,NA
"3073",2007,29,17,"Kodiak",11,"",101,"F","F",101,21.6,28.7,NA,NA,"Private","",525731,NA,8,12,NA,NA
"3074",2007,29,18,"Kodiak",NA,"",NA,"","F",68,6,8,NA,NA,"Private","",525731,NA,8,12,NA,NA
"3075",2007,29,19,"Kodiak",NA,"",NA,"","F",68,6,8,NA,NA,"Private","",525731,NA,8,12,NA,NA
"3076",2007,30,1,"Kodiak",NA,"",NA,"","F",102,22.3,29.6,NA,NA,"Private","",525731,NA,8,13,NA,NA
"3077",2007,30,2,"Kodiak",19,"",88,"M","M",88,13.8,18.4,NA,NA,"Private","",525731,NA,8,13,NA,NA
"3078",2007,30,3,"Kodiak",10,"",132,"F","F",132,51.4,68.3,NA,NA,"Private","",525731,NA,8,13,NA,NA
"3079",2007,30,4,"Kodiak",NA,"I",167,"F","F",167,110.1,146.4,NA,NA,"Private","",525731,NA,8,13,NA,NA
"3080",2007,30,5,"Kodiak",5,"",80,"U","U",80,10.1,13.5,NA,NA,"Charter","MOONSHADOW",525733,NA,8,13,NA,NA
"3081",2007,30,6,"Kodiak",8,"",88,"U","U",88,13.8,18.4,NA,NA,"Charter","MOONSHADOW",525733,NA,8,13,NA,NA
"3082",2007,30,7,"Kodiak",9,"",94,"U","U",94,17.1,22.7,NA,NA,"Charter","MOONSHADOW",525733,NA,8,13,NA,NA
"3083",2007,30,8,"Kodiak",10,"",88,"U","U",88,13.8,18.4,NA,NA,"Charter","MOONSHADOW",525733,NA,8,13,NA,NA
"3084",2007,30,9,"Kodiak",9,"",86,"U","U",86,12.8,17.1,NA,NA,"Charter","MOONSHADOW",525733,NA,8,13,NA,NA
"3085",2007,30,10,"Kodiak",7,"",89,"U","U",89,14.3,19.1,NA,NA,"Charter","MOONSHADOW",525733,NA,8,13,NA,NA
"3086",2007,30,11,"Kodiak",NA,"I",91,"U","U",91,15.4,20.5,NA,NA,"Charter","MOONSHADOW",525733,NA,8,13,NA,NA
"3087",2007,30,12,"Kodiak",7,"",75,"U","U",75,8.2,10.9,NA,NA,"Charter","MOONSHADOW",525733,NA,8,13,NA,NA
"3088",2007,30,13,"Kodiak",7,"",85,"U","U",85,12.3,16.4,NA,NA,"Charter","MOONSHADOW",525733,NA,8,13,NA,NA
"3089",2007,30,14,"Kodiak",13,"",89,"U","U",89,14.3,19.1,NA,NA,"Charter","MOONSHADOW",525733,NA,8,13,NA,NA
"3090",2007,30,15,"Kodiak",8,"",104,"F","F",104,23.7,31.6,NA,NA,"Private","",525731,NA,8,13,NA,NA
"3091",2007,30,16,"Kodiak",5,"",73,"F","F",73,7.5,10,NA,NA,"Private","",525731,NA,8,13,NA,NA
"3092",2007,30,17,"Kodiak",8,"",82,"F","F",82,11,14.6,NA,NA,"Private","",525731,NA,8,13,NA,NA
"3093",2007,30,18,"Kodiak",9,"",79,"M","M",79,9.7,13,NA,NA,"Private","",525731,NA,8,13,NA,NA
"3094",2007,31,1,"Kodiak",8,"",91,"F","F",91,15.4,20.5,NA,NA,"Private","",525731,NA,8,14,NA,NA
"3095",2007,31,2,"Kodiak",NA,"",NA,"","F",83,11.4,15.2,NA,NA,"Private","",525731,NA,8,14,NA,NA
"3096",2007,31,3,"Kodiak",8,"",76,"M","M",76,8.6,11.4,NA,NA,"Private","",525731,NA,8,14,NA,NA
"3097",2007,31,4,"Kodiak",8,"",88,"F","F",88,13.8,18.4,NA,NA,"Private","",525731,NA,8,14,NA,NA
"3098",2007,31,5,"Kodiak",16,"",81,"M","M",81,10.6,14,NA,NA,"Private","",525731,NA,8,14,NA,NA
"3099",2007,31,6,"Kodiak",NA,"",NA,"","M",86,12.8,17.1,NA,NA,"Private","",525731,NA,8,14,NA,NA
"3100",2007,31,7,"Kodiak",12,"",117,"U","U",117,34.8,46.2,NA,NA,"Charter","REEL FUN",525701,NA,8,14,NA,NA
"3101",2007,31,8,"Kodiak",8,"",100,"U","U",100,20.9,27.8,NA,NA,"Charter","REEL FUN",525701,NA,8,14,NA,NA
"3102",2007,31,9,"Kodiak",12,"",107,"U","U",107,26,34.6,NA,NA,"Charter","REEL FUN",525701,NA,8,14,NA,NA
"3103",2007,31,10,"Kodiak",8,"",101,"U","U",101,21.6,28.7,NA,NA,"Charter","REEL FUN",525701,NA,8,14,NA,NA
"3104",2007,31,11,"Kodiak",7,"",82,"U","U",82,11,14.6,NA,NA,"Charter","REEL FUN",525701,NA,8,14,NA,NA
"3105",2007,31,12,"Kodiak",10,"",134,"U","U",134,53.9,71.8,NA,NA,"Charter","REEL FUN",525701,NA,8,14,NA,NA
"3106",2007,31,13,"Kodiak",10,"",118,"U","U",118,35.7,47.5,NA,NA,"Charter","REEL FUN",525701,NA,8,14,NA,NA
"3107",2007,31,14,"Kodiak",6,"",97,"U","U",97,18.9,25.2,NA,NA,"Charter","REEL FUN",525701,NA,8,14,NA,NA
"3108",2007,31,15,"Kodiak",8,"",85,"U","U",85,12.3,16.4,NA,NA,"Charter","REEL FUN",525701,NA,8,14,NA,NA
"3109",2007,31,16,"Kodiak",6,"",91,"U","U",91,15.4,20.5,NA,NA,"Charter","REEL FUN",525701,NA,8,14,NA,NA
"3110",2007,31,17,"Kodiak",7,"",100,"U","U",100,20.9,27.8,NA,NA,"Charter","REEL FUN",525701,NA,8,14,NA,NA
"3111",2007,31,18,"Kodiak",11,"",121,"U","U",121,38.8,51.6,NA,NA,"Charter","REEL FUN",525701,NA,8,14,NA,NA
"3112",2007,31,19,"Kodiak",5,"",72,"F","F",72,7.2,9.6,NA,NA,"Private","",525733,NA,8,14,NA,NA
"3113",2007,31,20,"Kodiak",NA,"",NA,"","F",92,16,21.2,NA,NA,"Private","",525733,NA,8,14,NA,NA
"3114",2007,31,21,"Kodiak",14,"",82,"M","M",82,11,14.6,NA,NA,"Private","",525733,NA,8,14,NA,NA
"3115",2007,31,22,"Kodiak",NA,"",NA,"","F",88,13.8,18.4,NA,NA,"Private","",525733,NA,8,14,NA,NA
"3116",2007,31,23,"Kodiak",NA,"",NA,"","F",116,33.8,45,NA,NA,"Private","",525733,NA,8,14,NA,NA
"3117",2007,32,1,"Kodiak",12,"",78,"U","U",78,9.3,12.4,NA,NA,"Charter","TANYA J",525733,NA,8,15,NA,NA
"3118",2007,32,2,"Kodiak",9,"",82,"U","U",82,11,14.6,NA,NA,"Charter","TANYA J",525733,NA,8,15,NA,NA
"3119",2007,32,3,"Kodiak",7,"",83,"U","U",83,11.4,15.2,NA,NA,"Charter","TANYA J",525733,NA,8,15,NA,NA
"3120",2007,32,4,"Kodiak",8,"",84,"U","U",84,11.9,15.8,NA,NA,"Charter","TANYA J",525733,NA,8,15,NA,NA
"3121",2007,32,5,"Kodiak",17,"",93,"M","M",93,16.5,22,NA,NA,"Private","",525731,NA,8,15,NA,NA
"3122",2007,32,6,"Kodiak",11,"",85,"M","M",85,12.3,16.4,NA,NA,"Private","",525731,NA,8,15,NA,NA
"3123",2007,32,7,"Kodiak",NA,"",NA,"","F",83,11.4,15.2,NA,NA,"Private","",525731,NA,8,15,NA,NA
"3124",2007,32,8,"Kodiak",7,"",86,"F","F",86,12.8,17.1,NA,NA,"Private","",525731,NA,8,15,NA,NA
"3125",2007,32,9,"Kodiak",8,"",92,"F","F",92,16,21.2,NA,NA,"Private","",525731,NA,8,15,NA,NA
"3126",2007,32,10,"Kodiak",5,"",76,"F","F",76,8.6,11.4,NA,NA,"Private","",525731,NA,8,15,NA,NA
"3127",2007,32,11,"Kodiak",6,"",75,"F","F",75,8.2,10.9,NA,NA,"Private","",525731,NA,8,15,NA,NA
"3128",2007,32,12,"Kodiak",9,"",101,"F","F",101,21.6,28.7,NA,NA,"Private","",525731,NA,8,15,NA,NA
"3129",2007,32,13,"Kodiak",NA,"",NA,"","M",64,4.9,6.5,NA,NA,"Private","",525731,NA,8,15,NA,NA
"3130",2007,33,1,"Kodiak",9,"",109,"F","F",109,27.6,36.8,NA,NA,"Private","",525733,NA,8,16,NA,NA
"3131",2007,33,2,"Kodiak",8,"",99,"F","F",99,20.2,26.9,NA,NA,"Private","",525733,NA,8,16,NA,NA
"3132",2007,33,3,"Kodiak",6,"",96,"F","F",96,18.3,24.4,NA,NA,"Private","",525733,NA,8,16,NA,NA
"3133",2007,33,4,"Kodiak",16,"",86,"M","M",86,12.8,17.1,NA,NA,"Private","",525733,NA,8,16,NA,NA
"3134",2007,33,5,"Kodiak",NA,"",NA,"","M",96,18.3,24.4,NA,NA,"Private","",525733,NA,8,16,NA,NA
"3135",2007,33,6,"Kodiak",NA,"",NA,"","M",93,16.5,22,NA,NA,"Private","",525733,NA,8,16,NA,NA
"3136",2007,33,7,"Kodiak",12,"",117,"F","F",117,34.8,46.2,NA,NA,"Private","",525733,NA,8,16,NA,NA
"3137",2007,33,8,"Kodiak",9,"",95,"U","U",95,17.7,23.5,NA,NA,"Charter","REEL FUN",525701,NA,8,16,NA,NA
"3138",2007,33,9,"Kodiak",14,"",83,"U","U",83,11.4,15.2,NA,NA,"Charter","REEL FUN",525701,NA,8,16,NA,NA
"3139",2007,33,10,"Kodiak",12,"",117,"U","U",117,34.8,46.2,NA,NA,"Charter","REEL FUN",525701,NA,8,16,NA,NA
"3140",2007,33,11,"Kodiak",9,"",93,"U","U",93,16.5,22,NA,NA,"Charter","REEL FUN",525701,NA,8,16,NA,NA
"3141",2007,33,12,"Kodiak",11,"",129,"U","U",129,47.7,63.4,NA,NA,"Charter","REEL FUN",525701,NA,8,16,NA,NA
"3142",2007,33,13,"Kodiak",8,"",103,"U","U",103,23,30.6,NA,NA,"Charter","REEL FUN",525701,NA,8,16,NA,NA
"3143",2007,33,14,"Kodiak",12,"",93,"U","U",93,16.5,22,NA,NA,"Charter","REEL FUN",525701,NA,8,16,NA,NA
"3144",2007,33,15,"Kodiak",5,"",69,"U","U",69,6.3,8.4,NA,NA,"Charter","REEL FUN",525701,NA,8,16,NA,NA
"3145",2007,34,1,"Kodiak",NA,"",NA,"","F",81,10.6,14,NA,NA,"Private","",535732,NA,8,17,NA,NA
"3146",2007,34,2,"Kodiak",NA,"",NA,"","F",71,6.9,9.2,NA,NA,"Private","",535732,NA,8,17,NA,NA
"3147",2007,34,3,"Kodiak",NA,"",NA,"","F",74,7.9,10.5,NA,NA,"Private","",535732,NA,8,17,NA,NA
"3148",2007,34,4,"Kodiak",6,"",74,"F","F",74,7.9,10.5,NA,NA,"Private","",535732,NA,8,17,NA,NA
"3149",2007,34,5,"Kodiak",19,"",84,"U","U",84,11.9,15.8,NA,NA,"Charter","MOONSHADOW",525701,NA,8,17,NA,NA
"3150",2007,34,6,"Kodiak",14,"",147,"U","U",147,72.8,96.9,NA,NA,"Charter","MOONSHADOW",525701,NA,8,17,NA,NA
"3151",2007,34,7,"Kodiak",NA,"I",127,"U","U",127,45.3,60.3,NA,NA,"Charter","MOONSHADOW",525701,NA,8,17,NA,NA
"3152",2007,34,8,"Kodiak",16,"",103,"U","U",103,23,30.6,NA,NA,"Charter","MOONSHADOW",525701,NA,8,17,NA,NA
"3153",2007,34,9,"Kodiak",9,"",101,"U","U",101,21.6,28.7,NA,NA,"Charter","MOONSHADOW",525701,NA,8,17,NA,NA
"3154",2007,34,10,"Kodiak",7,"",99,"U","U",99,20.2,26.9,NA,NA,"Charter","MOONSHADOW",525701,NA,8,17,NA,NA
"3155",2007,34,11,"Kodiak",7,"",80,"U","U",80,10.1,13.5,NA,NA,"Charter","MOONSHADOW",525701,NA,8,17,NA,NA
"3156",2007,34,12,"Kodiak",9,"",92,"U","U",92,16,21.2,NA,NA,"Charter","MOONSHADOW",525701,NA,8,17,NA,NA
"3157",2007,35,1,"Kodiak",8,"",82,"U","U",82,11,14.6,NA,NA,"Charter","ROOSTER",525701,NA,8,20,NA,NA
"3158",2007,35,2,"Kodiak",7,"",105,"U","U",105,24.5,32.6,NA,NA,"Charter","ROOSTER",525701,NA,8,20,NA,NA
"3159",2007,35,3,"Kodiak",10,"",97,"U","U",97,18.9,25.2,NA,NA,"Charter","ROOSTER",525701,NA,8,20,NA,NA
"3160",2007,35,4,"Kodiak",6,"",88,"U","U",88,13.8,18.4,NA,NA,"Charter","ROOSTER",525701,NA,8,20,NA,NA
"3161",2007,35,5,"Kodiak",11,"",94,"U","U",94,17.1,22.7,NA,NA,"Charter","ROOSTER",525701,NA,8,20,NA,NA
"3162",2007,35,6,"Kodiak",8,"",93,"U","U",93,16.5,22,NA,NA,"Charter","ROOSTER",525701,NA,8,20,NA,NA
"3163",2007,35,7,"Kodiak",7,"",124,"U","U",124,42,55.8,NA,NA,"Charter","ROOSTER",525701,NA,8,20,NA,NA
"3164",2007,35,8,"Kodiak",10,"",128,"U","U",128,46.5,61.9,NA,NA,"Charter","ROOSTER",525701,NA,8,20,NA,NA
"3165",2007,35,9,"Kodiak",9,"",121,"U","U",121,38.8,51.6,NA,NA,"Charter","ROOSTER",525701,NA,8,20,NA,NA
"3166",2007,35,10,"Kodiak",5,"",87,"U","U",87,13.3,17.7,NA,NA,"Charter","ROOSTER",525701,NA,8,20,NA,NA
"3167",2007,36,1,"Kodiak",NA,"",NA,"","F",83,11.4,15.2,NA,NA,"Private","",525733,NA,8,25,NA,NA
"3168",2007,36,2,"Kodiak",NA,"",NA,"","M",80,10.1,13.5,NA,NA,"Private","",525733,NA,8,25,NA,NA
"3169",2007,36,3,"Kodiak",6,"",72,"F","F",72,7.2,9.6,NA,NA,"Private","",525733,NA,8,25,NA,NA
"3170",2007,36,4,"Kodiak",4,"",74,"F","F",74,7.9,10.5,NA,NA,"Private","",525733,NA,8,25,NA,NA
"3171",2007,36,5,"Kodiak",NA,"",NA,"","M",99,20.2,26.9,NA,NA,"Private","",525733,NA,8,25,NA,NA
"3172",2007,36,6,"Kodiak",12,"",124,"F","F",124,42,55.8,NA,NA,"Private","",525733,NA,8,25,NA,NA
"3173",2007,36,7,"Kodiak",8,"",81,"F","F",81,10.6,14,NA,NA,"Private","",525731,NA,8,25,NA,NA
"3174",2007,36,8,"Kodiak",7,"",81,"F","F",81,10.6,14,NA,NA,"Private","",525731,NA,8,25,NA,NA
"3175",2007,36,9,"Kodiak",10,"",107,"F","F",107,26,34.6,NA,NA,"Private","",525731,NA,8,25,NA,NA
"3176",2007,37,1,"Kodiak",8,"",72,"U","U",72,7.2,9.6,NA,NA,"Charter","NORDIC DANCER II",525733,NA,8,26,NA,NA
"3177",2007,37,2,"Kodiak",7,"",65,"U","U",65,5.2,6.9,NA,NA,"Charter","NORDIC DANCER II",525733,NA,8,26,NA,NA
"3178",2007,37,3,"Kodiak",12,"",79,"U","U",79,9.7,13,NA,NA,"Charter","NORDIC DANCER II",525733,NA,8,26,NA,NA
"3179",2007,37,4,"Kodiak",6,"",75,"U","U",75,8.2,10.9,NA,NA,"Charter","NORDIC DANCER II",525733,NA,8,26,NA,NA
"3180",2007,37,5,"Kodiak",8,"",77,"U","U",77,9,11.9,NA,NA,"Charter","NORDIC DANCER II",525733,NA,8,26,NA,NA
"3181",2007,37,6,"Kodiak",8,"",79,"U","U",79,9.7,13,NA,NA,"Charter","NORDIC DANCER II",525733,NA,8,26,NA,NA
"3182",2007,37,7,"Kodiak",7,"",81,"U","U",81,10.6,14,NA,NA,"Charter","NORDIC DANCER II",525733,NA,8,26,NA,NA
"3183",2007,37,8,"Kodiak",7,"",77,"U","U",77,9,11.9,NA,NA,"Charter","NORDIC DANCER II",525733,NA,8,26,NA,NA
"3184",2007,37,9,"Kodiak",7,"",70,"U","U",70,6.6,8.8,NA,NA,"Charter","NORDIC DANCER II",525733,NA,8,26,NA,NA
"3185",2007,37,10,"Kodiak",8,"",85,"U","U",85,12.3,16.4,NA,NA,"Charter","NORDIC DANCER II",525733,NA,8,26,NA,NA
"3186",2007,38,1,"Kodiak",8,"",85,"U","U",85,12.3,16.4,NA,NA,"Charter","",535734,NA,8,28,NA,NA
"3187",2007,38,2,"Kodiak",6,"",77,"U","U",77,9,11.9,NA,NA,"Charter","",535734,NA,8,28,NA,NA
"3188",2007,38,3,"Kodiak",8,"",75,"U","U",75,8.2,10.9,NA,NA,"Charter","",535734,NA,8,28,NA,NA
"3189",2007,38,4,"Kodiak",10,"",108,"U","U",108,26.8,35.7,NA,NA,"Charter","",535734,NA,8,28,NA,NA
"3190",2007,38,5,"Kodiak",7,"",79,"U","U",79,9.7,13,NA,NA,"Charter","",535734,NA,8,28,NA,NA
"3191",2007,38,6,"Kodiak",8,"",89,"U","U",89,14.3,19.1,NA,NA,"Charter","",535734,NA,8,28,NA,NA
"3192",2007,38,7,"Kodiak",8,"",88,"U","U",88,13.8,18.4,NA,NA,"Charter","",535734,NA,8,28,NA,NA
"3193",2007,38,8,"Kodiak",7,"",85,"U","U",85,12.3,16.4,NA,NA,"Charter","",535734,NA,8,28,NA,NA
"3194",2007,38,9,"Kodiak",10,"",108,"U","U",108,26.8,35.7,NA,NA,"Charter","",535734,NA,8,28,NA,NA
"3195",2007,38,10,"Kodiak",7,"",101,"U","U",101,21.6,28.7,NA,NA,"Charter","",535734,NA,8,28,NA,NA
