"","AREA","SITE","SUB","YEAR","MONTH","DAY","PAGE","LINE","AGECONF","AGE","AGEERR","SEX","LENGTH","OBSWT","FINCLIP","STATAREA","USER","PORT","CAS","NETWT","RNDWT"
"2659",161,920,1,2001,7,18,43,15,NA,NA,"","F",103,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,23,30.6
"2660",161,920,1,2001,7,18,43,16,NA,9,"","F",85,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,12.3,16.4
"2661",161,920,1,2001,7,18,43,17,NA,NA,"","F",117,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,34.8,46.2
"2662",161,920,1,2001,7,18,43,18,NA,NA,"","F",67,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,5.7,7.6
"2663",161,920,1,2001,7,18,43,19,NA,7,"","F",86,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,12.8,17.1
"2664",161,920,1,2001,7,18,43,20,NA,8,"","F",84,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,11.9,15.8
"2665",161,920,1,2001,7,18,43,21,NA,7,"","F",87,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,13.3,17.7
"2666",161,920,1,2001,7,18,43,22,NA,NA,"","F",84,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,11.9,15.8
"2667",161,920,1,2001,7,18,43,23,NA,7,"","F",81,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,10.6,14
"2668",161,920,1,2001,7,18,43,24,NA,NA,"","F",76,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,8.6,11.4
"2669",161,920,1,2001,7,18,43,25,NA,5,"","F",80,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,10.1,13.5
"2670",161,920,1,2001,7,18,43,26,NA,9,"","F",86,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,12.8,17.1
"2671",161,920,2,2001,7,25,44,1,NA,NA,"","F",77,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,9,11.9
"2672",161,920,2,2001,7,25,44,2,NA,NA,"","F",96,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,18.3,24.4
"2673",161,920,2,2001,7,25,44,3,NA,6,"","F",70,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,6.6,8.8
"2674",161,920,2,2001,7,25,44,4,NA,5,"","F",66,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,5.4,7.2
"2675",161,920,2,2001,7,25,44,5,NA,NA,"","F",69,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,6.3,8.4
"2676",161,920,2,2001,7,25,44,6,NA,NA,"","F",76,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,8.6,11.4
"2677",161,920,2,2001,7,25,44,7,NA,NA,"","F",94,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,17.1,22.7
"2678",161,920,2,2001,7,25,44,8,NA,NA,"","F",67,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,5.7,7.6
"2679",161,920,2,2001,7,25,44,9,NA,8,"","F",89,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,14.3,19.1
"2680",161,920,2,2001,7,25,44,10,NA,NA,"","F",130,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,48.9,65
"2681",161,920,2,2001,7,25,44,11,NA,12,"","F",130,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,48.9,65
"2682",161,920,2,2001,7,25,44,12,NA,NA,"","F",84,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,11.9,15.8
"2683",161,920,2,2001,7,25,44,13,NA,9,"","F",83,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,11.4,15.2
"2684",161,920,2,2001,7,25,44,14,NA,NA,"","F",103,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,23,30.6
"2685",161,920,2,2001,7,25,44,15,NA,12,"","F",92,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,16,21.2
"2686",161,920,2,2001,7,25,44,16,NA,9,"","F",101,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,21.6,28.7
"2687",161,920,1,2001,7,27,45,1,NA,NA,"","F",95,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,17.7,23.5
"2688",161,920,1,2001,7,27,45,2,NA,NA,"","F",80,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,10.1,13.5
"2689",161,920,1,2001,7,27,45,3,NA,4,"","F",70,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,6.6,8.8
"2690",161,920,1,2001,7,27,45,4,NA,6,"","F",73,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,7.5,10
"2691",161,920,1,2001,7,27,45,5,NA,NA,"","F",72,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,7.2,9.6
"2692",161,920,1,2001,7,27,45,6,NA,NA,"","F",90,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,14.9,19.8
"2693",161,920,1,2001,7,27,45,7,NA,7,"","F",74,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,7.9,10.5
"2694",161,920,1,2001,7,27,45,8,NA,NA,"","F",73,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,7.5,10
"2695",161,920,1,2001,7,27,45,9,NA,7,"","F",75,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,8.2,10.9
"2696",161,920,1,2001,7,27,45,10,NA,6,"","F",82,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,11,14.6
"2697",161,920,1,2001,7,27,45,11,NA,NA,"","F",138,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,59.3,78.9
"2698",161,920,1,2001,7,27,45,12,NA,6,"","M",76,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,8.6,11.4
"2699",161,920,1,2001,7,27,45,13,NA,8,"","M",86,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,12.8,17.1
"2700",161,920,1,2001,7,27,45,14,NA,NA,"","F",81,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,10.6,14
"2701",161,920,1,2001,7,27,45,15,NA,NA,"","F",69,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,6.3,8.4
"2702",161,920,1,2001,7,27,45,16,NA,NA,"I","F",70,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,6.6,8.8
"2703",161,920,1,2001,7,27,45,17,NA,5,"","F",72,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,7.2,9.6
"2704",161,920,1,2001,7,27,45,18,NA,9,"","F",93,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,16.5,22
"2705",161,920,1,2001,7,27,45,19,NA,NA,"","F",83,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,11.4,15.2
"2706",161,920,1,2001,7,27,45,20,NA,NA,"","F",93,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,16.5,22
"2707",161,920,1,2001,7,27,45,21,NA,6,"","F",72,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,7.2,9.6
"2708",161,920,1,2001,7,27,45,22,NA,8,"","F",78,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,9.3,12.4
"2709",161,920,1,2001,7,27,45,23,NA,NA,"","F",70,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,6.6,8.8
"2710",161,920,1,2001,7,27,45,24,NA,NA,"","F",90,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,14.9,19.8
"2711",161,920,1,2001,7,27,45,25,NA,NA,"","F",88,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,13.8,18.4
"2712",161,920,1,2001,7,27,45,26,NA,NA,"","F",75,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,8.2,10.9
"2713",161,920,1,2001,7,27,45,27,NA,NA,"","F",94,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,17.1,22.7
"2714",161,920,1,2001,7,27,45,28,NA,7,"","F",84,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,11.9,15.8
"2715",161,920,1,2001,7,27,45,29,NA,6,"","F",81,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,10.6,14
"2716",161,920,1,2001,7,27,45,30,NA,NA,"","F",89,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,14.3,19.1
"2717",161,920,1,2001,7,27,46,1,NA,7,"","F",78,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,9.3,12.4
"2718",161,920,1,2001,7,27,46,2,NA,NA,"","F",88,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,13.8,18.4
"2719",161,920,1,2001,7,27,46,3,NA,10,"","M",83,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,11.4,15.2
"2720",161,920,2,2001,7,31,47,1,NA,7,"","F",87,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,13.3,17.7
"2721",161,920,2,2001,7,31,47,2,NA,NA,"","F",82,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,11,14.6
"2722",161,920,2,2001,7,31,47,3,NA,10,"","F",105,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,24.5,32.6
"2723",161,920,2,2001,7,31,47,4,NA,6,"","F",88,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,13.8,18.4
"2724",161,920,2,2001,7,31,47,5,NA,7,"","F",77,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,9,11.9
"2725",161,920,2,2001,7,31,47,6,NA,NA,"I","F",92,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,16,21.2
"2726",161,920,2,2001,7,31,47,7,NA,NA,"","F",83,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,11.4,15.2
"2727",161,920,2,2001,7,31,47,8,NA,NA,"","F",83,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,11.4,15.2
"2728",161,920,2,2001,7,31,47,9,NA,6,"","F",78,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,9.3,12.4
"2729",161,920,2,2001,7,31,47,10,NA,6,"","F",74,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,7.9,10.5
"2730",161,920,2,2001,7,31,47,11,NA,8,"","M",80,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,10.1,13.5
"2731",161,920,2,2001,7,31,47,12,NA,5,"","M",76,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,8.6,11.4
"2732",161,920,2,2001,7,31,47,13,NA,14,"","M",83,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,11.4,15.2
"2733",161,920,2,2001,7,31,47,14,NA,8,"","M",76,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,8.6,11.4
"2734",161,920,2,2001,7,31,47,15,NA,NA,"","M",87,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,13.3,17.7
"2735",161,920,2,2001,7,31,47,16,NA,NA,"","F",91,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,15.4,20.5
"2736",161,920,2,2001,7,31,47,17,NA,7,"","F",83,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,11.4,15.2
"2737",161,920,2,2001,7,31,47,18,NA,6,"","F",83,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,11.4,15.2
"2738",161,920,2,2001,7,31,47,19,NA,NA,"","F",91,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,15.4,20.5
"2739",161,920,2,2001,7,31,47,20,NA,NA,"","M",85,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,12.3,16.4
"2740",161,920,2,2001,7,31,47,21,NA,NA,"","M",81,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,10.6,14
"2741",161,920,1,2001,8,4,48,1,NA,9,"","F",107,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,26,34.6
"2742",161,920,1,2001,8,4,48,2,NA,13,"","F",87,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,13.3,17.7
"2743",161,920,1,2001,8,4,48,3,NA,9,"","F",90,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,14.9,19.8
"2744",161,920,1,2001,8,4,48,4,NA,NA,"","F",98,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,19.6,26
"2745",161,920,1,2001,8,4,48,5,NA,NA,"","F",85,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,12.3,16.4
"2746",161,920,1,2001,8,4,48,6,NA,9,"","F",89,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,14.3,19.1
"2747",161,920,1,2001,8,4,48,7,NA,NA,"","M",86,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,12.8,17.1
"2748",161,920,1,2001,8,4,48,8,NA,NA,"","M",98,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,19.6,26
"2749",161,920,1,2001,8,4,48,9,NA,10,"","M",82,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,11,14.6
"2750",161,920,1,2001,8,4,48,10,NA,18,"","M",98,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,19.6,26
"2751",161,920,1,2001,8,4,48,11,NA,14,"","M",86,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,12.8,17.1
"2752",161,920,1,2001,8,4,48,12,NA,NA,"","M",86,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,12.8,17.1
"2753",161,920,1,2001,8,4,48,13,NA,16,"","M",88,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,13.8,18.4
"2754",161,920,1,2001,8,4,48,14,NA,NA,"","M",83,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,11.4,15.2
"2755",161,920,1,2001,8,4,48,15,NA,13,"","M",89,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,14.3,19.1
"2756",161,920,1,2001,8,4,48,16,NA,NA,"","M",81,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,10.6,14
"2757",161,920,1,2001,8,4,48,17,NA,NA,"","F",128,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,46.5,61.9
"2758",161,920,1,2001,8,4,48,18,NA,15,"","F",95,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,17.7,23.5
"2759",161,920,1,2001,8,4,48,19,NA,NA,"","F",92,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,16,21.2
"2760",161,920,1,2001,8,4,48,20,NA,11,"","F",88,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,13.8,18.4
"2761",161,920,2,2001,8,8,49,1,NA,6,"","F",82,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,11,14.6
"2762",161,920,2,2001,8,8,49,2,NA,7,"","F",78,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,9.3,12.4
"2763",161,920,2,2001,8,8,49,3,NA,NA,"","F",86,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,12.8,17.1
"2764",161,920,2,2001,8,8,49,4,NA,13,"","F",90,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,14.9,19.8
"2765",161,920,2,2001,8,8,49,5,NA,NA,"","F",69,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,6.3,8.4
"2766",161,920,2,2001,8,8,49,6,NA,9,"","F",130,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,48.9,65
"2767",161,920,2,2001,8,8,49,7,NA,7,"","F",74,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,7.9,10.5
"2768",161,920,2,2001,8,8,49,8,NA,NA,"","F",90,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,14.9,19.8
"2769",161,920,2,2001,8,8,49,9,NA,NA,"","F",100,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,20.9,27.8
"2770",161,920,2,2001,8,8,49,10,NA,NA,"","F",98,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,19.6,26
"2771",161,920,2,2001,8,8,49,11,NA,8,"","F",78,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,9.3,12.4
"2772",161,920,2,2001,8,8,49,12,NA,5,"","F",83,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,11.4,15.2
"2773",161,920,2,2001,8,8,49,13,NA,NA,"","F",71,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,6.9,9.2
"2774",161,920,2,2001,8,8,49,14,NA,8,"","F",82,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,11,14.6
"2775",161,920,2,2001,8,8,49,15,NA,8,"","M",79,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,9.7,13
"2776",161,920,2,2001,8,8,49,16,NA,9,"","M",72,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,7.2,9.6
"2777",161,920,1,2001,8,15,50,1,NA,NA,"","F",70,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,6.6,8.8
"2778",161,920,1,2001,8,15,50,2,NA,NA,"","F",71,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,6.9,9.2
"2779",161,920,1,2001,8,15,50,3,NA,NA,"","F",70,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,6.6,8.8
"2780",161,920,1,2001,8,15,50,4,NA,6,"","F",84,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,11.9,15.8
"2781",161,920,1,2001,8,15,50,5,NA,5,"","F",82,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,11,14.6
"2782",161,920,1,2001,8,15,50,6,NA,NA,"","F",95,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,17.7,23.5
"2783",161,920,1,2001,8,15,50,7,NA,NA,"","F",93,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,16.5,22
"2784",161,920,1,2001,8,15,50,8,NA,7,"","F",87,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,13.3,17.7
"2785",161,920,1,2001,8,15,50,9,NA,NA,"","F",78,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,9.3,12.4
"2786",161,920,1,2001,8,15,50,10,NA,NA,"","F",102,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,22.3,29.6
"2787",161,920,1,2001,8,15,50,11,NA,6,"","F",76,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,8.6,11.4
"2788",161,920,1,2001,8,15,50,12,NA,6,"","M",72,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,7.2,9.6
"2789",161,920,1,2001,8,15,50,13,NA,NA,"","M",73,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,7.5,10
"2790",161,920,1,2001,8,15,50,14,NA,NA,"","M",66,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,5.4,7.2
"2791",161,920,1,2001,8,15,50,15,NA,7,"","M",72,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,7.2,9.6
"2792",161,920,1,2001,8,15,50,16,NA,NA,"","M",71,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,6.9,9.2
"2793",161,920,1,2001,8,15,50,17,NA,NA,"","M",82,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,11,14.6
"2794",161,920,1,2001,8,23,51,1,NA,6,"","F",70,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,6.6,8.8
"2795",161,920,1,2001,8,23,51,2,NA,7,"","F",91,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,15.4,20.5
"2796",161,920,1,2001,8,23,51,3,NA,NA,"","F",95,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,17.7,23.5
"2797",161,920,1,2001,8,23,51,4,NA,NA,"","F",104,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,23.7,31.6
"2798",161,920,1,2001,8,23,51,5,NA,6,"","F",68,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,6,8
"2799",161,920,1,2001,8,23,51,6,NA,NA,"","F",74,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,7.9,10.5
"2800",161,920,1,2001,8,23,51,7,NA,NA,"","M",82,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,11,14.6
"2801",161,920,1,2001,8,23,51,8,NA,NA,"","M",61,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,4.2,5.6
"2802",161,920,1,2001,8,23,51,9,NA,NA,"","M",73,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,7.5,10
"2803",161,920,1,2001,8,23,51,10,NA,NA,"","M",79,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,9.7,13
"2804",161,920,1,2001,8,23,51,11,NA,NA,"","M",80,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,10.1,13.5
"2805",161,920,1,2001,8,23,51,12,NA,8,"","M",76,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,8.6,11.4
"2806",161,920,1,2001,8,23,51,13,NA,8,"","F",86,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,12.8,17.1
"2807",161,920,1,2001,8,23,51,14,NA,9,"","F",82,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,11,14.6
"2808",161,920,1,2001,8,23,51,15,NA,NA,"","F",84,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,11.9,15.8
"2809",161,920,1,2001,8,23,51,16,NA,5,"","F",56,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,3.2,4.2
"2810",161,920,1,2001,8,26,52,1,NA,5,"","F",69,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,6.3,8.4
"2811",161,920,1,2001,8,26,52,2,NA,NA,"","F",86,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,12.8,17.1
"2812",161,920,1,2001,8,26,52,3,NA,NA,"","F",94,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,17.1,22.7
"2813",161,920,1,2001,8,26,52,4,NA,NA,"","F",68,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,6,8
"2814",161,920,1,2001,8,26,52,5,NA,6,"","F",81,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,10.6,14
"2815",161,920,1,2001,8,26,52,6,NA,6,"","F",81,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,10.6,14
"2816",161,920,1,2001,8,26,52,7,NA,NA,"","F",80,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,10.1,13.5
"2817",161,920,1,2001,8,26,52,8,NA,NA,"","F",94,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,17.1,22.7
"2818",161,920,1,2001,8,26,52,9,NA,NA,"","F",94,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,17.1,22.7
"2819",161,920,1,2001,8,26,52,10,NA,NA,"","F",77,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,9,11.9
"2820",161,920,1,2001,8,26,52,11,NA,NA,"","F",82,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,11,14.6
"2821",161,920,1,2001,8,26,52,12,NA,NA,"","F",98,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,19.6,26
"2822",161,920,1,2001,8,26,52,13,NA,5,"","F",75,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,8.2,10.9
"2823",161,920,1,2001,8,26,52,14,NA,8,"","F",81,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,10.6,14
"2824",161,920,1,2001,8,26,52,15,NA,NA,"","F",72,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,7.2,9.6
"2825",161,920,1,2001,8,26,52,16,NA,NA,"","F",74,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,7.9,10.5
"2826",161,920,1,2001,8,26,52,17,NA,NA,"","F",78,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,9.3,12.4
"2827",161,920,1,2001,8,26,52,18,NA,9,"","F",98,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,19.6,26
"2828",161,920,1,2001,8,26,52,19,NA,NA,"","F",70,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,6.6,8.8
"2829",161,920,1,2001,8,26,52,20,NA,8,"","M",89,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,14.3,19.1
"2830",161,920,1,2001,8,26,52,21,NA,6,"","M",79,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,9.7,13
"2831",161,920,1,2001,8,26,52,22,NA,12,"","M",82,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,11,14.6
"2832",161,920,1,2001,8,26,52,23,NA,6,"","M",71,NA,"  ,C ,  ,  ,  ,",525931,"Charter","CCI",0,6.9,9.2
"2833",161,920,1,2001,8,26,52,24,NA,NA,"","M",71,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,6.9,9.2
"2834",161,920,1,2001,8,26,52,25,NA,NA,"","F",68,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,6,8
"2835",161,920,1,2001,8,26,52,26,NA,NA,"","F",77,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,9,11.9
"2836",161,920,1,2001,8,26,52,27,NA,NA,"","F",74,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,7.9,10.5
"2837",161,920,1,2001,8,26,52,28,NA,NA,"","F",74,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,7.9,10.5
"2838",161,920,1,2001,8,26,52,29,NA,5,"","F",65,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,5.2,6.9
"2839",161,920,1,2001,8,26,52,30,NA,6,"","F",81,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,10.6,14
"2840",161,920,1,2001,8,26,53,1,NA,6,"","F",89,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,14.3,19.1
"2841",161,920,1,2001,8,26,53,2,NA,NA,"","F",68,NA,"  ,  ,D ,  ,  ,",525931,"Private","CCI",0,6,8
"2842",161,2,NA,2001,5,25,1,1,NA,10,"","F",94,NA,"  ,  ,D ,  ,  ,",485931,"Private","Seward",0,17.1,22.7
"2843",161,2,NA,2001,5,25,1,2,NA,18,"","F",134,NA,"  ,  ,D ,  ,  ,",485931,"Private","Seward",0,53.9,71.8
"2844",161,2,NA,2001,5,25,1,3,NA,11,"","F",130,NA,"  ,  ,D ,  ,  ,",485931,"Private","Seward",0,48.9,65
"2845",161,2,NA,2001,5,25,1,4,NA,13,"","F",134,NA,"  ,  ,D ,  ,  ,",485931,"Private","Seward",0,53.9,71.8
"2846",161,2,NA,2001,5,25,1,5,NA,12,"","F",163,NA,"  ,  ,D ,  ,  ,",485931,"Private","Seward",0,101.8,135.4
