SortNum,PORT,PAGE,LINE,SAMPLEID,SEX,LENGTH,NETWT,RNDWT,AGE,AGE2,AGECONF,AGEERR,USER,BOATNAME,STATAREA,CAS,GAF,REMARKS,YEAR,MONTH,DAY,SUB
2199,Homer,42,17,208232246,F,85,11.63093161,15.50426161,,,,,HomCSea,SEA HAWK,515907,1,0,,2022,8,23,
2200,Homer,42,18,208232247,F,81,10.00210418,13.33300246,,,,,HomCSea,SEA HAWK,515907,1,0,,2022,8,23,
2201,Homer,42,19,208232248,F,112,27.57945473,36.76395799,,,,,HomCSea,SEA HAWK,515907,1,0,,2022,8,23,
2202,Homer,42,20,208232249,F,77,8.535898344,11.37852112,,,,,HomCSea,SEA HAWK,515907,1,0,,2022,8,23,
2203,Homer,42,21,2082322410,F,78,8.887699676,11.84747925,,,,,HomCSea,SEA HAWK,515907,1,0,,2022,8,23,
2204,Homer,42,22,2082322411,U,85,11.63093161,15.50426161,,,,,HomCSea,SEA HAWK,515907,1,0,,2022,8,23,
2205,Homer,42,23,2082322412,F,64,4.784940955,6.378420822,,,,,HomCSea,SEA HAWK,515907,1,0,,2022,8,23,
2206,Homer,42,24,2082322413,F,68,5.784770866,7.711213845,,,,,HomCSea,SEA HAWK,515907,1,0,,2022,8,23,
2207,Homer,42,25,2082322414,F,88,12.96474647,17.28226317,,,,,HomCSea,SEA HAWK,515907,1,0,,2022,8,23,
2208,Homer,42,26,2082322415,F,75,7.860949729,10.47880128,,,,,HomCSea,SEA HAWK,515907,1,0,,2022,8,23,
2209,Homer,42,27,2082322416,F,81,10.00210418,13.33300246,,,,,HomCSea,SEA HAWK,515907,1,0,,2022,8,23,
2210,Homer,42,28,2082322417,F,63,4.554798661,6.071636597,,,,,HomCSea,SEA HAWK,515907,1,0,,2022,8,23,
2211,Homer,42,29,2082322418,F,55,2.977614582,3.969219062,,,,,HomCSea,SEA HAWK,515907,1,0,,2022,8,23,
2212,Homer,42,30,2082322419,F,91,14.39901627,19.19417315,,,,,HomCSea,SEA HAWK,515907,1,0,,2022,8,23,
2213,Homer,42,31,208232251,F,96,17.02324007,22.69231532,,,,,Private,P5,515936,0,0,,2022,8,23,
2214,Homer,42,32,208232252,F,66,5.268728051,7.023318578,,,,,Private,P5,515936,0,0,,2022,8,23,
2215,Homer,42,33,208232253,F,52,2.498180017,3.330123315,,,,,Private,P5,515936,0,0,,2022,8,23,
2216,Homer,42,34,208232254,F,57,3.329826174,4.438724072,,,,,Private,P5,515936,0,0,,2022,8,23,
2217,Homer,42,35,208232255,F,57,3.329826174,4.438724072,,,,,Private,P5,515936,0,0,,2022,8,23,
2218,Homer,42,36,208232261,F,83,10.7956226,14.39077819,,,,,Private,P5,525931,0,0,,2022,8,23,
2219,Homer,42,37,208232262,M,76,8.193695274,10.92235767,,,,,Private,P5,525931,0,0,,2022,8,23,
2220,Homer,42,38,208232263,F,74,7.537521211,10.04766468,,,,,Private,P5,525931,0,0,,2022,8,23,
2221,Homer,42,39,208232264,F,86,12.0646136,16.08236826,,,,,Private,P5,525931,0,0,,2022,8,23,
2222,Homer,42,40,208232271,F,78,8.887699676,11.84747925,,,,,Private,P4,515907,0,0,,2022,8,23,
2223,Homer,42,41,208232272,F,58,3.51611349,4.687048744,,,,,Private,P4,515907,0,0,,2022,8,23,
2224,Homer,42,42,208232281,F,83,10.7956226,14.39077819,,,,,Private,P7,525902,0,0,,2022,8,23,
2225,Homer,42,43,208232282,F,91,14.39901627,19.19417315,,,,,Private,P7,525902,0,0,,2022,8,23,
2226,Homer,42,44,208232283,F,95,16.47434472,21.96062696,,,,,Private,P7,525902,0,0,,2022,8,23,
2227,Homer,42,45,208232284,F,84,11.20798213,14.9404616,,,,,Private,P7,525902,0,0,,2022,8,23,
2228,Homer,42,46,208232285,F,72,6.918054489,9.221903303,,,,,Private,P7,525902,0,0,,2022,8,23,
2229,Homer,43,1,208252211,F,51,2.350866221,3.133751115,,,,,HomCPort,BAIT BALL,515906,0,0,,2022,8,25,
2230,Homer,43,2,208252212,M,58,3.51611349,4.687048744,,,,,HomCPort,BAIT BALL,515906,0,0,,2022,8,25,
2231,Homer,43,3,208252213,F,136,50.64190658,67.50666192,,,,,HomCPort,BAIT BALL,515906,0,0,,2022,8,25,
2232,Kodiak,1,1,305262211,F,82,10.39371065,13.85502163,,,,,Charter,MOON SHADOW,525733,0,0,,2022,5,26,
2233,Kodiak,1,2,305262219,F,57,3.329826174,4.438724072,,,,,Charter,MOON SHADOW,525733,0,0,,2022,5,26,
2234,Kodiak,1,3,3052622110,F,62,4.332307282,5.775051193,,,,,Charter,MOON SHADOW,525733,0,0,,2022,5,26,
2235,Kodiak,1,4,3052622111,F,69,6.055233829,8.071746318,,,,,Charter,MOON SHADOW,525733,0,0,,2022,5,26,
2236,Kodiak,1,5,3052622113,F,60,3.909729203,5.211746266,,,,,Charter,MOON SHADOW,525733,0,0,,2022,5,26,
2237,Kodiak,1,6,3052622114,F,89,13.43148357,17.90443295,,,,,Charter,MOON SHADOW,525733,0,0,,2022,5,26,
2238,Kodiak,1,7,3052622116,F,81,10.00210418,13.33300246,,,,,Charter,MOON SHADOW,525733,0,0,,2022,5,26,
2239,Kodiak,1,8,3052622119,F,113,28.35755562,37.80118186,,,,,Charter,MOON SHADOW,525733,0,0,,2022,5,26,
2240,Kodiak,2,1,305272214,F,73,7.223269467,9.628760898,,,,,Private,P1,525733,0,0,,2022,5,27,
2241,Kodiak,2,2,3052722316,F,71,6.621736519,8.826905594,,,,,Private,P3,525733,0,0,no oto,2022,5,27,
2242,Kodiak,2,3,3052722317,F,69,6.055233829,8.071746318,,,,,Private,P3,525733,0,0,No oto,2022,5,27,
2243,Kodiak,2,4,305272251,M,72,6.918054489,9.221903303,,,,,Private,P4,525733,0,0,,2022,5,27,
2244,Kodiak,2,5,305272261,F,110,26.06707906,34.74793135,,,,,Private,P6,525733,0,0,,2022,5,27,
2245,Kodiak,2,6,305272262,F,71,6.621736519,8.826905594,,,,,Private,P6,525733,0,0,,2022,5,27,
2246,Kodiak,2,7,305272263,F,81,10.00210418,13.33300246,,,,,Private,P6,525733,0,0,No oto,2022,5,27,
2247,Kodiak,2,8,305272264,F,71,6.621736519,8.826905594,,,,,Private,P6,525733,0,0,,2022,5,27,
2248,Kodiak,2,9,305272265,F,80,9.620661265,12.82453153,,,,,Private,P6,525733,0,0,,2022,5,27,
2249,Kodiak,2,10,305272271,F,83,10.7956226,14.39077819,,,,,Private,P7,525733,0,0,no oto,2022,5,27,
2250,Kodiak,2,11,305272272,M,71,6.621736519,8.826905594,,,,,Private,P7,525733,0,0,,2022,5,27,
2251,Kodiak,2,12,305272273,F,71,6.621736519,8.826905594,,,,,Private,P7,525733,0,0,,2022,5,27,
2252,Kodiak,2,13,305272274,F,65,5.022871535,6.695586986,,,,,Private,P7,525733,0,0,,2022,5,27,
2253,Kodiak,2,14,305272275,F,66,5.268728051,7.023318578,,,,,Private,P7,525733,0,0,,2022,5,27,
2254,Kodiak,2,15,305272281,F,133,47.22684145,62.95431264,,,,,Private,P8,525733,0,0,,2022,5,27,
2255,Kodiak,3,1,305282211,M,64,4.784940955,6.378420822,,,,,Private,P1,525733,0,0,,2022,5,28,
2256,Kodiak,3,2,3052822210,M,72,6.918054489,9.221903303,,,,,Charter,FISH HAWK,525733,0,0,,2022,5,28,
2257,Kodiak,3,3,3052822212,F,72,6.918054489,9.221903303,,,,,Charter,FISH HAWK,525733,0,0,,2022,5,28,
2258,Kodiak,3,4,3052822213,M,73,7.223269467,9.628760898,,,,,Charter,FISH HAWK,525733,0,0,,2022,5,28,
2259,Kodiak,3,5,3052822214,F,70,6.334176049,8.443581807,,,,,Charter,FISH HAWK,525733,0,0,,2022,5,28,
2260,Kodiak,3,6,3052822216,M,97,17.58445015,23.44041943,,,,,Charter,FISH HAWK,525733,0,0,,2022,5,28,
2261,Kodiak,3,7,3052822221,M,58,3.51611349,4.687048744,,,,,Charter,FISH HAWK,525733,0,0,,2022,5,28,
2262,Kodiak,3,8,3052822224,M,65,5.022871535,6.695586986,,,,,Charter,FISH HAWK,525733,0,0,,2022,5,28,
2263,Kodiak,3,9,3052822225,M,67,5.522648429,7.361799458,,,,,Charter,FISH HAWK,525733,0,0,,2022,5,28,
2264,Kodiak,3,10,3052822235,M,70,6.334176049,8.443581807,,,,,Charter,FISH HAWK,525733,0,0,,2022,5,28,
2265,Kodiak,3,11,305282231,F,95,16.47434472,21.96062696,,,,,Private,P2,525733,0,0,,2022,5,28,
2266,Kodiak,4,1,305292211,F,66,5.268728051,7.023318578,,,,,Private,P2,525733,0,0,,2022,5,29,
2267,Kodiak,4,2,305292212,F,62,4.332307282,5.775051193,,,,,Private,P2,525733,0,0,,2022,5,29,
2268,Kodiak,4,3,305292213,F,62,4.332307282,5.775051193,,,,,Private,P2,525733,0,0,,2022,5,29,
2269,Kodiak,4,4,305292221,F,63,4.554798661,6.071636597,,,,,Private,P1,525733,0,0,,2022,5,29,
2270,Kodiak,4,5,305292222,F,57,3.329826174,4.438724072,,,,,Private,P1,525733,0,0,,2022,5,29,
2271,Kodiak,4,6,305292223,F,62,4.332307282,5.775051193,,,,,Private,P1,525733,0,0,,2022,5,29,
2272,Kodiak,4,7,305292224,F,79,9.249240246,12.32941997,,,,,Private,P1,525733,0,0,,2022,5,29,
2273,Kodiak,4,8,305292236,F,91,14.39901627,19.19417315,,,,,Private,P3,525733,0,0,,2022,5,29,
2274,Kodiak,5,1,3053022120,F,74,7.537521211,10.04766468,,,,,Charter,REEL FUN,525733,0,0,,2022,5,30,
2275,Kodiak,5,2,3053022121,F,60,3.909729203,5.211746266,,,,,Charter,REEL FUN,525733,0,0,,2022,5,30,
2276,Kodiak,5,3,3053022122,M,80,9.620661265,12.82453153,,,,,Charter,REEL FUN,525733,0,0,,2022,5,30,
2277,Kodiak,5,4,3053022123,F,96,17.02324007,22.69231532,,,,,Charter,REEL FUN,525733,0,0,,2022,5,30,
2278,Kodiak,5,5,3053022124,M,81,10.00210418,13.33300246,,,,,Charter,REEL FUN,525733,0,0,,2022,5,30,
2279,Kodiak,5,6,3053022125,F,124,37.92653256,50.55681716,,,,,Charter,REEL FUN,525733,0,0,,2022,5,30,
2280,Kodiak,5,7,3053022126,F,116,30.78128676,41.03206335,,,,,Charter,REEL FUN,525733,0,0,,2022,5,30,
2281,Kodiak,5,8,3053022127,F,123,36.97739081,49.29159245,,,,,Charter,REEL FUN,525733,0,0,,2022,5,30,
2282,Kodiak,5,9,3053022128,F,69,6.055233829,8.071746318,,,,,Charter,REEL FUN,525733,0,0,,2022,5,30,
2283,Kodiak,5,10,305302224,F,65,5.022871535,6.695586986,,,,,Charter,FISH HAWK,525733,0,0,,2022,5,30,
2284,Kodiak,5,11,305302225,F,86,12.0646136,16.08236826,,,,,Charter,FISH HAWK,525733,0,0,,2022,5,30,
2285,Kodiak,5,12,305302226,M,60,3.909729203,5.211746266,,,,,Charter,FISH HAWK,525733,0,0,,2022,5,30,
2286,Kodiak,6,1,306042211,M,68,5.784770866,7.711213845,,,,,Private,P1,525733,0,0,,2022,6,4,
2287,Kodiak,6,2,306042221,F,80,9.620661265,12.82453153,,,,,Private,P2,525733,0,0,,2022,6,4,
2288,Kodiak,6,3,306042231,M,91,14.39901627,19.19417315,,,,,Private,P3,525733,0,0,,2022,6,4,
2289,Kodiak,6,4,306042232,F,87,12.50917088,16.67497191,,,,,Private,P3,525733,0,0,,2022,6,4,
2290,Kodiak,6,5,306042233,F,100,19.34342013,25.78516117,,,,,Private,P3,525733,0,0,,2022,6,4,
2291,Kodiak,6,6,306042241,F,66,5.268728051,7.023318578,,,,,Private,P4,525733,0,0,,2022,6,4,
2292,Kodiak,6,7,306042242,F,72,6.918054489,9.221903303,,,,,Private,P4,525733,0,0,,2022,6,4,
2293,Kodiak,6,8,306042243,F,70,6.334176049,8.443581807,,,,,Private,P4,525733,0,0,,2022,6,4,
2294,Kodiak,6,9,3060422519,F,70,6.334176049,8.443581807,,,,,Private,P5,525733,0,0,Broken oto,2022,6,4,
2295,Kodiak,6,10,3060422520,F,120,34.22713633,45.62544889,,,,,Private,P5,525733,0,0,,2022,6,4,
2296,Kodiak,7,1,3060522119,M,68,5.784770866,7.711213845,,,,,Charter,REEL FUN,525731,0,0,,2022,6,5,
2297,Kodiak,7,2,3060522120,M,69,6.055233829,8.071746318,,,,,Charter,REEL FUN,525731,0,0,,2022,6,5,
2298,Kodiak,7,3,3060522121,M,78,8.887699676,11.84747925,,,,,Charter,REEL FUN,525731,0,0,,2022,6,5,
2299,Kodiak,7,4,3060522122,M,74,7.537521211,10.04766468,,,,,Charter,REEL FUN,525731,0,0,,2022,6,5,
2300,Kodiak,7,5,3060522123,F,64,4.784940955,6.378420822,,,,,Charter,REEL FUN,525731,0,0,,2022,6,5,
2301,Kodiak,7,6,3060522124,F,54,2.811420018,3.747678425,,,,,Charter,REEL FUN,525731,0,0,,2022,6,5,
2302,Kodiak,7,7,3060522125,M,77,8.535898344,11.37852112,,,,,Charter,REEL FUN,525731,0,0,,2022,6,5,
2303,Kodiak,7,8,3060522126,F,87,12.50917088,16.67497191,,,,,Charter,REEL FUN,525731,0,0,,2022,6,5,
2304,Kodiak,7,9,3060522127,M,71,6.621736519,8.826905594,,,,,Charter,REEL FUN,525731,0,0,,2022,6,5,
2305,Kodiak,7,10,3060522128,M,77,8.535898344,11.37852112,,,,,Charter,REEL FUN,525731,0,0,,2022,6,5,
2306,Kodiak,7,11,3060522129,M,89,13.43148357,17.90443295,,,,,Charter,REEL FUN,525731,0,0,,2022,6,5,
2307,Kodiak,7,12,3060522118,M,67,5.522648429,7.361799458,,,,,Charter,REEL FUN,525731,0,0,,2022,6,5,
2308,Kodiak,8,1,306062212,F,78,8.887699676,11.84747925,,,,,Private,P1,525733,0,0,,2022,6,6,
2309,Kodiak,8,2,306062213,F,79,9.249240246,12.32941997,,,,,Private,P1,525733,0,0,,2022,6,6,
2310,Kodiak,8,3,306062214,F,64,4.784940955,6.378420822,,,,,Private,P1,525733,0,0,,2022,6,6,
2311,Kodiak,8,4,306062215,F,61,4.117329729,5.488481869,,,,,Private,P1,525733,0,0,,2022,6,6,
2312,Kodiak,8,5,306062221,F,104,21.86994126,29.15306375,,,,,Private,P2,525733,0,0,,2022,6,6,
2313,Kodiak,9,1,306072219,M,63,4.554798661,6.071636597,,,,,Charter,FISH HAWK,525733,0,0,,2022,6,7,
2314,Kodiak,9,2,3060722110,M,72,6.918054489,9.221903303,,,,,Charter,FISH HAWK,525733,0,0,,2022,6,7,
2315,Kodiak,9,3,3060722111,F,72,6.918054489,9.221903303,,,,,Charter,FISH HAWK,525733,0,0,,2022,6,7,
2316,Kodiak,9,4,3060722112,F,55,2.977614582,3.969219062,,,,,Charter,FISH HAWK,525733,0,0,,2022,6,7,
2317,Kodiak,9,5,3060722113,M,79,9.249240246,12.32941997,,,,,Charter,FISH HAWK,525733,0,0,,2022,6,7,
2318,Kodiak,9,6,3060722114,F,79,9.249240246,12.32941997,,,,,Charter,FISH HAWK,525733,0,0,,2022,6,7,
2319,Kodiak,9,7,3060722115,F,77,8.535898344,11.37852112,,,,,Charter,FISH HAWK,525733,0,0,,2022,6,7,
2320,Kodiak,9,8,3060722116,M,74,7.537521211,10.04766468,,,,,Charter,FISH HAWK,525733,0,0,,2022,6,7,
2321,Kodiak,9,9,3060722117,M,69,6.055233829,8.071746318,,,,,Charter,FISH HAWK,525733,0,0,,2022,6,7,
2322,Kodiak,9,10,3060722118,M,57,3.329826174,4.438724072,,,,,Charter,FISH HAWK,525733,0,0,,2022,6,7,
2323,Kodiak,9,11,3060722119,M,70,6.334176049,8.443581807,,,,,Charter,FISH HAWK,525733,0,0,,2022,6,7,
2324,Kodiak,9,12,3060722120,M,70,6.334176049,8.443581807,,,,,Charter,FISH HAWK,525733,0,0,,2022,6,7,
2325,Kodiak,9,13,3060722121,F,58,3.51611349,4.687048744,,,,,Charter,FISH HAWK,525733,0,0,,2022,6,7,
2326,Kodiak,10,1,306082211,F,76,8.193695274,10.92235767,,,,,Private,P1,525805,0,0,,2022,6,8,
2327,Kodiak,10,2,306082212,F,74,7.537521211,10.04766468,,,,,Private,P1,525805,0,0,Broken oto,2022,6,8,
2328,Kodiak,10,3,306082213,M,77,8.535898344,11.37852112,,,,,Private,P1,525805,0,0,,2022,6,8,
2329,Kodiak,10,4,306082214,F,76,8.193695274,10.92235767,,,,,Private,P1,525805,0,0,,2022,6,8,
2330,Kodiak,10,5,306082215,F,77,8.535898344,11.37852112,,,,,Private,P1,525805,0,0,,2022,6,8,
2331,Kodiak,10,6,306082216,F,140,55.45159162,73.9180671,,,,,Private,P1,525805,0,0,,2022,6,8,
2332,Kodiak,10,7,306082221,F,76,8.193695274,10.92235767,,,,,Private,P2,525733,0,0,,2022,6,8,
2333,Kodiak,10,8,306082222,F,77,8.535898344,11.37852112,,,,,Private,P2,525733,0,0,,2022,6,8,
2334,Kodiak,10,9,306082223,F,80,9.620661265,12.82453153,,,,,Private,P2,525733,0,0,,2022,6,8,
2335,Kodiak,10,10,306082224,F,128,41.88904599,55.83892584,,,,,Private,P2,525733,0,0,,2022,6,8,
2336,Kodiak,10,11,306082231,F,59,3.709369195,4.944662417,,,,,Private,P3,525733,0,0,,2022,6,8,
2337,Kodiak,10,12,306082241,F,73,7.223269467,9.628760898,,,,,Private,P4,525733,0,0,,2022,6,8,
2338,Kodiak,10,13,306082242,M,75,7.860949729,10.47880128,,,,,Private,P4,525733,0,0,,2022,6,8,
2339,Kodiak,10,14,306082243,F,73,7.223269467,9.628760898,,,,,Private,P4,525733,0,0,,2022,6,8,
2340,Kodiak,10,15,306082244,F,69,6.055233829,8.071746318,,,,,Private,P4,525733,0,0,,2022,6,8,
2341,Kodiak,10,16,306082251,F,56,3.150371639,4.199507631,,,,,Private,P5,525733,0,0,Broken oto,2022,6,8,
2342,Kodiak,10,17,306082252,F,66,5.268728051,7.023318578,,,,,Private,P5,525733,0,0,,2022,6,8,
2343,Kodiak,11,1,306092213,M,80,9.620661265,12.82453153,,,,,Charter,FISH HAWK,525733,0,0,,2022,6,9,
2344,Kodiak,11,2,306092214,M,82,10.39371065,13.85502163,,,,,Charter,FISH HAWK,525733,0,0,,2022,6,9,
2345,Kodiak,11,3,306092215,F,79,9.249240246,12.32941997,,,,,Charter,FISH HAWK,525733,0,0,,2022,6,9,
2346,Kodiak,11,4,306092216,M,68,5.784770866,7.711213845,,,,,Charter,FISH HAWK,525733,0,0,,2022,6,9,
2347,Kodiak,11,5,306092217,M,68,5.784770866,7.711213845,,,,,Charter,FISH HAWK,525733,0,0,,2022,6,9,
2348,Kodiak,11,6,306092218,M,87,12.50917088,16.67497191,,,,,Charter,FISH HAWK,525733,0,0,,2022,6,9,
2349,Kodiak,11,7,306092219,M,67,5.522648429,7.361799458,,,,,Charter,FISH HAWK,525733,0,0,,2022,6,9,
2350,Kodiak,11,8,3060922110,M,79,9.249240246,12.32941997,,,,,Charter,FISH HAWK,525733,0,0,,2022,6,9,
2351,Kodiak,11,9,3060922111,M,63,4.554798661,6.071636597,,,,,Charter,FISH HAWK,525733,0,0,,2022,6,9,
2352,Kodiak,11,10,3060922112,M,67,5.522648429,7.361799458,,,,,Charter,FISH HAWK,525733,0,0,,2022,6,9,
2353,Kodiak,11,11,3060922113,F,65,5.022871535,6.695586986,,,,,Charter,FISH HAWK,525733,0,0,,2022,6,9,
2354,Kodiak,11,12,3060922114,F,57,3.329826174,4.438724072,,,,,Charter,FISH HAWK,525733,0,0,,2022,6,9,
2355,Kodiak,12,1,306102221,F,76,8.193695274,10.92235767,,,,,Private,P2,525733,0,0,,2022,6,10,
2356,Kodiak,12,2,306102242,F,87,12.50917088,16.67497191,,,,,Private,P4,525733,0,0,No oto,2022,6,10,
2357,Kodiak,13,1,306132213,F,98,18.15811998,24.20513266,,,,,Private,P1,525733,0,0,,2022,6,13,
2358,Kodiak,13,2,306132214,F,61,4.117329729,5.488481869,,,,,Private,P1,525733,0,0,,2022,6,13,
2359,Kodiak,13,3,306132221,M,71,6.621736519,8.826905594,,,,,Private,P2,525733,0,0,,2022,6,13,
2360,Kodiak,14,1,306232211,F,54,2.811420018,3.747678425,,,,,Private,P1,525733,0,0,,2022,6,23,
2361,Kodiak,14,2,306232225,F,73,7.223269467,9.628760898,,,,,Private,P2,525733,0,0,,2022,6,23,
2362,Kodiak,14,3,306232226,F,70,6.334176049,8.443581807,,,,,Private,P2,525733,0,0,,2022,6,23,
2363,Kodiak,14,4,306232234,F,77,8.535898344,11.37852112,,,,,Private,P3,525733,0,0,,2022,6,23,
2364,Kodiak,15,1,3062422132,F,63,4.554798661,6.071636597,,,,,Charter,REEL FUN,525702,0,0,,2022,6,24,
2365,Kodiak,15,2,3062422133,F,81,10.00210418,13.33300246,,,,,Charter,REEL FUN,525702,0,0,,2022,6,24,
2366,Kodiak,15,3,3062422134,F,99,18.74439483,24.98664861,,,,,Charter,REEL FUN,525702,0,0,,2022,6,24,
2367,Kodiak,15,4,3062422135,F,98,18.15811998,24.20513266,,,,,Charter,REEL FUN,525702,0,0,,2022,6,24,
2368,Kodiak,15,5,3062422136,F,129,42.9219118,57.21575637,,,,,Charter,REEL FUN,525702,0,0,Broken oto,2022,6,24,
2369,Kodiak,15,6,3062422137,F,151,70.26371522,93.66292048,,,,,Charter,REEL FUN,525702,0,0,,2022,6,24,
2370,Kodiak,15,7,3062422138,F,122,36.04454391,48.04808911,,,,,Charter,REEL FUN,525702,0,0,,2022,6,24,
2371,Kodiak,16,1,306252221,F,100,19.34342013,25.78516117,,,,,Private,P2,525733,0,0,,2022,6,25,
2372,Kodiak,16,2,306252231,F,115,29.95832341,39.93503695,,,,,Private,P3,525733,0,0,,2022,6,25,
2373,Kodiak,17,1,306262212,F,72,6.918054489,9.221903303,,,,,Private,P1,525733,0,0,,2022,6,26,
2374,Kodiak,17,2,306262221,F,112,27.57945473,36.76395799,,,,,Private,P2,525733,0,0,,2022,6,26,
2375,Kodiak,17,3,306262222,F,81,10.00210418,13.33300246,,,,,Private,P2,525733,0,0,,2022,6,26,
2376,Kodiak,17,4,306262223,F,125,38.89211894,51.84396288,,,,,Private,P2,525733,0,0,,2022,6,26,
2377,Kodiak,17,5,306262231,F,69,6.055233829,8.071746318,,,,,Private,P3,525733,0,0,Broken oto,2022,6,26,
2378,Kodiak,17,6,306262232,F,100,19.34342013,25.78516117,,,,,Private,P3,525733,0,0,,2022,6,26,
2379,Kodiak,18,1,3062722116,F,63,4.554798661,6.071636597,,,,,Charter,SHEARWATER,525732,0,0,,2022,6,27,
2380,Kodiak,18,2,3062722117,F,107,23.90586643,31.86699223,,,,,Charter,SHEARWATER,525732,0,0,,2022,6,27,
2381,Kodiak,18,3,3062722118,F,111,26.8160118,35.7462735,,,,,Charter,SHEARWATER,525732,0,0,,2022,6,27,
2382,Kodiak,18,4,3062722119,F,127,40.87322548,54.48481704,,,,,Charter,SHEARWATER,525732,0,0,,2022,6,27,
2383,Kodiak,18,5,3062722120,F,116,30.78128676,41.03206335,,,,,Charter,SHEARWATER,525732,0,0,,2022,6,27,
2384,Kodiak,18,6,3062722121,F,126,39.87429988,53.15322948,,,,,Charter,SHEARWATER,525732,0,0,,2022,6,27,
2385,Kodiak,18,7,306272221,F,68,5.784770866,7.711213845,,,,,Private,P1,525733,0,0,,2022,6,27,
2386,Kodiak,18,8,306272222,F,56,3.150371639,4.199507631,,,,,Private,P1,525733,0,0,,2022,6,27,
2387,Kodiak,18,9,306272223,F,61,4.117329729,5.488481869,,,,,Private,P1,525733,0,0,,2022,6,27,
2388,Kodiak,19,1,306302211,M,61,4.117329729,5.488481869,,,,,Private,P1,525733,0,0,,2022,6,30,
2389,Kodiak,19,2,306302221,F,69,6.055233829,8.071746318,,,,,Private,P2,525733,0,0,,2022,6,30,
2390,Kodiak,19,3,306302231,F,90,13.90952563,18.54167245,,,,,Private,P3,525733,0,0,,2022,6,30,
2391,Kodiak,20,1,307022215,M,80,9.620661265,12.82453153,,,,,Charter,MOON SHADOW,525731,0,0,,2022,7,2,
2392,Kodiak,20,2,307022216,M,82,10.39371065,13.85502163,,,,,Charter,MOON SHADOW,525731,0,0,,2022,7,2,
2393,Kodiak,20,3,307022217,M,83,10.7956226,14.39077819,,,,,Charter,MOON SHADOW,525731,0,0,,2022,7,2,
2394,Kodiak,20,4,307022218,F,115,29.95832341,39.93503695,,,,,Charter,MOON SHADOW,525731,0,0,,2022,7,2,
2395,Kodiak,20,5,307022223,F,88,12.96474647,17.28226317,,,,,Charter,U RASCAL,525731,0,0,,2022,7,2,
2396,Kodiak,20,6,307022224,M,74,7.537521211,10.04766468,,,,,Charter,U RASCAL,525731,0,0,,2022,7,2,
2397,Kodiak,20,7,307022225,M,85,11.63093161,15.50426161,,,,,Charter,U RASCAL,525731,0,0,,2022,7,2,
2398,Kodiak,20,8,307022226,F,102,20.58030478,27.43395285,,,,,Charter,U RASCAL,525731,0,0,,2022,7,2,
2399,Kodiak,20,9,307022227,M,87,12.50917088,16.67497191,,,,,Charter,U RASCAL,525731,0,0,,2022,7,2,
2400,Kodiak,20,10,307022228,M,79,9.249240246,12.32941997,,,,,Charter,U RASCAL,525731,0,0,,2022,7,2,
2401,Kodiak,20,11,307022229,F,105,22.53490703,30.03947625,,,,,Charter,U RASCAL,525731,0,0,,2022,7,2,
2402,Kodiak,20,12,3070222210,F,140,55.45159162,73.9180671,,,,,Charter,U RASCAL,525731,0,0,,2022,7,2,
2403,Kodiak,21,1,307212211,F,79,9.249240246,12.32941997,,,,,Charter,FISH HAWK,525731,0,0,,2022,7,21,
2404,Kodiak,21,2,307212212,M,70,6.334176049,8.443581807,,,,,Charter,FISH HAWK,525731,0,0,,2022,7,21,
2405,Kodiak,21,3,307212213,M,47,1.82053721,2.426812066,,,,,Charter,FISH HAWK,525731,0,0,,2022,7,21,
2406,Kodiak,21,4,307212214,F,77,8.535898344,11.37852112,,,,,Charter,FISH HAWK,525731,0,0,,2022,7,21,
2407,Kodiak,21,5,307212215,F,59,3.709369195,4.944662417,,,,,Charter,FISH HAWK,525731,0,0,,2022,7,21,
2408,Kodiak,21,6,307212216,M,75,7.860949729,10.47880128,,,,,Charter,FISH HAWK,525731,0,0,,2022,7,21,
2409,Kodiak,22,1,307252211,F,80,9.620661265,12.82453153,,,,,Charter,U RASCAL,525731,0,0,,2022,7,25,
2410,Kodiak,22,2,307252212,F,87,12.50917088,16.67497191,,,,,Charter,U RASCAL,525731,0,0,,2022,7,25,
2411,Kodiak,22,3,307252213,F,80,9.620661265,12.82453153,,,,,Charter,U RASCAL,525731,0,0,,2022,7,25,
2412,Kodiak,22,4,307252214,F,65,5.022871535,6.695586986,,,,,Charter,U RASCAL,525731,0,0,,2022,7,25,
2413,Kodiak,22,5,307252215,F,69,6.055233829,8.071746318,,,,,Charter,U RASCAL,525731,0,0,,2022,7,25,
2414,Kodiak,22,6,307252216,M,89,13.43148357,17.90443295,,,,,Charter,U RASCAL,525731,0,0,,2022,7,25,
2415,Kodiak,22,7,307252217,M,80,9.620661265,12.82453153,,,,,Charter,U RASCAL,525731,0,0,,2022,7,25,
2416,Kodiak,22,8,307252218,M,69,6.055233829,8.071746318,,,,,Charter,U RASCAL,525731,0,0,,2022,7,25,
2417,Kodiak,22,9,307252219,F,59,3.709369195,4.944662417,,,,,Charter,U RASCAL,525731,0,0,,2022,7,25,
2418,Kodiak,22,10,3072522110,M,71,6.621736519,8.826905594,,,,,Charter,U RASCAL,525731,0,0,,2022,7,25,
2419,Kodiak,22,11,3072522111,M,76,8.193695274,10.92235767,,,,,Charter,U RASCAL,525731,0,0,,2022,7,25,
