"","SITE","SPECCODE","SURVAREA","SHSITE","YEAR","DATE","SHIFT","BIWEEK","WEEK","STATWEEK","HARBOR","SUBHARBOR","HEADVAR2","SAMPTYPE","LITHCODE","LINENO","LENGTH","AREA","SUBAREA","CLASS","CLASSN","INTVNUMB","IPHC_AREA","LOGBOOK_AREA","STAT_AREA","DISTRICT","SUB_DIST","Stat_Area_label","MONTH","LENCM","GROSSWT","NETWT_B","NETWT","ROUNDWT"
"6019","KLAWOCK","200","B",752,2011,2011-07-14,NA,14,14,29,2,7,9,"C","00115574","01",1190,2,NA,1,"Private",4,"2C",103500,"10350","103","50","103-50",7,119,42.5797729830987,36.7232411172277,36.7232411172277,48.8419106859128
"6020","KLAWOCK","200","B",752,2011,2011-07-15,NA,14,14,29,2,1,11,"D","00113948","01",775,2,NA,1,"Private",1,"2C",103500,"10350","103","50","103-50",7,77.5,10.6113026846215,9.15179672775422,9.15179672775422,12.1718896479131
"6021","KLAWOCK","200","B",752,2011,2011-07-15,NA,14,14,29,2,1,11,"D","00113948","02",760,2,NA,1,"Private",1,"2C",103500,"10350","103","50","103-50",7,76,9.96018088682265,8.5902319024382,8.5902319024382,11.4250084302428
"6022","KLAWOCK","200","B",752,2011,2011-07-15,NA,14,14,29,2,1,11,"D","00113948","03",830,2,NA,1,"Private",1,"2C",103500,"10350","103","50","103-50",7,83,13.2508642867348,11.4283062149386,11.4283062149386,15.1996472658684
"6023","KLAWOCK","200","B",752,2011,2011-07-15,NA,14,14,29,2,9,11,"D","00113948","04",625,5,NA,2,"Charter",2,"2C",104400,"10440","104","40","104-40",7,62.5,5.2854557703288,4.55848054298624,4.55848054298624,6.06277912217171
"6024","KLAWOCK","200","B",752,2011,2011-07-15,NA,14,14,29,2,9,11,"D","00113948","05",720,5,NA,2,"Charter",2,"2C",104400,"10440","104","40","104-40",7,72,8.35965732014726,7.20984847775072,7.20984847775072,9.58909847540845
"6025","KLAWOCK","200","B",752,2011,2011-07-15,NA,14,14,29,2,7,11,"D","00113948","06",740,6,NA,2,"Charter",5,"2C",104350,"10435","104","35","104-35",7,74,9.13570271299548,7.87915458445051,7.87915458445051,10.4792755973192
"6026","KLAWOCK","200","B",752,2011,2011-07-15,NA,14,14,29,2,7,11,"D","00113948","07",650,6,NA,2,"Charter",5,"2C",104350,"10435","104","35","104-35",7,65,6.00164719885555,5.17616515408831,5.17616515408831,6.88429965493745
"6027","KLAWOCK","200","B",752,2011,2011-07-15,NA,14,14,29,2,7,11,"D","00113948","08",690,6,NA,2,"Charter",5,"2C",104350,"10435","104","35","104-35",7,69,7.28286468232178,6.2811606783156,6.2811606783156,8.35394370215975
"6028","KLAWOCK","200","B",752,2011,2011-07-15,NA,14,14,29,2,7,11,"D","00113948","09",675,6,NA,2,"Charter",5,"2C",104350,"10435","104","35","104-35",7,67.5,6.7822752439286,5.84942360319903,5.84942360319903,7.77973339225472
"6029","KLAWOCK","200","B",752,2011,2011-07-19,NA,15,15,30,2,9,11,"D","00113957","01",750,5,NA,2,"Charter",1,"2C",104400,"10440","104","40","104-40",7,75,9.54178617567186,8.22938427965115,8.22938427965115,10.945081091936
"6030","KLAWOCK","200","B",752,2011,2011-07-19,NA,15,15,30,2,9,11,"D","00113957","02",725,5,NA,2,"Charter",1,"2C",104400,"10440","104","40","104-40",7,72.5,8.54921675080914,7.37333541510483,7.37333541510483,9.80653610208943
"6031","KLAWOCK","200","B",752,2011,2011-07-19,NA,15,15,30,2,9,11,"D","00113957","03",655,5,NA,2,"Charter",1,"2C",104400,"10440","104","40","104-40",7,65.5,6.15251949795487,5.30628608779865,5.30628608779865,7.0573604967722
"6032","KLAWOCK","200","B",752,2011,2011-07-19,NA,15,15,30,2,9,11,"D","00113957","04",700,5,NA,2,"Charter",3,"2C",104400,"10440","104","40","104-40",7,70,7.6304269041477,6.58091829516383,6.58091829516383,8.7526213325679
"6033","KLAWOCK","200","B",752,2011,2011-07-19,NA,15,15,30,2,9,11,"D","00113957","05",795,5,NA,2,"Charter",3,"2C",104400,"10440","104","40","104-40",7,79.5,11.5244626193897,9.93935828841346,9.93935828841346,13.2193465235899
"6034","KLAWOCK","200","B",752,2011,2011-07-19,NA,15,15,30,2,9,11,"D","00113957","06",670,5,NA,2,"Charter",4,"2C",104400,"10440","104","40","104-40",7,67,6.62084693163495,5.71019855759206,5.71019855759206,7.59456408159744
"6035","KLAWOCK","200","B",752,2011,2011-07-19,NA,15,15,30,2,9,11,"D","00113957","07",680,5,NA,2,"Charter",4,"2C",104400,"10440","104","40","104-40",7,68,6.94640441261685,5.99097802244174,5.99097802244174,7.96800076984751
"6036","KLAWOCK","200","B",752,2011,2011-07-19,NA,15,15,30,2,9,11,"D","00113957","08",695,5,NA,2,"Charter",4,"2C",104400,"10440","104","40","104-40",7,69.5,7.45524557430893,6.42983185753865,6.42983185753865,8.5516763705264
"6037","KLAWOCK","200","B",752,2011,2011-07-20,NA,15,15,30,2,9,10,"C","00114180","01",780,5,NA,2,"Charter",1,"2C",104400,"10440","104","40","104-40",7,78,10.8347201758416,9.34448480063655,9.34448480063655,12.4281647848466
"6038","KLAWOCK","200","B",752,2011,2011-07-20,NA,15,15,30,2,9,10,"C","00114180","02",680,5,NA,2,"Charter",1,"2C",104400,"10440","104","40","104-40",7,68,6.94640441261685,5.99097802244174,5.99097802244174,7.96800076984751
"6039","KLAWOCK","200","B",752,2011,2011-07-20,NA,15,15,30,2,9,10,"C","00114180","03",720,5,NA,2,"Charter",1,"2C",104400,"10440","104","40","104-40",7,72,8.35965732014726,7.20984847775072,7.20984847775072,9.58909847540845
"6040","KLAWOCK","200","B",752,2011,2011-07-20,NA,15,15,30,2,9,10,"C","00114180","04",590,5,NA,2,"Charter",7,"2C",104400,"10440","104","40","104-40",7,59,4.3852232138532,3.78206829564632,3.78206829564632,5.03015083320961
"6041","KLAWOCK","200","B",752,2011,2011-07-20,NA,15,15,30,2,9,10,"C","00114180","05",700,5,NA,2,"Charter",7,"2C",104400,"10440","104","40","104-40",7,70,7.6304269041477,6.58091829516383,6.58091829516383,8.7526213325679
"6042","KLAWOCK","200","B",752,2011,2011-07-20,NA,15,15,30,2,9,10,"C","00114180","06",690,5,NA,2,"Charter",7,"2C",104400,"10440","104","40","104-40",7,69,7.28286468232178,6.2811606783156,6.2811606783156,8.35394370215975
"6043","KLAWOCK","200","B",752,2011,2011-07-20,NA,15,15,30,2,1,10,"C","00114180","07",850,5,NA,1,"Private",10,"2C",104400,"10440","104","40","104-40",7,85,14.3135877905572,12.344859985371,12.344859985371,16.4186637805435
"6044","KLAWOCK","200","B",752,2011,2011-07-20,NA,15,15,30,2,1,10,"C","00114180","08",820,5,NA,1,"Private",10,"2C",104400,"10440","104","40","104-40",7,82,12.7405468281241,10.9881791366113,10.9881791366113,14.614278251693
"6045","KLAWOCK","200","B",752,2011,2011-07-20,NA,15,15,30,2,1,10,"C","00114180","09",760,5,NA,1,"Private",10,"2C",104400,"10440","104","40","104-40",7,76,9.96018088682265,8.5902319024382,8.5902319024382,11.4250084302428
"6046","KLAWOCK","200","B",752,2011,2011-07-21,NA,15,15,30,2,1,9,"C","00115033","01",820,2,NA,1,"Private",2,"2C",103500,"10350","103","50","103-50",7,82,12.7405468281241,10.9881791366113,10.9881791366113,14.614278251693
"6047","KLAWOCK","200","B",752,2011,2011-07-21,NA,15,15,30,2,1,9,"C","00115033","02",810,2,NA,1,"Private",3,"2C",103500,"10350","103","50","103-50",7,81,12.2439810253286,10.5599122758681,10.5599122758681,14.0446833269046
"6048","KLAWOCK","200","B",752,2011,2011-07-21,NA,15,15,30,2,1,9,"C","00115033","03",740,2,NA,1,"Private",3,"2C",103500,"10350","103","50","103-50",7,74,9.13570271299548,7.87915458445051,7.87915458445051,10.4792755973192
"6049","KLAWOCK","200","B",752,2011,2011-07-21,NA,15,15,30,2,1,9,"C","00115033","04",690,2,NA,1,"Private",3,"2C",103500,"10350","103","50","103-50",7,69,7.28286468232178,6.2811606783156,6.2811606783156,8.35394370215975
"6050","KLAWOCK","200","B",752,2011,2011-07-21,NA,15,15,30,2,1,9,"C","00115033","05",710,2,NA,1,"Private",3,"2C",103500,"10350","103","50","103-50",7,71,7.98929093548086,6.89042324147201,6.89042324147201,9.16426291115777
"6051","KLAWOCK","200","B",752,2011,2011-07-21,NA,15,15,30,2,9,9,"C","00115033","06",910,5,NA,2,"Charter",5,"2C",104400,"10440","104","40","104-40",7,91,17.8535793395215,15.3979519606891,15.3979519606891,20.4792761077166
"6052","KLAWOCK","200","B",752,2011,2011-07-21,NA,15,15,30,2,9,9,"C","00115033","07",800,5,NA,2,"Charter",5,"2C",104400,"10440","104","40","104-40",7,80,11.7609592329861,10.1433265474259,10.1433265474259,13.4906243080765
"6053","KLAWOCK","200","B",752,2011,2011-07-21,NA,15,15,30,2,9,9,"C","00115033","08",660,3,NA,2,"Charter",6,"2C",103700,"10370","103","70","103-70",7,66,6.3059937777102,5.43865111903038,5.43865111903038,7.2334059883104
"6054","KLAWOCK","200","B",752,2011,2011-07-21,NA,15,15,30,2,9,9,"C","00115033","09",840,3,NA,2,"Charter",6,"2C",103700,"10370","103","70","103-70",7,84,13.7751416551806,11.8804731210747,11.8804731210747,15.8010292510293
"6055","KLAWOCK","200","B",752,2011,2011-07-21,NA,15,15,30,2,9,9,"C","00115033","10",790,3,NA,2,"Charter",6,"2C",103700,"10370","103","70","103-70",7,79,11.2912744200948,9.7382433958611,9.7382433958611,12.9518637164953
"6056","KLAWOCK","200","B",752,2011,2011-07-22,NA,15,15,30,2,1,11,"D","00113969","01",820,2,NA,1,"Private",3,"2C",103500,"10350","103","50","103-50",7,82,12.7405468281241,10.9881791366113,10.9881791366113,14.614278251693
"6057","KLAWOCK","200","B",752,2011,2011-07-22,NA,15,15,30,2,1,11,"D","00113969","02",695,2,NA,1,"Private",3,"2C",103500,"10350","103","50","103-50",7,69.5,7.45524557430893,6.42983185753865,6.42983185753865,8.5516763705264
"6058","KLAWOCK","200","B",752,2011,2011-07-22,NA,15,15,30,2,1,11,"D","00113969","03",675,2,NA,1,"Private",3,"2C",103500,"10350","103","50","103-50",7,67.5,6.7822752439286,5.84942360319903,5.84942360319903,7.77973339225472
"6059","KLAWOCK","200","B",752,2011,2011-07-22,NA,15,15,30,2,9,11,"D","00113969","04",700,5,NA,2,"Charter",4,"2C",104400,"10440","104","40","104-40",7,70,7.6304269041477,6.58091829516383,6.58091829516383,8.7526213325679
"6060","KLAWOCK","200","B",752,2011,2011-07-22,NA,15,15,30,2,9,11,"D","00113969","05",725,5,NA,2,"Charter",4,"2C",104400,"10440","104","40","104-40",7,72.5,8.54921675080914,7.37333541510483,7.37333541510483,9.80653610208943
"6061","KLAWOCK","200","B",752,2011,2011-07-22,NA,15,15,30,2,9,11,"D","00113969","06",635,5,NA,2,"Charter",4,"2C",104400,"10440","104","40","104-40",7,63.5,5.56439634496824,4.79905491110062,4.79905491110062,6.38274303176382
"6062","KLAWOCK","200","B",752,2011,2011-07-22,NA,15,15,30,2,7,11,"D","00113969","07",680,7,NA,1,"Private",8,"2C",104300,"10430","104","30","104-30",7,68,6.94640441261685,5.99097802244174,5.99097802244174,7.96800076984751
"6063","KLAWOCK","200","B",752,2011,2011-07-22,NA,15,15,30,2,7,11,"D","00113969","08",870,7,NA,1,"Private",8,"2C",104300,"10430","104","30","104-30",7,87,15.4338247731885,13.3110166823064,13.3110166823064,17.7036521874675
"6064","KLAWOCK","200","B",752,2011,2011-07-22,NA,15,15,30,2,7,11,"D","00113969","09",625,7,NA,1,"Private",8,"2C",104300,"10430","104","30","104-30",7,62.5,5.2854557703288,4.55848054298624,4.55848054298624,6.06277912217171
"6065","KLAWOCK","200","B",752,2011,2011-07-22,NA,15,15,30,2,7,11,"D","00113969","10",775,7,NA,1,"Private",8,"2C",104300,"10430","104","30","104-30",7,77.5,10.6113026846215,9.15179672775422,9.15179672775422,12.1718896479131
"6066","KLAWOCK","200","B",752,2011,2011-07-23,NA,15,15,30,2,9,10,"C","00114218","01",870,5,NA,2,"Charter",3,"2C",104400,"10440","104","40","104-40",7,87,15.4338247731885,13.3110166823064,13.3110166823064,17.7036521874675
"6067","KLAWOCK","200","B",752,2011,2011-07-23,NA,15,15,30,2,9,10,"C","00114218","02",780,5,NA,2,"Charter",3,"2C",104400,"10440","104","40","104-40",7,78,10.8347201758416,9.34448480063655,9.34448480063655,12.4281647848466
"6068","KLAWOCK","200","B",752,2011,2011-07-23,NA,15,15,30,2,9,10,"C","00114218","03",670,5,NA,2,"Charter",5,"2C",104400,"10440","104","40","104-40",7,67,6.62084693163495,5.71019855759206,5.71019855759206,7.59456408159744
"6069","KLAWOCK","200","B",752,2011,2011-07-23,NA,15,15,30,2,9,10,"C","00114218","04",760,5,NA,2,"Charter",5,"2C",104400,"10440","104","40","104-40",7,76,9.96018088682265,8.5902319024382,8.5902319024382,11.4250084302428
"6070","KLAWOCK","200","B",752,2011,2011-07-23,NA,15,15,30,2,9,10,"C","00114218","05",940,5,NA,2,"Charter",5,"2C",104400,"10440","104","40","104-40",7,94,19.8319506194401,17.1042129489918,17.1042129489918,22.7486032221592
"6071","KLAWOCK","200","B",752,2011,2011-07-23,NA,15,15,30,2,9,10,"C","00114218","06",760,5,NA,2,"Charter",6,"2C",104400,"10440","104","40","104-40",7,76,9.96018088682265,8.5902319024382,8.5902319024382,11.4250084302428
"6072","KLAWOCK","200","B",752,2011,2011-07-23,NA,15,15,30,2,9,10,"C","00114218","07",660,5,NA,2,"Charter",6,"2C",104400,"10440","104","40","104-40",7,66,6.3059937777102,5.43865111903038,5.43865111903038,7.2334059883104
"6073","KLAWOCK","200","B",752,2011,2011-07-23,NA,15,15,30,2,9,10,"C","00114218","08",720,5,NA,2,"Charter",6,"2C",104400,"10440","104","40","104-40",7,72,8.35965732014726,7.20984847775072,7.20984847775072,9.58909847540845
"6074","KLAWOCK","200","B",752,2011,2011-07-23,NA,15,15,30,2,9,10,"C","00114218","09",670,5,NA,2,"Charter",8,"2C",104400,"10440","104","40","104-40",7,67,6.62084693163495,5.71019855759206,5.71019855759206,7.59456408159744
"6075","KLAWOCK","200","B",752,2011,2011-07-23,NA,15,15,30,2,9,10,"C","00114218","10",640,5,NA,2,"Charter",8,"2C",104400,"10440","104","40","104-40",7,64,5.70761016092118,4.92257072920152,4.92257072920152,6.54701906983802
"6076","KLAWOCK","200","B",752,2011,2011-07-27,NA,15,16,31,2,9,10,"C","00114179","01",650,3,NA,2,"Charter",1,"2C",103700,"10370","103","70","103-70",7,65,6.00164719885555,5.17616515408831,5.17616515408831,6.88429965493745
"6077","KLAWOCK","200","B",752,2011,2011-07-27,NA,15,16,31,2,9,10,"C","00114179","02",700,3,NA,2,"Charter",1,"2C",103700,"10370","103","70","103-70",7,70,7.6304269041477,6.58091829516383,6.58091829516383,8.7526213325679
"6078","KLAWOCK","200","B",752,2011,2011-07-27,NA,15,16,31,2,9,10,"C","00114179","03",700,3,NA,2,"Charter",1,"2C",103700,"10370","103","70","103-70",7,70,7.6304269041477,6.58091829516383,6.58091829516383,8.7526213325679
"6079","KLAWOCK","200","B",752,2011,2011-07-27,NA,15,16,31,2,9,10,"C","00114179","04",760,5,NA,2,"Charter",2,"2C",104400,"10440","104","40","104-40",7,76,9.96018088682265,8.5902319024382,8.5902319024382,11.4250084302428
"6080","KLAWOCK","200","B",752,2011,2011-07-27,NA,15,16,31,2,9,10,"C","00114179","05",820,5,NA,2,"Charter",2,"2C",104400,"10440","104","40","104-40",7,82,12.7405468281241,10.9881791366113,10.9881791366113,14.614278251693
"6081","KLAWOCK","200","B",752,2011,2011-07-27,NA,15,16,31,2,9,10,"C","00114179","06",610,5,NA,2,"Charter",2,"2C",104400,"10440","104","40","104-40",7,61,4.88539689627812,4.21344679894347,4.21344679894347,5.60388424259482
"6082","KLAWOCK","200","B",752,2011,2011-07-27,NA,15,16,31,2,9,10,"C","00114179","07",930,5,NA,2,"Charter",4,"2C",104400,"10440","104","40","104-40",7,93,19.1564901234037,16.5216570328072,16.5216570328072,21.9738038536336
"6083","KLAWOCK","200","B",752,2011,2011-07-27,NA,15,16,31,2,9,10,"C","00114179","08",730,5,NA,2,"Charter",4,"2C",104400,"10440","104","40","104-40",7,73,8.74172728105141,7.53936755018688,7.53936755018688,10.0273588417485
"6084","KLAWOCK","200","B",752,2011,2011-07-27,NA,15,16,31,2,9,10,"C","00114179","09",640,5,NA,2,"Charter",4,"2C",104400,"10440","104","40","104-40",7,64,5.70761016092118,4.92257072920152,4.92257072920152,6.54701906983802
"6085","KLAWOCK","200","B",752,2011,2011-07-28,NA,15,16,31,2,7,9,"A","00115592","01",1180,3,NA,1,"Private",2,"2C",103700,"10370","103","70","103-70",7,118,41.4313314743284,35.7327592174688,35.7327592174688,47.5245697592335
"6086","KLAWOCK","200","B",752,2011,2011-07-28,NA,15,16,31,2,7,9,"A","00115592","02",860,3,NA,1,"Private",2,"2C",103700,"10370","103","70","103-70",7,86,14.8664121475711,12.8216474535934,12.8216474535934,17.0527911132793
"6087","KLAWOCK","200","B",752,2011,2011-07-28,NA,15,16,31,2,7,9,"A","00115592","03",660,3,NA,1,"Private",2,"2C",103700,"10370","103","70","103-70",7,66,6.3059937777102,5.43865111903038,5.43865111903038,7.2334059883104
"6088","KLAWOCK","200","B",752,2011,2011-07-28,NA,15,16,31,2,7,9,"A","00115592","04",600,3,NA,1,"Private",2,"2C",103700,"10370","103","70","103-70",7,60,4.63064233543596,3.99373183786951,3.99373183786951,5.31166334436645
"6089","KLAWOCK","200","B",752,2011,2011-07-28,NA,15,16,31,2,7,9,"A","00115592","05",750,3,NA,1,"Private",3,"2C",103700,"10370","103","70","103-70",7,75,9.54178617567186,8.22938427965115,8.22938427965115,10.945081091936
"6090","KLAWOCK","200","B",752,2011,2011-07-29,NA,15,16,31,2,9,9,"C","00114995","01",720,5,NA,2,"Charter",10,"2C",104400,"10440","104","40","104-40",7,72,8.35965732014726,7.20984847775072,7.20984847775072,9.58909847540845
"6091","KLAWOCK","200","B",752,2011,2011-07-29,NA,15,16,31,2,9,9,"C","00114995","02",810,5,NA,2,"Charter",10,"2C",104400,"10440","104","40","104-40",7,81,12.2439810253286,10.5599122758681,10.5599122758681,14.0446833269046
"6092","KLAWOCK","200","B",752,2011,2011-07-29,NA,15,16,31,2,9,9,"C","00114995","03",690,5,NA,2,"Charter",10,"2C",104400,"10440","104","40","104-40",7,69,7.28286468232178,6.2811606783156,6.2811606783156,8.35394370215975
"6093","KLAWOCK","200","B",752,2011,2011-07-29,NA,15,16,31,2,9,9,"C","00114998","01",530,5,NA,2,"Charter",4,"2C",104400,"10440","104","40","104-40",7,53,3.09802561482112,2.67191517638158,2.67191517638158,3.5536471845875
"6094","KLAWOCK","200","B",752,2011,2011-07-29,NA,15,16,31,2,9,9,"C","00114998","02",610,5,NA,2,"Charter",4,"2C",104400,"10440","104","40","104-40",7,61,4.88539689627812,4.21344679894347,4.21344679894347,5.60388424259482
"6095","KLAWOCK","200","B",752,2011,2011-07-29,NA,15,16,31,2,9,9,"C","00114998","03",620,5,NA,2,"Charter",4,"2C",104400,"10440","104","40","104-40",7,62,5.14968021090387,4.44137990441386,4.44137990441386,5.90703527287044
"6096","KLAWOCK","200","B",752,2011,2011-07-29,NA,15,16,31,2,9,9,"C","00114998","04",810,5,NA,2,"Charter",5,"2C",104400,"10440","104","40","104-40",7,81,12.2439810253286,10.5599122758681,10.5599122758681,14.0446833269046
"6097","KLAWOCK","200","B",752,2011,2011-07-29,NA,15,16,31,2,9,9,"C","00114998","05",670,5,NA,2,"Charter",5,"2C",104400,"10440","104","40","104-40",7,67,6.62084693163495,5.71019855759206,5.71019855759206,7.59456408159744
"6098","KLAWOCK","200","B",752,2011,2011-07-29,NA,15,16,31,2,9,9,"C","00114998","06",680,5,NA,2,"Charter",5,"2C",104400,"10440","104","40","104-40",7,68,6.94640441261685,5.99097802244174,5.99097802244174,7.96800076984751
"6099","KLAWOCK","200","B",752,2011,2011-07-29,NA,15,16,31,2,7,9,"C","00114998","07",920,6,NA,1,"Private",6,"2C",104350,"10435","104","35","104-35",7,92,18.497104380677,15.9529649068762,15.9529649068762,21.2174433261454
"6100","KLAWOCK","200","B",752,2011,2011-07-29,NA,15,16,31,2,7,9,"C","00114998","08",1128,6,NA,1,"Private",6,"2C",104350,"10435","104","35","104-35",7,112.8,35.8024436264289,30.8780831311895,30.8780831311895,41.0678505644821
"6101","KLAWOCK","200","B",752,2011,2011-07-29,NA,15,16,31,2,7,9,"C","00114998","09",1110,6,NA,1,"Private",6,"2C",104350,"10435","104","35","104-35",7,111,33.9842459384742,29.3099650456363,29.3099650456363,38.9822535106963
"6102","KLAWOCK","200","B",752,2011,2011-07-29,NA,15,16,31,2,7,9,"C","00114998","10",830,2,NA,1,"Private",7,"2C",103500,"10350","103","50","103-50",7,83,13.2508642867348,11.4283062149386,11.4283062149386,15.1996472658684
"6103","KLAWOCK","200","B",752,2011,2011-07-29,NA,15,16,31,2,7,9,"C","00114998","11",1170,2,NA,1,"Private",7,"2C",103500,"10350","103","50","103-50",7,117,40.3044852375254,34.7609023202377,34.7609023202377,46.2320000859161
"6104","KLAWOCK","200","B",752,2011,2011-07-29,NA,15,16,31,2,7,9,"C","00114998","12",860,2,NA,1,"Private",7,"2C",103500,"10350","103","50","103-50",7,86,14.8664121475711,12.8216474535934,12.8216474535934,17.0527911132793
"6105","KLAWOCK","200","B",752,2011,2011-07-29,NA,15,16,31,2,7,9,"C","00114998","13",770,2,NA,1,"Private",7,"2C",103500,"10350","103","50","103-50",7,77,10.39109071556,8.96187328124,8.96187328124,11.9192914640492
"6106","KLAWOCK","200","B",752,2011,2011-07-29,NA,15,16,31,2,9,9,"C","00114998","14",610,5,NA,2,"Charter",8,"2C",104400,"10440","104","40","104-40",7,61,4.88539689627812,4.21344679894347,4.21344679894347,5.60388424259482
"6107","KLAWOCK","200","B",752,2011,2011-07-29,NA,15,16,31,2,9,9,"C","00114998","15",550,5,NA,2,"Charter",8,"2C",104400,"10440","104","40","104-40",7,55,3.49306205215912,3.01261728261902,3.01261728261902,4.0067809858833
"6108","KLAWOCK","200","B",752,2011,2011-07-29,NA,15,16,31,2,9,9,"C","00114998","16",700,5,NA,2,"Charter",8,"2C",104400,"10440","104","40","104-40",7,70,7.6304269041477,6.58091829516383,6.58091829516383,8.7526213325679
"6109","KLAWOCK","200","B",752,2011,2011-07-29,NA,15,16,31,2,9,9,"C","00114998","17",670,5,NA,2,"Charter",8,"2C",104400,"10440","104","40","104-40",7,67,6.62084693163495,5.71019855759206,5.71019855759206,7.59456408159744
"6110","KLAWOCK","200","B",752,2011,2011-07-29,NA,15,16,31,2,9,9,"C","00114998","18",600,5,NA,2,"Charter",9,"2C",104400,"10440","104","40","104-40",7,60,4.63064233543596,3.99373183786951,3.99373183786951,5.31166334436645
"6111","KLAWOCK","200","B",752,2011,2011-07-29,NA,15,16,31,2,9,9,"C","00114998","19",620,5,NA,2,"Charter",9,"2C",104400,"10440","104","40","104-40",7,62,5.14968021090387,4.44137990441386,4.44137990441386,5.90703527287044
"6112","KLAWOCK","200","B",752,2011,2011-07-29,NA,15,16,31,2,9,9,"C","00114998","20",760,5,NA,2,"Charter",9,"2C",104400,"10440","104","40","104-40",7,76,9.96018088682265,8.5902319024382,8.5902319024382,11.4250084302428
"6113","KLAWOCK","200","B",752,2011,2011-08-01,NA,16,17,32,2,9,10,"C","00114208","01",900,3,NA,2,"Charter",1,"2C",103700,"10370","103","70","103-70",8,90,17.2257015058852,14.8564340647168,14.8564340647168,19.7590573060733
"6114","KLAWOCK","200","B",752,2011,2011-08-01,NA,16,17,32,2,9,10,"C","00114208","02",910,3,NA,2,"Charter",1,"2C",103700,"10370","103","70","103-70",8,91,17.8535793395215,15.3979519606891,15.3979519606891,20.4792761077166
"6115","KLAWOCK","200","B",752,2011,2011-08-01,NA,16,17,32,2,9,10,"C","00114208","03",690,3,NA,2,"Charter",1,"2C",103700,"10370","103","70","103-70",8,69,7.28286468232178,6.2811606783156,6.2811606783156,8.35394370215975
"6116","KLAWOCK","200","B",752,2011,2011-08-01,NA,16,17,32,2,9,10,"C","00114208","04",650,3,NA,2,"Charter",1,"2C",103700,"10370","103","70","103-70",8,65,6.00164719885555,5.17616515408831,5.17616515408831,6.88429965493745
"6117","KLAWOCK","200","B",752,2011,2011-08-02,NA,16,17,32,2,1,11,"D","00113990","01",970,1,NA,1,"Private",1,"2C",103600,"10360","103","60","103-60",8,97,21.9569294148405,18.9369166767327,18.9369166767327,25.1860991800545
"6118","KLAWOCK","200","B",752,2011,2011-08-02,NA,16,17,32,2,1,11,"D","00113990","02",775,1,NA,1,"Private",1,"2C",103600,"10360","103","60","103-60",8,77.5,10.6113026846215,9.15179672775422,9.15179672775422,12.1718896479131
"6119","KLAWOCK","200","B",752,2011,2011-08-02,NA,16,17,32,2,1,11,"D","00113990","03",615,1,NA,1,"Private",1,"2C",103600,"10360","103","60","103-60",8,61.5,5.01633534732833,4.3263756375106,4.3263756375106,5.75407959788909
"6120","KLAWOCK","200","B",752,2011,2011-08-02,NA,16,17,32,2,1,11,"D","00113990","04",720,1,NA,1,"Private",1,"2C",103600,"10360","103","60","103-60",8,72,8.35965732014726,7.20984847775072,7.20984847775072,9.58909847540845
"6121","KLAWOCK","200","B",752,2011,2011-08-02,NA,16,17,32,2,1,11,"D","00113990","05",775,2,NA,1,"Private",3,"2C",103500,"10350","103","50","103-50",8,77.5,10.6113026846215,9.15179672775422,9.15179672775422,12.1718896479131
"6122","KLAWOCK","200","B",752,2011,2011-08-02,NA,16,17,32,2,1,11,"D","00113990","06",805,2,NA,1,"Private",3,"2C",103500,"10350","103","50","103-50",8,80.5,12.0007900817551,10.3501704423003,10.3501704423003,13.7657266882595
"6123","KLAWOCK","200","B",752,2011,2011-08-02,NA,16,17,32,2,1,11,"D","00113990","07",610,2,NA,1,"Private",3,"2C",103500,"10350","103","50","103-50",8,61,4.88539689627812,4.21344679894347,4.21344679894347,5.60388424259482
"6124","KLAWOCK","200","B",752,2011,2011-08-02,NA,16,17,32,2,1,11,"D","00113990","08",720,2,NA,1,"Private",3,"2C",103500,"10350","103","50","103-50",8,72,8.35965732014726,7.20984847775072,7.20984847775072,9.58909847540845
"6125","KLAWOCK","200","B",752,2011,2011-08-02,NA,16,17,32,2,9,11,"D","00113990","09",720,5,NA,2,"Charter",5,"2C",104400,"10440","104","40","104-40",8,72,8.35965732014726,7.20984847775072,7.20984847775072,9.58909847540845
"6126","KLAWOCK","200","B",752,2011,2011-08-02,NA,16,17,32,2,9,11,"D","00113990","10",650,5,NA,2,"Charter",5,"2C",104400,"10440","104","40","104-40",8,65,6.00164719885555,5.17616515408831,5.17616515408831,6.88429965493745
"6127","KLAWOCK","200","B",752,2011,2011-08-02,NA,16,17,32,2,9,11,"D","00113990","11",630,5,NA,2,"Charter",5,"2C",104400,"10440","104","40","104-40",8,63,5.42368635597346,4.67769853713618,4.67769853713618,6.22133905439112
"6128","KLAWOCK","200","B",752,2011,2011-08-03,NA,16,17,32,2,9,9,"A","00114985","01",670,5,NA,1,"Private",1,"2C",104400,"10440","104","40","104-40",8,67,6.62084693163495,5.71019855759206,5.71019855759206,7.59456408159744
"6129","KLAWOCK","200","B",752,2011,2011-08-03,NA,16,17,32,2,9,9,"A","00114985","02",720,5,NA,1,"Private",1,"2C",104400,"10440","104","40","104-40",8,72,8.35965732014726,7.20984847775072,7.20984847775072,9.58909847540845
"6130","KLAWOCK","200","B",752,2011,2011-08-03,NA,16,17,32,2,9,9,"A","00114985","03",770,5,NA,1,"Private",1,"2C",104400,"10440","104","40","104-40",8,77,10.39109071556,8.96187328124,8.96187328124,11.9192914640492
