"","MB_MR","SITE","SPECCODE","SURVAREA","SHSITE","YEAR","DATE","DAY_TYPE","SHIFT","BIWEEK","WEEK","STATWEEK","HARBOR","SUBHARBOR","HEADVAR2","SAMPTYPE","LITHCODE","LINENO","LENGTH","LENGTH_TYPE","LEN_VER","AREA","SUBAREA","CLASS","CLASSN","GAF","INTVNUMB","PHOTO_NUM","IPHC_AREA","LOGBOOK_AREA","STAT_AREA","DISTRICT","SUB_DIST","Stat_Area_label","NOTES2","SAMP_TYPE","R_SLOT","MONTH","LENCM","GROSSWT","NETWT","ROUNDWT","TAGNUM","GF_area","LC_area"
"7178","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,1,NA,2,"A","00124348","20",810,"STF","",28,NA,1,"Private","SF",5,"","2C",102200,"10220","102","20","102-20","","Creel Sampler","N_A",8,81,12.2439810253286,10.5599122758681,14.0446833269046,NA,"SSEI","SSEIW"
"7179","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124107","01",680,"STF","",24,NA,1,"Private","SF",25,"","2C",101250,"10125","101","25","101-25","","Creel Sampler","N_A",8,68,6.94640441261685,5.99097802244174,7.96800076984751,NA,"SSEI","SSEIW"
"7180","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124107","02",640,"STF","",24,NA,1,"Private","SF",25,"","2C",101250,"10125","101","25","101-25","","Creel Sampler","N_A",8,64,5.70761016092118,4.92257072920152,6.54701906983802,NA,"SSEI","SSEIW"
"7181","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124107","03",660,"STF","",24,NA,1,"Private","SF",25,"","2C",101250,"10125","101","25","101-25","","Creel Sampler","N_A",8,66,6.3059937777102,5.43865111903038,7.2334059883104,NA,"SSEI","SSEIW"
"7182","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124107","04",680,"STF","",7,NA,1,"Private","SF",26,"","2C",101270,"10127","101","27","101-27","","Creel Sampler","N_A",8,68,6.94640441261685,5.99097802244174,7.96800076984751,NA,"SSEI","SSEIW"
"7183","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124107","05",640,"STF","",7,NA,1,"Private","SF",26,"","2C",101270,"10127","101","27","101-27","","Creel Sampler","N_A",8,64,5.70761016092118,4.92257072920152,6.54701906983802,NA,"SSEI","SSEIW"
"7184","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124107","06",670,"STF","",7,NA,1,"Private","SF",26,"","2C",101270,"10127","101","27","101-27","","Creel Sampler","N_A",8,67,6.62084693163495,5.71019855759206,7.59456408159744,NA,"SSEI","SSEIW"
"7185","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124108","01",730,"STF","",25,NA,1,"Private","SF",1,"","2C",101230,"10123","101","23","101-23","","Creel Sampler","N_A",8,73,8.74172728105141,7.53936755018688,10.0273588417485,NA,"SSEI","SSEIW"
"7186","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124108","02",810,"STF","",12,NA,1,"Private","SF",6,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","N_A",8,81,12.2439810253286,10.5599122758681,14.0446833269046,NA,"SSEI","SSEIW"
"7187","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124108","03",940,"STF","",12,NA,1,"Private","SF",6,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","N_A",8,94,19.8319506194401,17.1042129489918,22.7486032221592,NA,"SSEI","SSEIW"
"7188","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124108","04",750,"STF","",12,NA,1,"Private","SF",6,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","N_A",8,75,9.54178617567186,8.22938427965115,10.945081091936,NA,"SSEI","SSEIW"
"7189","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124108","05",840,"STF","",12,NA,1,"Private","SF",6,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","N_A",8,84,13.7751416551806,11.8804731210747,15.8010292510293,NA,"SSEI","SSEIW"
"7190","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124108","06",840,"STF","",12,NA,1,"Private","SF",6,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","N_A",8,84,13.7751416551806,11.8804731210747,15.8010292510293,NA,"SSEI","SSEIW"
"7191","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124108","07",755,"STF","",12,NA,1,"Private","SF",6,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","N_A",8,75.5,9.74943189855772,8.40846987391971,11.1832649323132,NA,"SSEI","SSEIW"
"7192","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124108","08",740,"STF","",12,NA,1,"Private","SF",7,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","N_A",8,74,9.13570271299549,7.87915458445051,10.4792755973192,NA,"SSEI","SSEIW"
"7193","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124108","09",610,"STF","",12,NA,1,"Private","SF",7,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","N_A",8,61,4.88539689627812,4.21344679894347,5.60388424259482,NA,"SSEI","SSEIW"
"7194","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124108","10",840,"STF","",12,NA,1,"Private","SF",7,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","N_A",8,84,13.7751416551806,11.8804731210747,15.8010292510293,NA,"SSEI","SSEIW"
"7195","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124108","11",755,"STF","",12,NA,1,"Private","SF",7,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","N_A",8,75.5,9.74943189855772,8.40846987391971,11.1832649323132,NA,"SSEI","SSEIW"
"7196","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124108","12",740,"STF","",12,NA,1,"Private","SF",7,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","N_A",8,74,9.13570271299549,7.87915458445051,10.4792755973192,NA,"SSEI","SSEIW"
"7197","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124108","13",745,"STF","",12,NA,1,"Private","SF",7,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","N_A",8,74.5,9.33721825472724,8.05295315850166,10.7104277008072,NA,"SSEI","SSEIW"
"7198","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124108","14",745,"STF","",12,NA,1,"Private","SF",7,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","N_A",8,74.5,9.33721825472724,8.05295315850166,10.7104277008072,NA,"SSEI","SSEIW"
"7199","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124108","15",710,"STF","",12,NA,1,"Private","SF",7,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","N_A",8,71,7.98929093548086,6.89042324147201,9.16426291115777,NA,"SSEI","SSEIW"
"7200","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124108","16",660,"STF","",12,NA,1,"Private","SF",7,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","N_A",8,66,6.3059937777102,5.43865111903038,7.2334059883104,NA,"SSEI","SSEIW"
"7201","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124108","17",780,"STF","",12,NA,1,"Private","SF",8,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","N_A",8,78,10.8347201758416,9.34448480063655,12.4281647848466,NA,"SSEI","SSEIW"
"7202","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124108","18",850,"STF","",12,NA,1,"Private","SF",8,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","N_A",8,85,14.3135877905572,12.344859985371,16.4186637805435,NA,"SSEI","SSEIW"
"7203","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124108","19",830,"STF","",12,NA,1,"Private","SF",8,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","N_A",8,83,13.2508642867348,11.4283062149386,15.1996472658684,NA,"SSEI","SSEIW"
"7204","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124108","20",770,"STF","",12,NA,1,"Private","SF",8,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","N_A",8,77,10.39109071556,8.96187328124,11.9192914640492,NA,"SSEI","SSEIW"
"7205","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124313","01",910,"STF","",25,NA,1,"Private","SF",9,"","2C",101230,"10123","101","23","101-23","","Creel Sampler","N_A",8,91,17.8535793395215,15.3979519606891,20.4792761077166,NA,"SSEI","SSEIW"
"7206","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124313","02",760,"STF","",25,NA,1,"Private","SF",9,"","2C",101230,"10123","101","23","101-23","","Creel Sampler","N_A",8,76,9.96018088682265,8.5902319024382,11.4250084302428,NA,"SSEI","SSEIW"
"7207","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124313","03",790,"STF","",25,NA,1,"Private","SF",9,"","2C",101230,"10123","101","23","101-23","","Creel Sampler","N_A",8,79,11.2912744200948,9.7382433958611,12.9518637164953,NA,"SSEI","SSEIW"
"7208","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124313","04",720,"STF","",25,NA,1,"Private","SF",9,"","2C",101230,"10123","101","23","101-23","","Creel Sampler","N_A",8,72,8.35965732014726,7.20984847775072,9.58909847540845,NA,"SSEI","SSEIW"
"7209","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124313","05",940,"STF","",25,NA,1,"Private","SF",9,"","2C",101230,"10123","101","23","101-23","","Creel Sampler","N_A",8,94,19.8319506194401,17.1042129489918,22.7486032221592,NA,"SSEI","SSEIW"
"7210","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124313","06",780,"STF","",25,NA,1,"Private","SF",9,"","2C",101230,"10123","101","23","101-23","","Creel Sampler","N_A",8,78,10.8347201758416,9.34448480063655,12.4281647848466,NA,"SSEI","SSEIW"
"7211","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124313","07",720,"STF","",25,NA,1,"Private","SF",9,"","2C",101230,"10123","101","23","101-23","","Creel Sampler","N_A",8,72,8.35965732014726,7.20984847775072,9.58909847540845,NA,"SSEI","SSEIW"
"7212","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124313","08",820,"STF","",25,NA,1,"Private","SF",9,"","2C",101230,"10123","101","23","101-23","","Creel Sampler","N_A",8,82,12.7405468281241,10.9881791366113,14.614278251693,NA,"SSEI","SSEIW"
"7213","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124313","09",700,"STF","",26,NA,1,"Private","SF",10,"","2C",101210,"10121","101","21","101-21","","Creel Sampler","N_A",8,70,7.6304269041477,6.58091829516383,8.7526213325679,NA,"SSEI","SSEIW"
"7214","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124313","10",845,"STF","",26,NA,1,"Private","SF",10,"","2C",101210,"10121","101","21","101-21","","Creel Sampler","N_A",8,84.5,14.0425805500267,12.1111277801179,16.1077999475568,NA,"SSEI","SSEIW"
"7215","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124313","11",685,"STF","",26,NA,1,"Private","SF",10,"","2C",101210,"10121","101","21","101-21","","Creel Sampler","N_A",8,68.5,7.11325926752169,6.13488322998436,8.1593946958792,NA,"SSEI","SSEIW"
"7216","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124313","12",705,"STF","",26,NA,1,"Private","SF",10,"","2C",101210,"10121","101","21","101-21","","Creel Sampler","N_A",8,70.5,7.80843367563802,6.73444155590393,8.95680726935223,NA,"SSEI","SSEIW"
"7217","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124313","13",720,"STF","",26,NA,1,"Private","SF",10,"","2C",101210,"10121","101","21","101-21","","Creel Sampler","N_A",8,72,8.35965732014726,7.20984847775072,9.58909847540845,NA,"SSEI","SSEIW"
"7218","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124313","14",725,"STF","",26,NA,1,"Private","SF",10,"","2C",101210,"10121","101","21","101-21","","Creel Sampler","N_A",8,72.5,8.54921675080914,7.37333541510483,9.80653610208943,NA,"SSEI","SSEIW"
"7219","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124313","15",670,"STF","",12,NA,1,"Private","SF",12,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","N_A",8,67,6.62084693163495,5.71019855759206,7.59456408159744,NA,"SSEI","SSEIW"
"7220","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124313","16",1170,"STF","",7,NA,1,"Private","SF",13,"","2C",101270,"10127","101","27","101-27","","Creel Sampler","N_A",8,117,40.3044852375254,34.7609023202377,46.2320000859161,NA,"SSEI","SSEIW"
"7221","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124313","17",660,"STF","",7,NA,1,"Private","SF",13,"","2C",101270,"10127","101","27","101-27","","Creel Sampler","N_A",8,66,6.3059937777102,5.43865111903038,7.2334059883104,NA,"SSEI","SSEIW"
"7222","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124313","18",890,"STF","",7,NA,1,"Private","SF",13,"","2C",101270,"10127","101","27","101-27","","Creel Sampler","N_A",8,89,16.6132579480539,14.3282275744224,19.0565426739818,NA,"SSEI","SSEIW"
"7223","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124313","19",870,"STF","",23,NA,1,"Private","SF",14,"","2C",102100,"10210","102","10","102-10","Incomplete Bag","Creel Sampler","N_A",8,87,15.4338247731885,13.3110166823064,17.7036521874675,NA,"SSEI","SSEIW"
"7224","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124313","20",860,"STF","",23,NA,1,"Private","SF",14,"","2C",102100,"10210","102","10","102-10","Incomplete Bag","Creel Sampler","N_A",8,86,14.8664121475711,12.8216474535934,17.0527911132793,NA,"SSEI","SSEIW"
"7225","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124343","01",800,"STF","",23,NA,1,"Private","SF",14,"","2C",102100,"10210","102","10","102-10","Incomplete Bag","Creel Sampler","N_A",8,80,11.7609592329861,10.1433265474259,13.4906243080765,NA,"SSEI","SSEIW"
"7226","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124343","02",835,"STF","",23,NA,1,"Private","SF",14,"","2C",102100,"10210","102","10","102-10","Incomplete Bag","Creel Sampler","N_A",8,83.5,13.5112449427298,11.6528734435183,15.4983216798794,NA,"SSEI","SSEIW"
"7227","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124343","03",830,"STF","",23,NA,1,"Private","SF",14,"","2C",102100,"10210","102","10","102-10","Incomplete Bag","Creel Sampler","N_A",8,83,13.2508642867348,11.4283062149386,15.1996472658684,NA,"SSEI","SSEIW"
"7228","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124343","04",1125,"STF","",23,NA,1,"Private","SF",14,"","2C",102100,"10210","102","10","102-10","Incomplete Bag","Creel Sampler","N_A",8,112.5,35.4948511650989,30.6127977308248,40.7150209819969,NA,"SSEI","SSEIW"
"7229","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124343","05",855,"STF","",23,NA,1,"Private","SF",14,"","2C",102100,"10210","102","10","102-10","Incomplete Bag","Creel Sampler","N_A",8,85.5,14.5881895772432,12.5816923336246,16.7336508037207,NA,"SSEI","SSEIW"
"7230","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124343","06",830,"STF","",23,NA,1,"Private","SF",14,"","2C",102100,"10210","102","10","102-10","Incomplete Bag","Creel Sampler","N_A",8,83,13.2508642867348,11.4283062149386,15.1996472658684,NA,"SSEI","SSEIW"
"7231","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124343","07",925,"STF","",23,NA,1,"Private","SF",14,"","2C",102100,"10210","102","10","102-10","Incomplete Bag","Creel Sampler","N_A",8,92.5,18.8248012991272,16.2355895454433,21.5933340954396,NA,"SSEI","SSEIW"
"7232","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124343","08",895,"STF","",23,NA,1,"Private","SF",14,"","2C",102100,"10210","102","10","102-10","Incomplete Bag","Creel Sampler","N_A",8,89.5,16.9175637286307,14.5906783525871,19.4056022089408,NA,"SSEI","SSEIW"
"7233","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124343","09",960,"STF","",23,NA,1,"Private","SF",14,"","2C",102100,"10210","102","10","102-10","Incomplete Bag","Creel Sampler","N_A",8,96,21.2319548395287,18.3116569755219,24.3545037774442,NA,"SSEI","SSEIW"
"7234","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124343","10",950,"STF","",23,NA,1,"Private","SF",14,"","2C",102100,"10210","102","10","102-10","Incomplete Bag","Creel Sampler","N_A",8,95,20.5237004736467,17.7008177429845,23.5420875981694,NA,"SSEI","SSEIW"
"7235","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124343","11",970,"STF","",23,NA,1,"Private","SF",14,"","2C",102100,"10210","102","10","102-10","Incomplete Bag","Creel Sampler","N_A",8,97,21.9569294148405,18.9369166767327,25.1860991800545,NA,"SSEI","SSEIW"
"7236","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124343","12",960,"STF","",23,NA,1,"Private","SF",14,"","2C",102100,"10210","102","10","102-10","Incomplete Bag","Creel Sampler","N_A",8,96,21.2319548395287,18.3116569755219,24.3545037774442,NA,"SSEI","SSEIW"
"7237","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124343","13",760,"STF","",23,NA,1,"Private","SF",14,"","2C",102100,"10210","102","10","102-10","Incomplete Bag","Creel Sampler","N_A",8,76,9.96018088682265,8.5902319024382,11.4250084302428,NA,"SSEI","SSEIW"
"7238","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124343","14",915,"STF","",12,NA,1,"Private","SF",18,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","N_A",8,91.5,18.1733726289059,15.6737600557299,20.8461008741207,NA,"SSEI","SSEIW"
"7239","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124343","15",840,"STF","",12,NA,1,"Private","SF",18,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","N_A",8,84,13.7751416551806,11.8804731210747,15.8010292510293,NA,"SSEI","SSEIW"
"7240","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124343","16",660,"STF","",12,NA,1,"Private","SF",18,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","N_A",8,66,6.3059937777102,5.43865111903038,7.2334059883104,NA,"SSEI","SSEIW"
"7241","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124343","17",665,"STF","",12,NA,1,"Private","SF",18,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","N_A",8,66.5,6.46209469001727,5.57328150899388,7.41246440696185,NA,"SSEI","SSEIW"
"7242","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124343","18",645,"STF","",24,NA,1,"Private","SF",25,"","2C",101250,"10125","101","25","101-25","","Creel Sampler","N_A",8,64.5,5.85335227363961,5.04826709560576,6.71419523715566,NA,"SSEI","SSEIW"
"7243","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124343","19",745,"STF","",24,NA,1,"Private","SF",25,"","2C",101250,"10125","101","25","101-25","","Creel Sampler","N_A",8,74.5,9.33721825472724,8.05295315850166,10.7104277008072,NA,"SSEI","SSEIW"
"7244","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,7,NA,3,"A","00124343","20",810,"STF","",24,NA,1,"Private","SF",25,"","2C",101250,"10125","101","25","101-25","","Creel Sampler","N_A",8,81,12.2439810253286,10.5599122758681,14.0446833269046,NA,"SSEI","SSEIW"
"7245","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,15,12,5,"D","00123767","01",828.222,"STF","CALC",26,NA,1,"Private","SF",9,"","2C",101210,"10121","101","21","101-21","","Catch Sampler","N_A",8,82.8222,13.1591154468925,11.3491767473134,15.0944050739268,NA,"SSEI","SSEIW"
"7246","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,15,12,5,"D","00123767","02",934.471,"STF","CALC",26,NA,1,"Private","SF",9,"","2C",101210,"10121","101","21","101-21","","Catch Sampler","N_A",8,93.4471,19.456488876709,16.7803931833468,22.3179229338512,NA,"SSEI","SSEIW"
"7247","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,15,5,5,"D","00123767","03",1108.333,"STF","CALC",5,NA,1,"Private","SF",10,"","2C",101290,"10129","101","29","101-29","","Catch Sampler","N_A",8,110.8333,33.8191620776342,29.1675872450643,38.7928910359355,NA,"SSEI","SSEIW"
"7248","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,15,5,5,"D","00123767","04",750.95,"STF","CALC",5,NA,1,"Private","SF",10,"","2C",101290,"10129","101","29","101-29","","Catch Sampler","N_A",8,75.095,9.58100124948857,8.26320561100895,10.9900634626419,NA,"SSEI","SSEIW"
"7249","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,15,5,5,"D","00123767","05",770.268,"STF","CALC",5,NA,1,"Private","SF",10,"","2C",101290,"10129","101","29","101-29","","Catch Sampler","N_A",8,77.0268,10.4028131956178,8.97198342113727,11.9327379501126,NA,"SSEI","SSEIW"
"7250","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,15,5,5,"D","00123767","06",944.13,"STF","CALC",8,NA,1,"Private","SF",11,"","2C",101452,"10145","101","45","101-45","","Catch Sampler","N_A",8,94.413,20.1156565152597,17.3488972037129,23.0740332809382,NA,"SSEI","SSEIW"
"7251","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,15,5,5,"D","00123767","07",915.153,"STF","CALC",8,NA,1,"Private","SF",11,"","2C",101452,"10145","101","45","101-45","","Catch Sampler","N_A",8,91.5153,18.1832202699682,15.6822532268257,20.8573967916782,NA,"SSEI","SSEIW"
"7252","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,15,12,5,"D","00123767","08",973.107,"STF","CALC",26,NA,1,"Private","SF",14,"","2C",101210,"10121","101","21","101-21","","Catch Sampler","N_A",8,97.3107,22.1856174370136,19.1341503581387,25.4484199763244,NA,"SSEI","SSEIW"
"7253","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,15,12,5,"D","00123767","09",982.766,"STF","CALC",26,NA,1,"Private","SF",14,"","2C",101210,"10121","101","21","101-21","","Catch Sampler","N_A",8,98.2766,22.9070722503884,19.756374414553,26.2759779713555,NA,"SSEI","SSEIW"
"7254","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,15,12,5,"D","00123767","10",963.448,"STF","CALC",24,NA,1,"Private","SF",15,"","2C",101250,"10125","101","25","101-25","","Catch Sampler","N_A",8,96.3448,21.4800264792509,18.5256082016941,24.6390589082532,NA,"SSEI","SSEIW"
"7255","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,15,12,5,"D","00123767","11",953.789,"STF","CALC",24,NA,1,"Private","SF",15,"","2C",101250,"10125","101","25","101-25","","Catch Sampler","N_A",8,95.3789,20.7901043561022,17.9305797479126,23.8476710647238,NA,"SSEI","SSEIW"
"7256","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,15,12,5,"D","00123767","12",847.54,"STF","CALC",24,NA,1,"Private","SF",15,"","2C",101250,"10125","101","25","101-25","","Catch Sampler","N_A",8,84.754,14.1798046542204,12.2294777268732,16.2652053767414,NA,"SSEI","SSEIW"
"7257","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,15,12,5,"D","00123767","13",915.153,"STF","CALC",24,NA,1,"Private","SF",15,"","2C",101250,"10125","101","25","101-25","","Catch Sampler","N_A",8,91.5153,18.1832202699682,15.6822532268257,20.8573967916782,NA,"SSEI","SSEIW"
"7258","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,15,12,5,"D","00123767","14",944.13,"STF","CALC",24,NA,1,"Private","SF",15,"","2C",101250,"10125","101","25","101-25","","Catch Sampler","N_A",8,94.413,20.1156565152597,17.3488972037129,23.0740332809382,NA,"SSEI","SSEIW"
"7259","Marine Boat","KETCHIKAN","200","A",81,2014,2014-08-16,1,NA,16,18,33,15,12,5,"D","00123767","15",1262.877,"STF","CALC",24,NA,1,"Private","SF",15,"","2C",101250,"10125","101","25","101-25","","Catch Sampler","N_A",8,126.2877,51.6227339320464,44.5224098792053,59.214805139343,NA,"SSEI","SSEIW"
