"","SUB","YEAR","MONTH","DAY","PAGE","LINE","AGECONF","AGE","AGEERR","SEX","LENGTH","OBSWT","STATAREA","LITHO","USER","PORT","CAS","NETWT","RNDWT"
"2982",1,2006,7,2,28,20,NA,NA,"","F",76,NA,525931,NA,"Charter","CCI",0,8.6,11.4
"2983",1,2006,7,2,28,21,NA,NA,"","F",92,NA,525931,NA,"Charter","CCI",0,16,21.2
"2984",1,2006,7,2,28,22,NA,NA,"","F",87,NA,525931,NA,"Charter","CCI",0,13.3,17.7
"2985",1,2006,7,2,28,23,NA,7,"","F",81,NA,525931,NA,"Charter","CCI",0,10.6,14
"2986",1,2006,7,2,28,24,NA,14,"","M",86,NA,525931,NA,"Charter","CCI",0,12.8,17.1
"2987",1,2006,7,2,28,25,NA,NA,"","M",82,NA,525931,NA,"Charter","CCI",0,11,14.6
"2988",1,2006,7,2,28,26,NA,NA,"","F",93,NA,525931,NA,"Charter","CCI",0,16.5,22
"2989",1,2006,7,2,28,27,NA,NA,"","M",83,NA,525931,NA,"Charter","CCI",0,11.4,15.2
"2990",1,2006,7,2,28,28,NA,9,"","F",96,NA,525931,NA,"Charter","CCI",0,18.3,24.4
"2991",1,2006,7,2,28,29,NA,NA,"","F",77,NA,525931,NA,"Charter","CCI",0,9,11.9
"2992",2,2006,7,3,29,1,NA,11,"","F",86,NA,525931,NA,"Charter","CCI",0,12.8,17.1
"2993",2,2006,7,3,29,2,NA,NA,"","F",110,NA,525931,NA,"Charter","CCI",0,28.5,37.9
"2994",2,2006,7,3,29,3,NA,NA,"","M",77,NA,525931,NA,"Charter","CCI",0,9,11.9
"2995",2,2006,7,3,29,4,NA,NA,"","M",85,NA,525931,NA,"Charter","CCI",0,12.3,16.4
"2996",2,2006,7,3,29,5,NA,NA,"","M",80,NA,525931,NA,"Charter","CCI",0,10.1,13.5
"2997",2,2006,7,3,29,6,NA,NA,"","F",100,NA,525931,NA,"Charter","CCI",0,20.9,27.8
"2998",2,2006,7,3,29,7,NA,14,"","M",77,NA,525931,NA,"Charter","CCI",0,9,11.9
"2999",2,2006,7,3,29,8,NA,NA,"","M",81,NA,525931,NA,"Charter","CCI",0,10.6,14
"3000",2,2006,7,3,29,9,NA,8,"","F",81,NA,525931,NA,"Charter","CCI",0,10.6,14
"3001",2,2006,7,3,29,10,NA,20,"","M",92,NA,525931,NA,"Charter","CCI",0,16,21.2
"3002",2,2006,7,3,29,11,NA,NA,"","M",81,NA,525931,NA,"Charter","CCI",0,10.6,14
"3003",2,2006,7,3,29,12,NA,8,"","F",78,NA,525931,NA,"Charter","CCI",0,9.3,12.4
"3004",2,2006,7,3,29,13,NA,NA,"","F",95,NA,525931,NA,"Charter","CCI",0,17.7,23.5
"3005",2,2006,7,3,29,14,NA,16,"","M",90,NA,525931,NA,"Charter","CCI",0,14.9,19.8
"3006",2,2006,7,3,29,15,NA,NA,"","F",100,NA,525931,NA,"Charter","CCI",0,20.9,27.8
"3007",2,2006,7,3,29,16,NA,10,"","F",100,NA,525931,NA,"Charter","CCI",0,20.9,27.8
"3008",2,2006,7,3,29,17,NA,NA,"","F",90,NA,515939,NA,"Charter","CCI",0,14.9,19.8
"3009",2,2006,7,3,29,18,NA,10,"","F",87,NA,515939,NA,"Charter","CCI",0,13.3,17.7
"3010",2,2006,7,3,29,19,NA,NA,"","F",82,NA,515939,NA,"Charter","CCI",0,11,14.6
"3011",2,2006,7,3,29,20,NA,NA,"","F",85,NA,515939,NA,"Charter","CCI",0,12.3,16.4
"3012",2,2006,7,3,29,21,NA,7,"","F",84,NA,515939,NA,"Charter","CCI",0,11.9,15.8
"3013",2,2006,7,3,29,22,NA,8,"","F",90,NA,515939,NA,"Charter","CCI",0,14.9,19.8
"3014",2,2006,7,3,29,23,NA,NA,"","F",78,NA,515939,NA,"Charter","CCI",0,9.3,12.4
"3015",2,2006,7,3,29,24,NA,NA,"","F",87,NA,515939,NA,"Charter","CCI",0,13.3,17.7
"3016",2,2006,7,3,29,25,NA,8,"","F",80,NA,525931,NA,"Private","CCI",0,10.1,13.5
"3017",2,2006,7,3,29,26,NA,7,"","F",75,NA,525931,NA,"Private","CCI",0,8.2,10.9
"3018",2,2006,7,3,29,27,NA,11,"","F",79,NA,525931,NA,"Private","CCI",0,9.7,13
"3019",2,2006,7,3,29,28,NA,NA,"","F",88,NA,525931,NA,"Private","CCI",0,13.8,18.4
"3020",2,2006,7,3,29,29,NA,8,"","F",88,NA,525931,NA,"Private","CCI",0,13.8,18.4
"3021",2,2006,7,3,29,30,NA,8,"","F",78,NA,525931,NA,"Private","CCI",0,9.3,12.4
"3022",2,2006,7,3,30,1,NA,9,"","F",94,NA,525931,NA,"Private","CCI",0,17.1,22.7
"3023",2,2006,7,3,30,2,NA,6,"","F",78,NA,525931,NA,"Private","CCI",0,9.3,12.4
"3024",2,2006,7,3,30,3,NA,6,"","F",69,NA,525931,NA,"Private","CCI",0,6.3,8.4
"3025",2,2006,7,3,30,4,NA,6,"","F",75,NA,525931,NA,"Private","CCI",0,8.2,10.9
"3026",2,2006,7,3,30,5,NA,7,"","F",77,NA,525931,NA,"Private","CCI",0,9,11.9
"3027",2,2006,7,3,30,6,NA,7,"","F",75,NA,525931,NA,"Private","CCI",0,8.2,10.9
"3028",2,2006,7,3,30,7,NA,NA,"","F",85,NA,525931,NA,"Private","CCI",0,12.3,16.4
"3029",2,2006,7,3,30,8,NA,9,"","M",74,NA,525931,NA,"Private","CCI",0,7.9,10.5
"3030",2,2006,7,3,30,9,NA,6,"","F",86,NA,525931,NA,"Private","CCI",0,12.8,17.1
"3031",2,2006,7,3,30,10,NA,7,"","F",72,NA,525931,NA,"Private","CCI",0,7.2,9.6
"3032",2,2006,7,3,30,11,NA,7,"","F",81,NA,525931,NA,"Private","CCI",0,10.6,14
"3033",2,2006,7,3,30,12,NA,6,"","F",76,NA,525931,NA,"Private","CCI",0,8.6,11.4
"3034",2,2006,7,3,30,13,NA,6,"","F",82,NA,525931,NA,"Private","CCI",0,11,14.6
"3035",2,2006,7,3,30,14,NA,6,"","F",81,NA,525931,NA,"Private","CCI",0,10.6,14
"3036",2,2006,7,3,30,15,NA,7,"","F",80,NA,525931,NA,"Private","CCI",0,10.1,13.5
"3037",2,2006,7,3,30,16,NA,NA,"","F",74,NA,525931,NA,"Private","CCI",0,7.9,10.5
"3038",2,2006,7,3,30,17,NA,8,"","F",78,NA,525931,NA,"Private","CCI",0,9.3,12.4
"3039",2,2006,7,3,30,18,NA,6,"","F",74,NA,525931,NA,"Private","CCI",0,7.9,10.5
"3040",2,2006,7,3,30,19,NA,7,"","M",85,NA,525931,NA,"Private","CCI",0,12.3,16.4
"3041",2,2006,7,3,30,20,NA,8,"","F",131,NA,525931,NA,"Private","CCI",0,50.1,66.7
"3042",2,2006,7,7,31,1,NA,NA,"","F",77,NA,525931,NA,"Charter","CCI",0,9,11.9
"3043",2,2006,7,7,31,2,NA,NA,"","F",79,NA,525931,NA,"Charter","CCI",0,9.7,13
"3044",2,2006,7,7,31,3,NA,NA,"","F",82,NA,525931,NA,"Charter","CCI",0,11,14.6
"3045",2,2006,7,7,31,4,NA,NA,"","F",74,NA,525931,NA,"Charter","CCI",0,7.9,10.5
"3046",2,2006,7,7,31,5,NA,NA,"","F",75,NA,525931,NA,"Charter","CCI",0,8.2,10.9
"3047",2,2006,7,7,31,6,NA,NA,"","F",74,NA,525931,NA,"Charter","CCI",0,7.9,10.5
"3048",2,2006,7,7,31,7,NA,NA,"","F",79,NA,525931,NA,"Charter","CCI",0,9.7,13
"3049",2,2006,7,7,31,8,NA,6,"","F",69,NA,525931,NA,"Charter","CCI",0,6.3,8.4
"3050",2,2006,7,7,31,9,NA,NA,"","M",72,NA,525931,NA,"Charter","CCI",0,7.2,9.6
"3051",2,2006,7,7,31,10,NA,8,"","F",74,NA,525931,NA,"Charter","CCI",0,7.9,10.5
"3052",2,2006,7,7,31,11,NA,NA,"","F",86,NA,525931,NA,"Charter","CCI",0,12.8,17.1
"3053",2,2006,7,7,31,12,NA,8,"","F",83,NA,525931,NA,"Charter","CCI",0,11.4,15.2
"3054",2,2006,7,7,31,13,NA,NA,"","M",85,NA,525931,NA,"Charter","CCI",0,12.3,16.4
"3055",2,2006,7,7,31,14,NA,NA,"","F",81,NA,525931,NA,"Charter","CCI",0,10.6,14
"3056",2,2006,7,7,31,15,NA,6,"","M",66,NA,525931,NA,"Charter","CCI",0,5.4,7.2
"3057",2,2006,7,7,31,16,NA,7,"","F",80,NA,525931,NA,"Charter","CCI",0,10.1,13.5
"3058",2,2006,7,7,31,17,NA,NA,"","M",78,NA,525931,NA,"Charter","CCI",0,9.3,12.4
"3059",2,2006,7,7,31,18,NA,NA,"","F",72,NA,525931,NA,"Charter","CCI",0,7.2,9.6
"3060",2,2006,7,7,31,19,NA,7,"","F",68,NA,525931,NA,"Charter","CCI",0,6,8
"3061",2,2006,7,7,31,20,NA,8,"","F",75,NA,525931,NA,"Charter","CCI",0,8.2,10.9
"3062",2,2006,7,7,31,21,NA,NA,"","F",77,NA,525931,NA,"Charter","CCI",0,9,11.9
"3063",2,2006,7,7,31,22,NA,NA,"","F",88,NA,525931,NA,"Charter","CCI",0,13.8,18.4
"3064",2,2006,7,9,32,1,NA,11,"","M",90,NA,525931,NA,"Charter","CCI",0,14.9,19.8
"3065",2,2006,7,9,32,2,NA,NA,"","F",80,NA,525931,NA,"Charter","CCI",0,10.1,13.5
"3066",2,2006,7,9,32,3,NA,NA,"","F",91,NA,525931,NA,"Charter","CCI",0,15.4,20.5
"3067",2,2006,7,9,32,4,NA,NA,"","M",82,NA,525931,NA,"Charter","CCI",0,11,14.6
"3068",2,2006,7,9,32,5,NA,NA,"","F",74,NA,525931,NA,"Charter","CCI",0,7.9,10.5
"3069",2,2006,7,9,32,6,NA,NA,"","M",92,NA,525931,NA,"Charter","CCI",0,16,21.2
"3070",2,2006,7,9,32,7,NA,12,"","F",93,NA,525931,NA,"Charter","CCI",0,16.5,22
"3071",2,2006,7,9,32,8,NA,NA,"","F",79,NA,525931,NA,"Charter","CCI",0,9.7,13
"3072",2,2006,7,9,32,9,NA,9,"","F",86,NA,525902,NA,"Charter","CCI",0,12.8,17.1
"3073",2,2006,7,9,32,10,NA,NA,"I","F",84,NA,525902,NA,"Charter","CCI",0,11.9,15.8
"3074",2,2006,7,9,32,11,NA,NA,"I","F",97,NA,525902,NA,"Charter","CCI",0,18.9,25.2
"3075",2,2006,7,9,32,12,NA,9,"","M",92,NA,525902,NA,"Charter","CCI",0,16,21.2
"3076",2,2006,7,9,32,13,NA,11,"","F",115,NA,525902,NA,"Charter","CCI",0,32.9,43.7
"3077",2,2006,7,9,32,14,NA,NA,"","F",108,NA,525902,NA,"Charter","CCI",0,26.8,35.7
"3078",2,2006,7,9,32,15,NA,NA,"","F",125,NA,525902,NA,"Charter","CCI",0,43.1,57.3
"3079",2,2006,7,9,32,16,NA,13,"","F",119,NA,525902,NA,"Charter","CCI",0,36.7,48.8
"3080",2,2006,7,9,32,17,NA,NA,"","M",106,NA,525902,NA,"Charter","CCI",0,25.2,33.6
"3081",2,2006,7,9,32,18,NA,11,"","F",91,NA,525902,NA,"Charter","CCI",0,15.4,20.5
"3082",2,2006,7,9,32,19,NA,7,"","F",75,NA,525931,NA,"Private","CCI",0,8.2,10.9
"3083",2,2006,7,9,32,20,NA,7,"","F",82,NA,525931,NA,"Private","CCI",0,11,14.6
"3084",2,2006,7,9,32,21,NA,12,"","F",117,NA,525931,NA,"Private","CCI",0,34.8,46.2
"3085",2,2006,7,9,32,22,NA,7,"","F",98,NA,525931,NA,"Private","CCI",0,19.6,26
"3086",2,2006,7,9,32,23,NA,7,"","F",96,NA,525931,NA,"Private","CCI",0,18.3,24.4
"3087",2,2006,7,9,32,24,NA,11,"","M",89,NA,525931,NA,"Private","CCI",0,14.3,19.1
"3088",2,2006,7,9,32,25,NA,7,"","F",75,NA,525931,NA,"Private","CCI",0,8.2,10.9
"3089",2,2006,7,9,32,26,NA,NA,"","F",127,NA,525931,NA,"Private","CCI",0,45.3,60.3
"3090",2,2006,7,9,32,27,NA,7,"","M",61,NA,515937,NA,"Private","CCI",0,4.2,5.6
"3091",2,2006,7,9,32,28,NA,7,"","M",63,NA,515937,NA,"Private","CCI",0,4.7,6.2
"3092",2,2006,7,9,32,29,NA,8,"","F",73,NA,515937,NA,"Private","CCI",0,7.5,10
"3093",2,2006,7,9,32,30,NA,6,"","F",78,NA,515937,NA,"Private","CCI",0,9.3,12.4
"3094",2,2006,7,6,33,1,NA,7,"","F",79,NA,515937,NA,"Private","CCI",0,9.7,13
"3095",2,2006,7,6,33,2,NA,10,"","M",75,NA,515937,NA,"Private","CCI",0,8.2,10.9
"3096",2,2006,7,6,33,3,NA,11,"","F",90,NA,515937,NA,"Private","CCI",0,14.9,19.8
"3097",2,2006,7,6,33,4,NA,7,"","F",80,NA,515937,NA,"Private","CCI",0,10.1,13.5
"3098",2,2006,7,6,33,5,NA,7,"","F",79,NA,515937,NA,"Private","CCI",0,9.7,13
"3099",2,2006,7,6,33,6,NA,17,"","F",94,NA,515937,NA,"Private","CCI",0,17.1,22.7
"3100",1,2006,7,10,34,1,NA,9,"","F",105,NA,525931,NA,"Charter","CCI",0,24.5,32.6
"3101",1,2006,7,10,34,2,NA,8,"","F",98,NA,525931,NA,"Charter","CCI",0,19.6,26
"3102",1,2006,7,10,34,3,NA,NA,"","F",91,NA,525931,NA,"Charter","CCI",0,15.4,20.5
"3103",1,2006,7,10,34,4,NA,NA,"","F",85,NA,525931,NA,"Charter","CCI",0,12.3,16.4
"3104",1,2006,7,10,34,5,NA,8,"","F",83,NA,525931,NA,"Charter","CCI",0,11.4,15.2
"3105",1,2006,7,10,34,6,NA,NA,"","F",78,NA,525931,NA,"Charter","CCI",0,9.3,12.4
"3106",1,2006,7,10,34,7,NA,NA,"","F",92,NA,525931,NA,"Charter","CCI",0,16,21.2
"3107",1,2006,7,10,34,8,NA,NA,"","F",79,NA,525931,NA,"Charter","CCI",0,9.7,13
"3108",1,2006,7,10,34,9,NA,9,"","F",80,NA,525931,NA,"Charter","CCI",0,10.1,13.5
"3109",1,2006,7,10,34,10,NA,8,"","F",87,NA,525931,NA,"Charter","CCI",0,13.3,17.7
"3110",1,2006,7,10,34,11,NA,NA,"","F",87,NA,525931,NA,"Charter","CCI",0,13.3,17.7
"3111",1,2006,7,10,34,12,NA,NA,"","F",131,NA,525931,NA,"Charter","CCI",0,50.1,66.7
"3112",1,2006,7,10,34,13,NA,NA,"","F",110,NA,525931,NA,"Charter","CCI",0,28.5,37.9
"3113",1,2006,7,10,34,14,NA,NA,"","F",83,NA,525931,NA,"Charter","CCI",0,11.4,15.2
"3114",1,2006,7,10,34,15,NA,NA,"","F",77,NA,525931,NA,"Charter","CCI",0,9,11.9
"3115",1,2006,7,10,34,16,NA,NA,"","F",73,NA,525931,NA,"Charter","CCI",0,7.5,10
"3116",1,2006,7,10,34,17,NA,NA,"","F",83,NA,525931,NA,"Charter","CCI",0,11.4,15.2
"3117",1,2006,7,10,34,18,NA,NA,"","M",72,NA,525931,NA,"Charter","CCI",0,7.2,9.6
"3118",1,2006,7,10,34,19,NA,NA,"","F",76,NA,525931,NA,"Charter","CCI",0,8.6,11.4
"3119",1,2006,7,10,34,20,NA,NA,"","F",74,NA,525931,NA,"Charter","CCI",0,7.9,10.5
"3120",1,2006,7,10,34,21,NA,NA,"","F",87,NA,525931,NA,"Charter","CCI",0,13.3,17.7
"3121",1,2006,7,10,34,22,NA,10,"","F",81,NA,525931,NA,"Charter","CCI",0,10.6,14
"3122",1,2006,7,10,34,23,NA,13,"","F",87,NA,525931,NA,"Charter","CCI",0,13.3,17.7
"3123",1,2006,7,10,34,24,NA,7,"","F",82,NA,525931,NA,"Charter","CCI",0,11,14.6
"3124",1,2006,7,10,34,25,NA,NA,"","F",73,NA,525931,NA,"Charter","CCI",0,7.5,10
"3125",1,2006,7,10,34,26,NA,7,"","F",72,NA,525931,NA,"Charter","CCI",0,7.2,9.6
"3126",1,2006,7,10,34,27,NA,NA,"","F",80,NA,525931,NA,"Charter","CCI",0,10.1,13.5
"3127",1,2006,7,10,34,28,NA,NA,"","F",118,NA,525931,NA,"Charter","CCI",0,35.7,47.5
"3128",1,2006,7,10,34,29,NA,NA,"","F",86,NA,525931,NA,"Charter","CCI",0,12.8,17.1
"3129",1,2006,7,10,34,30,NA,9,"","F",102,NA,525931,NA,"Charter","CCI",0,22.3,29.6
"3130",1,2006,7,10,35,1,NA,7,"","F",73,NA,525931,NA,"Charter","CCI",0,7.5,10
"3131",1,2006,7,10,35,2,NA,NA,"","F",77,NA,525931,NA,"Charter","CCI",0,9,11.9
"3132",1,2006,7,10,35,3,NA,NA,"","F",88,NA,525931,NA,"Charter","CCI",0,13.8,18.4
"3133",1,2006,7,10,35,4,NA,NA,"","F",97,NA,525931,NA,"Charter","CCI",0,18.9,25.2
"3134",1,2006,7,10,35,5,NA,7,"","F",80,NA,525931,NA,"Charter","CCI",0,10.1,13.5
"3135",1,2006,7,10,35,6,NA,NA,"I","F",89,NA,525931,NA,"Charter","CCI",0,14.3,19.1
"3136",1,2006,7,10,35,7,NA,NA,"","M",92,NA,525931,NA,"Charter","CCI",0,16,21.2
"3137",1,2006,7,10,35,8,NA,NA,"","M",76,NA,525931,NA,"Charter","CCI",0,8.6,11.4
"3138",1,2006,7,10,35,9,NA,NA,"","F",79,NA,525931,NA,"Charter","CCI",0,9.7,13
"3139",1,2006,7,10,35,10,NA,NA,"","F",74,NA,525931,NA,"Charter","CCI",0,7.9,10.5
"3140",1,2006,7,10,35,11,NA,NA,"","F",94,NA,525931,NA,"Charter","CCI",0,17.1,22.7
"3141",1,2006,7,10,35,12,NA,7,"","F",74,NA,525931,NA,"Charter","CCI",0,7.9,10.5
"3142",1,2006,7,10,35,13,NA,NA,"","F",76,NA,525931,NA,"Charter","CCI",0,8.6,11.4
"3143",1,2006,7,10,35,14,NA,NA,"","M",88,NA,525931,NA,"Charter","CCI",0,13.8,18.4
"3144",1,2006,7,10,35,15,NA,9,"","M",69,NA,525931,NA,"Charter","CCI",0,6.3,8.4
"3145",1,2006,7,10,35,16,NA,9,"","F",79,NA,525931,NA,"Charter","CCI",0,9.7,13
"3146",1,2006,7,10,35,17,NA,NA,"","F",85,NA,525931,NA,"Charter","CCI",0,12.3,16.4
"3147",1,2006,7,10,35,18,NA,11,"","M",89,NA,525931,NA,"Charter","CCI",0,14.3,19.1
"3148",1,2006,7,10,35,19,NA,NA,"","F",74,NA,525931,NA,"Charter","CCI",0,7.9,10.5
"3149",1,2006,7,13,36,1,NA,NA,"","M",83,NA,525931,NA,"Private","CCI",0,11.4,15.2
"3150",1,2006,7,13,36,2,NA,8,"","F",80,NA,525931,NA,"Private","CCI",0,10.1,13.5
"3151",1,2006,7,13,36,3,NA,NA,"","F",88,NA,525931,NA,"Private","CCI",0,13.8,18.4
"3152",1,2006,7,13,36,4,NA,7,"","F",79,NA,525931,NA,"Private","CCI",0,9.7,13
"3153",1,2006,7,13,36,5,NA,NA,"","F",85,NA,525931,NA,"Private","CCI",0,12.3,16.4
"3154",1,2006,7,13,36,6,NA,8,"","F",78,NA,525931,NA,"Private","CCI",0,9.3,12.4
"3155",1,2006,7,13,36,7,NA,6,"","F",73,NA,525931,NA,"Charter","CCI",0,7.5,10
"3156",1,2006,7,13,36,8,NA,NA,"","F",102,NA,525931,NA,"Charter","CCI",0,22.3,29.6
"3157",1,2006,7,13,36,9,NA,7,"","F",76,NA,525931,NA,"Charter","CCI",0,8.6,11.4
"3158",1,2006,7,13,36,10,NA,NA,"","F",76,NA,525931,NA,"Charter","CCI",0,8.6,11.4
"3159",1,2006,7,13,36,11,NA,NA,"","F",101,NA,525931,NA,"Charter","CCI",0,21.6,28.7
"3160",1,2006,7,13,36,12,NA,NA,"","F",86,NA,525931,NA,"Charter","CCI",0,12.8,17.1
"3161",1,2006,7,13,36,13,NA,NA,"","F",92,NA,525931,NA,"Charter","CCI",0,16,21.2
"3162",1,2006,7,13,36,14,NA,NA,"","F",83,NA,525931,NA,"Charter","CCI",0,11.4,15.2
"3163",1,2006,7,13,36,15,NA,NA,"","F",91,NA,525931,NA,"Charter","CCI",0,15.4,20.5
"3164",1,2006,7,13,36,16,NA,8,"","F",81,NA,525931,NA,"Charter","CCI",0,10.6,14
"3165",1,2006,7,13,36,17,NA,NA,"","F",87,NA,525931,NA,"Charter","CCI",0,13.3,17.7
"3166",1,2006,7,13,36,18,NA,NA,"","F",82,NA,525931,NA,"Charter","CCI",0,11,14.6
"3167",1,2006,7,13,36,19,NA,7,"","F",71,NA,525931,NA,"Charter","CCI",0,6.9,9.2
"3168",1,2006,7,13,36,20,NA,8,"","F",84,NA,525931,NA,"Charter","CCI",0,11.9,15.8
"3169",1,2006,7,13,36,21,NA,8,"","F",71,NA,525931,NA,"Charter","CCI",0,6.9,9.2
"3170",1,2006,7,13,36,22,NA,NA,"","F",89,NA,525931,NA,"Charter","CCI",0,14.3,19.1
"3171",1,2006,7,13,36,23,NA,7,"","F",73,NA,525931,NA,"Charter","CCI",0,7.5,10
"3172",1,2006,7,13,36,24,NA,NA,"","F",88,NA,525931,NA,"Charter","CCI",0,13.8,18.4
"3173",1,2006,7,13,36,25,NA,NA,"","F",85,NA,525931,NA,"Charter","CCI",0,12.3,16.4
"3174",1,2006,7,13,36,26,NA,NA,"","F",80,NA,525931,NA,"Charter","CCI",0,10.1,13.5
"3175",1,2006,7,13,36,27,NA,8,"","F",88,NA,525931,NA,"Charter","CCI",0,13.8,18.4
"3176",1,2006,7,13,36,28,NA,7,"","F",85,NA,525931,NA,"Charter","CCI",0,12.3,16.4
"3177",1,2006,7,13,36,29,NA,NA,"","F",90,NA,525931,NA,"Charter","CCI",0,14.9,19.8
"3178",1,2006,7,13,36,30,NA,8,"","F",82,NA,525931,NA,"Charter","CCI",0,11,14.6
"3179",1,2006,7,13,37,1,NA,NA,"","F",85,NA,525931,NA,"Charter","CCI",0,12.3,16.4
"3180",1,2006,7,13,37,2,NA,8,"","F",76,NA,525931,NA,"Charter","CCI",0,8.6,11.4
"3181",1,2006,7,13,37,3,NA,11,"","F",90,NA,525931,NA,"Charter","CCI",0,14.9,19.8
"3182",1,2006,7,13,37,4,NA,NA,"","F",84,NA,525931,NA,"Charter","CCI",0,11.9,15.8
"3183",1,2006,7,13,37,5,NA,NA,"","M",82,NA,525931,NA,"Charter","CCI",0,11,14.6
"3184",1,2006,7,13,37,6,NA,NA,"","F",86,NA,525931,NA,"Charter","CCI",0,12.8,17.1
"3185",1,2006,7,13,37,7,NA,7,"","F",87,NA,525931,NA,"Charter","CCI",0,13.3,17.7
"3186",1,2006,7,13,37,8,NA,9,"","F",84,NA,525931,NA,"Charter","CCI",0,11.9,15.8
"3187",1,2006,7,13,37,9,NA,NA,"","M",73,NA,525931,NA,"Charter","CCI",0,7.5,10
"3188",1,2006,7,13,37,10,NA,NA,"","F",81,NA,525931,NA,"Charter","CCI",0,10.6,14
"3189",1,2006,7,13,37,11,NA,NA,"","M",78,NA,525931,NA,"Charter","CCI",0,9.3,12.4
"3190",1,2006,7,13,37,12,NA,NA,"","M",80,NA,525931,NA,"Charter","CCI",0,10.1,13.5
"3191",1,2006,7,13,37,13,NA,9,"","F",75,NA,525931,NA,"Charter","CCI",0,8.2,10.9
"3192",1,2006,7,13,37,14,NA,NA,"","F",80,NA,525931,NA,"Charter","CCI",0,10.1,13.5
"3193",1,2006,7,13,37,15,NA,NA,"","F",84,NA,525931,NA,"Charter","CCI",0,11.9,15.8
"3194",1,2006,7,13,37,16,NA,NA,"","F",89,NA,525931,NA,"Charter","CCI",0,14.3,19.1
"3195",1,2006,7,13,37,17,NA,NA,"","F",77,NA,525931,NA,"Charter","CCI",0,9,11.9
"3196",1,2006,7,13,37,18,NA,NA,"","F",95,NA,525931,NA,"Charter","CCI",0,17.7,23.5
"3197",1,2006,7,13,37,19,NA,9,"","F",94,NA,525931,NA,"Charter","CCI",0,17.1,22.7
"3198",1,2006,7,13,37,20,NA,NA,"","F",73,NA,525931,NA,"Charter","CCI",0,7.5,10
"3199",1,2006,7,13,37,21,NA,NA,"","F",82,NA,525931,NA,"Charter","CCI",0,11,14.6
"3200",1,2006,7,13,37,22,NA,NA,"","F",94,NA,525931,NA,"Charter","CCI",0,17.1,22.7
"3201",1,2006,7,13,37,23,NA,NA,"","F",89,NA,525931,NA,"Charter","CCI",0,14.3,19.1
"3202",1,2006,7,13,37,24,NA,11,"","F",90,NA,525931,NA,"Charter","CCI",0,14.9,19.8
"3203",1,2006,7,13,37,25,NA,7,"","F",83,NA,525931,NA,"Charter","CCI",0,11.4,15.2
"3204",1,2006,7,16,38,1,NA,7,"","F",72,NA,516001,NA,"Private","CCI",0,7.2,9.6
"3205",1,2006,7,16,38,2,NA,NA,"","F",84,NA,525931,NA,"Charter","CCI",0,11.9,15.8
"3206",1,2006,7,16,38,3,NA,NA,"","F",87,NA,525931,NA,"Charter","CCI",0,13.3,17.7
"3207",1,2006,7,16,38,4,NA,NA,"","F",87,NA,525931,NA,"Charter","CCI",0,13.3,17.7
"3208",1,2006,7,16,38,5,NA,NA,"","F",75,NA,525931,NA,"Charter","CCI",0,8.2,10.9
"3209",1,2006,7,16,38,6,NA,8,"","F",83,NA,525931,NA,"Charter","CCI",0,11.4,15.2
"3210",1,2006,7,16,38,7,NA,NA,"","F",82,NA,525931,NA,"Charter","CCI",0,11,14.6
"3211",1,2006,7,16,38,8,NA,NA,"","F",93,NA,525931,NA,"Charter","CCI",0,16.5,22
"3212",1,2006,7,16,38,9,NA,NA,"","F",126,NA,525931,NA,"Charter","CCI",0,44.2,58.8
"3213",1,2006,7,16,38,10,NA,NA,"","F",77,NA,525931,NA,"Charter","CCI",0,9,11.9
"3214",1,2006,7,16,38,11,NA,NA,"","F",87,NA,525931,NA,"Charter","CCI",0,13.3,17.7
"3215",1,2006,7,16,38,12,NA,7,"","F",78,NA,525931,NA,"Charter","CCI",0,9.3,12.4
"3216",1,2006,7,16,38,13,NA,NA,"","M",79,NA,525931,NA,"Charter","CCI",0,9.7,13
"3217",1,2006,7,16,38,14,NA,8,"","F",83,NA,525931,NA,"Charter","CCI",0,11.4,15.2
"3218",1,2006,7,16,38,15,NA,NA,"I","F",81,NA,525931,NA,"Charter","CCI",0,10.6,14
"3219",1,2006,7,16,38,16,NA,NA,"","F",86,NA,525931,NA,"Charter","CCI",0,12.8,17.1
"3220",1,2006,7,16,38,17,NA,NA,"","F",81,NA,525931,NA,"Charter","CCI",0,10.6,14
"3221",1,2006,7,16,38,18,NA,9,"","F",87,NA,525931,NA,"Charter","CCI",0,13.3,17.7
"3222",1,2006,7,16,38,19,NA,8,"","F",84,NA,525931,NA,"Charter","CCI",0,11.9,15.8
"3223",1,2006,7,16,38,20,NA,NA,"","F",97,NA,525931,NA,"Charter","CCI",0,18.9,25.2
"3224",1,2006,7,16,38,21,NA,NA,"","F",76,NA,525931,NA,"Charter","CCI",0,8.6,11.4
"3225",1,2006,7,16,38,22,NA,8,"","F",78,NA,525931,NA,"Charter","CCI",0,9.3,12.4
"3226",1,2006,7,16,38,23,NA,NA,"","F",77,NA,525931,NA,"Charter","CCI",0,9,11.9
"3227",1,2006,7,16,38,24,NA,7,"","F",75,NA,525931,NA,"Charter","CCI",0,8.2,10.9
"3228",1,2006,7,16,38,25,NA,NA,"","F",79,NA,525931,NA,"Charter","CCI",0,9.7,13
"3229",1,2006,7,16,38,26,NA,12,"","M",84,NA,525931,NA,"Charter","CCI",0,11.9,15.8
"3230",1,2006,7,16,38,27,NA,7,"","F",79,NA,525931,NA,"Charter","CCI",0,9.7,13
