"","SUB","YEAR","MONTH","DAY","PAGE","AGECONF","LINE","AGE","AGEERR","SEX","LENGTH","OBSWT","STATAREA","USER","PORT","CAS","NETWT","RNDWT"
"3042",NA,2000,9,4,61,NA,13,NA,"","F",99,NA,525931,"HomCPort","Homer",0,20.2,26.9
"3043",NA,2000,9,4,61,NA,14,NA,"","F",82,NA,525931,"HomCPort","Homer",0,11,14.6
"3044",NA,2000,9,4,61,NA,15,NA,"","F",126,NA,525931,"HomCPort","Homer",0,44.2,58.8
"3045",NA,2000,9,4,61,NA,16,NA,"","F",87,NA,525931,"HomCPort","Homer",0,13.3,17.7
"3046",NA,2000,9,4,61,NA,17,11,"","F",83,NA,525931,"HomCPort","Homer",0,11.4,15.2
"3047",NA,2000,9,4,61,NA,18,12,"","F",107,NA,525931,"HomCPort","Homer",0,26,34.6
"3048",NA,2000,9,4,61,NA,19,14,"","F",105,NA,525931,"HomCPort","Homer",0,24.5,32.6
"3049",NA,2000,9,4,61,NA,20,NA,"","F",101,NA,525931,"HomCPort","Homer",0,21.6,28.7
"3050",NA,2000,9,4,61,NA,21,NA,"","F",117,NA,525931,"HomCPort","Homer",0,34.8,46.2
"3051",NA,2000,9,4,61,NA,22,NA,"","F",85,NA,525931,"HomCPort","Homer",0,12.3,16.4
"3052",NA,2000,9,6,62,NA,1,12,"","M",81,NA,525902,"HomCPort","Homer",0,10.6,14
"3053",NA,2000,9,6,62,NA,2,NA,"","M",79,NA,525902,"HomCPort","Homer",0,9.7,13
"3054",NA,2000,9,6,62,NA,3,NA,"","F",84,NA,525902,"HomCPort","Homer",0,11.9,15.8
"3055",NA,2000,9,6,62,NA,4,NA,"","M",77,NA,525902,"HomCPort","Homer",0,9,11.9
"3056",NA,2000,9,6,62,NA,5,NA,"","F",92,NA,525902,"HomCPort","Homer",0,16,21.2
"3057",NA,2000,9,6,62,NA,6,12,"","F",89,NA,525902,"HomCPort","Homer",0,14.3,19.1
"3058",NA,2000,9,6,62,NA,7,NA,"","F",87,NA,525902,"HomCPort","Homer",0,13.3,17.7
"3059",NA,2000,9,6,62,NA,8,NA,"","F",120,NA,525902,"HomCPort","Homer",0,37.7,50.2
"3060",NA,2000,9,6,62,NA,9,NA,"","M",78,NA,525902,"HomCPort","Homer",0,9.3,12.4
"3061",NA,2000,9,6,62,NA,10,NA,"","M",87,NA,525902,"HomCPort","Homer",0,13.3,17.7
"3062",NA,2000,9,6,62,NA,11,NA,"","F",91,NA,525902,"HomCPort","Homer",0,15.4,20.5
"3063",NA,2000,9,6,62,NA,12,NA,"","F",76,NA,525902,"HomCPort","Homer",0,8.6,11.4
"3064",NA,2000,9,9,63,NA,1,NA,"","F",66,NA,515937,"Private","Homer",0,5.4,7.2
"3065",NA,2000,9,9,63,NA,2,9,"","F",103,NA,515937,"Private","Homer",0,23,30.6
"3066",NA,2000,9,9,63,NA,3,NA,"","F",74,NA,515937,"Private","Homer",0,7.9,10.5
"3067",NA,2000,9,9,63,NA,4,8,"","F",73,NA,515937,"Private","Homer",0,7.5,10
"3068",NA,2000,9,9,63,NA,5,NA,"","F",76,NA,515937,"Private","Homer",0,8.6,11.4
"3069",NA,2000,9,9,63,NA,6,7,"","F",84,NA,515937,"Private","Homer",0,11.9,15.8
"3070",NA,2000,9,9,63,NA,7,14,"","F",148,NA,515936,"Private","Homer",0,74.4,99
"3071",NA,2000,9,9,63,NA,8,13,"","F",104,NA,515936,"Private","Homer",0,23.7,31.6
"3072",NA,2000,9,9,63,NA,9,6,"","F",73,NA,515936,"Private","Homer",0,7.5,10
"3073",NA,2000,9,9,63,NA,10,6,"","F",73,NA,515936,"Private","Homer",0,7.5,10
"3074",NA,2000,9,9,63,NA,11,NA,"","F",127,NA,515936,"Private","Homer",0,45.3,60.3
"3075",NA,2000,9,9,63,NA,12,6,"","F",71,NA,525931,"HomCPort","Homer",0,6.9,9.2
"3076",NA,2000,9,9,63,NA,13,8,"","F",76,NA,525931,"HomCPort","Homer",0,8.6,11.4
"3077",NA,2000,9,9,63,NA,14,NA,"","F",74,NA,525931,"HomCPort","Homer",0,7.9,10.5
"3078",NA,2000,9,9,63,NA,15,NA,"","F",103,NA,525931,"HomCPort","Homer",0,23,30.6
"3079",NA,2000,9,9,63,NA,16,8,"","F",73,NA,525931,"HomCPort","Homer",0,7.5,10
"3080",NA,2000,9,9,63,NA,17,5,"","F",70,NA,525931,"HomCPort","Homer",0,6.6,8.8
"3081",NA,2000,9,9,63,NA,18,NA,"","F",62,NA,525931,"HomCPort","Homer",0,4.4,5.9
"3082",NA,2000,9,9,63,NA,19,NA,"","M",58,NA,525931,"HomCPort","Homer",0,3.6,4.8
"3083",NA,2000,9,9,63,NA,20,6,"","F",84,NA,525931,"HomCPort","Homer",0,11.9,15.8
"3084",NA,2000,9,9,63,NA,21,10,"","F",99,NA,525931,"HomCPort","Homer",0,20.2,26.9
"3085",NA,2000,5,25,1,NA,1,NA,"","F",123,NA,485933,"Charter","Seward",0,40.9,54.4
"3086",NA,2000,5,25,1,NA,2,NA,"","M",88,NA,485933,"Charter","Seward",0,13.8,18.4
"3087",NA,2000,5,25,1,NA,3,10,"","M",95,NA,485933,"Charter","Seward",0,17.7,23.5
"3088",NA,2000,5,25,1,NA,4,11,"","M",NA,NA,485933,"Charter","Seward",0,NA,NA
"3089",NA,2000,5,25,1,NA,5,12,"","M",88,NA,485933,"Charter","Seward",0,13.8,18.4
"3090",NA,2000,5,25,1,NA,6,12,"","M",96,NA,485933,"Charter","Seward",0,18.3,24.4
"3091",NA,2000,5,25,1,NA,7,8,"","",82,NA,485933,"Charter","Seward",0,11,14.6
"3092",NA,2000,5,25,1,NA,8,17,"","M",81,NA,485933,"Charter","Seward",0,10.6,14
"3093",NA,2000,5,25,1,NA,9,NA,"","M",81,NA,485933,"Charter","Seward",0,10.6,14
"3094",NA,2000,5,25,1,NA,10,NA,"","M",79,NA,485933,"Charter","Seward",0,9.7,13
"3095",NA,2000,5,25,1,NA,11,11,"","F",84,NA,485933,"Charter","Seward",0,11.9,15.8
"3096",NA,2000,5,25,1,NA,12,11,"","F",88,NA,495938,"Charter","Seward",0,13.8,18.4
"3097",NA,2000,5,25,1,NA,13,12,"","F",108,NA,495938,"Charter","Seward",0,26.8,35.7
"3098",NA,2000,5,25,1,NA,14,NA,"","M",101,NA,495938,"Charter","Seward",0,21.6,28.7
"3099",NA,2000,5,25,1,NA,15,11,"","M",88,NA,495938,"Charter","Seward",0,13.8,18.4
"3100",NA,2000,5,25,1,NA,16,NA,"","M",100,NA,495938,"Charter","Seward",0,20.9,27.8
"3101",NA,2000,5,25,1,NA,17,NA,"","F",116,NA,495938,"Charter","Seward",0,33.8,45
"3102",NA,2000,5,25,1,NA,18,7,"","F",86,NA,485933,"Charter","Seward",0,12.8,17.1
"3103",NA,2000,5,25,1,NA,19,NA,"","F",104,NA,485932,"Charter","Seward",0,23.7,31.6
"3104",NA,2000,5,25,1,NA,20,11,"","M",82,NA,485932,"Charter","Seward",0,11,14.6
"3105",NA,2000,5,25,1,NA,21,NA,"","M",81,NA,485932,"Charter","Seward",0,10.6,14
"3106",NA,2000,5,25,1,NA,22,16,"","M",93,NA,485932,"Charter","Seward",0,16.5,22
"3107",NA,2000,5,25,1,NA,23,NA,"","F",92,NA,485932,"Charter","Seward",0,16,21.2
"3108",NA,2000,5,25,1,NA,24,NA,"","M",83,NA,485932,"Charter","Seward",0,11.4,15.2
"3109",NA,2000,5,25,1,NA,25,NA,"","F",84,NA,485932,"Charter","Seward",0,11.9,15.8
"3110",NA,2000,5,25,1,NA,26,NA,"","M",83,NA,485932,"Charter","Seward",0,11.4,15.2
"3111",NA,2000,5,25,1,NA,27,9,"","F",77,NA,485932,"Charter","Seward",0,9,11.9
"3112",NA,2000,5,25,1,NA,28,13,"","M",97,NA,485932,"Charter","Seward",0,18.9,25.2
"3113",NA,2000,5,26,2,NA,1,12,"","F",121,NA,495938,"Private","Seward",0,38.8,51.6
"3114",NA,2000,5,26,2,NA,2,11,"","F",128,NA,495938,"Private","Seward",0,46.5,61.9
"3115",NA,2000,5,26,2,NA,3,9,"","M",79,NA,495938,"SewMilC","Seward",0,9.7,13
"3116",NA,2000,5,26,2,NA,4,14,"","M",89,NA,495938,"Charter","Seward",0,14.3,19.1
"3117",NA,2000,5,26,2,NA,5,10,"","F",110,NA,495938,"Charter","Seward",0,28.5,37.9
"3118",NA,2000,5,26,2,NA,6,NA,"","M",77,NA,485932,"Charter","Seward",0,9,11.9
"3119",NA,2000,5,26,2,NA,7,NA,"","F",67,NA,485932,"Charter","Seward",0,5.7,7.6
"3120",NA,2000,5,26,2,NA,8,11,"","M",86,NA,485932,"Charter","Seward",0,12.8,17.1
"3121",NA,2000,5,26,2,NA,9,13,"","M",80,NA,485932,"Charter","Seward",0,10.1,13.5
"3122",NA,2000,5,26,2,NA,10,12,"","M",88,NA,485932,"Charter","Seward",0,13.8,18.4
"3123",NA,2000,5,26,2,NA,11,NA,"","F",92,NA,485932,"Charter","Seward",0,16,21.2
"3124",NA,2000,5,26,2,NA,12,20,"","M",90,NA,485932,"Charter","Seward",0,14.9,19.8
"3125",NA,2000,5,26,2,NA,13,10,"","F",85,NA,485932,"Charter","Seward",0,12.3,16.4
"3126",NA,2000,5,26,2,NA,14,NA,"","M",90,NA,495932,"Charter","Seward",0,14.9,19.8
"3127",NA,2000,5,26,2,NA,15,NA,"","F",84,NA,495932,"Charter","Seward",0,11.9,15.8
"3128",NA,2000,5,26,2,NA,16,NA,"","M",93,NA,495932,"Charter","Seward",0,16.5,22
"3129",NA,2000,5,26,2,NA,17,10,"","F",96,NA,495932,"Charter","Seward",0,18.3,24.4
"3130",NA,2000,5,26,2,NA,18,11,"","M",79,NA,495932,"Charter","Seward",0,9.7,13
"3131",NA,2000,5,26,2,NA,19,16,"","M",95,NA,495932,"Charter","Seward",0,17.7,23.5
"3132",NA,2000,5,26,2,NA,20,NA,"I","F",92,NA,495932,"Charter","Seward",0,16,21.2
"3133",NA,2000,5,26,2,NA,21,11,"","F",91,NA,495932,"Charter","Seward",0,15.4,20.5
"3134",NA,2000,5,26,2,NA,22,NA,"","F",79,NA,495932,"Charter","Seward",0,9.7,13
"3135",NA,2000,5,26,2,NA,23,11,"","M",88,NA,495932,"Charter","Seward",0,13.8,18.4
"3136",NA,2000,5,26,2,NA,24,NA,"","F",88,NA,495932,"Charter","Seward",0,13.8,18.4
"3137",NA,2000,5,26,2,NA,25,19,"","M",107,NA,495932,"Charter","Seward",0,26,34.6
"3138",NA,2000,5,28,3,NA,1,11,"","F",150,NA,485935,"Private","Seward",0,77.8,103.4
"3139",NA,2000,5,28,3,NA,2,8,"","F",97,NA,485935,"Private","Seward",0,18.9,25.2
"3140",NA,2000,5,28,3,NA,3,12,"","F",115,NA,485935,"Private","Seward",0,32.9,43.7
"3141",NA,2000,5,28,3,NA,4,14,"","F",167,NA,485935,"Private","Seward",0,110.1,146.4
"3142",NA,2000,5,28,3,NA,5,9,"","F",99,NA,485935,"Private","Seward",0,20.2,26.9
"3143",NA,2000,5,28,3,NA,6,21,"","F",138,NA,485935,"Private","Seward",0,59.3,78.9
"3144",NA,2000,5,28,3,NA,7,12,"","F",110,NA,485935,"Private","Seward",0,28.5,37.9
"3145",NA,2000,5,28,3,NA,8,NA,"I","M",77,NA,485935,"Private","Seward",0,9,11.9
"3146",NA,2000,5,28,3,NA,9,6,"","F",76,NA,485935,"Private","Seward",0,8.6,11.4
"3147",NA,2000,5,28,3,NA,10,10,"","F",98,NA,485935,"Private","Seward",0,19.6,26
"3148",NA,2000,5,28,3,NA,11,18,"","",92,NA,485935,"Private","Seward",0,16,21.2
"3149",NA,2000,5,28,3,NA,12,11,"","M",84,NA,485935,"Private","Seward",0,11.9,15.8
"3150",NA,2000,5,28,3,NA,13,9,"","F",81,NA,485935,"Private","Seward",0,10.6,14
"3151",NA,2000,5,28,3,NA,14,NA,"I","F",92,NA,485935,"Private","Seward",0,16,21.2
"3152",NA,2000,5,28,3,NA,15,10,"","M",81,NA,485935,"Private","Seward",0,10.6,14
"3153",NA,2000,5,28,3,NA,16,22,"","M",90,NA,495938,"Private","Seward",0,14.9,19.8
"3154",NA,2000,5,28,3,NA,17,NA,"","M",72,NA,495938,"Private","Seward",0,7.2,9.6
"3155",NA,2000,5,28,3,NA,18,NA,"","F",94,NA,485932,"SewMilC","Seward",0,17.1,22.7
"3156",NA,2000,5,28,3,NA,19,12,"","M",92,NA,485932,"SewMilC","Seward",0,16,21.2
"3157",NA,2000,5,28,3,NA,20,11,"","F",86,NA,485932,"SewMilC","Seward",0,12.8,17.1
"3158",NA,2000,5,28,3,NA,21,16,"","M",82,NA,475934,"SewMilC","Seward",0,11,14.6
"3159",NA,2000,5,28,3,NA,22,NA,"","F",86,NA,475934,"SewMilC","Seward",0,12.8,17.1
"3160",NA,2000,5,28,3,NA,23,18,"","F",136,NA,475934,"SewMilC","Seward",0,56.6,75.3
"3161",NA,2000,5,28,3,NA,24,NA,"","F",70,NA,475934,"SewMilC","Seward",0,6.6,8.8
"3162",NA,2000,5,28,3,NA,25,11,"","M",74,NA,475934,"SewMilC","Seward",0,7.9,10.5
"3163",NA,2000,5,28,3,NA,26,8,"","M",72,NA,475934,"SewMilC","Seward",0,7.2,9.6
"3164",NA,2000,5,28,3,NA,27,13,"","M",84,NA,475934,"SewMilC","Seward",0,11.9,15.8
"3165",NA,2000,5,28,3,NA,28,10,"","M",70,NA,475934,"SewMilC","Seward",0,6.6,8.8
"3166",NA,2000,5,28,3,NA,29,NA,"","",NA,NA,475934,"SewMilC","Seward",0,NA,NA
"3167",NA,2000,5,28,4,NA,1,NA,"","F",122,NA,475934,"Charter","Seward",0,39.8,52.9
"3168",NA,2000,5,28,4,NA,2,7,"","F",76,NA,475934,"Charter","Seward",0,8.6,11.4
"3169",NA,2000,5,28,4,NA,3,NA,"","F",117,NA,475934,"Charter","Seward",0,34.8,46.2
"3170",NA,2000,5,28,4,NA,4,NA,"","F",122,NA,475934,"Charter","Seward",0,39.8,52.9
"3171",NA,2000,5,28,4,NA,5,14,"","F",135,NA,475934,"Charter","Seward",0,55.3,73.5
"3172",NA,2000,5,28,4,NA,6,NA,"","F",117,NA,485931,"Charter","Seward",0,34.8,46.2
"3173",NA,2000,5,28,4,NA,7,NA,"","F",81,NA,485931,"Charter","Seward",0,10.6,14
"3174",NA,2000,5,28,4,NA,8,12,"","M",78,NA,485931,"Charter","Seward",0,9.3,12.4
"3175",NA,2000,5,28,4,NA,9,NA,"","M",71,NA,485931,"Charter","Seward",0,6.9,9.2
"3176",NA,2000,5,28,4,NA,10,9,"","F",78,NA,485931,"Charter","Seward",0,9.3,12.4
"3177",NA,2000,5,28,4,NA,11,12,"","F",77,NA,485931,"Charter","Seward",0,9,11.9
"3178",NA,2000,5,28,4,NA,12,10,"","F",69,NA,485931,"Charter","Seward",0,6.3,8.4
"3179",NA,2000,5,28,4,NA,13,10,"","M",73,NA,485931,"Charter","Seward",0,7.5,10
"3180",NA,2000,5,28,4,NA,14,14,"","M",73,NA,485931,"Charter","Seward",0,7.5,10
"3181",NA,2000,5,28,4,NA,15,NA,"","M",73,NA,495931,"Charter","Seward",0,7.5,10
"3182",NA,2000,5,28,4,NA,16,14,"","M",75,NA,495931,"Charter","Seward",0,8.2,10.9
"3183",NA,2000,5,28,4,NA,17,13,"","F",127,NA,495931,"Charter","Seward",0,45.3,60.3
"3184",NA,2000,5,28,4,NA,18,NA,"","F",79,NA,495931,"Charter","Seward",0,9.7,13
"3185",NA,2000,5,28,4,NA,19,22,"","M",78,NA,495931,"Charter","Seward",0,9.3,12.4
"3186",NA,2000,5,28,4,NA,20,10,"","F",72,NA,495931,"Charter","Seward",0,7.2,9.6
"3187",NA,2000,5,28,4,NA,21,12,"","F",88,NA,495931,"Charter","Seward",0,13.8,18.4
"3188",NA,2000,5,28,4,NA,22,NA,"","M",72,NA,495931,"Charter","Seward",0,7.2,9.6
"3189",NA,2000,5,28,4,NA,23,NA,"","M",77,NA,495931,"Charter","Seward",0,9,11.9
"3190",NA,2000,5,28,4,NA,24,NA,"","M",80,NA,495931,"Charter","Seward",0,10.1,13.5
"3191",NA,2000,5,28,4,NA,25,NA,"","F",82,NA,495931,"Charter","Seward",0,11,14.6
"3192",NA,2000,5,28,4,NA,26,24,"","M",97,NA,495931,"Charter","Seward",0,18.9,25.2
"3193",NA,2000,5,28,4,NA,27,NA,"","M",76,NA,495931,"Charter","Seward",0,8.6,11.4
"3194",NA,2000,5,28,4,NA,28,NA,"","F",150,NA,495938,"Charter","Seward",0,77.8,103.4
"3195",NA,2000,5,28,4,NA,29,14,"","F",99,NA,495938,"Charter","Seward",0,20.2,26.9
"3196",NA,2000,5,29,5,NA,1,8,"","F",95,NA,485932,"Charter","Seward",0,17.7,23.5
"3197",NA,2000,5,29,5,NA,2,9,"","F",92,NA,485932,"Charter","Seward",0,16,21.2
"3198",NA,2000,5,29,5,NA,3,14,"","F",118,NA,485932,"Charter","Seward",0,35.7,47.5
"3199",NA,2000,5,29,5,NA,4,9,"","F",89,NA,485932,"Charter","Seward",0,14.3,19.1
"3200",NA,2000,5,29,5,NA,5,12,"","F",99,NA,485932,"Charter","Seward",0,20.2,26.9
"3201",NA,2000,5,29,5,NA,6,NA,"","F",107,NA,485932,"Charter","Seward",0,26,34.6
"3202",NA,2000,5,29,5,NA,7,13,"","F",119,NA,485932,"Charter","Seward",0,36.7,48.8
"3203",NA,2000,5,29,5,NA,8,11,"","F",81,NA,485933,"Private","Seward",0,10.6,14
"3204",NA,2000,5,29,5,NA,9,13,"","F",135,NA,485933,"Private","Seward",0,55.3,73.5
"3205",NA,2000,5,29,5,NA,10,9,"","F",96,NA,485935,"Private","Seward",0,18.3,24.4
"3206",NA,2000,5,29,5,NA,11,14,"","F",129,NA,485935,"Private","Seward",0,47.7,63.4
"3207",NA,2000,5,29,5,NA,12,13,"","F",127,NA,485935,"Private","Seward",0,45.3,60.3
"3208",NA,2000,5,29,5,NA,13,12,"","F",87,NA,495938,"Private","Seward",0,13.3,17.7
"3209",NA,2000,5,29,5,NA,14,8,"","F",77,NA,495938,"Private","Seward",0,9,11.9
"3210",NA,2000,5,29,5,NA,15,12,"","M",70,NA,495938,"Private","Seward",0,6.6,8.8
"3211",NA,2000,5,29,5,NA,16,9,"","M",79,NA,495938,"Private","Seward",0,9.7,13
"3212",NA,2000,5,29,5,NA,17,7,"","F",83,NA,495938,"Private","Seward",0,11.4,15.2
"3213",NA,2000,5,29,5,NA,18,12,"","F",99,NA,495938,"Private","Seward",0,20.2,26.9
"3214",NA,2000,5,29,5,NA,19,7,"","F",74,NA,495938,"Private","Seward",0,7.9,10.5
"3215",NA,2000,5,29,5,NA,20,16,"","M",92,NA,495938,"Private","Seward",0,16,21.2
"3216",NA,2000,5,29,5,NA,21,7,"","F",69,NA,495938,"Private","Seward",0,6.3,8.4
"3217",NA,2000,5,29,5,NA,22,16,"","M",79,NA,495938,"Private","Seward",0,9.7,13
"3218",NA,2000,5,29,5,NA,23,5,"","M",65,NA,495938,"Private","Seward",0,5.2,6.9
"3219",NA,2000,5,29,5,NA,24,10,"","M",76,NA,495938,"Private","Seward",0,8.6,11.4
"3220",NA,2000,5,29,5,NA,25,6,"","F",67,NA,495938,"Private","Seward",0,5.7,7.6
"3221",NA,2000,5,29,5,NA,26,9,"","M",67,NA,495938,"Private","Seward",0,5.7,7.6
"3222",NA,2000,5,29,5,NA,27,NA,"I","F",65,NA,495938,"Private","Seward",0,5.2,6.9
"3223",NA,2000,5,29,5,NA,28,5,"","F",61,NA,495938,"Private","Seward",0,4.2,5.6
"3224",NA,2000,5,29,5,NA,29,7,"","F",68,NA,495938,"Private","Seward",0,6,8
"3225",NA,2000,5,29,5,NA,30,8,"","F",74,NA,495938,"Private","Seward",0,7.9,10.5
"3226",NA,2000,5,29,6,NA,1,6,"","F",69,NA,495938,"Private","Seward",0,6.3,8.4
"3227",NA,2000,5,29,6,NA,2,5,"","M",50,NA,495938,"Private","Seward",0,2.2,2.9
"3228",NA,2000,6,2,7,NA,1,NA,"","F",62,NA,495938,"SewMilC","Seward",0,4.4,5.9
"3229",NA,2000,6,2,7,NA,2,8,"","F",70,NA,495938,"SewMilC","Seward",0,6.6,8.8
"3230",NA,2000,6,2,7,NA,3,NA,"","F",149,NA,485935,"Charter","Seward",0,76.1,101.2
"3231",NA,2000,6,2,7,NA,4,NA,"","F",76,NA,485935,"Charter","Seward",0,8.6,11.4
"3232",NA,2000,6,4,8,NA,1,10,"","M",76,NA,485935,"Private","Seward",0,8.6,11.4
"3233",NA,2000,6,4,8,NA,2,6,"","M",60,NA,495938,"Private","Seward",0,4,5.3
"3234",NA,2000,6,4,8,NA,3,6,"","M",60,NA,495938,"Private","Seward",0,4,5.3
"3235",NA,2000,6,4,8,NA,4,9,"","F",62,NA,495938,"Private","Seward",0,4.4,5.9
"3236",NA,2000,6,4,8,NA,5,6,"","F",56,NA,495938,"Private","Seward",0,3.2,4.2
"3237",NA,2000,6,4,8,NA,6,5,"","F",57,NA,495938,"Private","Seward",0,3.4,4.5
"3238",NA,2000,6,4,8,NA,7,5,"","M",56,NA,495938,"Private","Seward",0,3.2,4.2
"3239",NA,2000,6,4,8,NA,8,18,"","M",81,NA,495932,"Private","Seward",0,10.6,14
"3240",NA,2000,6,4,8,NA,9,13,"","M",92,NA,485933,"Private","Seward",0,16,21.2
"3241",NA,2000,6,4,8,NA,10,14,"","F",117,NA,485933,"Private","Seward",0,34.8,46.2
"3242",NA,2000,6,4,8,NA,11,14,"","F",125,NA,485933,"Private","Seward",0,43.1,57.3
"3243",NA,2000,6,4,8,NA,12,13,"","F",120,NA,485935,"Private","Seward",0,37.7,50.2
"3244",NA,2000,6,4,8,NA,13,10,"","F",89,NA,485935,"Private","Seward",0,14.3,19.1
"3245",NA,2000,6,4,8,NA,14,19,"","M",78,NA,485935,"Private","Seward",0,9.3,12.4
"3246",NA,2000,6,4,8,NA,15,10,"","M",82,NA,485935,"Private","Seward",0,11,14.6
"3247",NA,2000,6,4,8,NA,16,12,"","M",83,NA,485935,"Private","Seward",0,11.4,15.2
"3248",NA,2000,6,4,8,NA,17,NA,"I","F",85,NA,485935,"Private","Seward",0,12.3,16.4
"3249",NA,2000,6,4,8,NA,18,11,"","M",77,NA,485935,"Private","Seward",0,9,11.9
"3250",NA,2000,6,4,8,NA,19,NA,"","F",123,NA,495934,"Charter","Seward",0,40.9,54.4
"3251",NA,2000,6,4,8,NA,20,NA,"","F",71,NA,495932,"Charter","Seward",0,6.9,9.2
"3252",NA,2000,6,4,8,NA,21,NA,"","M",82,NA,495932,"Charter","Seward",0,11,14.6
"3253",NA,2000,6,4,8,NA,22,NA,"","M",75,NA,495932,"Charter","Seward",0,8.2,10.9
"3254",NA,2000,6,4,8,NA,23,11,"","F",78,NA,495932,"Charter","Seward",0,9.3,12.4
"3255",NA,2000,6,4,8,NA,24,9,"","F",82,NA,495932,"Charter","Seward",0,11,14.6
"3256",NA,2000,6,4,8,NA,25,17,"","M",88,NA,495932,"Charter","Seward",0,13.8,18.4
"3257",NA,2000,6,4,8,NA,26,12,"","M",88,NA,495932,"Charter","Seward",0,13.8,18.4
"3258",NA,2000,6,4,8,NA,27,14,"","F",119,NA,495932,"Charter","Seward",0,36.7,48.8
"3259",NA,2000,6,4,8,NA,28,10,"","F",92,NA,495934,"Charter","Seward",0,16,21.2
"3260",NA,2000,6,4,8,NA,29,22,"","M",100,NA,495934,"Charter","Seward",0,20.9,27.8
"3261",NA,2000,6,5,9,NA,1,NA,"","F",95,NA,495901,"Charter","Seward",0,17.7,23.5
"3262",NA,2000,6,5,9,NA,2,NA,"","F",166,NA,495901,"Charter","Seward",0,108,143.6
"3263",NA,2000,6,5,9,NA,3,NA,"","F",137,NA,495901,"Charter","Seward",0,58,77.1
"3264",NA,2000,6,5,9,NA,4,9,"","F",157,NA,495901,"Charter","Seward",0,90.1,119.9
"3265",NA,2000,6,5,9,NA,5,NA,"","F",144,NA,495901,"Charter","Seward",0,68.1,90.6
"3266",NA,2000,6,5,9,NA,6,NA,"","F",103,NA,495901,"Charter","Seward",0,23,30.6
"3267",NA,2000,6,5,9,NA,7,14,"","F",124,NA,495901,"Charter","Seward",0,42,55.8
"3268",NA,2000,6,5,9,NA,8,NA,"","F",121,NA,495901,"Charter","Seward",0,38.8,51.6
"3269",NA,2000,6,5,9,NA,9,13,"","F",103,NA,495901,"Charter","Seward",0,23,30.6
"3270",NA,2000,6,5,9,NA,10,8,"","F",71,NA,495932,"Charter","Seward",0,6.9,9.2
"3271",NA,2000,6,5,9,NA,11,11,"","M",97,NA,495932,"Charter","Seward",0,18.9,25.2
"3272",NA,2000,6,5,9,NA,12,11,"","M",84,NA,495932,"Charter","Seward",0,11.9,15.8
"3273",NA,2000,6,5,9,NA,13,19,"","M",90,NA,495932,"Charter","Seward",0,14.9,19.8
"3274",NA,2000,6,5,9,NA,14,14,"","M",68,NA,495932,"Charter","Seward",0,6,8
"3275",NA,2000,6,5,9,NA,15,NA,"I","F",79,NA,495932,"Charter","Seward",0,9.7,13
"3276",NA,2000,6,5,9,NA,16,9,"","M",79,NA,495932,"Charter","Seward",0,9.7,13
"3277",NA,2000,6,5,9,NA,17,13,"","F",93,NA,495932,"Charter","Seward",0,16.5,22
"3278",NA,2000,6,5,9,NA,18,10,"","F",92,NA,495932,"Charter","Seward",0,16,21.2
"3279",NA,2000,6,5,9,NA,19,NA,"","F",95,NA,495932,"Charter","Seward",0,17.7,23.5
"3280",NA,2000,6,5,9,NA,20,NA,"","F",115,NA,495932,"Charter","Seward",0,32.9,43.7
"3281",NA,2000,6,5,9,NA,21,13,"","F",108,NA,495932,"Charter","Seward",0,26.8,35.7
"3282",NA,2000,6,5,9,NA,22,NA,"","M",86,NA,495932,"Charter","Seward",0,12.8,17.1
"3283",NA,2000,6,5,9,NA,23,14,"","F",98,NA,505907,"Charter","Seward",0,19.6,26
"3284",NA,2000,6,5,9,NA,24,NA,"","F",108,NA,505907,"Charter","Seward",0,26.8,35.7
"3285",NA,2000,6,5,9,NA,25,14,"","M",81,NA,505907,"Charter","Seward",0,10.6,14
"3286",NA,2000,6,5,9,NA,26,NA,"","F",97,NA,505907,"Charter","Seward",0,18.9,25.2
"3287",NA,2000,6,5,9,NA,27,14,"","F",88,NA,505907,"Charter","Seward",0,13.8,18.4
"3288",NA,2000,6,5,9,NA,28,NA,"","F",94,NA,505907,"Charter","Seward",0,17.1,22.7
"3289",NA,2000,6,5,9,NA,29,NA,"","F",80,NA,505907,"Charter","Seward",0,10.1,13.5
"3290",NA,2000,6,5,9,NA,30,NA,"","F",90,NA,505907,"Charter","Seward",0,14.9,19.8
"3291",NA,2000,6,5,10,NA,1,12,"","F",86,NA,505907,"Charter","Seward",0,12.8,17.1
"3292",NA,2000,6,5,10,NA,2,12,"","F",104,NA,505907,"Charter","Seward",0,23.7,31.6
"3293",NA,2000,6,5,10,NA,3,10,"","F",90,NA,505907,"Charter","Seward",0,14.9,19.8
"3294",NA,2000,6,5,10,NA,4,NA,"","F",91,NA,505907,"Charter","Seward",0,15.4,20.5
"3295",NA,2000,6,5,10,NA,5,16,"","F",105,NA,505907,"Charter","Seward",0,24.5,32.6
"3296",NA,2000,6,6,11,NA,1,14,"","M",87,NA,495938,"Private","Seward",0,13.3,17.7
"3297",NA,2000,6,6,11,NA,2,11,"","F",82,NA,495938,"Private","Seward",0,11,14.6
"3298",NA,2000,6,6,11,NA,3,12,"","M",81,NA,495938,"Private","Seward",0,10.6,14
"3299",NA,2000,6,6,11,NA,4,13,"","F",88,NA,495938,"Private","Seward",0,13.8,18.4
