"","Area_name","DATE","WK","WD","Site","snum","Area","SPECIES","ID","day_type","LITHCODE","LINE","LENGTH","CATAREA","CHAR_NON","CAS"
"6046","Craig",2006-07-17,29,2,"B",760,"B 760",200,9,"A",9473,13,800,5,2,0
"6047","Craig",2006-07-17,29,2,"B",760,"B 760",200,9,"A",9473,14,1210,5,2,0
"6048","Craig",2006-07-17,29,2,"B",760,"B 760",200,9,"A",9473,15,1180,5,2,0
"6049","Craig",2006-07-17,29,2,"B",760,"B 760",200,9,"A",9473,16,610,5,2,0
"6050","Craig",2006-07-17,29,2,"B",760,"B 760",200,9,"A",9473,17,640,5,2,0
"6051","Craig",2006-07-17,29,2,"B",760,"B 760",200,9,"A",9473,18,730,5,2,0
"6052","Craig",2006-07-17,29,2,"B",760,"B 760",200,9,"A",9473,19,820,5,2,0
"6053","Craig",2006-07-17,29,2,"B",760,"B 760",200,9,"A",9473,20,690,5,2,0
"6054","Craig",2006-07-18,29,2,"B",760,"B 760",200,9,"C",9489,1,660,5,2,0
"6055","Craig",2006-07-18,29,2,"B",760,"B 760",200,9,"C",9489,2,690,5,2,0
"6056","Craig",2006-07-18,29,2,"B",760,"B 760",200,9,"C",9489,3,690,5,2,0
"6057","Craig",2006-07-18,29,2,"B",760,"B 760",200,9,"C",9489,4,610,5,2,0
"6058","Craig",2006-07-18,29,2,"B",760,"B 760",200,9,"C",9489,5,675,5,2,0
"6059","Craig",2006-07-18,29,2,"B",760,"B 760",200,9,"C",9489,6,720,5,2,0
"6060","Craig",2006-07-18,29,2,"B",760,"B 760",200,9,"C",9489,7,670,5,2,0
"6061","Craig",2006-07-18,29,2,"B",760,"B 760",200,9,"C",9489,8,705,5,2,0
"6062","Craig",2006-07-18,29,2,"B",760,"B 760",200,9,"C",9489,9,1055,5,2,0
"6063","Craig",2006-07-18,29,2,"B",760,"B 760",200,9,"C",9489,10,650,5,2,0
"6064","Craig",2006-07-18,29,2,"B",760,"B 760",200,9,"C",9489,11,680,5,2,0
"6065","Craig",2006-07-18,29,2,"B",760,"B 760",200,9,"C",9489,12,640,5,2,0
"6066","Craig",2006-07-18,29,2,"B",760,"B 760",200,9,"C",9489,13,650,5,2,0
"6067","Craig",2006-07-18,29,2,"B",760,"B 760",200,9,"C",9489,14,700,5,2,0
"6068","Craig",2006-07-18,29,2,"B",760,"B 760",200,9,"C",9489,15,1000,5,2,0
"6069","Craig",2006-07-18,29,2,"B",760,"B 760",200,9,"C",9489,16,830,5,2,0
"6070","Craig",2006-07-18,29,2,"B",760,"B 760",200,9,"C",9489,17,700,5,2,0
"6071","Craig",2006-07-18,29,2,"B",760,"B 760",200,9,"C",9489,18,700,5,2,0
"6072","Craig",2006-07-18,29,2,"B",760,"B 760",200,9,"C",9489,19,940,5,2,0
"6073","Craig",2006-07-18,29,2,"B",760,"B 760",200,9,"D",9487,1,700,5,2,0
"6074","Craig",2006-07-18,29,2,"B",760,"B 760",200,9,"D",9487,2,650,5,2,0
"6075","Craig",2006-07-18,29,2,"B",760,"B 760",200,9,"D",9487,3,650,5,2,0
"6076","Craig",2006-07-18,29,2,"B",760,"B 760",200,9,"D",9487,4,700,5,2,0
"6077","Craig",2006-07-18,29,2,"B",760,"B 760",200,9,"D",9487,5,990,5,2,0
"6078","Craig",2006-07-18,29,2,"B",760,"B 760",200,9,"D",9487,6,860,5,2,0
"6079","Craig",2006-07-18,29,2,"B",760,"B 760",200,9,"D",9487,7,840,5,2,0
"6080","Craig",2006-07-18,29,2,"B",760,"B 760",200,9,"D",9487,8,770,5,2,0
"6081","Craig",2006-07-18,29,2,"B",760,"B 760",200,9,"D",9487,9,800,5,2,0
"6082","Craig",2006-07-18,29,2,"B",760,"B 760",200,9,"D",9487,10,670,5,2,0
"6083","Craig",2006-07-18,29,2,"B",760,"B 760",200,9,"D",9487,11,620,5,2,0
"6084","Craig",2006-07-18,29,2,"B",760,"B 760",200,9,"D",9487,12,1140,5,2,0
"6085","Craig",2006-07-18,29,2,"B",760,"B 760",200,9,"D",9487,13,870,5,2,0
"6086","Craig",2006-07-18,29,2,"B",760,"B 760",200,9,"D",9487,14,610,5,2,0
"6087","Craig",2006-07-18,29,2,"B",760,"B 760",200,9,"D",9487,15,670,5,2,0
"6088","Craig",2006-07-18,29,2,"B",760,"B 760",200,9,"D",9487,16,630,5,2,0
"6089","Craig",2006-07-18,29,2,"B",760,"B 760",200,9,"D",9487,17,870,5,2,0
"6090","Craig",2006-07-18,29,2,"B",760,"B 760",200,9,"D",9487,18,795,5,2,0
"6091","Craig",2006-07-19,29,2,"B",760,"B 760",200,9,"D",9100,1,680,5,2,0
"6092","Craig",2006-07-19,29,2,"B",760,"B 760",200,9,"D",9100,2,700,5,2,0
"6093","Craig",2006-07-19,29,2,"B",760,"B 760",200,9,"D",9100,3,705,5,2,0
"6094","Craig",2006-07-19,29,2,"B",760,"B 760",200,9,"D",9100,4,670,5,2,0
"6095","Craig",2006-07-19,29,2,"B",760,"B 760",200,9,"D",9100,5,690,5,2,0
"6096","Craig",2006-07-19,29,2,"B",760,"B 760",200,9,"D",9100,6,650,5,2,0
"6097","Craig",2006-07-19,29,2,"B",760,"B 760",200,9,"D",9100,7,610,5,2,0
"6098","Craig",2006-07-19,29,2,"B",760,"B 760",200,9,"D",9100,8,650,5,2,0
"6099","Craig",2006-07-19,29,2,"B",760,"B 760",200,9,"D",9100,9,680,5,2,0
"6100","Craig",2006-07-19,29,2,"B",760,"B 760",200,9,"D",9100,10,690,5,2,0
"6101","Craig",2006-07-19,29,2,"B",760,"B 760",200,9,"D",9100,11,710,6,2,0
"6102","Craig",2006-07-19,29,2,"B",760,"B 760",200,9,"D",9100,12,630,6,2,0
"6103","Craig",2006-07-19,29,2,"B",760,"B 760",200,9,"D",9100,13,690,6,2,0
"6104","Craig",2006-07-19,29,2,"B",760,"B 760",200,9,"D",9100,14,735,6,2,0
"6105","Craig",2006-07-19,29,2,"B",760,"B 760",200,9,"D",9481,1,905,5,2,0
"6106","Craig",2006-07-19,29,2,"B",760,"B 760",200,9,"D",9481,2,870,5,2,0
"6107","Craig",2006-07-19,29,2,"B",760,"B 760",200,9,"D",9481,3,700,5,2,0
"6108","Craig",2006-07-19,29,2,"B",760,"B 760",200,9,"D",9481,4,720,5,2,0
"6109","Craig",2006-07-19,29,2,"B",760,"B 760",200,9,"D",9481,5,700,5,2,0
"6110","Craig",2006-07-19,29,2,"B",760,"B 760",200,9,"D",9481,6,675,5,2,0
"6111","Craig",2006-07-19,29,2,"B",760,"B 760",200,9,"D",9481,7,970,10,2,0
"6112","Craig",2006-07-19,29,2,"B",760,"B 760",200,9,"D",9481,8,790,10,2,0
"6113","Craig",2006-07-19,29,2,"B",760,"B 760",200,9,"D",9481,9,840,10,2,0
"6114","Craig",2006-07-19,29,2,"B",760,"B 760",200,9,"D",9481,10,810,10,2,0
"6115","Craig",2006-07-19,29,2,"B",760,"B 760",200,9,"D",9481,11,710,5,2,0
"6116","Craig",2006-07-19,29,2,"B",760,"B 760",200,9,"D",9481,12,670,5,2,0
"6117","Craig",2006-07-19,29,2,"B",760,"B 760",200,9,"D",9481,13,730,5,2,0
"6118","Craig",2006-07-19,29,2,"B",760,"B 760",200,9,"D",9481,14,850,5,2,0
"6119","Craig",2006-07-19,29,2,"B",760,"B 760",200,9,"D",9481,15,880,5,2,0
"6120","Craig",2006-07-19,29,2,"B",760,"B 760",200,9,"D",9481,16,700,5,2,0
"6121","Craig",2006-07-19,29,2,"B",760,"B 760",200,9,"D",9481,17,690,5,2,0
"6122","Craig",2006-07-19,29,2,"B",760,"B 760",200,9,"D",9481,18,740,5,2,0
"6123","Craig",2006-07-19,29,2,"B",760,"B 760",200,9,"D",9481,19,810,5,2,0
"6124","Craig",2006-07-19,29,2,"B",760,"B 760",200,9,"D",9481,20,630,5,2,0
"6125","Craig",2006-07-19,29,2,"B",760,"B 760",200,9,"C",9482,1,710,5,1,0
"6126","Craig",2006-07-19,29,2,"B",760,"B 760",200,9,"C",9482,2,860,6,2,0
"6127","Craig",2006-07-19,29,2,"B",760,"B 760",200,9,"C",9482,3,650,6,2,0
"6128","Craig",2006-07-19,29,2,"B",760,"B 760",200,9,"C",9482,4,730,6,2,0
"6129","Craig",2006-07-19,29,2,"B",760,"B 760",200,9,"C",9482,5,840,5,2,0
"6130","Craig",2006-07-19,29,2,"B",760,"B 760",200,9,"C",9482,6,820,5,1,0
"6131","Craig",2006-07-21,29,2,"B",760,"B 760",200,8,"C",9390,1,670,5,2,0
"6132","Craig",2006-07-21,29,2,"B",760,"B 760",200,8,"C",9390,2,680,5,2,0
"6133","Craig",2006-07-21,29,2,"B",760,"B 760",200,8,"C",9390,3,750,6,2,0
"6134","Craig",2006-07-21,29,2,"B",760,"B 760",200,8,"C",9390,4,815,6,2,0
"6135","Craig",2006-07-21,29,2,"B",760,"B 760",200,8,"C",9390,5,625,6,2,0
"6136","Craig",2006-07-21,29,2,"B",760,"B 760",200,8,"C",9390,6,760,6,2,0
"6137","Craig",2006-07-21,29,2,"B",760,"B 760",200,8,"C",9390,7,665,6,2,0
"6138","Craig",2006-07-21,29,2,"B",760,"B 760",200,8,"C",9390,8,705,6,2,0
"6139","Craig",2006-07-21,29,2,"B",760,"B 760",200,8,"C",9390,9,625,3,2,0
"6140","Craig",2006-07-21,29,2,"B",760,"B 760",200,8,"C",9390,10,745,3,2,0
"6141","Craig",2006-07-21,29,2,"B",760,"B 760",200,8,"C",9390,11,630,3,2,0
"6142","Craig",2006-07-23,30,1,"B",760,"B 760",200,8,"A",9368,1,910,NA,2,0
"6143","Craig",2006-07-23,30,1,"B",760,"B 760",200,8,"A",9368,2,1020,NA,2,0
"6144","Craig",2006-07-23,30,1,"B",760,"B 760",200,8,"A",9368,3,795,NA,2,0
"6145","Craig",2006-07-23,30,1,"B",760,"B 760",200,8,"A",9368,4,860,NA,2,0
"6146","Craig",2006-07-23,30,1,"B",760,"B 760",200,8,"A",9368,5,710,NA,2,0
"6147","Craig",2006-07-23,30,1,"B",760,"B 760",200,8,"A",9368,6,715,NA,2,0
"6148","Craig",2006-07-23,30,1,"B",760,"B 760",200,8,"A",9368,7,650,5,2,0
"6149","Craig",2006-07-23,30,1,"B",760,"B 760",200,8,"A",9368,8,660,5,2,0
"6150","Craig",2006-07-23,30,1,"B",760,"B 760",200,8,"A",9368,9,745,5,2,0
"6151","Craig",2006-07-23,30,1,"B",760,"B 760",200,8,"A",9368,10,760,5,2,0
"6152","Craig",2006-07-23,30,1,"B",760,"B 760",200,8,"A",9368,11,765,5,2,0
"6153","Craig",2006-07-23,30,1,"B",760,"B 760",200,8,"A",9368,12,1010,5,2,0
"6154","Craig",2006-07-23,30,1,"B",760,"B 760",200,8,"A",9368,13,710,16,2,0
"6155","Craig",2006-07-23,30,1,"B",760,"B 760",200,8,"A",9368,14,795,16,2,0
"6156","Craig",2006-07-23,30,1,"B",760,"B 760",200,8,"A",9368,15,575,16,2,0
"6157","Craig",2006-07-23,30,1,"B",760,"B 760",200,8,"A",9368,16,1170,16,2,0
"6158","Craig",2006-07-23,30,1,"B",760,"B 760",200,8,"A",9368,17,770,16,2,0
"6159","Craig",2006-07-23,30,1,"B",760,"B 760",200,8,"A",9368,18,625,16,2,0
"6160","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"D",9114,1,740,5,2,0
"6161","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"D",9114,2,890,5,2,0
"6162","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"D",9114,3,610,5,2,0
"6163","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"D",9114,4,635,5,2,0
"6164","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"D",9114,5,710,5,2,0
"6165","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"D",9114,6,625,5,2,0
"6166","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"D",9114,7,1390,4,2,0
"6167","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"D",9114,8,945,4,2,0
"6168","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"D",9114,9,1015,4,2,0
"6169","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"D",9114,10,720,4,2,0
"6170","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"D",9114,11,585,6,2,0
"6171","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"D",9114,12,665,6,2,0
"6172","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"D",9114,13,740,6,2,0
"6173","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"D",9114,14,810,6,2,0
"6174","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"D",9114,15,690,6,2,0
"6175","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"D",9114,16,590,6,2,0
"6176","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"D",9114,17,710,5,2,0
"6177","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"D",9114,18,710,5,2,0
"6178","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"D",9114,19,660,5,2,0
"6179","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"D",9114,20,620,5,2,0
"6180","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"D",9113,1,630,5,2,0
"6181","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"D",9113,2,630,5,2,0
"6182","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"D",9113,3,660,5,2,0
"6183","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"D",9113,4,610,3,2,0
"6184","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"D",9113,5,645,3,2,0
"6185","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"D",9113,6,735,3,2,0
"6186","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"D",9113,7,590,3,2,0
"6187","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"D",9113,8,630,3,2,0
"6188","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"D",9113,9,560,3,2,0
"6189","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"D",9113,10,765,3,2,0
"6190","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"D",9113,11,700,3,2,0
"6191","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"D",9113,12,835,5,2,0
"6192","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"D",9113,13,660,5,2,0
"6193","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"D",9113,14,565,5,2,0
"6194","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"D",9113,15,590,5,2,0
"6195","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"D",9113,16,610,5,2,0
"6196","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"C",9112,1,820,2,1,0
"6197","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"C",9112,2,900,2,1,0
"6198","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"C",9112,3,760,1,1,0
"6199","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"C",9112,4,1160,4,1,0
"6200","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"C",9112,5,870,4,1,0
"6201","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"C",9112,6,750,4,1,0
"6202","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"C",9112,7,550,4,1,0
"6203","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"C",9112,8,740,4,1,0
"6204","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"C",9112,9,720,3,2,0
"6205","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"C",9112,10,740,3,2,0
"6206","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"C",9112,11,610,3,2,0
"6207","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"C",9112,12,720,16,2,0
"6208","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"C",9112,13,630,16,2,0
"6209","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"C",9112,14,740,5,2,0
"6210","Craig",2006-07-25,30,2,"B",760,"B 760",200,9,"C",9112,15,620,5,2,0
"6211","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"D",8753,1,695,7,2,0
"6212","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"D",8753,2,605,7,2,0
"6213","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"D",8753,3,710,7,2,0
"6214","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"D",8753,4,645,7,2,0
"6215","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"D",8753,5,620,16,2,0
"6216","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"D",8753,6,635,16,2,0
"6217","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"D",8753,7,590,16,2,0
"6218","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"D",8753,8,575,16,2,0
"6219","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"D",8753,9,610,16,2,0
"6220","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"D",8753,10,585,16,2,0
"6221","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"D",8753,11,640,16,2,0
"6222","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"D",8753,12,615,16,2,0
"6223","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"D",8759,1,670,3,2,0
"6224","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"D",8759,2,620,3,2,0
"6225","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"D",8759,3,600,3,2,0
"6226","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"D",8759,4,630,3,2,0
"6227","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"D",8759,5,580,3,2,0
"6228","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"D",8759,6,530,3,2,0
"6229","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"D",8759,7,610,3,2,0
"6230","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"D",8759,8,630,3,2,0
"6231","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"D",8759,9,710,3,2,0
"6232","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"D",8759,10,740,3,2,0
"6233","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"D",8759,11,580,5,2,0
"6234","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"D",8759,12,610,5,2,0
"6235","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"D",8759,13,685,5,2,0
"6236","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"D",8759,14,590,5,2,0
"6237","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"D",8759,15,630,5,2,0
"6238","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"D",8759,16,625,5,2,0
"6239","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"D",8759,17,580,7,2,0
"6240","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"D",8759,18,620,7,2,0
"6241","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"D",8759,19,635,7,2,0
"6242","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"D",8759,20,595,7,2,0
"6243","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"A",8757,1,760,3,1,0
"6244","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"A",8757,2,690,3,1,0
"6245","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"A",8757,3,600,3,1,0
"6246","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"A",8757,4,740,3,1,0
"6247","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"A",8757,5,610,3,1,0
"6248","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"A",8757,6,900,10,2,0
"6249","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"A",8757,7,910,10,2,0
"6250","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"A",8757,8,720,10,2,0
"6251","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"A",8757,9,910,5,2,0
"6252","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"A",8757,10,610,5,2,0
"6253","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"A",8757,11,670,5,2,0
"6254","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"A",8757,12,660,5,2,0
"6255","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"A",8757,13,640,5,2,0
"6256","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"A",8757,14,915,2,1,0
"6257","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"A",8757,15,720,2,1,0
"6258","Craig",2006-07-26,30,2,"B",760,"B 760",200,9,"A",8757,16,605,2,1,0
"6259","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9395,1,590,5,2,0
"6260","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9395,2,660,5,2,0
"6261","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9395,3,600,5,2,0
"6262","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9395,4,500,5,2,0
"6263","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9395,5,640,5,2,0
"6264","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9395,6,660,5,2,0
"6265","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9395,7,620,5,2,0
"6266","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9395,8,580,5,2,0
"6267","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9395,9,690,5,2,0
"6268","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9395,10,620,5,2,0
"6269","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9395,11,620,5,2,0
"6270","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9395,12,580,5,2,0
"6271","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9395,13,590,5,2,0
"6272","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9395,14,790,5,2,0
"6273","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9395,15,690,5,2,0
"6274","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9395,16,660,5,2,0
"6275","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9395,17,670,5,2,0
"6276","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9395,18,620,5,2,0
"6277","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9395,19,630,5,2,0
"6278","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9395,20,620,5,2,0
"6279","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9394,1,610,5,2,0
"6280","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9394,2,640,5,2,0
"6281","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9394,3,590,5,2,0
"6282","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9394,4,610,5,2,0
"6283","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9394,5,670,5,2,0
"6284","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9394,6,620,5,2,0
"6285","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9394,7,640,5,2,0
"6286","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9394,8,540,5,2,0
"6287","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9394,9,650,5,2,0
"6288","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9394,10,710,5,2,0
"6289","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9394,11,720,5,2,0
"6290","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9394,12,660,5,2,0
"6291","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9394,13,690,5,2,0
"6292","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9394,14,750,5,2,0
"6293","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9394,15,620,5,2,0
"6294","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9394,16,680,5,2,0
"6295","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9362,1,750,5,1,0
"6296","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9362,2,650,5,1,0
"6297","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9362,3,760,5,1,0
"6298","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9362,4,650,5,1,0
"6299","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9362,5,700,5,1,0
"6300","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9362,6,670,5,1,0
"6301","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9362,7,660,5,1,0
"6302","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9362,8,705,5,1,0
"6303","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9362,9,630,5,1,0
"6304","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9362,10,720,5,1,0
"6305","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9362,11,640,5,1,0
"6306","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9362,12,680,5,1,0
"6307","Craig",2006-07-28,30,2,"B",760,"B 760",200,8,"D",9362,13,640,5,1,0
"6308","Craig",2006-07-29,31,1,"B",760,"B 760",200,8,"A",9351,1,940,1,1,0
"6309","Craig",2006-07-29,31,1,"B",760,"B 760",200,8,"A",9351,2,680,1,1,0
"6310","Craig",2006-07-29,31,1,"B",760,"B 760",200,8,"A",9351,3,790,5,2,0
"6311","Craig",2006-07-29,31,1,"B",760,"B 760",200,8,"A",9351,4,700,5,2,0
"6312","Craig",2006-07-29,31,1,"B",760,"B 760",200,8,"A",9351,5,775,5,2,0
"6313","Craig",2006-07-29,31,1,"B",760,"B 760",200,8,"A",9351,6,695,5,2,0
"6314","Craig",2006-07-29,31,1,"B",760,"B 760",200,8,"A",9351,7,725,5,2,0
"6315","Craig",2006-07-29,31,1,"B",760,"B 760",200,8,"A",9351,8,700,5,2,0
"6316","Craig",2006-07-29,31,1,"B",760,"B 760",200,8,"A",9351,9,740,5,2,0
"6317","Craig",2006-07-29,31,1,"B",760,"B 760",200,8,"A",9351,10,790,5,2,0
"6318","Craig",2006-07-29,31,1,"B",760,"B 760",200,8,"A",9351,11,840,1,1,0
"6319","Craig",2006-07-29,31,1,"B",760,"B 760",200,8,"A",9352,1,790,5,1,0
"6320","Craig",2006-07-29,31,1,"B",760,"B 760",200,8,"A",9352,2,700,5,1,0
"6321","Craig",2006-07-29,31,1,"B",760,"B 760",200,8,"A",9352,3,775,5,1,0
"6322","Craig",2006-07-29,31,1,"B",760,"B 760",200,8,"A",9352,4,790,5,1,0
"6323","Craig",2006-07-29,31,1,"B",760,"B 760",200,8,"A",9352,5,725,5,1,0
"6324","Craig",2006-07-29,31,1,"B",760,"B 760",200,8,"A",9352,6,700,5,1,0
"6325","Craig",2006-07-29,31,1,"B",760,"B 760",200,8,"A",9352,7,740,5,1,0
"6326","Craig",2006-07-29,31,1,"B",760,"B 760",200,8,"A",9352,8,695,5,1,0
"6327","Craig",2006-07-31,31,2,"B",760,"B 760",200,9,"D",9328,1,560,5,2,0
"6328","Craig",2006-07-31,31,2,"B",760,"B 760",200,9,"D",9328,2,610,5,2,0
