"","Index","Area_name","Year","DATE","WK","WD","Site","snum","AREA","SPECIES","ID","day_type","LITHCODE","LINE","LENGTH","CATAREA","CHAR_NON","CAS"
"7543",7543,"Yakutat",2007,2007-07-11,28,2,"H",81,"H 81",200,1,"A",5933,14,870,7,2,0
"7544",7544,"Yakutat",2007,2007-07-11,28,2,"H",81,"H 81",200,1,"A",5933,15,885,7,2,0
"7545",7545,"Yakutat",2007,2007-07-11,28,2,"H",81,"H 81",200,1,"A",5933,16,790,7,2,0
"7546",7546,"Yakutat",2007,2007-07-11,28,2,"H",81,"H 81",200,1,"A",5933,17,800,7,2,0
"7547",7547,"Yakutat",2007,2007-07-11,28,2,"H",81,"H 81",200,1,"A",5933,18,795,7,2,0
"7548",7548,"Yakutat",2007,2007-07-11,28,2,"H",81,"H 81",200,1,"A",5933,19,1455,6,2,0
"7549",7549,"Yakutat",2007,2007-07-11,28,2,"H",81,"H 81",200,1,"A",5933,20,870,6,2,0
"7550",7550,"Yakutat",2007,2007-07-11,28,2,"H",81,"H 81",200,1,"A",5918,1,870,6,2,0
"7551",7551,"Yakutat",2007,2007-07-11,28,2,"H",81,"H 81",200,1,"A",5918,2,725,6,2,0
"7552",7552,"Yakutat",2007,2007-07-11,28,2,"H",81,"H 81",200,1,"A",5918,3,1240,6,2,0
"7553",7553,"Yakutat",2007,2007-07-11,28,2,"H",81,"H 81",200,1,"A",5918,4,1020,6,2,0
"7554",7554,"Yakutat",2007,2007-07-12,28,2,"H",81,"H 81",200,1,"C",5920,1,755,6,2,0
"7555",7555,"Yakutat",2007,2007-07-12,28,2,"H",81,"H 81",200,1,"C",5920,2,890,6,2,0
"7556",7556,"Yakutat",2007,2007-07-12,28,2,"H",81,"H 81",200,1,"C",5920,3,815,6,2,0
"7557",7557,"Yakutat",2007,2007-07-12,28,2,"H",81,"H 81",200,1,"C",5920,4,805,6,2,0
"7558",7558,"Yakutat",2007,2007-07-12,28,2,"H",81,"H 81",200,1,"C",5920,5,830,6,2,0
"7559",7559,"Yakutat",2007,2007-07-12,28,2,"H",81,"H 81",200,1,"C",5920,6,1120,6,2,0
"7560",7560,"Yakutat",2007,2007-07-12,28,2,"H",81,"H 81",200,1,"C",5920,7,895,6,2,0
"7561",7561,"Yakutat",2007,2007-07-12,28,2,"H",81,"H 81",200,1,"C",5920,8,1030,6,2,0
"7562",7562,"Yakutat",2007,2007-07-12,28,2,"H",81,"H 81",200,1,"C",5920,9,865,7,2,0
"7563",7563,"Yakutat",2007,2007-07-12,28,2,"H",81,"H 81",200,1,"C",5920,10,920,7,2,0
"7564",7564,"Yakutat",2007,2007-07-12,28,2,"H",81,"H 81",200,1,"C",5920,11,1600,7,2,0
"7565",7565,"Yakutat",2007,2007-07-12,28,2,"H",81,"H 81",200,1,"C",5920,12,1500,7,2,0
"7566",7566,"Yakutat",2007,2007-07-12,28,2,"H",81,"H 81",200,1,"C",5920,13,725,4,2,0
"7567",7567,"Yakutat",2007,2007-07-12,28,2,"H",81,"H 81",200,1,"C",5920,14,1135,4,2,0
"7568",7568,"Yakutat",2007,2007-07-12,28,2,"H",81,"H 81",200,1,"C",5920,15,870,4,2,0
"7569",7569,"Yakutat",2007,2007-07-12,28,2,"H",81,"H 81",200,1,"C",5920,16,885,4,2,0
"7570",7570,"Yakutat",2007,2007-07-12,28,2,"H",81,"H 81",200,1,"C",5920,17,1010,4,2,0
"7571",7571,"Yakutat",2007,2007-07-12,28,2,"H",81,"H 81",200,1,"C",5920,18,795,4,2,0
"7572",7572,"Yakutat",2007,2007-07-13,28,2,"H",81,"H 81",200,1,"C",5919,1,1345,4,2,0
"7573",7573,"Yakutat",2007,2007-07-13,28,2,"H",81,"H 81",200,1,"C",5919,2,1310,4,2,0
"7574",7574,"Yakutat",2007,2007-07-13,28,2,"H",81,"H 81",200,1,"C",5919,3,1350,7,2,0
"7575",7575,"Yakutat",2007,2007-07-13,28,2,"H",81,"H 81",200,1,"C",5919,4,1115,7,2,0
"7576",7576,"Yakutat",2007,2007-07-13,28,2,"H",81,"H 81",200,1,"C",5919,5,1400,7,2,0
"7577",7577,"Yakutat",2007,2007-07-13,28,2,"H",81,"H 81",200,1,"C",5919,6,1330,7,2,0
"7578",7578,"Yakutat",2007,2007-07-13,28,2,"H",81,"H 81",200,1,"C",5919,7,1510,7,2,0
"7579",7579,"Yakutat",2007,2007-07-13,28,2,"H",81,"H 81",200,1,"C",5919,8,1380,7,2,0
"7580",7580,"Yakutat",2007,2007-07-13,28,2,"H",81,"H 81",200,1,"C",5919,9,1395,7,2,0
"7581",7581,"Yakutat",2007,2007-07-13,28,2,"H",81,"H 81",200,1,"C",5919,10,1405,7,2,0
"7582",7582,"Yakutat",2007,2007-07-13,28,2,"H",81,"H 81",200,1,"C",5919,11,620,6,1,0
"7583",7583,"Yakutat",2007,2007-07-13,28,2,"H",81,"H 81",200,1,"C",5919,12,665,6,1,0
"7584",7584,"Yakutat",2007,2007-07-15,29,1,"H",81,"H 81",200,1,"A",5937,1,780,5,2,0
"7585",7585,"Yakutat",2007,2007-07-15,29,1,"H",81,"H 81",200,1,"A",5937,2,1115,5,2,0
"7586",7586,"Yakutat",2007,2007-07-15,29,1,"H",81,"H 81",200,1,"A",5937,3,1040,5,2,0
"7587",7587,"Yakutat",2007,2007-07-15,29,1,"H",81,"H 81",200,1,"A",5937,4,940,5,2,0
"7588",7588,"Yakutat",2007,2007-07-15,29,1,"H",81,"H 81",200,1,"A",5937,5,675,5,2,0
"7589",7589,"Yakutat",2007,2007-07-17,29,2,"H",81,"H 81",200,1,"A",5935,1,915,6,2,0
"7590",7590,"Yakutat",2007,2007-07-17,29,2,"H",81,"H 81",200,1,"A",5935,2,990,6,2,0
"7591",7591,"Yakutat",2007,2007-07-17,29,2,"H",81,"H 81",200,1,"A",5935,3,1150,7,2,0
"7592",7592,"Yakutat",2007,2007-07-17,29,2,"H",81,"H 81",200,1,"A",5935,4,1105,7,2,0
"7593",7593,"Yakutat",2007,2007-07-17,29,2,"H",81,"H 81",200,1,"A",5935,5,770,7,2,0
"7594",7594,"Yakutat",2007,2007-07-17,29,2,"H",81,"H 81",200,1,"A",5935,6,835,7,2,0
"7595",7595,"Yakutat",2007,2007-07-17,29,2,"H",81,"H 81",200,1,"A",5935,7,755,7,2,0
"7596",7596,"Yakutat",2007,2007-07-17,29,2,"H",81,"H 81",200,1,"A",5935,8,990,7,2,0
"7597",7597,"Yakutat",2007,2007-07-17,29,2,"H",81,"H 81",200,1,"A",5935,9,925,7,2,0
"7598",7598,"Yakutat",2007,2007-07-17,29,2,"H",81,"H 81",200,1,"A",5935,10,865,7,2,0
"7599",7599,"Yakutat",2007,2007-07-17,29,2,"H",81,"H 81",200,1,"A",5935,11,720,7,2,0
"7600",7600,"Yakutat",2007,2007-07-17,29,2,"H",81,"H 81",200,1,"A",5935,12,805,7,2,0
"7601",7601,"Yakutat",2007,2007-07-17,29,2,"H",81,"H 81",200,1,"A",5935,13,770,1,1,0
"7602",7602,"Yakutat",2007,2007-07-17,29,2,"H",81,"H 81",200,1,"A",5935,14,880,1,1,0
"7603",7603,"Yakutat",2007,2007-07-17,29,2,"H",81,"H 81",200,1,"A",5935,15,545,1,1,0
"7604",7604,"Yakutat",2007,2007-07-17,29,2,"H",81,"H 81",200,1,"A",5935,16,560,1,1,0
"7605",7605,"Yakutat",2007,2007-07-17,29,2,"H",81,"H 81",200,1,"A",5935,17,840,6,2,0
"7606",7606,"Yakutat",2007,2007-07-17,29,2,"H",81,"H 81",200,1,"A",5935,18,870,6,2,0
"7607",7607,"Yakutat",2007,2007-07-17,29,2,"H",81,"H 81",200,1,"A",5935,19,1470,6,2,0
"7608",7608,"Yakutat",2007,2007-07-18,29,2,"H",81,"H 81",200,1,"C",5917,1,1475,7,2,0
"7609",7609,"Yakutat",2007,2007-07-18,29,2,"H",81,"H 81",200,1,"C",5917,2,1380,7,2,0
"7610",7610,"Yakutat",2007,2007-07-18,29,2,"H",81,"H 81",200,1,"C",5917,3,1440,6,2,0
"7611",7611,"Yakutat",2007,2007-07-18,29,2,"H",81,"H 81",200,1,"C",5917,4,1320,6,2,0
"7612",7612,"Yakutat",2007,2007-07-18,29,2,"H",81,"H 81",200,1,"C",5917,5,1355,6,2,0
"7613",7613,"Yakutat",2007,2007-07-18,29,2,"H",81,"H 81",200,1,"C",5917,6,1295,6,2,0
"7614",7614,"Yakutat",2007,2007-07-18,29,2,"H",81,"H 81",200,1,"C",5917,7,1340,6,2,0
"7615",7615,"Yakutat",2007,2007-07-18,29,2,"H",81,"H 81",200,1,"C",5917,8,1425,6,2,0
"7616",7616,"Yakutat",2007,2007-07-18,29,2,"H",81,"H 81",200,1,"C",5917,9,1130,6,2,0
"7617",7617,"Yakutat",2007,2007-07-18,29,2,"H",81,"H 81",200,1,"C",5917,10,1260,6,2,0
"7618",7618,"Yakutat",2007,2007-07-18,29,2,"H",81,"H 81",200,1,"C",5917,11,1425,6,2,0
"7619",7619,"Yakutat",2007,2007-07-18,29,2,"H",81,"H 81",200,1,"C",5917,12,770,6,2,0
"7620",7620,"Yakutat",2007,2007-07-18,29,2,"H",81,"H 81",200,1,"C",5917,13,1005,6,2,0
"7621",7621,"Yakutat",2007,2007-07-20,29,2,"H",81,"H 81",200,1,"A",5942,1,1430,7,2,0
"7622",7622,"Yakutat",2007,2007-07-20,29,2,"H",81,"H 81",200,1,"A",5942,2,1340,7,2,0
"7623",7623,"Yakutat",2007,2007-07-20,29,2,"H",81,"H 81",200,1,"A",5942,3,1155,7,2,0
"7624",7624,"Yakutat",2007,2007-07-20,29,2,"H",81,"H 81",200,1,"A",5942,4,1275,7,2,0
"7625",7625,"Yakutat",2007,2007-07-20,29,2,"H",81,"H 81",200,1,"A",5942,5,940,7,2,0
"7626",7626,"Yakutat",2007,2007-07-20,29,2,"H",81,"H 81",200,1,"A",5942,6,1600,7,2,0
"7627",7627,"Yakutat",2007,2007-07-20,29,2,"H",81,"H 81",200,1,"A",5942,7,1200,7,2,0
"7628",7628,"Yakutat",2007,2007-07-20,29,2,"H",81,"H 81",200,1,"A",5942,8,1375,7,2,0
"7629",7629,"Yakutat",2007,2007-07-20,29,2,"H",81,"H 81",200,1,"A",5942,9,1385,7,2,0
"7630",7630,"Yakutat",2007,2007-07-20,29,2,"H",81,"H 81",200,1,"A",5942,10,1590,5,2,0
"7631",7631,"Yakutat",2007,2007-07-20,29,2,"H",81,"H 81",200,1,"A",5942,11,1445,5,2,0
"7632",7632,"Yakutat",2007,2007-07-20,29,2,"H",81,"H 81",200,1,"A",5942,12,845,5,2,0
"7633",7633,"Yakutat",2007,2007-07-20,29,2,"H",81,"H 81",200,1,"A",5942,13,900,5,2,0
"7634",7634,"Yakutat",2007,2007-07-20,29,2,"H",81,"H 81",200,1,"A",5942,14,1290,5,2,0
"7635",7635,"Yakutat",2007,2007-07-20,29,2,"H",81,"H 81",200,1,"A",5942,15,840,5,2,0
"7636",7636,"Yakutat",2007,2007-07-20,29,2,"H",81,"H 81",200,1,"A",5942,16,1485,4,2,0
"7637",7637,"Yakutat",2007,2007-07-20,29,2,"H",81,"H 81",200,1,"A",5942,17,1330,4,2,0
"7638",7638,"Yakutat",2007,2007-07-20,29,2,"H",81,"H 81",200,1,"A",5942,18,745,4,2,0
"7639",7639,"Yakutat",2007,2007-07-20,29,2,"H",81,"H 81",200,1,"A",5942,19,990,4,2,0
"7640",7640,"Yakutat",2007,2007-07-20,29,2,"H",81,"H 81",200,1,"A",5942,20,765,4,2,0
"7641",7641,"Yakutat",2007,2007-07-20,29,2,"H",81,"H 81",200,1,"A",5939,1,895,4,2,0
"7642",7642,"Yakutat",2007,2007-07-20,29,2,"H",81,"H 81",200,1,"A",5939,2,1265,4,2,0
"7643",7643,"Yakutat",2007,2007-07-21,30,1,"H",81,"H 81",200,1,"C",5947,1,1615,4,2,0
"7644",7644,"Yakutat",2007,2007-07-21,30,1,"H",81,"H 81",200,1,"C",5947,2,1190,4,2,0
"7645",7645,"Yakutat",2007,2007-07-21,30,1,"H",81,"H 81",200,1,"C",5947,3,1310,4,2,0
"7646",7646,"Yakutat",2007,2007-07-21,30,1,"H",81,"H 81",200,1,"C",5947,4,855,4,2,0
"7647",7647,"Yakutat",2007,2007-07-21,30,1,"H",81,"H 81",200,1,"C",5947,5,930,4,2,0
"7648",7648,"Yakutat",2007,2007-07-21,30,1,"H",81,"H 81",200,1,"C",5947,6,1060,4,2,0
"7649",7649,"Yakutat",2007,2007-07-21,30,1,"H",81,"H 81",200,1,"C",5947,7,1365,4,2,0
"7650",7650,"Yakutat",2007,2007-07-21,30,1,"H",81,"H 81",200,1,"C",5947,8,940,4,2,0
"7651",7651,"Yakutat",2007,2007-07-21,30,1,"H",81,"H 81",200,1,"C",5947,9,940,4,2,0
"7652",7652,"Yakutat",2007,2007-07-21,30,1,"H",81,"H 81",200,1,"C",5947,10,940,4,2,0
"7653",7653,"Yakutat",2007,2007-07-22,30,1,"H",81,"H 81",200,1,"C",5945,1,1425,7,2,0
"7654",7654,"Yakutat",2007,2007-07-22,30,1,"H",81,"H 81",200,1,"C",5945,2,1320,7,2,0
"7655",7655,"Yakutat",2007,2007-07-22,30,1,"H",81,"H 81",200,1,"C",5945,3,1020,7,2,0
"7656",7656,"Yakutat",2007,2007-07-22,30,1,"H",81,"H 81",200,1,"C",5945,4,1010,7,2,0
"7657",7657,"Yakutat",2007,2007-07-22,30,1,"H",81,"H 81",200,1,"C",5945,5,870,7,2,0
"7658",7658,"Yakutat",2007,2007-07-22,30,1,"H",81,"H 81",200,1,"C",5945,6,930,7,2,0
"7659",7659,"Yakutat",2007,2007-07-22,30,1,"H",81,"H 81",200,1,"C",5945,7,1070,4,2,0
"7660",7660,"Yakutat",2007,2007-07-22,30,1,"H",81,"H 81",200,1,"C",5945,8,1430,4,2,0
"7661",7661,"Yakutat",2007,2007-07-22,30,1,"H",81,"H 81",200,1,"C",5945,9,1635,4,2,0
"7662",7662,"Yakutat",2007,2007-07-22,30,1,"H",81,"H 81",200,1,"C",5945,10,1100,4,2,0
"7663",7663,"Yakutat",2007,2007-07-22,30,1,"H",81,"H 81",200,1,"C",5945,11,1100,4,2,0
"7664",7664,"Yakutat",2007,2007-07-23,30,2,"H",81,"H 81",200,1,"A",5949,1,755,6,2,0
"7665",7665,"Yakutat",2007,2007-07-23,30,2,"H",81,"H 81",200,1,"A",5949,2,965,6,2,0
"7666",7666,"Yakutat",2007,2007-07-23,30,2,"H",81,"H 81",200,1,"A",5949,3,1220,6,2,0
"7667",7667,"Yakutat",2007,2007-07-23,30,2,"H",81,"H 81",200,1,"A",5949,4,830,6,2,0
"7668",7668,"Yakutat",2007,2007-07-23,30,2,"H",81,"H 81",200,1,"A",5949,5,815,6,2,0
"7669",7669,"Yakutat",2007,2007-07-23,30,2,"H",81,"H 81",200,1,"A",5949,6,1585,6,2,0
"7670",7670,"Yakutat",2007,2007-07-23,30,2,"H",81,"H 81",200,1,"A",5949,7,920,6,2,0
"7671",7671,"Yakutat",2007,2007-07-27,30,2,"H",81,"H 81",200,1,"C",5943,1,740,6,2,0
"7672",7672,"Yakutat",2007,2007-07-27,30,2,"H",81,"H 81",200,1,"C",5943,2,1345,6,2,0
"7673",7673,"Yakutat",2007,2007-07-27,30,2,"H",81,"H 81",200,1,"C",5943,3,1450,6,2,0
"7674",7674,"Yakutat",2007,2007-07-27,30,2,"H",81,"H 81",200,1,"C",5943,4,1300,6,2,0
"7675",7675,"Yakutat",2007,2007-07-27,30,2,"H",81,"H 81",200,1,"C",5943,5,1385,6,2,0
"7676",7676,"Yakutat",2007,2007-07-27,30,2,"H",81,"H 81",200,1,"C",5943,6,1470,6,2,0
"7677",7677,"Yakutat",2007,2007-07-27,30,2,"H",81,"H 81",200,1,"C",5943,7,945,6,2,0
"7678",7678,"Yakutat",2007,2007-07-27,30,2,"H",81,"H 81",200,1,"C",5943,8,1290,6,2,0
"7679",7679,"Yakutat",2007,2007-07-27,30,2,"H",81,"H 81",200,1,"C",5943,9,1050,6,2,0
"7680",7680,"Yakutat",2007,2007-07-27,30,2,"H",81,"H 81",200,1,"C",5943,10,1285,6,2,0
"7681",7681,"Yakutat",2007,2007-07-27,30,2,"H",81,"H 81",200,1,"C",5943,11,1270,6,2,0
"7682",7682,"Yakutat",2007,2007-07-27,30,2,"H",81,"H 81",200,1,"C",5943,12,1345,7,2,0
"7683",7683,"Yakutat",2007,2007-07-27,30,2,"H",81,"H 81",200,1,"C",5943,13,1225,7,2,0
"7684",7684,"Yakutat",2007,2007-07-27,30,2,"H",81,"H 81",200,1,"C",5943,14,1370,7,2,0
"7685",7685,"Yakutat",2007,2007-07-27,30,2,"H",81,"H 81",200,1,"C",5943,15,1150,7,2,0
"7686",7686,"Yakutat",2007,2007-07-27,30,2,"H",81,"H 81",200,1,"C",5943,16,910,7,2,0
"7687",7687,"Yakutat",2007,2007-07-28,31,1,"H",81,"H 81",200,1,"C",5954,1,1625,6,2,0
"7688",7688,"Yakutat",2007,2007-07-28,31,1,"H",81,"H 81",200,1,"C",5954,2,985,6,2,0
"7689",7689,"Yakutat",2007,2007-07-28,31,1,"H",81,"H 81",200,1,"C",5954,3,1040,6,2,0
"7690",7690,"Yakutat",2007,2007-07-28,31,1,"H",81,"H 81",200,1,"C",5954,4,865,6,2,0
"7691",7691,"Yakutat",2007,2007-07-28,31,1,"H",81,"H 81",200,1,"C",5954,5,785,6,2,0
"7692",7692,"Yakutat",2007,2007-07-28,31,1,"H",81,"H 81",200,1,"C",5954,6,820,6,2,0
"7693",7693,"Yakutat",2007,2007-07-28,31,1,"H",81,"H 81",200,1,"C",5954,7,765,6,2,0
"7694",7694,"Yakutat",2007,2007-07-28,31,1,"H",81,"H 81",200,1,"C",5954,8,1340,6,2,0
"7695",7695,"Yakutat",2007,2007-07-28,31,1,"H",81,"H 81",200,1,"C",5954,9,1165,6,2,0
"7696",7696,"Yakutat",2007,2007-07-28,31,1,"H",81,"H 81",200,1,"C",5954,10,1295,6,2,0
"7697",7697,"Yakutat",2007,2007-07-28,31,1,"H",81,"H 81",200,1,"C",5954,11,830,4,2,0
"7698",7698,"Yakutat",2007,2007-07-28,31,1,"H",81,"H 81",200,1,"C",5954,12,1560,4,2,0
"7699",7699,"Yakutat",2007,2007-07-28,31,1,"H",81,"H 81",200,1,"C",5954,13,855,4,2,0
"7700",7700,"Yakutat",2007,2007-07-28,31,1,"H",81,"H 81",200,1,"C",5954,14,760,4,2,0
"7701",7701,"Yakutat",2007,2007-07-28,31,1,"H",81,"H 81",200,1,"C",5954,15,875,6,2,0
"7702",7702,"Yakutat",2007,2007-07-28,31,1,"H",81,"H 81",200,1,"C",5954,16,875,6,2,0
"7703",7703,"Yakutat",2007,2007-07-28,31,1,"H",81,"H 81",200,1,"C",5954,17,985,6,2,0
"7704",7704,"Yakutat",2007,2007-07-28,31,1,"H",81,"H 81",200,1,"C",5954,18,1330,6,2,0
"7705",7705,"Yakutat",2007,2007-07-28,31,1,"H",81,"H 81",200,1,"C",5954,19,1280,6,2,0
"7706",7706,"Yakutat",2007,2007-07-28,31,1,"H",81,"H 81",200,1,"C",5954,20,1035,6,2,0
"7707",7707,"Yakutat",2007,2007-08-06,32,2,"H",81,"H 81",200,1,"C",5957,1,1540,7,2,0
"7708",7708,"Yakutat",2007,2007-08-06,32,2,"H",81,"H 81",200,1,"C",5957,2,835,7,2,0
"7709",7709,"Yakutat",2007,2007-08-06,32,2,"H",81,"H 81",200,1,"C",5957,3,1480,4,2,0
"7710",7710,"Yakutat",2007,2007-08-07,32,2,"H",81,"H 81",200,1,"A",5966,1,1500,6,2,0
"7711",7711,"Yakutat",2007,2007-08-07,32,2,"H",81,"H 81",200,1,"A",5966,2,1280,6,2,0
"7712",7712,"Yakutat",2007,2007-08-07,32,2,"H",81,"H 81",200,1,"A",5966,3,625,6,2,0
"7713",7713,"Yakutat",2007,2007-08-07,32,2,"H",81,"H 81",200,1,"A",5966,4,1200,6,2,0
"7714",7714,"Yakutat",2007,2007-08-07,32,2,"H",81,"H 81",200,1,"A",5966,5,1535,6,2,0
"7715",7715,"Yakutat",2007,2007-08-07,32,2,"H",81,"H 81",200,1,"A",5966,6,1575,6,2,0
"7716",7716,"Yakutat",2007,2007-08-07,32,2,"H",81,"H 81",200,1,"A",5966,7,1360,6,2,0
"7717",7717,"Yakutat",2007,2007-08-07,32,2,"H",81,"H 81",200,1,"A",5966,8,1535,6,2,0
"7718",7718,"Yakutat",2007,2007-08-07,32,2,"H",81,"H 81",200,1,"A",5966,9,1580,6,2,0
"7719",7719,"Yakutat",2007,2007-08-07,32,2,"H",81,"H 81",200,1,"A",5966,10,1605,6,2,0
"7720",7720,"Yakutat",2007,2007-08-07,32,2,"H",81,"H 81",200,1,"A",5966,11,1100,6,2,0
"7721",7721,"Yakutat",2007,2007-08-07,32,2,"H",81,"H 81",200,1,"A",5966,12,705,6,2,0
"7722",7722,"Yakutat",2007,2007-08-07,32,2,"H",81,"H 81",200,1,"A",5966,13,810,6,2,0
"7723",7723,"Yakutat",2007,2007-08-07,32,2,"H",81,"H 81",200,1,"A",5966,14,710,6,2,0
"7724",7724,"Yakutat",2007,2007-08-07,32,2,"H",81,"H 81",200,1,"A",5966,15,700,6,2,0
"7725",7725,"Yakutat",2007,2007-08-07,32,2,"H",81,"H 81",200,1,"A",5966,16,730,6,2,0
"7726",7726,"Yakutat",2007,2007-08-07,32,2,"H",81,"H 81",200,1,"A",5966,17,995,3,2,0
"7727",7727,"Yakutat",2007,2007-08-08,32,2,"H",81,"H 81",200,1,"C",5965,1,1500,4,2,0
"7728",7728,"Yakutat",2007,2007-08-08,32,2,"H",81,"H 81",200,1,"C",5965,2,775,4,2,0
"7729",7729,"Yakutat",2007,2007-08-08,32,2,"H",81,"H 81",200,1,"C",5965,3,750,4,2,0
"7730",7730,"Yakutat",2007,2007-08-08,32,2,"H",81,"H 81",200,1,"C",5965,4,765,4,2,0
"7731",7731,"Yakutat",2007,2007-08-10,32,2,"H",81,"H 81",200,1,"A",5964,1,1485,6,2,0
"7732",7732,"Yakutat",2007,2007-08-10,32,2,"H",81,"H 81",200,1,"A",5964,2,965,6,2,0
"7733",7733,"Yakutat",2007,2007-08-10,32,2,"H",81,"H 81",200,1,"A",5964,3,1420,6,2,0
"7734",7734,"Yakutat",2007,2007-08-10,32,2,"H",81,"H 81",200,1,"A",5964,4,815,6,2,0
"7735",7735,"Yakutat",2007,2007-08-11,33,1,"H",81,"H 81",200,1,"C",5962,1,1300,6,2,0
"7736",7736,"Yakutat",2007,2007-08-11,33,1,"H",81,"H 81",200,1,"C",5962,2,815,6,2,0
"7737",7737,"Yakutat",2007,2007-08-11,33,1,"H",81,"H 81",200,1,"C",5962,3,930,6,2,0
"7738",7738,"Yakutat",2007,2007-08-11,33,1,"H",81,"H 81",200,1,"C",5962,4,735,6,2,0
"7739",7739,"Yakutat",2007,2007-08-11,33,1,"H",81,"H 81",200,1,"C",5962,5,1550,6,2,0
"7740",7740,"Yakutat",2007,2007-08-11,33,1,"H",81,"H 81",200,1,"C",5962,6,1170,6,2,0
"7741",7741,"Yakutat",2007,2007-08-11,33,1,"H",81,"H 81",200,1,"C",5962,7,840,6,2,0
"7742",7742,"Yakutat",2007,2007-08-11,33,1,"H",81,"H 81",200,1,"C",5962,8,1240,6,2,0
"7743",7743,"Yakutat",2007,2007-08-11,33,1,"H",81,"H 81",200,1,"C",5962,9,865,6,2,0
"7744",7744,"Yakutat",2007,2007-08-11,33,1,"H",81,"H 81",200,1,"C",5962,10,1185,6,2,0
"7745",7745,"Yakutat",2007,2007-08-11,33,1,"H",81,"H 81",200,1,"C",5962,11,1470,6,2,0
"7746",7746,"Yakutat",2007,2007-08-11,33,1,"H",81,"H 81",200,1,"C",5962,12,1425,6,2,0
"7747",7747,"Yakutat",2007,2007-08-12,33,1,"H",81,"H 81",200,1,"C",5959,1,1250,7,2,0
"7748",7748,"Yakutat",2007,2007-08-12,33,1,"H",81,"H 81",200,1,"C",5959,2,1480,7,2,0
"7749",7749,"Yakutat",2007,2007-08-12,33,1,"H",81,"H 81",200,1,"C",5959,3,1360,7,2,0
"7750",7750,"Yakutat",2007,2007-08-12,33,1,"H",81,"H 81",200,1,"C",5959,4,1360,7,2,0
"7751",7751,"Yakutat",2007,2007-08-12,33,1,"H",81,"H 81",200,1,"C",5959,5,1000,7,2,0
"7752",7752,"Yakutat",2007,2007-08-12,33,1,"H",81,"H 81",200,1,"C",5959,6,1315,7,2,0
"7753",7753,"Yakutat",2007,2007-08-12,33,1,"H",81,"H 81",200,1,"C",5959,7,1280,7,2,0
"7754",7754,"Yakutat",2007,2007-08-12,33,1,"H",81,"H 81",200,1,"C",5959,8,935,7,2,0
"7755",7755,"Yakutat",2007,2007-08-12,33,1,"H",81,"H 81",200,1,"C",5959,9,845,6,2,0
"7756",7756,"Yakutat",2007,2007-08-12,33,1,"H",81,"H 81",200,1,"C",5959,10,795,6,2,0
"7757",7757,"Yakutat",2007,2007-08-12,33,1,"H",81,"H 81",200,1,"C",5959,11,910,6,2,0
"7758",7758,"Yakutat",2007,2007-08-12,33,1,"H",81,"H 81",200,1,"C",5959,12,815,6,2,0
"7759",7759,"Yakutat",2007,2007-08-12,33,1,"H",81,"H 81",200,1,"C",5959,13,960,6,2,0
"7760",7760,"Yakutat",2007,2007-08-16,33,2,"H",81,"H 81",200,1,"A",5973,1,1345,6,2,0
"7761",7761,"Yakutat",2007,2007-08-16,33,2,"H",81,"H 81",200,1,"A",5973,2,1170,6,2,0
"7762",7762,"Yakutat",2007,2007-08-16,33,2,"H",81,"H 81",200,1,"A",5973,3,1285,6,2,0
"7763",7763,"Yakutat",2007,2007-08-16,33,2,"H",81,"H 81",200,1,"A",5973,4,1195,6,2,0
"7764",7764,"Yakutat",2007,2007-08-16,33,2,"H",81,"H 81",200,1,"A",5973,5,1155,6,2,0
"7765",7765,"Yakutat",2007,2007-08-16,33,2,"H",81,"H 81",200,1,"A",5973,6,895,6,2,0
"7766",7766,"Yakutat",2007,2007-08-16,33,2,"H",81,"H 81",200,1,"A",5973,7,1585,6,2,0
"7767",7767,"Yakutat",2007,2007-08-16,33,2,"H",81,"H 81",200,1,"A",5973,8,1675,6,2,0
"7768",7768,"Yakutat",2007,2007-08-16,33,2,"H",81,"H 81",200,1,"A",5973,9,1420,6,2,0
"7769",7769,"Yakutat",2007,2007-08-16,33,2,"H",81,"H 81",200,1,"A",5973,10,1600,6,2,0
"7770",7770,"Yakutat",2007,2007-08-16,33,2,"H",81,"H 81",200,1,"A",5973,11,1525,6,2,0
"7771",7771,"Yakutat",2007,2007-08-16,33,2,"H",81,"H 81",200,1,"A",5973,12,755,6,2,0
"7772",7772,"Yakutat",2007,2007-08-16,33,2,"H",81,"H 81",200,1,"A",5973,13,760,6,2,0
"7773",7773,"Yakutat",2007,2007-08-16,33,2,"H",81,"H 81",200,1,"A",5973,14,780,6,2,0
"7774",7774,"Yakutat",2007,2007-08-16,33,2,"H",81,"H 81",200,1,"A",5973,15,1090,6,2,0
"7775",7775,"Yakutat",2007,2007-08-16,33,2,"H",81,"H 81",200,1,"A",5973,16,1145,4,1,0
"7776",7776,"Yakutat",2007,2007-08-16,33,2,"H",81,"H 81",200,1,"A",5973,17,1095,7,2,0
"7777",7777,"Yakutat",2007,2007-08-16,33,2,"H",81,"H 81",200,1,"A",5973,18,1420,7,2,0
"7778",7778,"Yakutat",2007,2007-08-16,33,2,"H",81,"H 81",200,1,"A",5973,19,1345,7,2,0
"7779",7779,"Yakutat",2007,2007-08-16,33,2,"H",81,"H 81",200,1,"A",5973,20,1600,7,2,0
