"","MB_MR","SITE","SURVAREA","SHSITE","YEAR","DATE","DAY_TYPE","SHIFT","BIWEEK","WEEK","STATWEEK","HARBOR","SUBHARBOR","HEADVAR2","techid","SAMPTYPE","SPECCODE","SPECIESCODE","SPEC_GROUP","LITHCODE","LINENO","LENGTH","lEGAL_LENGTH","LENGTH_TYPE","AREA","SUBAREA","THA","CLASS","CLASSN","GAF","INTVNUMB","PHOTO_NUM","IPHC_AREA","LOGBOOK_AREA","STAT_AREA","DISTRICT","SUB_DIST","Stat_Area_label","NOTES2","SAMP_TYPE","R_SLOT","MONTH","LENCM","GROSSWT","NETWT","ROUNDWT","ORIGIN","GF_area","LC_area","ATARGET","BIOSAMPLEID","N_AWL_SAMP"
"7458","Marine Boat","KETCHIKAN","A",81,2016,2016-08-18,1,NA,17,19,34,4,4,4,"NB","C","200","HA","Halibut","00138559","04",825,NA,"STF",1,NA,"",2,"Charter","SF",3,"","2C",101900,"10190","101","90","101-90","","Creel Sampler","LEGAL",8,82.5,12.9939735987757,11.2067489351843,14.9049760837951,"dta","SSEI","SSEIW","",NA,NA
"7459","Marine Boat","KETCHIKAN","A",81,2016,2016-08-18,1,NA,17,19,34,4,4,4,"NB","C","200","HA","Halibut","00138559","05",865,NA,"STF",1,NA,"",2,"Charter","SF",3,"","2C",101900,"10190","101","90","101-90","","Creel Sampler","LEGAL",8,86.5,15.1482817758779,13.0647480057745,17.3761148476801,"dta","SSEI","SSEIW","",NA,NA
"7460","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,0,7,2,"AF","D","200","HA","Halibut","00139171","01",1175,NA,"STF",25,NA,"",1,"Private","SF",9,"","2C",101230,"10123","101","23","101-23","","Catch Sampler","N_A",8,117.5,40.8652231266236,35.2445148729183,46.8752047809814,"dta","SSEI","SSEIW","",NA,NA
"7461","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,0,7,2,"AF","D","200","HA","Halibut","00139171","02",1060,NA,"STF",25,NA,"",1,"Private","SF",9,"","2C",101230,"10123","101","23","101-23","","Catch Sampler","N_A",8,106,29.2699641281956,25.2440977221506,33.5746499704604,"dta","SSEI","SSEIW","",NA,NA
"7462","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,0,7,2,"AF","D","200","HA","Halibut","00139171","03",1100,NA,"STF",25,NA,"",1,"Private","SF",9,"","2C",101230,"10123","101","23","101-23","","Catch Sampler","N_A",8,110,33.0022451961432,28.4630312197507,37.8558315222684,"dta","SSEI","SSEIW","",NA,NA
"7463","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,0,7,2,"AF","D","200","HA","Halibut","00139171","04",960,NA,"STF",25,NA,"",1,"Private","SF",9,"","2C",101230,"10123","101","23","101-23","","Catch Sampler","N_A",8,96,21.2319548395287,18.3116569755219,24.3545037774442,"dta","SSEI","SSEIW","",NA,NA
"7464","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,0,7,2,"AF","D","200","HA","Halibut","00139171","05",800,NA,"STF",11,NA,"",1,"Private","SF",11,"","2C",101412,"10141","101","41","101-41","","Catch Sampler","N_A",8,80,11.7609592329861,10.1433265474259,13.4906243080765,"dta","SSEI","SSEIW","",NA,NA
"7465","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,0,7,2,"AF","D","200","HA","Halibut","00139171","06",710,NA,"STF",11,NA,"",1,"Private","SF",11,"","2C",101412,"10141","101","41","101-41","","Catch Sampler","N_A",8,71,7.98929093548086,6.89042324147201,9.16426291115777,"dta","SSEI","SSEIW","",NA,NA
"7466","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,0,7,2,"AF","D","200","HA","Halibut","00139171","07",625,NA,"STF",12,NA,"",1,"Private","SF",14,"","2C",101411,"10141","101","41","101-41","","Catch Sampler","N_A",8,62.5,5.2854557703288,4.55848054298624,6.06277912217171,"dta","SSEI","SSEIW","",NA,NA
"7467","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,0,7,2,"AF","D","200","HA","Halibut","00139171","08",785,NA,"STF",12,NA,"",1,"Private","SF",14,"","2C",101411,"10141","101","41","101-41","","Catch Sampler","N_A",8,78.5,11.0613688531761,9.53995963395614,12.6881463131617,"dta","SSEI","SSEIW","",NA,NA
"7468","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,0,7,2,"AF","D","200","HA","Halibut","00139171","09",1030,NA,"STF",7,NA,"",1,"Private","SF",18,"","2C",101270,"10127","101","27","101-27","","Catch Sampler","N_A",8,103,26.6700478433973,23.0017806330211,30.5923682419181,"dta","SSEI","SSEIW","",NA,NA
"7469","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,0,7,2,"AF","D","200","HA","Halibut","00139171","10",1030,NA,"STF",7,NA,"",1,"Private","SF",18,"","2C",101270,"10127","101","27","101-27","","Catch Sampler","N_A",8,103,26.6700478433973,23.0017806330211,30.5923682419181,"dta","SSEI","SSEIW","",NA,NA
"7470","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,0,7,2,"AF","D","200","HA","Halibut","00139171","11",925,NA,"STF",7,NA,"",1,"Private","SF",18,"","2C",101270,"10127","101","27","101-27","","Catch Sampler","N_A",8,92.5,18.8248012991272,16.2355895454433,21.5933340954396,"dta","SSEI","SSEIW","",NA,NA
"7471","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,0,7,2,"AF","D","200","HA","Halibut","00139171","12",1110,NA,"STF",25,NA,"",1,"Private","SF",19,"","2C",101230,"10123","101","23","101-23","","Catch Sampler","N_A",8,111,33.9842459384742,29.3099650456363,38.9822535106963,"dta","SSEI","SSEIW","",NA,NA
"7472","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,0,7,2,"AF","D","200","HA","Halibut","00139171","13",1080,NA,"STF",25,NA,"",1,"Private","SF",19,"","2C",101230,"10123","101","23","101-23","","Catch Sampler","N_A",8,108,31.0974053397255,26.8201879531908,35.6708499777437,"dta","SSEI","SSEIW","",NA,NA
"7473","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,0,7,2,"AF","D","200","HA","Halibut","00139171","14",965,NA,"STF",25,NA,"",1,"Private","SF",19,"","2C",101230,"10123","101","23","101-23","","Catch Sampler","N_A",8,96.5,21.592338598755,18.6224726224267,24.7678885878275,"dta","SSEI","SSEIW","",NA,NA
"7474","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,0,10,2,"AF","D","200","HA","Halibut","00139181","01",820,NA,"STF",12,NA,"",1,"Private","SF",1,"","2C",101411,"10141","101","41","101-41","","Catch Sampler","N_A",8,82,12.7405468281241,10.9881791366113,14.614278251693,"dta","SSEI","SSEIW","",NA,NA
"7475","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,0,10,2,"AF","D","200","HA","Halibut","00139181","02",745,NA,"STF",12,NA,"",1,"Private","SF",1,"","2C",101411,"10141","101","41","101-41","","Catch Sampler","N_A",8,74.5,9.33721825472724,8.05295315850166,10.7104277008072,"dta","SSEI","SSEIW","",NA,NA
"7476","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,0,10,2,"AF","D","200","HA","Halibut","00139181","03",725,NA,"STF",12,NA,"",2,"Charter","SF",2,"","2C",101411,"10141","101","41","101-41","","Catch Sampler","LEGAL",8,72.5,8.54921675080914,7.37333541510483,9.80653610208943,"dta","SSEI","SSEIW","",NA,NA
"7477","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,0,10,2,"AF","D","200","HA","Halibut","00139181","04",950,NA,"STF",12,NA,"",2,"Charter","SF",2,"","2C",101411,"10141","101","41","101-41","","Catch Sampler","LEGAL",8,95,20.5237004736467,17.7008177429845,23.5420875981694,"dta","SSEI","SSEIW","",NA,NA
"7478","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,0,10,2,"AF","D","200","HA","Halibut","00139181","05",730,NA,"STF",12,NA,"",2,"Charter","SF",2,"","2C",101411,"10141","101","41","101-41","","Catch Sampler","LEGAL",8,73,8.74172728105141,7.53936755018688,10.0273588417485,"dta","SSEI","SSEIW","",NA,NA
"7479","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,0,10,2,"AF","D","200","HA","Halibut","00139181","06",770,NA,"STF",12,NA,"",2,"Charter","SF",2,"","2C",101411,"10141","101","41","101-41","","Catch Sampler","LEGAL",8,77,10.39109071556,8.96187328124,11.9192914640492,"dta","SSEI","SSEIW","",NA,NA
"7480","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,0,10,2,"AF","D","200","HA","Halibut","00139181","07",1030,NA,"STF",24,NA,"",2,"Charter","SF",3,"","2C",101250,"10125","101","25","101-25","","Catch Sampler","LEGAL",8,103,26.6700478433973,23.0017806330211,30.5923682419181,"dta","SSEI","SSEIW","",NA,NA
"7481","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,0,10,2,"AF","D","200","HA","Halibut","00139181","08",880,NA,"STF",24,NA,"",2,"Charter","SF",3,"","2C",101250,"10125","101","25","101-25","","Catch Sampler","LEGAL",8,88,16.0160363013939,13.8131493343522,18.3714886146885,"dta","SSEI","SSEIW","",NA,NA
"7482","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,0,10,2,"AF","D","200","HA","Halibut","00139181","09",720,NA,"STF",12,NA,"",2,"Charter","SF",5,"","2C",101411,"10141","101","41","101-41","","Catch Sampler","LEGAL",8,72,8.35965732014726,7.20984847775072,9.58909847540845,"dta","SSEI","SSEIW","",NA,NA
"7483","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,0,10,2,"AF","D","200","HA","Halibut","00139181","10",710,NA,"STF",12,NA,"",2,"Charter","SF",5,"","2C",101411,"10141","101","41","101-41","","Catch Sampler","LEGAL",8,71,7.98929093548086,6.89042324147201,9.16426291115777,"dta","SSEI","SSEIW","",NA,NA
"7484","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,0,10,2,"AF","D","200","HA","Halibut","00139181","11",1125,NA,"STF",12,NA,"",2,"Charter","SF",5,"","2C",101411,"10141","101","41","101-41","Illegal Size","Catch Sampler","INSIDE",8,112.5,35.4948511650989,30.6127977308248,40.7150209819969,"dta","SSEI","SSEIW","",NA,NA
"7485","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,0,10,2,"AF","D","200","HA","Halibut","00139181","12",950,NA,"STF",7,NA,"",2,"Charter","SF",4,"","2C",101270,"10127","101","27","101-27","","Catch Sampler","LEGAL",8,95,20.5237004736467,17.7008177429845,23.5420875981694,"dta","SSEI","SSEIW","",NA,NA
"7486","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,0,10,2,"AF","D","200","HA","Halibut","00139181","13",760,NA,"STF",7,NA,"",2,"Charter","SF",4,"","2C",101270,"10127","101","27","101-27","","Catch Sampler","LEGAL",8,76,9.96018088682265,8.5902319024382,11.4250084302428,"dta","SSEI","SSEIW","",NA,NA
"7487","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,0,10,2,"AF","D","200","HA","Halibut","00139181","14",730,NA,"STF",7,NA,"",2,"Charter","SF",4,"","2C",101270,"10127","101","27","101-27","","Catch Sampler","LEGAL",8,73,8.74172728105141,7.53936755018688,10.0273588417485,"dta","SSEI","SSEIW","",NA,NA
"7488","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,0,10,2,"AF","D","200","HA","Halibut","00139181","15",770,NA,"STF",7,NA,"",2,"Charter","SF",4,"","2C",101270,"10127","101","27","101-27","","Catch Sampler","LEGAL",8,77,10.39109071556,8.96187328124,11.9192914640492,"dta","SSEI","SSEIW","",NA,NA
"7489","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,0,10,2,"AF","D","200","HA","Halibut","00139181","16",750,NA,"STF",24,NA,"",2,"Charter","SF",6,"","2C",101250,"10125","101","25","101-25","","Catch Sampler","LEGAL",8,75,9.54178617567186,8.22938427965115,10.945081091936,"dta","SSEI","SSEIW","",NA,NA
"7490","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,0,10,2,"AF","D","200","HA","Halibut","00139181","17",760,NA,"STF",24,NA,"",2,"Charter","SF",6,"","2C",101250,"10125","101","25","101-25","","Catch Sampler","LEGAL",8,76,9.96018088682265,8.5902319024382,11.4250084302428,"dta","SSEI","SSEIW","",NA,NA
"7491","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,0,10,2,"AF","D","200","HA","Halibut","00139181","18",685,NA,"STF",24,NA,"",2,"Charter","SF",6,"","2C",101250,"10125","101","25","101-25","","Catch Sampler","LEGAL",8,68.5,7.11325926752169,6.13488322998436,8.1593946958792,"dta","SSEI","SSEIW","",NA,NA
"7492","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,0,10,2,"AF","D","200","HA","Halibut","00139181","19",660,NA,"STF",24,NA,"",2,"Charter","SF",6,"","2C",101250,"10125","101","25","101-25","","Catch Sampler","LEGAL",8,66,6.3059937777102,5.43865111903038,7.2334059883104,"dta","SSEI","SSEIW","",NA,NA
"7493","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,0,10,2,"AF","D","200","HA","Halibut","00139181","20",825,NA,"STF",24,NA,"",2,"Charter","SF",6,"","2C",101250,"10125","101","25","101-25","","Catch Sampler","LEGAL",8,82.5,12.9939735987757,11.2067489351843,14.9049760837951,"dta","SSEI","SSEIW","",NA,NA
"7494","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,4,4,5,"HH","C","200","HA","Halibut","00139361","01",850,NA,"STF",4,NA,"",1,"Private","SF",1,"","2C",102501,"10250","102","50","102-50","","Creel Sampler","N_A",8,85,14.3135877905572,12.344859985371,16.4186637805435,"dta","SSEI","SSEIW","",NA,NA
"7495","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,4,4,5,"HH","C","200","HA","Halibut","00139361","02",1065,NA,"STF",4,NA,"",1,"Private","SF",1,"","2C",102501,"10250","102","50","102-50","","Creel Sampler","N_A",8,106.5,29.7196654220351,25.6319459394474,34.090488099465,"dta","SSEI","SSEIW","",NA,NA
"7496","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,4,4,5,"HH","C","200","HA","Halibut","00139361","03",1170,NA,"STF",4,NA,"",1,"Private","SF",1,"","2C",102501,"10250","102","50","102-50","","Creel Sampler","N_A",8,117,40.3044852375254,34.7609023202377,46.2320000859161,"dta","SSEI","SSEIW","",NA,NA
"7497","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,4,4,5,"HH","C","200","HA","Halibut","00139361","04",1195,NA,"STF",4,NA,"",1,"Private","SF",1,"","2C",102501,"10250","102","50","102-50","","Creel Sampler","N_A",8,119.5,43.1621629349607,37.22552765208,49.5099517772664,"dta","SSEI","SSEIW","",NA,NA
"7498","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,4,4,5,"HH","C","200","HA","Halibut","00139361","05",1245,NA,"STF",4,NA,"",1,"Private","SF",1,"","2C",102501,"10250","102","50","102-50","","Creel Sampler","N_A",8,124.5,49.2923910688513,42.5125883875572,56.5417425554511,"dta","SSEI","SSEIW","",NA,NA
"7499","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,4,4,5,"HH","C","200","HA","Halibut","00139361","06",1065,NA,"STF",4,NA,"",1,"Private","SF",1,"","2C",102501,"10250","102","50","102-50","","Creel Sampler","N_A",8,106.5,29.7196654220351,25.6319459394474,34.090488099465,"dta","SSEI","SSEIW","",NA,NA
"7500","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,4,4,5,"HH","C","200","HA","Halibut","00139361","07",1370,NA,"STF",4,NA,"",1,"Private","SF",1,"","2C",102501,"10250","102","50","102-50","","Creel Sampler","N_A",8,137,67.2056559503097,57.962016586709,77.089482060323,"dta","SSEI","SSEIW","",NA,NA
"7501","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,4,4,5,"HH","C","200","HA","Halibut","00139361","08",1700,NA,"STF",4,NA,"",1,"Private","SF",5,"","2C",102501,"10250","102","50","102-50","","Creel Sampler","N_A",8,170,135.233937115003,116.633512392786,155.122571482405,"dta","SSEI","SSEIW","",NA,NA
"7502","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,4,4,5,"HH","C","200","HA","Halibut","00139361","09",800,NA,"STF",26,NA,"",2,"Charter","SF",7,"","2C",101210,"10121","101","21","101-21","","Creel Sampler","LEGAL",8,80,11.7609592329861,10.1433265474259,13.4906243080765,"dta","SSEI","SSEIW","",NA,NA
"7503","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,4,4,5,"HH","C","200","HA","Halibut","00139361","10",890,NA,"STF",26,NA,"",2,"Charter","SF",7,"","2C",101210,"10121","101","21","101-21","","Creel Sampler","LEGAL",8,89,16.6132579480539,14.3282275744224,19.0565426739818,"dta","SSEI","SSEIW","",NA,NA
"7504","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,4,4,5,"HH","C","200","HA","Halibut","00139361","11",800,NA,"STF",26,NA,"",2,"Charter","SF",7,"","2C",101210,"10121","101","21","101-21","","Creel Sampler","LEGAL",8,80,11.7609592329861,10.1433265474259,13.4906243080765,"dta","SSEI","SSEIW","",NA,NA
"7505","Marine Boat","KETCHIKAN","A",81,2016,2016-08-19,1,NA,17,19,34,4,4,5,"HH","C","200","HA","Halibut","00139361","12",750,NA,"STF",26,NA,"",2,"Charter","SF",7,"","2C",101210,"10121","101","21","101-21","","Creel Sampler","LEGAL",8,75,9.54178617567186,8.22938427965115,10.945081091936,"dta","SSEI","SSEIW","",NA,NA
"7506","Marine Boat","KETCHIKAN","A",81,2016,2016-08-20,1,NA,17,19,34,7,7,2,"AF","C","200","HA","Halibut","00139143","01",875,NA,"STF",7,NA,"",1,"Private","SF",1,"","2C",101270,"10127","101","27","101-27","","Creel Sampler","N_A",8,87.5,15.7230674870545,13.5604762068303,18.0354333550842,"dta","SSEI","SSEIW","",NA,NA
"7507","Marine Boat","KETCHIKAN","A",81,2016,2016-08-20,1,NA,17,19,34,7,7,2,"AF","C","200","HA","Halibut","00139143","02",1120,NA,"STF",7,NA,"",1,"Private","SF",1,"","2C",101270,"10127","101","27","101-27","","Creel Sampler","N_A",8,112,34.9862649065803,30.174163738861,40.1316377726851,"dta","SSEI","SSEIW","",NA,NA
"7508","Marine Boat","KETCHIKAN","A",81,2016,2016-08-20,1,NA,17,19,34,7,7,2,"AF","C","200","HA","Halibut","00139143","03",740,NA,"STF",7,NA,"",1,"Private","SF",1,"","2C",101270,"10127","101","27","101-27","","Creel Sampler","N_A",8,74,9.13570271299549,7.87915458445051,10.4792755973192,"dta","SSEI","SSEIW","",NA,NA
"7509","Marine Boat","KETCHIKAN","A",81,2016,2016-08-20,1,NA,17,19,34,7,7,2,"AF","C","200","HA","Halibut","00139143","04",1015,NA,"STF",7,NA,"",1,"Private","SF",1,"","2C",101270,"10127","101","27","101-27","","Creel Sampler","N_A",8,101.5,25.4320379879116,21.9340498481118,29.1722862979887,"dta","SSEI","SSEIW","",NA,NA
"7510","Marine Boat","KETCHIKAN","A",81,2016,2016-08-20,1,NA,17,19,34,7,7,2,"AF","C","200","HA","Halibut","00139143","05",615,NA,"STF",24,NA,"",1,"Private","SF",5,"","2C",101250,"10125","101","25","101-25","","Creel Sampler","N_A",8,61.5,5.01633534732832,4.3263756375106,5.7540795978891,"dta","SSEI","SSEIW","",NA,NA
"7511","Marine Boat","KETCHIKAN","A",81,2016,2016-08-20,1,NA,17,19,34,7,7,2,"AF","C","200","HA","Halibut","00139143","06",730,NA,"STF",24,NA,"",1,"Private","SF",5,"","2C",101250,"10125","101","25","101-25","","Creel Sampler","N_A",8,73,8.74172728105141,7.53936755018688,10.0273588417485,"dta","SSEI","SSEIW","",NA,NA
"7512","Marine Boat","KETCHIKAN","A",81,2016,2016-08-20,1,NA,17,19,34,7,7,2,"AF","C","200","HA","Halibut","00139143","07",990,NA,"STF",26,NA,"",1,"Private","SF",9,"","2C",101210,"10121","101","21","101-21","","Creel Sampler","N_A",8,99,23.4579046802108,20.2314439303907,26.9078204274196,"dta","SSEI","SSEIW","",NA,NA
"7513","Marine Boat","KETCHIKAN","A",81,2016,2016-08-20,1,NA,17,19,34,7,7,2,"AF","C","200","HA","Halibut","00139143","08",1065,NA,"STF",26,NA,"",1,"Private","SF",9,"","2C",101210,"10121","101","21","101-21","","Creel Sampler","N_A",8,106.5,29.7196654220351,25.6319459394474,34.090488099465,"dta","SSEI","SSEIW","",NA,NA
"7514","Marine Boat","KETCHIKAN","A",81,2016,2016-08-20,1,NA,17,19,34,7,7,2,"AF","C","200","HA","Halibut","00139143","09",980,NA,"STF",26,NA,"",1,"Private","SF",9,"","2C",101210,"10121","101","21","101-21","","Creel Sampler","N_A",8,98,22.6988404372717,19.5767833424166,26.037121845414,"dta","SSEI","SSEIW","",NA,NA
"7515","Marine Boat","KETCHIKAN","A",81,2016,2016-08-20,1,NA,17,19,34,7,7,2,"AF","C","200","HA","Halibut","00139143","10",705,NA,"STF",26,NA,"",1,"Private","SF",9,"","2C",101210,"10121","101","21","101-21","","Creel Sampler","N_A",8,70.5,7.80843367563802,6.73444155590393,8.95680726935223,"dta","SSEI","SSEIW","",NA,NA
"7516","Marine Boat","KETCHIKAN","A",81,2016,2016-08-20,1,NA,17,19,34,7,7,2,"AF","C","200","HA","Halibut","00139143","11",1200,NA,"STF",26,NA,"",1,"Private","SF",9,"","2C",101210,"10121","101","21","101-21","","Creel Sampler","N_A",8,120,43.7500369268382,37.7325439379309,50.1842834374481,"dta","SSEI","SSEIW","",NA,NA
"7517","Marine Boat","KETCHIKAN","A",81,2016,2016-08-20,1,NA,17,19,34,7,7,2,"AF","C","200","HA","Halibut","00139143","12",1155,NA,"STF",26,NA,"",1,"Private","SF",9,"","2C",101210,"10121","101","21","101-21","","Creel Sampler","N_A",8,115.5,38.6542112348137,33.3376112628821,44.3390229796331,"dta","SSEI","SSEIW","",NA,NA
"7518","Marine Boat","KETCHIKAN","A",81,2016,2016-08-20,1,NA,17,19,34,7,7,2,"AF","C","200","HA","Halibut","00139143","13",1165,NA,"STF",26,NA,"",1,"Private","SF",9,"","2C",101210,"10121","101","21","101-21","","Creel Sampler","N_A",8,116.5,39.7490894838013,34.2818971318448,45.5949231853536,"dta","SSEI","SSEIW","",NA,NA
"7519","Marine Boat","KETCHIKAN","A",81,2016,2016-08-20,1,NA,17,19,34,7,7,2,"AF","C","200","HA","Halibut","00139143","14",930,NA,"STF",26,NA,"",1,"Private","SF",9,"","2C",101210,"10121","101","21","101-21","","Creel Sampler","N_A",8,93,19.1564901234037,16.5216570328072,21.9738038536336,"dta","SSEI","SSEIW","",NA,NA
"7520","Marine Boat","KETCHIKAN","A",81,2016,2016-08-20,1,NA,17,19,34,7,7,2,"AF","C","200","HA","Halibut","00139143","15",825,NA,"STF",26,NA,"",1,"Private","SF",9,"","2C",101210,"10121","101","21","101-21","","Creel Sampler","N_A",8,82.5,12.9939735987757,11.2067489351843,14.9049760837951,"dta","SSEI","SSEIW","",NA,NA
"7521","Marine Boat","KETCHIKAN","A",81,2016,2016-08-20,1,NA,17,19,34,7,7,2,"AF","C","200","HA","Halibut","00139143","16",1000,NA,"STF",25,NA,"",1,"Private","SF",14,"","2C",101230,"10123","101","23","101-23","","Creel Sampler","N_A",8,100,24.2343394485858,20.9010858569024,27.7984441896802,"dta","SSEI","SSEIW","",NA,NA
"7522","Marine Boat","KETCHIKAN","A",81,2016,2016-08-20,1,NA,17,19,34,16,1,3,"MK","C","200","HA","Halibut","","",1425,NA,"FL",12,NA,"N",1,"Private","SF",4,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","N_A",8,142.5,76.3468893828848,65.8459411812945,87.5751017711217,"hnd","SSEI","SSEIW","BF",8780,1
"7523","Marine Boat","KETCHIKAN","A",81,2016,2016-08-20,1,NA,17,19,34,4,4,4,"NB","C","200","HA","Halibut","00139064","01",805,NA,"STF",5,NA,"",1,"Private","SF",1,"","2C",101290,"10129","101","29","101-29","","Creel Sampler","N_A",8,80.5,12.0007900817551,10.3501704423003,13.7657266882595,"dta","SSEI","SSEIW","",NA,NA
"7524","Marine Boat","KETCHIKAN","A",81,2016,2016-08-20,1,NA,17,19,34,4,4,4,"NB","C","200","HA","Halibut","00139064","02",675,NA,"STF",5,NA,"",1,"Private","SF",1,"","2C",101290,"10129","101","29","101-29","","Creel Sampler","N_A",8,67.5,6.7822752439286,5.84942360319903,7.77973339225472,"dta","SSEI","SSEIW","",NA,NA
"7525","Marine Boat","KETCHIKAN","A",81,2016,2016-08-20,1,NA,17,19,34,4,4,4,"NB","C","200","HA","Halibut","00139064","03",655,NA,"STF",5,NA,"",1,"Private","SF",1,"","2C",101290,"10129","101","29","101-29","","Creel Sampler","N_A",8,65.5,6.15251949795487,5.30628608779865,7.0573604967722,"dta","SSEI","SSEIW","",NA,NA
"7526","Marine Boat","KETCHIKAN","A",81,2016,2016-08-20,1,NA,17,19,34,4,4,4,"NB","C","200","HA","Halibut","00139064","04",675,NA,"STF",5,NA,"",1,"Private","SF",1,"","2C",101290,"10129","101","29","101-29","","Creel Sampler","N_A",8,67.5,6.7822752439286,5.84942360319903,7.77973339225472,"dta","SSEI","SSEIW","",NA,NA
"7527","Marine Boat","KETCHIKAN","A",81,2016,2016-08-20,1,NA,17,19,34,4,4,4,"NB","C","200","HA","Halibut","00139064","05",685,NA,"STF",27,NA,"",1,"Private","SF",5,"","2C",101110,"10111","101","11","101-11","","Creel Sampler","N_A",8,68.5,7.11325926752169,6.13488322998436,8.1593946958792,"dta","SSEI","SSEIW","",NA,NA
"7528","Marine Boat","KETCHIKAN","A",81,2016,2016-08-20,1,NA,17,19,34,4,4,4,"NB","C","200","HA","Halibut","00139064","06",805,NA,"STF",27,NA,"",1,"Private","SF",5,"","2C",101110,"10111","101","11","101-11","","Creel Sampler","N_A",8,80.5,12.0007900817551,10.3501704423003,13.7657266882595,"dta","SSEI","SSEIW","",NA,NA
"7529","Marine Boat","KETCHIKAN","A",81,2016,2016-08-20,1,NA,17,19,34,4,4,4,"NB","C","200","HA","Halibut","00139064","07",785,NA,"STF",27,NA,"",1,"Private","SF",5,"","2C",101110,"10111","101","11","101-11","","Creel Sampler","N_A",8,78.5,11.0613688531761,9.53995963395614,12.6881463131617,"dta","SSEI","SSEIW","",NA,NA
"7530","Marine Boat","KETCHIKAN","A",81,2016,2016-08-20,1,NA,17,19,34,4,4,4,"NB","C","200","HA","Halibut","00139064","08",885,NA,"STF",26,NA,"",1,"Private","SF",9,"","2C",101210,"10121","101","21","101-21","","Creel Sampler","N_A",8,88.5,16.3127576363339,14.0690588511069,18.7118482719722,"dta","SSEI","SSEIW","",NA,NA
