"","SUB","YEAR","MONTH","DAY","PAGE","LINE","AGECONF","AGE","AGEERR","SEX","LENGTH","OBSWT","STATAREA","USER","CAS","PORT","NETWT","RNDWT"
"2162",1,2002,6,11,15,10,NA,6,"","F",83,NA,525931,"Charter",0,"CCI",11.4,15.2
"2163",1,2002,6,11,15,11,NA,NA,"","F",84,NA,525931,"Charter",0,"CCI",11.9,15.8
"2164",1,2002,6,11,15,12,NA,8,"","M",72,NA,515939,"Charter",0,"CCI",7.2,9.6
"2165",1,2002,6,11,15,13,NA,18,"","M",89,NA,525931,"Charter",0,"CCI",14.3,19.1
"2166",1,2002,6,11,15,14,NA,NA,"I","M",82,NA,515939,"Charter",0,"CCI",11,14.6
"2167",1,2002,6,11,15,15,NA,21,"","M",98,NA,525931,"Charter",0,"CCI",19.6,26
"2168",1,2002,6,11,15,16,NA,11,"","M",83,NA,525931,"Charter",0,"CCI",11.4,15.2
"2169",1,2002,6,11,15,17,NA,10,"","M",82,NA,525931,"Charter",0,"CCI",11,14.6
"2170",1,2002,6,11,15,18,NA,8,"","M",82,NA,525931,"Charter",0,"CCI",11,14.6
"2171",1,2002,6,11,15,19,NA,13,"","M",81,NA,525931,"Charter",0,"CCI",10.6,14
"2172",1,2002,6,11,15,20,NA,11,"","M",81,NA,525931,"Charter",0,"CCI",10.6,14
"2173",1,2002,6,20,16,1,NA,8,"","M",82,NA,525931,"Private",0,"CCI",11,14.6
"2174",1,2002,6,20,16,2,NA,NA,"","F",81,NA,525931,"Private",0,"CCI",10.6,14
"2175",1,2002,6,20,16,3,NA,NA,"","F",92,NA,525931,"Private",0,"CCI",16,21.2
"2176",1,2002,6,20,16,4,NA,18,"","F",117,NA,525931,"Private",0,"CCI",34.8,46.2
"2177",1,2002,6,20,16,5,NA,6,"","F",88,NA,525931,"Private",0,"CCI",13.8,18.4
"2178",1,2002,6,20,16,6,NA,NA,"I","F",94,NA,525931,"Private",0,"CCI",17.1,22.7
"2179",1,2002,6,20,16,7,NA,NA,"","F",90,NA,525931,"Private",0,"CCI",14.9,19.8
"2180",1,2002,6,20,16,8,NA,9,"","F",84,NA,525931,"Private",0,"CCI",11.9,15.8
"2181",1,2002,6,20,16,9,NA,NA,"","F",98,NA,525931,"Private",0,"CCI",19.6,26
"2182",1,2002,6,20,16,10,NA,NA,"","F",95,NA,525931,"Private",0,"CCI",17.7,23.5
"2183",1,2002,6,20,16,11,NA,8,"","F",82,NA,525931,"Private",0,"CCI",11,14.6
"2184",1,2002,6,20,16,12,NA,NA,"I","F",76,NA,525931,"Private",0,"CCI",8.6,11.4
"2185",1,2002,6,20,16,13,NA,7,"","F",78,NA,525931,"Private",0,"CCI",9.3,12.4
"2186",1,2002,6,20,16,14,NA,8,"","F",93,NA,525931,"Private",0,"CCI",16.5,22
"2187",1,2002,6,20,16,15,NA,NA,"","F",95,NA,525931,"Private",0,"CCI",17.7,23.5
"2188",1,2002,6,20,16,16,NA,8,"","F",79,NA,515939,"Private",0,"CCI",9.7,13
"2189",1,2002,6,20,16,17,NA,NA,"I","F",92,NA,515939,"Private",0,"CCI",16,21.2
"2190",1,2002,6,20,16,18,NA,7,"","F",86,NA,515939,"Private",0,"CCI",12.8,17.1
"2191",1,2002,6,20,16,19,NA,5,"","F",67,NA,515939,"Private",0,"CCI",5.7,7.6
"2192",1,2002,6,20,16,20,NA,NA,"I","F",78,NA,515939,"Private",0,"CCI",9.3,12.4
"2193",1,2002,6,20,16,21,NA,7,"","F",84,NA,515939,"Private",0,"CCI",11.9,15.8
"2194",1,2002,6,20,16,22,NA,15,"","F",129,NA,525931,"Charter",0,"CCI",47.7,63.4
"2195",1,2002,6,20,16,23,NA,NA,"","F",146,NA,525931,"Charter",0,"CCI",71.2,94.7
"2196",1,2002,6,20,16,24,NA,NA,"I","F",116,NA,525931,"Charter",0,"CCI",33.8,45
"2197",1,2002,6,20,16,25,NA,8,"","F",98,NA,525931,"Charter",0,"CCI",19.6,26
"2198",1,2002,6,20,16,26,NA,NA,"","F",96,NA,525931,"Charter",0,"CCI",18.3,24.4
"2199",1,2002,6,20,16,27,NA,8,"","F",105,NA,525931,"Charter",0,"CCI",24.5,32.6
"2200",1,2002,6,20,16,28,NA,8,"","F",92,NA,525931,"Charter",0,"CCI",16,21.2
"2201",1,2002,6,20,16,29,NA,13,"","F",113,NA,525931,"Charter",0,"CCI",31.1,41.3
"2202",1,2002,6,20,16,30,NA,13,"","F",131,NA,525931,"Charter",0,"CCI",50.1,66.7
"2203",1,2002,6,20,17,1,NA,NA,"","F",80,NA,525931,"Charter",0,"CCI",10.1,13.5
"2204",1,2002,6,20,17,2,NA,NA,"","F",123,NA,525931,"Charter",0,"CCI",40.9,54.4
"2205",1,2002,6,20,17,3,NA,8,"","F",87,NA,525931,"Charter",0,"CCI",13.3,17.7
"2206",1,2002,6,20,17,4,NA,NA,"","F",93,NA,525931,"Charter",0,"CCI",16.5,22
"2207",1,2002,6,20,17,5,NA,NA,"","F",82,NA,525931,"Charter",0,"CCI",11,14.6
"2208",1,2002,6,20,17,6,NA,NA,"","F",90,NA,525931,"Charter",0,"CCI",14.9,19.8
"2209",1,2002,6,20,17,7,NA,5,"","F",75,NA,525931,"Charter",0,"CCI",8.2,10.9
"2210",1,2002,6,20,17,8,NA,NA,"I","F",80,NA,525931,"Charter",0,"CCI",10.1,13.5
"2211",1,2002,6,20,17,9,NA,7,"","F",91,NA,525931,"Charter",0,"CCI",15.4,20.5
"2212",1,2002,6,20,17,10,NA,12,"","F",132,NA,525931,"Charter",0,"CCI",51.4,68.3
"2213",1,2002,6,20,17,11,NA,10,"","M",90,NA,525931,"Charter",0,"CCI",14.9,19.8
"2214",1,2002,6,24,18,1,NA,6,"","M",71,NA,525931,"Charter",0,"CCI",6.9,9.2
"2215",1,2002,6,24,18,2,NA,7,"","M",65,NA,525931,"Charter",0,"CCI",5.2,6.9
"2216",1,2002,6,24,18,3,NA,8,"","F",83,NA,525931,"Charter",0,"CCI",11.4,15.2
"2217",1,2002,6,24,18,4,NA,7,"","F",76,NA,525931,"Charter",0,"CCI",8.6,11.4
"2218",1,2002,6,24,18,5,NA,8,"","F",79,NA,525931,"Charter",0,"CCI",9.7,13
"2219",1,2002,6,24,18,6,NA,6,"","F",84,NA,525931,"Charter",0,"CCI",11.9,15.8
"2220",1,2002,6,24,18,7,NA,11,"","F",99,NA,525931,"Charter",0,"CCI",20.2,26.9
"2221",1,2002,6,24,18,8,NA,5,"","F",72,NA,525931,"Charter",0,"CCI",7.2,9.6
"2222",1,2002,6,24,18,9,NA,NA,"","F",80,NA,525931,"Charter",0,"CCI",10.1,13.5
"2223",1,2002,6,24,18,10,NA,NA,"I","F",131,NA,525931,"Charter",0,"CCI",50.1,66.7
"2224",1,2002,6,24,18,11,NA,NA,"","F",76,NA,525931,"Charter",0,"CCI",8.6,11.4
"2225",1,2002,6,24,18,12,NA,NA,"","F",150,NA,525931,"Charter",0,"CCI",77.8,103.4
"2226",1,2002,6,24,18,13,NA,7,"","F",70,NA,525931,"Charter",0,"CCI",6.6,8.8
"2227",1,2002,6,24,18,14,NA,NA,"I","F",149,NA,525931,"Charter",0,"CCI",76.1,101.2
"2228",1,2002,6,24,18,15,NA,NA,"","F",102,NA,525931,"Charter",0,"CCI",22.3,29.6
"2229",1,2002,6,24,18,16,NA,NA,"I","F",107,NA,525931,"Charter",0,"CCI",26,34.6
"2230",1,2002,6,24,18,17,NA,NA,"","F",80,NA,525931,"Charter",0,"CCI",10.1,13.5
"2231",1,2002,6,24,18,18,NA,6,"","F",79,NA,525931,"Private",0,"CCI",9.7,13
"2232",1,2002,6,24,18,19,NA,NA,"","F",77,NA,525931,"Private",0,"CCI",9,11.9
"2233",1,2002,6,24,18,20,NA,8,"","F",96,NA,525931,"Private",0,"CCI",18.3,24.4
"2234",1,2002,6,24,18,21,NA,NA,"","F",96,NA,525931,"Private",0,"CCI",18.3,24.4
"2235",1,2002,6,24,18,22,NA,7,"","F",75,NA,525931,"Private",0,"CCI",8.2,10.9
"2236",1,2002,6,24,18,23,NA,6,"","F",78,NA,525931,"Private",0,"CCI",9.3,12.4
"2237",1,2002,6,24,18,24,NA,7,"","F",73,NA,525931,"Private",0,"CCI",7.5,10
"2238",1,2002,6,24,18,25,NA,7,"","F",87,NA,525931,"Private",0,"CCI",13.3,17.7
"2239",1,2002,6,24,18,26,NA,NA,"","F",85,NA,525931,"Private",0,"CCI",12.3,16.4
"2240",1,2002,6,24,18,27,NA,NA,"I","F",79,NA,525931,"Private",0,"CCI",9.7,13
"2241",2,2002,6,27,19,1,NA,7,"","M",65,NA,525931,"Charter",0,"CCI",5.2,6.9
"2242",2,2002,6,27,19,2,NA,8,"","M",68,NA,525931,"Charter",0,"CCI",6,8
"2243",2,2002,6,27,19,3,NA,8,"","M",72,NA,525931,"Charter",0,"CCI",7.2,9.6
"2244",2,2002,6,27,19,4,NA,10,"","M",83,NA,525931,"Charter",0,"CCI",11.4,15.2
"2245",2,2002,6,27,19,5,NA,NA,"","F",70,NA,525931,"Charter",0,"CCI",6.6,8.8
"2246",2,2002,6,27,19,6,NA,NA,"","F",77,NA,525931,"Charter",0,"CCI",9,11.9
"2247",2,2002,6,27,19,7,NA,8,"","F",86,NA,525931,"Charter",0,"CCI",12.8,17.1
"2248",2,2002,6,27,19,8,NA,NA,"","F",76,NA,525931,"Charter",0,"CCI",8.6,11.4
"2249",2,2002,6,27,19,9,NA,8,"","F",73,NA,525931,"Charter",0,"CCI",7.5,10
"2250",2,2002,6,27,19,10,NA,15,"","F",154,NA,525931,"Charter",0,"CCI",84.7,112.6
"2251",2,2002,6,27,19,11,NA,8,"","F",107,NA,525931,"Private",0,"CCI",26,34.6
"2252",2,2002,6,27,19,12,NA,7,"","F",81,NA,525931,"Private",0,"CCI",10.6,14
"2253",2,2002,6,27,19,13,NA,NA,"","F",85,NA,525931,"Private",0,"CCI",12.3,16.4
"2254",2,2002,6,27,19,14,NA,5,"","F",70,NA,525931,"Private",0,"CCI",6.6,8.8
"2255",2,2002,6,27,19,15,NA,11,"","F",97,NA,525931,"Private",0,"CCI",18.9,25.2
"2256",2,2002,6,27,19,16,NA,13,"","F",94,NA,525907,"Private",0,"CCI",17.1,22.7
"2257",2,2002,6,27,19,17,NA,NA,"","F",89,NA,525907,"Private",0,"CCI",14.3,19.1
"2258",2,2002,6,27,19,18,NA,NA,"","F",95,NA,525907,"Private",0,"CCI",17.7,23.5
"2259",2,2002,6,27,19,19,NA,12,"","F",93,NA,525907,"Private",0,"CCI",16.5,22
"2260",2,2002,6,27,19,20,NA,7,"","F",80,NA,525907,"Private",0,"CCI",10.1,13.5
"2261",2,2002,6,27,19,21,NA,10,"","M",84,NA,525907,"Private",0,"CCI",11.9,15.8
"2262",1,2002,7,4,20,1,NA,NA,"","F",136,NA,525931,"Charter",0,"CCI",56.6,75.3
"2263",1,2002,7,4,20,2,NA,14,"","F",122,NA,525931,"Charter",0,"CCI",39.8,52.9
"2264",1,2002,7,4,20,3,NA,NA,"","F",77,NA,525931,"Charter",0,"CCI",9,11.9
"2265",1,2002,7,4,20,4,NA,NA,"","F",79,NA,525931,"Charter",0,"CCI",9.7,13
"2266",1,2002,7,4,20,5,NA,6,"","F",73,NA,525931,"Charter",0,"CCI",7.5,10
"2267",1,2002,7,4,20,6,NA,NA,"","F",78,NA,525931,"Charter",0,"CCI",9.3,12.4
"2268",1,2002,7,4,20,7,NA,NA,"","F",89,NA,525931,"Charter",0,"CCI",14.3,19.1
"2269",1,2002,7,4,20,8,NA,5,"","F",61,NA,525931,"Charter",0,"CCI",4.2,5.6
"2270",1,2002,7,4,20,9,NA,NA,"I","F",92,NA,525931,"Charter",0,"CCI",16,21.2
"2271",1,2002,7,4,20,10,NA,NA,"","",68,NA,525931,"Charter",0,"CCI",6,8
"2272",1,2002,7,4,20,11,NA,10,"","F",94,NA,525931,"Private",0,"CCI",17.1,22.7
"2273",1,2002,7,4,20,12,NA,19,"","F",101,NA,525931,"Private",0,"CCI",21.6,28.7
"2274",1,2002,7,4,20,13,NA,8,"","F",100,NA,525931,"Private",0,"CCI",20.9,27.8
"2275",1,2002,7,4,20,14,NA,8,"","F",105,NA,525931,"Private",0,"CCI",24.5,32.6
"2276",1,2002,7,4,20,15,NA,8,"","F",89,NA,525931,"Private",0,"CCI",14.3,19.1
"2277",1,2002,7,4,20,16,NA,NA,"I","M",99,NA,525931,"Private",0,"CCI",20.2,26.9
"2278",1,2002,7,4,20,17,NA,15,"","M",95,NA,525931,"Private",0,"CCI",17.7,23.5
"2279",2,2002,7,7,21,1,NA,8,"","F",80,NA,525931,"Private",0,"CCI",10.1,13.5
"2280",2,2002,7,7,21,2,NA,8,"","F",78,NA,525931,"Private",0,"CCI",9.3,12.4
"2281",2,2002,7,7,21,3,NA,NA,"","F",87,NA,525931,"Private",0,"CCI",13.3,17.7
"2282",2,2002,7,7,21,4,NA,6,"","F",91,NA,525931,"Private",0,"CCI",15.4,20.5
"2283",2,2002,7,7,21,5,NA,6,"","F",97,NA,525931,"Private",0,"CCI",18.9,25.2
"2284",2,2002,7,7,21,6,NA,NA,"","F",101,NA,525931,"Private",0,"CCI",21.6,28.7
"2285",2,2002,7,7,21,7,NA,8,"","F",108,NA,525931,"Private",0,"CCI",26.8,35.7
"2286",2,2002,7,7,21,8,NA,7,"","F",94,NA,525931,"Private",0,"CCI",17.1,22.7
"2287",2,2002,7,7,21,9,NA,10,"","F",123,NA,525931,"Private",0,"CCI",40.9,54.4
"2288",2,2002,7,7,21,10,NA,5,"","F",70,NA,525931,"Private",0,"CCI",6.6,8.8
"2289",2,2002,7,7,21,11,NA,12,"","F",139,NA,515937,"Private",0,"CCI",60.7,80.8
"2290",2,2002,7,7,21,12,NA,NA,"I","F",147,NA,515937,"Private",0,"CCI",72.8,96.9
"2291",2,2002,7,7,21,13,NA,8,"","F",104,NA,515937,"Private",0,"CCI",23.7,31.6
"2292",2,2002,7,7,21,14,NA,7,"","F",73,NA,515937,"Private",0,"CCI",7.5,10
"2293",2,2002,7,7,21,15,NA,NA,"","M",66,NA,515937,"Private",0,"CCI",5.4,7.2
"2294",2,2002,7,7,21,16,NA,NA,"I","F",100,NA,515937,"Private",0,"CCI",20.9,27.8
"2295",2,2002,7,7,21,17,NA,10,"","F",102,NA,515937,"Private",0,"CCI",22.3,29.6
"2296",2,2002,7,7,21,18,NA,7,"","F",78,NA,515937,"Private",0,"CCI",9.3,12.4
"2297",2,2002,7,7,21,19,NA,NA,"","F",92,NA,515937,"Private",0,"CCI",16,21.2
"2298",1,2002,7,8,22,1,NA,NA,"","F",86,NA,525931,"Charter",0,"CCI",12.8,17.1
"2299",1,2002,7,8,22,2,NA,NA,"","F",91,NA,525931,"Charter",0,"CCI",15.4,20.5
"2300",1,2002,7,8,22,3,NA,7,"","F",85,NA,525931,"Charter",0,"CCI",12.3,16.4
"2301",1,2002,7,8,22,4,NA,8,"","F",89,NA,525931,"Charter",0,"CCI",14.3,19.1
"2302",1,2002,7,8,22,5,NA,8,"","F",81,NA,525931,"Charter",0,"CCI",10.6,14
"2303",1,2002,7,8,22,6,NA,NA,"","F",78,NA,525931,"Charter",0,"CCI",9.3,12.4
"2304",1,2002,7,8,22,7,NA,NA,"I","F",135,NA,525931,"Charter",0,"CCI",55.3,73.5
"2305",1,2002,7,8,22,8,NA,8,"","F",103,NA,525931,"Charter",0,"CCI",23,30.6
"2306",1,2002,7,8,22,9,NA,8,"","F",77,NA,525931,"Charter",0,"CCI",9,11.9
"2307",1,2002,7,8,22,10,NA,10,"","F",107,NA,525931,"Charter",0,"CCI",26,34.6
"2308",1,2002,7,8,22,11,NA,7,"","F",73,NA,525931,"Charter",0,"CCI",7.5,10
"2309",1,2002,7,8,22,12,NA,NA,"","F",82,NA,525931,"Charter",0,"CCI",11,14.6
"2310",1,2002,7,8,22,13,NA,NA,"","F",81,NA,525931,"Charter",0,"CCI",10.6,14
"2311",1,2002,7,8,22,14,NA,14,"","F",112,NA,525931,"Charter",0,"CCI",30.2,40.1
"2312",1,2002,7,8,22,15,NA,NA,"","F",87,NA,525931,"Charter",0,"CCI",13.3,17.7
"2313",1,2002,7,8,22,16,NA,NA,"","F",86,NA,525931,"Charter",0,"CCI",12.8,17.1
"2314",1,2002,7,8,22,17,NA,15,"","F",137,NA,525931,"Charter",0,"CCI",58,77.1
"2315",1,2002,7,8,22,18,NA,7,"","F",78,NA,525931,"Charter",0,"CCI",9.3,12.4
"2316",1,2002,7,8,22,19,NA,6,"","F",73,NA,525931,"Charter",0,"CCI",7.5,10
"2317",1,2002,7,8,22,20,NA,7,"","F",77,NA,525931,"Charter",0,"CCI",9,11.9
"2318",1,2002,7,8,22,21,NA,NA,"","F",131,NA,525931,"Charter",0,"CCI",50.1,66.7
"2319",1,2002,7,8,22,22,NA,8,"","F",73,NA,525931,"Charter",0,"CCI",7.5,10
"2320",1,2002,7,8,22,23,NA,7,"","F",75,NA,525931,"Charter",0,"CCI",8.2,10.9
"2321",1,2002,7,8,22,24,NA,NA,"","F",124,NA,525931,"Charter",0,"CCI",42,55.8
"2322",1,2002,7,8,22,25,NA,NA,"","F",93,NA,525931,"Charter",0,"CCI",16.5,22
"2323",1,2002,7,8,22,26,NA,9,"","F",81,NA,525931,"Charter",0,"CCI",10.6,14
"2324",1,2002,7,8,22,27,NA,8,"","F",77,NA,525931,"Charter",0,"CCI",9,11.9
"2325",1,2002,7,8,22,28,NA,NA,"","F",90,NA,525931,"Charter",0,"CCI",14.9,19.8
"2326",1,2002,7,8,22,29,NA,NA,"","M",80,NA,525931,"Charter",0,"CCI",10.1,13.5
"2327",1,2002,7,8,22,30,NA,9,"","M",76,NA,525931,"Charter",0,"CCI",8.6,11.4
"2328",1,2002,7,8,23,1,NA,NA,"","M",81,NA,525931,"Charter",0,"CCI",10.6,14
"2329",1,2002,7,8,23,2,NA,9,"","M",96,NA,525931,"Charter",0,"CCI",18.3,24.4
"2330",1,2002,7,8,23,3,NA,13,"","M",90,NA,525931,"Private",0,"CCI",14.9,19.8
"2331",1,2002,7,8,23,4,NA,8,"","M",79,NA,525931,"Private",0,"CCI",9.7,13
"2332",1,2002,7,8,23,5,NA,NA,"","M",98,NA,525931,"Private",0,"CCI",19.6,26
"2333",1,2002,7,8,23,6,NA,8,"","F",95,NA,525931,"Private",0,"CCI",17.7,23.5
"2334",1,2002,7,8,23,7,NA,7,"","F",91,NA,525931,"Private",0,"CCI",15.4,20.5
"2335",1,2002,7,8,23,8,NA,8,"","F",96,NA,525931,"Private",0,"CCI",18.3,24.4
"2336",1,2002,7,8,23,9,NA,NA,"","F",92,NA,525931,"Private",0,"CCI",16,21.2
"2337",1,2002,7,8,23,10,NA,7,"","F",87,NA,525931,"Private",0,"CCI",13.3,17.7
"2338",1,2002,7,8,23,11,NA,NA,"","F",89,NA,525931,"Private",0,"CCI",14.3,19.1
"2339",1,2002,7,8,23,12,NA,NA,"","F",104,NA,525931,"Private",0,"CCI",23.7,31.6
"2340",1,2002,7,8,23,13,NA,14,"","F",115,NA,525931,"Private",0,"CCI",32.9,43.7
"2341",1,2002,7,8,23,14,NA,7,"","F",91,NA,525931,"Private",0,"CCI",15.4,20.5
"2342",1,2002,7,8,23,15,NA,12,"","F",106,NA,525931,"Private",0,"CCI",25.2,33.6
"2343",1,2002,7,8,23,16,NA,11,"","F",111,NA,525931,"Private",0,"CCI",29.3,39
"2344",1,2002,7,8,23,17,NA,8,"","F",86,NA,525931,"Private",0,"CCI",12.8,17.1
"2345",1,2002,7,8,23,18,NA,15,"","F",105,NA,525931,"Private",0,"CCI",24.5,32.6
"2346",1,2002,7,8,23,19,NA,NA,"","F",97,NA,525931,"Private",0,"CCI",18.9,25.2
"2347",1,2002,7,8,23,20,NA,9,"","F",92,NA,525931,"Private",0,"CCI",16,21.2
"2348",1,2002,7,8,23,21,NA,7,"","F",78,NA,525931,"Private",0,"CCI",9.3,12.4
"2349",1,2002,7,8,23,22,NA,9,"","F",68,NA,525931,"Private",0,"CCI",6,8
"2350",1,2002,7,8,23,23,NA,8,"","F",90,NA,525931,"Private",0,"CCI",14.9,19.8
"2351",1,2002,7,8,23,24,NA,7,"","F",85,NA,525931,"Private",0,"CCI",12.3,16.4
"2352",1,2002,7,8,23,25,NA,NA,"","F",97,NA,525931,"Private",0,"CCI",18.9,25.2
"2353",1,2002,7,8,23,26,NA,7,"","F",87,NA,525931,"Private",0,"CCI",13.3,17.7
"2354",1,2002,7,8,23,27,NA,6,"","F",82,NA,525931,"Private",0,"CCI",11,14.6
"2355",1,2002,7,18,24,1,NA,NA,"","F",80,NA,525931,"Unknown",0,"CCI",10.1,13.5
"2356",1,2002,7,18,24,2,NA,NA,"","F",64,NA,525931,"Unknown",0,"CCI",4.9,6.5
"2357",1,2002,7,18,24,3,NA,NA,"","F",78,NA,525931,"Unknown",0,"CCI",9.3,12.4
"2358",1,2002,7,18,24,4,NA,NA,"","F",81,NA,525931,"Unknown",0,"CCI",10.6,14
"2359",1,2002,7,18,24,5,NA,NA,"","F",63,NA,525931,"Unknown",0,"CCI",4.7,6.2
"2360",1,2002,7,18,24,6,NA,NA,"","F",71,NA,525931,"Unknown",0,"CCI",6.9,9.2
"2361",1,2002,7,18,24,7,NA,NA,"","F",81,NA,525931,"Unknown",0,"CCI",10.6,14
"2362",1,2002,7,18,24,8,NA,NA,"","F",78,NA,525931,"Unknown",0,"CCI",9.3,12.4
"2363",1,2002,7,18,24,9,NA,NA,"","F",75,NA,525931,"Unknown",0,"CCI",8.2,10.9
"2364",1,2002,7,18,24,10,NA,NA,"","F",94,NA,525931,"Unknown",0,"CCI",17.1,22.7
"2365",1,2002,7,18,24,11,NA,NA,"","F",122,NA,525931,"Unknown",0,"CCI",39.8,52.9
"2366",1,2002,7,18,24,12,NA,NA,"","F",85,NA,525931,"Unknown",0,"CCI",12.3,16.4
"2367",1,2002,7,18,24,13,NA,NA,"","F",72,NA,525931,"Unknown",0,"CCI",7.2,9.6
"2368",1,2002,7,18,24,14,NA,NA,"","F",77,NA,525931,"Unknown",0,"CCI",9,11.9
"2369",1,2002,7,18,24,15,NA,NA,"","F",68,NA,525931,"Unknown",0,"CCI",6,8
"2370",1,2002,7,18,24,16,NA,NA,"","F",76,NA,525931,"Unknown",0,"CCI",8.6,11.4
"2371",1,2002,7,18,24,17,NA,NA,"","F",92,NA,525931,"Unknown",0,"CCI",16,21.2
"2372",1,2002,7,18,24,18,NA,NA,"","F",132,NA,525931,"Unknown",0,"CCI",51.4,68.3
"2373",1,2002,7,18,24,19,NA,NA,"","F",108,NA,525931,"Unknown",0,"CCI",26.8,35.7
"2374",1,2002,7,18,24,20,NA,NA,"","F",70,NA,525931,"Unknown",0,"CCI",6.6,8.8
"2375",1,2002,7,18,24,21,NA,NA,"","F",77,NA,525931,"Unknown",0,"CCI",9,11.9
"2376",1,2002,7,18,24,22,NA,NA,"","F",83,NA,525931,"Unknown",0,"CCI",11.4,15.2
"2377",1,2002,7,18,24,23,NA,NA,"","F",89,NA,525931,"Unknown",0,"CCI",14.3,19.1
"2378",1,2002,7,18,24,24,NA,NA,"","F",131,NA,525931,"Unknown",0,"CCI",50.1,66.7
"2379",1,2002,7,18,24,25,NA,NA,"","F",64,NA,525931,"Unknown",0,"CCI",4.9,6.5
"2380",1,2002,7,18,24,26,NA,NA,"","F",66,NA,525931,"Unknown",0,"CCI",5.4,7.2
"2381",1,2002,7,18,24,27,NA,NA,"","F",73,NA,525931,"Unknown",0,"CCI",7.5,10
"2382",1,2002,7,18,24,28,NA,NA,"","F",83,NA,525931,"Unknown",0,"CCI",11.4,15.2
"2383",1,2002,7,18,24,29,NA,NA,"","F",64,NA,525931,"Unknown",0,"CCI",4.9,6.5
"2384",1,2002,7,18,24,30,NA,NA,"","F",65,NA,525931,"Unknown",0,"CCI",5.2,6.9
"2385",1,2002,7,18,25,1,NA,NA,"","F",66,NA,525931,"Unknown",0,"CCI",5.4,7.2
"2386",1,2002,7,18,25,2,NA,NA,"","F",76,NA,525931,"Unknown",0,"CCI",8.6,11.4
"2387",1,2002,7,18,25,3,NA,NA,"","F",88,NA,525931,"Unknown",0,"CCI",13.8,18.4
"2388",1,2002,7,18,25,4,NA,NA,"","F",83,NA,525931,"Unknown",0,"CCI",11.4,15.2
"2389",1,2002,7,18,25,5,NA,NA,"","F",135,NA,525931,"Unknown",0,"CCI",55.3,73.5
"2390",1,2002,7,18,25,6,NA,NA,"","F",79,NA,525931,"Unknown",0,"CCI",9.7,13
"2391",1,2002,7,18,25,7,NA,NA,"","F",74,NA,525931,"Unknown",0,"CCI",7.9,10.5
"2392",1,2002,7,18,25,8,NA,NA,"","F",84,NA,525931,"Unknown",0,"CCI",11.9,15.8
"2393",1,2002,7,18,25,9,NA,NA,"","F",71,NA,525931,"Unknown",0,"CCI",6.9,9.2
"2394",1,2002,7,18,25,10,NA,NA,"","F",75,NA,525931,"Unknown",0,"CCI",8.2,10.9
"2395",1,2002,7,18,25,11,NA,NA,"","F",66,NA,525931,"Unknown",0,"CCI",5.4,7.2
"2396",1,2002,7,18,25,12,NA,NA,"","F",73,NA,525931,"Unknown",0,"CCI",7.5,10
"2397",1,2002,7,18,25,13,NA,NA,"","F",66,NA,525931,"Unknown",0,"CCI",5.4,7.2
"2398",1,2002,7,18,25,14,NA,NA,"","F",75,NA,525931,"Unknown",0,"CCI",8.2,10.9
"2399",1,2002,7,18,25,15,NA,NA,"","F",108,NA,525931,"Unknown",0,"CCI",26.8,35.7
"2400",1,2002,7,18,25,16,NA,NA,"","F",83,NA,525931,"Unknown",0,"CCI",11.4,15.2
"2401",1,2002,7,18,25,17,NA,NA,"","F",69,NA,525931,"Unknown",0,"CCI",6.3,8.4
"2402",1,2002,7,18,25,18,NA,NA,"","M",76,NA,525931,"Unknown",0,"CCI",8.6,11.4
"2403",1,2002,7,18,25,19,NA,NA,"","M",76,NA,525931,"Unknown",0,"CCI",8.6,11.4
"2404",1,2002,7,18,25,20,NA,NA,"","M",87,NA,525931,"Unknown",0,"CCI",13.3,17.7
"2405",1,2002,7,18,25,21,NA,NA,"","M",73,NA,525931,"Unknown",0,"CCI",7.5,10
"2406",1,2002,7,18,25,22,NA,NA,"","M",72,NA,525931,"Unknown",0,"CCI",7.2,9.6
"2407",1,2002,7,18,25,23,NA,NA,"","M",88,NA,525931,"Unknown",0,"CCI",13.8,18.4
"2408",1,2002,7,18,25,24,NA,NA,"","M",78,NA,525931,"Unknown",0,"CCI",9.3,12.4
"2409",1,2002,7,18,25,25,NA,NA,"","M",64,NA,525931,"Unknown",0,"CCI",4.9,6.5
"2410",1,2002,7,18,25,26,NA,NA,"","M",78,NA,525931,"Unknown",0,"CCI",9.3,12.4
"2411",1,2002,7,18,25,27,NA,NA,"","M",76,NA,525931,"Unknown",0,"CCI",8.6,11.4
"2412",1,2002,7,18,25,28,NA,NA,"","M",84,NA,525931,"Unknown",0,"CCI",11.9,15.8
"2413",1,2002,7,18,25,29,NA,NA,"","M",83,NA,525931,"Unknown",0,"CCI",11.4,15.2
"2414",1,2002,7,18,25,30,NA,NA,"","",85,NA,525931,"Unknown",0,"CCI",12.3,16.4
"2415",1,2002,7,18,26,1,NA,NA,"","",78,NA,525931,"Unknown",0,"CCI",9.3,12.4
"2416",1,2002,7,22,27,1,NA,15,"","F",110,NA,525931,"Private",0,"CCI",28.5,37.9
"2417",1,2002,7,22,27,2,NA,8,"","F",97,NA,525931,"Private",0,"CCI",18.9,25.2
"2418",1,2002,7,22,27,3,NA,7,"","F",88,NA,525931,"Private",0,"CCI",13.8,18.4
"2419",1,2002,7,22,27,4,NA,NA,"","F",107,NA,525931,"Private",0,"CCI",26,34.6
