"","Index","Area_name","Year","DATE","WK","WD","Site","snum","SPECIES","Dock","ID","day_type","LITHCODE","LINE","LENGTH","CATAREA","CHAR_NON"
"8184",8184,"Ketchikan",2008,2008-08-24,35,1,"A",81,200,2,2,"C",7201,1,1350,7,1
"8185",8185,"Ketchikan",2008,2008-08-24,35,1,"A",81,200,2,2,"C",7201,2,1390,7,1
"8186",8186,"Ketchikan",2008,2008-08-24,35,1,"A",81,200,NA,3,"D",7504,1,1224,6,1
"8187",8187,"Ketchikan",2008,2008-08-24,35,1,"A",81,200,1,5,"C",103359,1,600,5,1
"8188",8188,"Ketchikan",2008,2008-08-24,35,1,"A",81,200,1,5,"C",103359,2,720,5,1
"8189",8189,"Ketchikan",2008,2008-08-24,35,1,"A",81,200,1,5,"C",103359,3,600,5,1
"8190",8190,"Ketchikan",2008,2008-08-24,35,1,"A",81,200,1,5,"C",103359,4,585,5,1
"8191",8191,"Ketchikan",2008,2008-08-24,35,1,"A",81,200,1,5,"C",103359,5,665,5,1
"8192",8192,"Ketchikan",2008,2008-08-25,35,2,"A",81,200,1,5,"C",103345,1,1165,5,1
"8193",8193,"Ketchikan",2008,2008-08-27,35,2,"A",81,200,NA,1,"D",103624,1,760,1,1
"8194",8194,"Ketchikan",2008,2008-08-28,35,2,"A",81,200,NA,1,"D",103639,1,880,24,1
"8195",8195,"Ketchikan",2008,2008-08-29,35,2,"A",81,200,NA,1,"D",103634,1,1410,4,1
"8196",8196,"Ketchikan",2008,2008-08-29,35,2,"A",81,200,NA,1,"D",103634,2,655,4,1
"8197",8197,"Ketchikan",2008,2008-08-29,35,2,"A",81,200,NA,1,"D",103634,3,890,4,1
"8198",8198,"Ketchikan",2008,2008-08-29,35,2,"A",81,200,NA,1,"D",103634,4,800,4,1
"8199",8199,"Ketchikan",2008,2008-08-29,35,2,"A",81,200,1,4,"A",103423,1,820,24,1
"8200",8200,"Ketchikan",2008,2008-08-29,35,2,"A",81,200,1,4,"A",103423,2,830,24,1
"8201",8201,"Ketchikan",2008,2008-08-29,35,2,"A",81,200,1,4,"A",103423,3,1035,24,1
"8202",8202,"Ketchikan",2008,2008-08-30,36,1,"A",81,200,NA,1,"D",103618,1,1500,24,1
"8203",8203,"Ketchikan",2008,2008-08-30,36,1,"A",81,200,NA,1,"D",103618,2,1220,24,1
"8204",8204,"Ketchikan",2008,2008-08-30,36,1,"A",81,200,NA,1,"D",103618,3,900,24,1
"8205",8205,"Ketchikan",2008,2008-08-30,36,1,"A",81,200,NA,1,"D",103618,4,920,24,1
"8206",8206,"Ketchikan",2008,2008-08-30,36,1,"A",81,200,NA,1,"D",103618,5,780,12,1
"8207",8207,"Ketchikan",2008,2008-08-30,36,1,"A",81,200,NA,1,"D",103618,6,840,26,2
"8208",8208,"Ketchikan",2008,2008-08-30,36,1,"A",81,200,NA,1,"D",103618,7,1120,26,2
"8209",8209,"Ketchikan",2008,2008-08-30,36,1,"A",81,200,NA,1,"D",103618,8,855,26,2
"8210",8210,"Ketchikan",2008,2008-08-30,36,1,"A",81,200,NA,1,"D",103618,9,795,26,2
"8211",8211,"Ketchikan",2008,2008-08-30,36,1,"A",81,200,NA,1,"D",103618,10,1055,26,2
"8212",8212,"Ketchikan",2008,2008-08-30,36,1,"A",81,200,NA,1,"D",103618,11,790,26,2
"8213",8213,"Ketchikan",2008,2008-08-30,36,1,"A",81,200,NA,1,"D",103618,12,850,26,2
"8214",8214,"Ketchikan",2008,2008-08-30,36,1,"A",81,200,NA,1,"D",103618,13,1120,26,2
"8215",8215,"Ketchikan",2008,2008-08-30,36,1,"A",81,200,NA,1,"D",103618,14,1160,26,2
"8216",8216,"Ketchikan",2008,2008-08-30,36,1,"A",81,200,NA,1,"D",103618,15,1330,26,2
"8217",8217,"Ketchikan",2008,2008-08-30,36,1,"A",81,200,NA,1,"D",103618,16,1360,26,2
"8218",8218,"Ketchikan",2008,2008-08-30,36,1,"A",81,200,NA,1,"D",103618,17,1370,26,2
"8219",8219,"Ketchikan",2008,2008-08-30,36,1,"A",81,200,NA,1,"D",103618,18,1300,26,2
"8220",8220,"Ketchikan",2008,2008-08-30,36,1,"A",81,200,NA,1,"D",103618,19,1820,26,2
"8221",8221,"Ketchikan",2008,2008-08-30,36,1,"A",81,200,NA,1,"D",103618,20,1090,26,2
"8222",8222,"Ketchikan",2008,2008-08-30,36,1,"A",81,200,NA,1,"D",103608,1,1080,26,2
"8223",8223,"Ketchikan",2008,2008-08-30,36,1,"A",81,200,NA,1,"D",103608,2,840,12,1
"8224",8224,"Ketchikan",2008,2008-08-30,36,1,"A",81,200,NA,1,"D",103608,3,820,12,1
"8225",8225,"Ketchikan",2008,2008-08-30,36,1,"A",81,200,NA,1,"D",103608,4,885,12,1
"8226",8226,"Ketchikan",2008,2008-08-30,36,1,"A",81,200,NA,1,"D",103608,5,1080,12,1
"8227",8227,"Ketchikan",2008,2008-08-30,36,1,"A",81,200,NA,1,"D",103608,6,860,12,1
"8228",8228,"Ketchikan",2008,2008-08-30,36,1,"A",81,200,NA,1,"D",103608,7,845,12,1
"8229",8229,"Ketchikan",2008,2008-08-30,36,1,"A",81,200,NA,1,"D",103608,8,850,12,1
"8230",8230,"Ketchikan",2008,2008-08-30,36,1,"A",81,200,NA,1,"D",103608,9,860,12,1
"8231",8231,"Ketchikan",2008,2008-08-30,36,1,"A",81,200,NA,1,"D",103608,10,870,12,1
"8232",8232,"Ketchikan",2008,2008-08-30,36,1,"A",81,200,NA,1,"D",103608,11,680,12,1
"8233",8233,"Ketchikan",2008,2008-08-30,36,1,"A",81,200,1,2,"C",103478,1,1040,7,1
"8234",8234,"Ketchikan",2008,2008-08-30,36,1,"A",81,200,1,2,"C",103478,2,810,7,1
"8235",8235,"Ketchikan",2008,2008-08-30,36,1,"A",81,200,1,2,"C",103478,3,910,7,1
"8236",8236,"Ketchikan",2008,2008-08-30,36,1,"A",81,200,1,2,"C",103478,4,910,7,1
"8237",8237,"Ketchikan",2008,2008-08-30,36,1,"A",81,200,1,2,"C",103478,5,830,7,1
"8238",8238,"Ketchikan",2008,2008-08-30,36,1,"A",81,200,1,2,"C",103478,6,940,7,1
"8239",8239,"Ketchikan",2008,2008-08-30,36,1,"A",81,200,1,2,"C",103478,7,770,7,1
"8240",8240,"Ketchikan",2008,2008-08-30,36,1,"A",81,200,1,2,"C",103478,8,740,7,1
"8241",8241,"Ketchikan",2008,2008-08-30,36,1,"A",81,200,1,2,"C",103478,9,760,20,1
"8242",8242,"Ketchikan",2008,2008-08-30,36,1,"A",81,200,1,2,"C",103478,10,760,20,1
"8243",8243,"Ketchikan",2008,2008-08-30,36,1,"A",81,200,1,2,"C",103478,11,1100,20,1
"8244",8244,"Ketchikan",2008,2008-08-31,36,1,"A",81,200,NA,1,"D",103636,1,805,5,1
"8245",8245,"Ketchikan",2008,2008-08-31,36,1,"A",81,200,NA,1,"D",103636,2,750,5,1
"8246",8246,"Ketchikan",2008,2008-08-31,36,1,"A",81,200,NA,1,"D",103636,3,645,5,1
"8247",8247,"Ketchikan",2008,2008-08-31,36,1,"A",81,200,NA,1,"D",103636,4,665,5,1
"8248",8248,"Ketchikan",2008,2008-08-31,36,1,"A",81,200,NA,1,"D",103636,5,1320,3,2
"8249",8249,"Ketchikan",2008,2008-08-31,36,1,"A",81,200,NA,1,"D",103636,6,745,5,1
"8250",8250,"Ketchikan",2008,2008-08-31,36,1,"A",81,200,NA,1,"D",103636,7,745,5,1
"8251",8251,"Ketchikan",2008,2008-08-31,36,1,"A",81,200,NA,1,"D",103636,8,805,5,1
"8252",8252,"Ketchikan",2008,2008-08-31,36,1,"A",81,200,NA,1,"D",103636,9,835,5,1
"8253",8253,"Ketchikan",2008,2008-08-31,36,1,"A",81,200,NA,1,"D",103636,10,990,5,1
"8254",8254,"Ketchikan",2008,2008-08-31,36,1,"A",81,200,NA,1,"D",103636,11,960,5,1
"8255",8255,"Ketchikan",2008,2008-08-31,36,1,"A",81,200,NA,1,"D",103636,12,980,5,1
"8256",8256,"Ketchikan",2008,2008-08-31,36,1,"A",81,200,NA,1,"D",103636,13,730,5,1
"8257",8257,"Ketchikan",2008,2008-08-31,36,1,"A",81,200,NA,1,"D",103636,14,770,5,1
"8258",8258,"Ketchikan",2008,2008-08-31,36,1,"A",81,200,NA,1,"D",103636,15,780,23,2
"8259",8259,"Ketchikan",2008,2008-08-31,36,1,"A",81,200,NA,1,"D",103636,16,830,23,2
"8260",8260,"Ketchikan",2008,2008-08-31,36,1,"A",81,200,NA,1,"D",103636,17,910,23,2
"8261",8261,"Ketchikan",2008,2008-08-31,36,1,"A",81,200,NA,1,"D",103636,18,1030,23,2
"8262",8262,"Ketchikan",2008,2008-08-31,36,1,"A",81,200,NA,1,"D",103636,19,730,23,2
"8263",8263,"Ketchikan",2008,2008-08-31,36,1,"A",81,200,NA,1,"D",103636,20,770,23,2
"8264",8264,"Ketchikan",2008,2008-08-31,36,1,"A",81,200,NA,1,"D",103637,1,690,23,2
"8265",8265,"Ketchikan",2008,2008-08-31,36,1,"A",81,200,NA,1,"D",103637,2,900,23,2
"8266",8266,"Ketchikan",2008,2008-08-31,36,1,"A",81,200,NA,1,"D",103637,3,880,23,2
"8267",8267,"Ketchikan",2008,2008-08-31,36,1,"A",81,200,NA,1,"D",103637,4,1010,23,2
"8268",8268,"Ketchikan",2008,2008-08-31,36,1,"A",81,200,NA,1,"D",103637,5,1040,5,1
"8269",8269,"Ketchikan",2008,2008-08-31,36,1,"A",81,200,NA,1,"D",103637,6,670,5,1
"8270",8270,"Ketchikan",2008,2008-08-31,36,1,"A",81,200,NA,1,"D",103637,7,930,5,1
"8271",8271,"Ketchikan",2008,2008-08-01,31,2,"A",81,200,1,4,"A",103419,1,850,7,1
"8272",8272,"Ketchikan",2008,2008-08-01,31,2,"A",81,200,1,4,"A",103419,2,810,7,1
"8273",8273,"Ketchikan",2008,2008-08-01,31,2,"A",81,200,1,4,"A",103419,3,965,7,1
"8274",8274,"Ketchikan",2008,2008-09-02,36,2,"A",81,200,5,2,"C",103474,1,710,5,1
"8275",8275,"Ketchikan",2008,2008-09-02,36,2,"A",81,200,5,2,"C",103474,2,740,5,1
"8276",8276,"Ketchikan",2008,2008-09-02,36,2,"A",81,200,5,2,"C",103474,3,780,5,1
"8277",8277,"Ketchikan",2008,2008-09-02,36,2,"A",81,200,5,2,"C",103474,4,790,5,1
"8278",8278,"Ketchikan",2008,2008-09-02,36,2,"A",81,200,4,5,"C",103357,1,955,5,1
"8279",8279,"Ketchikan",2008,2008-09-02,36,2,"A",81,200,4,5,"C",103357,2,1090,5,1
"8280",8280,"Ketchikan",2008,2008-09-02,36,2,"A",81,200,4,5,"C",103357,3,575,5,1
"8281",8281,"Ketchikan",2008,2008-09-02,36,2,"A",81,200,4,5,"C",103357,4,690,5,1
"8282",8282,"Ketchikan",2008,2008-09-02,36,2,"A",81,200,4,5,"C",103357,5,1390,4,1
"8283",8283,"Ketchikan",2008,2008-09-02,36,2,"A",81,200,4,5,"C",103357,6,1385,26,1
"8284",8284,"Ketchikan",2008,2008-09-02,36,2,"A",81,200,4,5,"C",103357,7,660,26,1
"8285",8285,"Ketchikan",2008,2008-09-05,36,2,"A",81,200,NA,1,"D",103646,2,1370,26,2
"8286",8286,"Ketchikan",2008,2008-09-05,36,2,"A",81,200,NA,1,"D",103646,3,1200,26,2
"8287",8287,"Ketchikan",2008,2008-09-05,36,2,"A",81,200,NA,1,"D",103646,4,1450,26,2
"8288",8288,"Ketchikan",2008,2008-09-05,36,2,"A",81,200,NA,1,"D",103646,5,805,26,2
"8289",8289,"Ketchikan",2008,2008-09-05,36,2,"A",81,200,NA,1,"D",103646,6,810,26,2
"8290",8290,"Ketchikan",2008,2008-09-05,36,2,"A",81,200,NA,1,"D",103646,7,820,26,2
"8291",8291,"Ketchikan",2008,2008-09-05,36,2,"A",81,200,NA,1,"D",103646,8,820,26,2
"8292",8292,"Ketchikan",2008,2008-09-05,36,2,"A",81,200,7,4,"A",103420,1,910,13,1
"8293",8293,"Ketchikan",2008,2008-09-05,36,2,"A",81,200,7,4,"A",103420,2,885,26,1
"8294",8294,"Ketchikan",2008,2008-09-05,36,2,"A",81,200,7,4,"A",103420,3,755,26,1
"8295",8295,"Ketchikan",2008,2008-09-05,36,2,"A",81,200,7,4,"A",103420,4,810,26,1
"8296",8296,"Ketchikan",2008,2008-09-05,36,2,"A",81,200,7,4,"A",103420,5,775,26,1
"8297",8297,"Ketchikan",2008,2008-09-06,37,1,"A",81,200,NA,1,"D",103644,1,715,5,1
"8298",8298,"Ketchikan",2008,2008-09-06,37,1,"A",81,200,NA,1,"D",103644,2,1270,4,1
"8299",8299,"Ketchikan",2008,2008-09-06,37,1,"A",81,200,NA,1,"D",103644,3,590,1,1
"8300",8300,"Ketchikan",2008,2008-09-06,37,1,"A",81,200,NA,1,"D",103644,4,710,1,1
"8301",8301,"Ketchikan",2008,2008-09-06,37,1,"A",81,200,NA,1,"D",103644,5,830,1,1
"8302",8302,"Ketchikan",2008,2008-09-06,37,1,"A",81,200,NA,1,"D",103644,6,895,5,1
"8303",8303,"Ketchikan",2008,2008-09-06,37,1,"A",81,200,NA,1,"D",103644,7,860,5,1
"8304",8304,"Ketchikan",2008,2008-09-06,37,1,"A",81,200,NA,1,"D",103644,8,780,5,1
"8305",8305,"Ketchikan",2008,2008-09-06,37,1,"A",81,200,NA,1,"D",103644,9,800,5,1
"8306",8306,"Ketchikan",2008,2008-09-06,37,1,"A",81,200,NA,1,"D",103644,10,610,1,1
"8307",8307,"Ketchikan",2008,2008-09-06,37,1,"A",81,200,NA,1,"D",103644,11,1110,5,1
"8308",8308,"Ketchikan",2008,2008-09-06,37,1,"A",81,200,NA,1,"D",103644,12,1155,5,1
"8309",8309,"Ketchikan",2008,2008-09-06,37,1,"A",81,200,NA,1,"D",103644,13,725,5,1
"8310",8310,"Ketchikan",2008,2008-09-06,37,1,"A",81,200,NA,1,"D",103644,14,780,5,1
"8311",8311,"Ketchikan",2008,2008-09-06,37,1,"A",81,200,NA,4,"D",458,1,1165,24,1
"8312",8312,"Ketchikan",2008,2008-09-06,37,1,"A",81,200,NA,4,"D",458,2,1250,24,1
"8313",8313,"Ketchikan",2008,2008-09-06,37,1,"A",81,200,NA,4,"D",458,3,1370,24,1
"8314",8314,"Ketchikan",2008,2008-09-06,37,1,"A",81,200,NA,4,"D",458,4,1300,24,1
"8315",8315,"Ketchikan",2008,2008-09-06,37,1,"A",81,200,NA,4,"D",458,5,1080,24,1
"8316",8316,"Ketchikan",2008,2008-09-06,37,1,"A",81,200,NA,4,"D",458,6,1110,24,1
"8317",8317,"Ketchikan",2008,2008-09-06,37,1,"A",81,200,NA,4,"D",103469,1,780,5,1
"8318",8318,"Ketchikan",2008,2008-09-06,37,1,"A",81,200,NA,4,"D",103469,2,785,5,1
"8319",8319,"Ketchikan",2008,2008-09-06,37,1,"A",81,200,NA,4,"D",103469,3,750,5,1
"8320",8320,"Ketchikan",2008,2008-09-06,37,1,"A",81,200,NA,4,"D",103469,4,650,24,1
"8321",8321,"Ketchikan",2008,2008-09-06,37,1,"A",81,200,NA,4,"D",103469,5,710,24,1
"8322",8322,"Ketchikan",2008,2008-09-06,37,1,"A",81,200,NA,4,"D",103469,6,740,24,1
"8323",8323,"Ketchikan",2008,2008-09-06,37,1,"A",81,200,NA,4,"D",103469,7,950,24,1
"8324",8324,"Ketchikan",2008,2008-09-06,37,1,"A",81,200,NA,4,"D",103469,8,745,24,1
"8325",8325,"Ketchikan",2008,2008-09-06,37,1,"A",81,200,NA,4,"D",103469,9,720,24,1
"8326",8326,"Ketchikan",2008,2008-09-06,37,1,"A",81,200,NA,4,"D",103469,10,920,24,1
"8327",8327,"Ketchikan",2008,2008-09-06,37,1,"A",81,200,NA,4,"D",103469,11,850,24,1
"8328",8328,"Ketchikan",2008,2008-09-06,37,1,"A",81,200,NA,4,"D",103469,12,805,24,1
"8329",8329,"Ketchikan",2008,2008-09-06,37,1,"A",81,200,NA,4,"D",103469,13,1040,24,1
"8330",8330,"Ketchikan",2008,2008-09-06,37,1,"A",81,200,NA,4,"D",103469,14,990,24,1
"8331",8331,"Ketchikan",2008,2008-09-06,37,1,"A",81,200,NA,4,"D",103469,15,1080,24,1
"8332",8332,"Ketchikan",2008,2008-09-06,37,1,"A",81,200,NA,4,"D",103469,16,1010,24,1
"8333",8333,"Ketchikan",2008,2008-09-06,37,1,"A",81,200,NA,4,"D",103469,17,950,24,1
"8334",8334,"Ketchikan",2008,2008-09-06,37,1,"A",81,200,NA,4,"D",103469,18,960,24,1
"8335",8335,"Ketchikan",2008,2008-09-06,37,1,"A",81,200,NA,4,"D",103469,19,1035,24,1
"8336",8336,"Ketchikan",2008,2008-09-06,37,1,"A",81,200,NA,4,"D",103469,20,1420,24,1
"8337",8337,"Ketchikan",2008,2008-09-07,37,1,"A",81,200,NA,1,"D",103721,1,810,26,1
"8338",8338,"Ketchikan",2008,2008-09-07,37,1,"A",81,200,NA,1,"D",103721,2,1230,26,1
"8339",8339,"Ketchikan",2008,2008-09-07,37,1,"A",81,200,NA,1,"D",103721,3,1000,26,1
"8340",8340,"Ketchikan",2008,2008-09-07,37,1,"A",81,200,NA,1,"D",103721,4,1000,26,1
"8341",8341,"Ketchikan",2008,2008-09-07,37,1,"A",81,200,NA,1,"D",103721,5,830,26,1
"8342",8342,"Ketchikan",2008,2008-09-07,37,1,"A",81,200,NA,1,"D",103721,6,830,26,1
"8343",8343,"Ketchikan",2008,2008-09-07,37,1,"A",81,200,NA,1,"D",103721,7,820,26,1
"8344",8344,"Ketchikan",2008,2008-09-07,37,1,"A",81,200,NA,1,"D",103721,8,690,26,1
"8345",8345,"Ketchikan",2008,2008-09-07,37,1,"A",81,200,7,2,"A",7216,1,1040,14,1
"8346",8346,"Ketchikan",2008,2008-09-07,37,1,"A",81,200,7,2,"A",7216,2,790,14,1
"8347",8347,"Ketchikan",2008,2008-09-07,37,1,"A",81,200,7,2,"A",7216,3,760,14,1
"8348",8348,"Ketchikan",2008,2008-09-07,37,1,"A",81,200,7,2,"A",7216,4,800,10,1
"8349",8349,"Ketchikan",2008,2008-09-07,37,1,"A",81,200,7,2,"A",7216,5,1270,11,1
"8350",8350,"Ketchikan",2008,2008-09-07,37,1,"A",81,200,7,2,"A",7216,6,660,11,1
"8351",8351,"Ketchikan",2008,2008-09-07,37,1,"A",81,200,5,5,"A",103347,1,770,5,1
"8352",8352,"Ketchikan",2008,2008-09-07,37,1,"A",81,200,5,5,"A",103347,2,1040,1,1
"8353",8353,"Ketchikan",2008,2008-09-07,37,1,"A",81,200,5,5,"A",103347,3,770,5,1
"8354",8354,"Ketchikan",2008,2008-09-07,37,1,"A",81,200,5,5,"A",103347,4,630,1,1
"8355",8355,"Ketchikan",2008,2008-09-07,37,1,"A",81,200,5,5,"A",103347,5,595,1,1
"8356",8356,"Ketchikan",2008,2008-09-08,37,2,"A",81,200,NA,1,"D",103720,1,780,1,2
"8357",8357,"Ketchikan",2008,2008-09-08,37,2,"A",81,200,NA,1,"D",103720,2,780,1,2
"8358",8358,"Ketchikan",2008,2008-09-08,37,2,"A",81,200,NA,1,"D",103720,3,675,1,2
"8359",8359,"Ketchikan",2008,2008-09-08,37,2,"A",81,200,NA,1,"D",103720,4,1370,1,2
"8360",8360,"Ketchikan",2008,2008-09-08,37,2,"A",81,200,NA,1,"D",103720,5,610,5,1
"8361",8361,"Ketchikan",2008,2008-09-08,37,2,"A",81,200,NA,1,"D",103720,6,820,5,1
"8362",8362,"Ketchikan",2008,2008-09-08,37,2,"A",81,200,NA,1,"D",103720,7,670,5,1
"8363",8363,"Ketchikan",2008,2008-09-08,37,2,"A",81,200,NA,1,"D",103720,8,640,5,1
"8364",8364,"Ketchikan",2008,2008-09-08,37,2,"A",81,200,NA,1,"D",103720,9,770,5,1
"8365",8365,"Ketchikan",2008,2008-09-08,37,2,"A",81,200,NA,1,"D",103720,10,760,5,1
"8366",8366,"Ketchikan",2008,2008-09-08,37,2,"A",81,200,NA,1,"D",103720,11,720,5,1
"8367",8367,"Ketchikan",2008,2008-09-08,37,2,"A",81,200,NA,1,"D",103720,12,870,5,1
"8368",8368,"Ketchikan",2008,2008-09-08,37,2,"A",81,200,NA,1,"D",103720,13,670,5,1
"8369",8369,"Ketchikan",2008,2008-09-08,37,2,"A",81,200,NA,1,"D",103720,14,710,5,1
"8370",8370,"Ketchikan",2008,2008-09-08,37,2,"A",81,200,NA,1,"D",103720,15,805,5,1
"8371",8371,"Ketchikan",2008,2008-09-08,37,2,"A",81,200,NA,1,"D",103720,16,860,5,1
"8372",8372,"Ketchikan",2008,2008-09-08,37,2,"A",81,200,NA,5,"D",103349,1,665,10,2
"8373",8373,"Ketchikan",2008,2008-09-08,37,2,"A",81,200,NA,5,"D",103349,2,840,10,2
"8374",8374,"Ketchikan",2008,2008-09-09,37,2,"A",81,200,NA,1,"D",103723,1,940,3,1
"8375",8375,"Ketchikan",2008,2008-09-09,37,2,"A",81,200,NA,1,"D",103723,2,1030,3,1
"8376",8376,"Ketchikan",2008,2008-09-09,37,2,"A",81,200,NA,1,"D",103723,3,650,3,1
"8377",8377,"Ketchikan",2008,2008-09-09,37,2,"A",81,200,NA,1,"D",103723,4,750,5,1
"8378",8378,"Ketchikan",2008,2008-09-09,37,2,"A",81,200,NA,1,"D",103723,5,730,5,1
"8379",8379,"Ketchikan",2008,2008-09-09,37,2,"A",81,200,NA,1,"D",103723,6,810,5,1
"8380",8380,"Ketchikan",2008,2008-09-09,37,2,"A",81,200,NA,1,"D",103723,7,810,5,1
"8381",8381,"Ketchikan",2008,2008-09-09,37,2,"A",81,200,NA,1,"D",103723,8,690,5,1
"8382",8382,"Ketchikan",2008,2008-09-09,37,2,"A",81,200,NA,1,"D",103723,9,630,5,1
"8383",8383,"Ketchikan",2008,2008-09-09,37,2,"A",81,200,NA,1,"D",103723,10,770,5,1
"8384",8384,"Ketchikan",2008,2008-09-09,37,2,"A",81,200,NA,1,"D",103723,11,805,5,1
"8385",8385,"Ketchikan",2008,2008-09-09,37,2,"A",81,200,NA,1,"D",103723,12,730,5,1
"8386",8386,"Ketchikan",2008,2008-09-09,37,2,"A",81,200,NA,1,"D",103723,13,900,5,1
"8387",8387,"Ketchikan",2008,2008-09-09,37,2,"A",81,200,NA,1,"D",103723,14,610,5,1
"8388",8388,"Ketchikan",2008,2008-09-09,37,2,"A",81,200,NA,1,"D",103723,15,1065,3,1
"8389",8389,"Ketchikan",2008,2008-09-12,37,2,"A",81,200,4,2,"C",6943,1,1050,5,1
"8390",8390,"Ketchikan",2008,2008-09-12,37,2,"A",81,200,4,2,"C",6943,2,1150,5,1
"8391",8391,"Ketchikan",2008,2008-09-12,37,2,"A",81,200,4,2,"C",6943,3,640,5,1
"8392",8392,"Ketchikan",2008,2008-09-12,37,2,"A",81,200,4,2,"C",6943,4,670,5,1
"8393",8393,"Ketchikan",2008,2008-09-12,37,2,"A",81,200,4,2,"C",6943,5,1440,6,1
"8394",8394,"Ketchikan",2008,2008-09-12,37,2,"A",81,200,4,2,"C",6943,6,820,6,1
"8395",8395,"Ketchikan",2008,2008-09-13,38,1,"A",81,200,NA,1,"D",103641,1,680,5,1
"8396",8396,"Ketchikan",2008,2008-09-13,38,1,"A",81,200,NA,1,"D",103641,2,810,5,1
"8397",8397,"Ketchikan",2008,2008-09-13,38,1,"A",81,200,NA,1,"D",103641,3,610,5,1
"8398",8398,"Ketchikan",2008,2008-09-13,38,1,"A",81,200,NA,1,"D",103641,4,720,1,1
"8399",8399,"Ketchikan",2008,2008-09-13,38,1,"A",81,200,NA,1,"D",103641,5,640,1,1
"8400",8400,"Ketchikan",2008,2008-09-13,38,1,"A",81,200,NA,1,"D",103641,6,690,1,1
"8401",8401,"Ketchikan",2008,2008-09-13,38,1,"A",81,200,NA,1,"D",103641,7,1030,1,1
"8402",8402,"Ketchikan",2008,2008-09-13,38,1,"A",81,200,NA,1,"D",103641,8,730,1,1
"8403",8403,"Ketchikan",2008,2008-09-13,38,1,"A",81,200,NA,1,"D",103641,9,730,1,1
"8404",8404,"Ketchikan",2008,2008-09-13,38,1,"A",81,200,NA,1,"D",103641,10,790,1,1
"8405",8405,"Ketchikan",2008,2008-09-13,38,1,"A",81,200,NA,1,"D",103641,11,1530,4,1
"8406",8406,"Ketchikan",2008,2008-09-13,38,1,"A",81,200,NA,1,"D",103641,12,1480,4,1
"8407",8407,"Ketchikan",2008,2008-09-13,38,1,"A",81,200,NA,1,"D",103641,13,1120,4,1
"8408",8408,"Ketchikan",2008,2008-09-13,38,1,"A",81,200,NA,1,"D",103641,14,1330,4,1
"8409",8409,"Ketchikan",2008,2008-09-13,38,1,"A",81,200,NA,1,"D",103641,15,680,1,1
"8410",8410,"Ketchikan",2008,2008-09-14,38,1,"A",81,200,NA,1,"D",103648,1,620,7,1
"8411",8411,"Ketchikan",2008,2008-09-14,38,1,"A",81,200,NA,1,"D",103648,2,745,7,1
"8412",8412,"Ketchikan",2008,2008-09-14,38,1,"A",81,200,NA,1,"D",103648,3,860,7,1
"8413",8413,"Ketchikan",2008,2008-09-14,38,1,"A",81,200,NA,1,"D",103648,4,750,25,1
"8414",8414,"Ketchikan",2008,2008-09-14,38,1,"A",81,200,NA,1,"D",103648,5,560,25,1
"8415",8415,"Ketchikan",2008,2008-09-14,38,1,"A",81,200,NA,1,"D",103648,6,720,25,1
"8416",8416,"Ketchikan",2008,2008-09-14,38,1,"A",81,200,NA,1,"D",103648,7,690,25,1
"8417",8417,"Ketchikan",2008,2008-09-15,38,2,"A",81,200,NA,5,"D",103356,1,1195,1,2
"8418",8418,"Ketchikan",2008,2008-09-15,38,2,"A",81,200,NA,5,"D",103356,2,1060,1,2
"8419",8419,"Ketchikan",2008,2008-09-15,38,2,"A",81,200,NA,5,"D",103356,3,1050,1,2
"8420",8420,"Ketchikan",2008,2008-09-15,38,2,"A",81,200,NA,5,"D",103356,4,660,1,2
"8421",8421,"Ketchikan",2008,2008-09-15,38,2,"A",81,200,NA,5,"D",103356,5,985,1,2
"8422",8422,"Ketchikan",2008,2008-09-15,38,2,"A",81,200,NA,5,"D",103356,6,1035,1,2
"8423",8423,"Ketchikan",2008,2008-09-15,38,2,"A",81,200,NA,1,"D",103717,1,760,5,1
"8424",8424,"Ketchikan",2008,2008-09-16,38,2,"A",81,200,NA,1,"D",103715,1,745,3,1
"8425",8425,"Ketchikan",2008,2008-09-16,38,2,"A",81,200,NA,1,"D",103715,2,770,3,1
"8426",8426,"Ketchikan",2008,2008-09-16,38,2,"A",81,200,NA,1,"D",103715,3,620,5,1
"8427",8427,"Ketchikan",2008,2008-09-16,38,2,"A",81,200,NA,1,"D",103715,4,685,5,1
"8428",8428,"Ketchikan",2008,2008-09-20,39,1,"A",81,200,NA,1,"D",103714,1,830,10,2
"8429",8429,"Ketchikan",2008,2008-09-21,39,1,"A",81,200,NA,1,"D",103730,1,840,12,1
"8430",8430,"Ketchikan",2008,2008-09-21,39,1,"A",81,200,NA,1,"D",103730,2,890,12,1
"8431",8431,"Ketchikan",2008,2008-09-21,39,1,"A",81,200,NA,1,"D",103730,3,910,12,1
"8432",8432,"Ketchikan",2008,2008-09-21,39,1,"A",81,200,NA,1,"D",103730,4,1000,12,1
"8433",8433,"Ketchikan",2008,2008-09-22,39,2,"A",81,200,NA,1,"A",103727,1,730,24,1
"8434",8434,"Ketchikan",2008,2008-09-23,39,2,"A",81,200,NA,1,"D",103724,1,740,5,1
"8435",8435,"Ketchikan",2008,2008-09-23,39,2,"A",81,200,NA,1,"D",103724,2,660,5,1
"8436",8436,"Ketchikan",2008,2008-09-23,39,2,"A",81,200,NA,1,"D",103724,3,750,5,1
