"PORT","SUB","SP","DATE","PAGE","LINE","SEX","LENGTH","WEIGHT","AGE","AGE2","AGECONF","AGEERR","ADU OTO AGE","USER","BOATNAME","STATAREA","COMMENTS","DELETE","YEAR","MONTH","DAY"
"Valdez",,130,2018-08-27,17,3,"M",94,,12,,"2",,,"C","DAN ORION",466004,,,2018,8,27
"Valdez",,130,2018-08-28,18,1,"F",118,,12,,"1",,,"C","HALIBUT GROVE",466004,,,2018,8,28
"Valdez",,130,2018-08-28,18,2,"M",101,,17,,"2",,,"C","DAN ORION",466004,,,2018,8,28
"Valdez",,130,2018-08-28,18,3,"M",98,,19,,"2",,,"C","DAN ORION",466004,,,2018,8,28
"Valdez",,130,2018-09-01,19,1,"M",103,,17,,"2",,,"C","HALIBUT GROVE",466002,,,2018,9,1
"Valdez",,130,2018-09-01,19,2,"F",97,,12,12,"2",,,"C","HALIBUT GROVE",466002,,,2018,9,1
"Valdez",,130,2018-09-01,19,3,"M",92,,13,,"2",,,"C","HALIBUT GROVE",466002,,,2018,9,1
"Valdez",,130,2018-09-01,19,4,"M",95,,11,,"2",,,"C","HALIBUT GROVE",466002,,,2018,9,1
"Valdez",,130,2018-09-01,19,5,"M",101,,15,,"2",,,"C","JAIME LYNN",465932,,,2018,9,1
"Valdez",,130,2018-09-01,19,6,"F",110,,14,,"2",,,"C","JAIME LYNN",465932,,,2018,9,1
"Valdez",,130,2018-09-01,19,7,"M",95,,11,10,"1",,,"C","JAIME LYNN",465932,,,2018,9,1
"Valdez",,130,2018-09-01,19,8,"M",94,,14,,"2",,,"C","JAIME LYNN",465932,,,2018,9,1
"Valdez",,130,2018-09-01,19,9,"F",118,,17,,"2",,,"C","JAIME LYNN",465932,,,2018,9,1
"Valdez",,130,2018-09-01,19,10,"F",104,,13,,"2",,,"C","JAIME LYNN",465932,,,2018,9,1
"Valdez",,130,2018-09-01,19,11,"F",114,,13,,"2",,,"C","JAIME LYNN",465932,,,2018,9,1
"Valdez",,130,2018-09-01,19,12,"M",96,,15,15,"2",,,"C","JAIME LYNN",465932,,,2018,9,1
"Whittier",,130,2018-07-01,1,1,"F",116,15,11,11,"2",,,"C","CRAZY RAY",466002,,,2018,7,1
"Whittier",,130,2018-07-01,1,2,"F",131,21,17,,"2",,,"C","CRAZY RAY",466002,,,2018,7,1
"Whittier",,130,2018-07-01,1,3,"F",110,14,13,,"2",,,"C","CRAZY RAY",466002,,,2018,7,1
"Whittier",,130,2018-07-01,1,4,"F",109,,12,,"2",,,"C","CRAZY RAY",466002,,,2018,7,1
"Whittier",,130,2018-07-01,1,5,"F",106,11,13,,"2",,,"C","CRAZY RAY",466002,,,2018,7,1
"Whittier",,130,2018-07-01,1,6,"F",109,13,12,12,"2",,,"C","CRAZY RAY",466002,,,2018,7,1
"Whittier",,130,2018-07-01,1,7,"F",130,21.5,18,,"2",,,"C","I CRAZY II",466002,,,2018,7,1
"Whittier",,130,2018-07-01,1,8,"F",93,8,9,9,"2",,,"C","I CRAZY II",466002,,,2018,7,1
"Whittier",,130,2018-07-01,1,9,"F",98,,8,8,"2",,,"P","P1",466005,,,2018,7,1
"Whittier",,130,2018-07-01,1,10,"M",98,,17,,"2",,,"P","P1",466005,,,2018,7,1
"Whittier",,130,2018-07-01,1,11,"M",86,,8,,"2",,,"P","P1",466005,,,2018,7,1
"Whittier",,130,2018-07-01,1,12,"M",96,,,,,,,"P","P1",466005,"NO RAY FIN",,2018,7,1
"Whittier",,130,2018-07-02,2,1,"F",112,,14,,"2",,,"C","CRAZY RAY",466002,,,2018,7,2
"Whittier",,130,2018-07-02,2,2,"F",100,10,7,,"2",,,"C","CRAZY RAY",466002,,,2018,7,2
"Whittier",,130,2018-07-02,2,3,"F",118,15,16,,"2",,,"C","CRAZY RAY",466002,,,2018,7,2
"Whittier",,130,2018-07-02,2,4,"F",111,,13,,"2",,,"C","CRAZY RAY",466002,,,2018,7,2
"Whittier",,130,2018-07-02,2,5,"F",118,15.5,15,,"2",,,"C","CRAZY RAY",466002,,,2018,7,2
"Whittier",,130,2018-07-02,2,6,"M",91,,13,,"2",,,"C","CRAZY RAY",466002,,,2018,7,2
"Whittier",,130,2018-07-02,2,7,"F",114,,12,,"1",,,"C","I CRAZY II",466002,,,2018,7,2
"Whittier",,130,2018-07-02,2,8,"F",117,,14,,"2",,,"C","I CRAZY II",466002,,,2018,7,2
"Whittier",,130,2018-07-02,2,9,"M",94,,15,15,"2",,,"C","I CRAZY II",466002,,,2018,7,2
"Whittier",,130,2018-07-02,2,10,"M",97,,14,15,"2",,,"C","I CRAZY II",466002,,,2018,7,2
"Whittier",,130,2018-07-02,2,11,"F",112,,13,,"2",,,"P","P2",465932,,,2018,7,2
"Whittier",,130,2018-07-02,2,12,"F",123,,14,16,"1",,,"P","P2",465932,,,2018,7,2
"Whittier",,130,2018-07-03,3,1,"F",109,,13,,"2",,,"C","I CRAZY II",466002,,,2018,7,3
"Whittier",,130,2018-07-03,3,2,"F",110,,13,,"2",,,"C","I CRAZY II",466002,,,2018,7,3
"Whittier",,130,2018-07-03,3,3,"F",94,,13,,"2",,,"C","I CRAZY II",466002,,,2018,7,3
"Whittier",,130,2018-07-03,3,4,"M",93,,11,,"2",,,"C","I CRAZY II",466002,,,2018,7,3
"Whittier",,130,2018-07-03,3,5,"M",100,,16,,"1",,,"C","I CRAZY II",466002,,,2018,7,3
"Whittier",,130,2018-07-03,3,6,"M",97,,12,,"2",,,"C","I CRAZY II",466002,,,2018,7,3
"Whittier",,130,2018-07-03,3,7,"F",104,,14,,"2",,,"C","CRAZY RAY",466002,,,2018,7,3
"Whittier",,130,2018-07-03,3,8,"F",118,,15,,"2",,,"C","CRAZY RAY",466002,,,2018,7,3
"Whittier",,130,2018-07-03,3,9,"M",95,,12,,"2",,,"C","CRAZY RAY",466002,,,2018,7,3
"Whittier",,130,2018-07-04,4,1,"F",102,,12,12,"2",,,"P","P1",466002,,,2018,7,4
"Whittier",,130,2018-07-07,5,1,"F",112,,17,,"2",,,"C","SWEE' PEA",466002,,,2018,7,7
"Whittier",,130,2018-07-07,5,2,"F",122,,15,,"2",,,"C","SWEE' PEA",466002,,,2018,7,7
"Whittier",,130,2018-07-07,5,3,"F",123,,17,,"2",,,"C","SWEE' PEA",466002,,,2018,7,7
"Whittier",,130,2018-07-07,5,4,"F",118,13,17,,"1",,,"C","I CRAZY II",486001,,,2018,7,7
"Whittier",,130,2018-07-07,5,5,"F",106,,12,,"2",,,"P","P1",486033,,,2018,7,7
"Whittier",,130,2018-07-07,5,6,"",,,,,,,,"P","P1",486033,"THREW AWAY",,2018,7,7
"Whittier",,130,2018-07-11,6,1,"F",123,,20,,"1",,19,"C","SWEE' PEA",476033,"OTOS",,2018,7,11
"Whittier",,130,2018-07-11,6,2,"F",93,,6,,"2",,6,"C","SWEE' PEA",476033,"OTOS",,2018,7,11
"Whittier",,130,2018-07-11,6,3,"F",109,,12,12,"2",,12,"C","SWEE' PEA",476033,"OTOS",,2018,7,11
"Whittier",,130,2018-07-11,6,4,"F",113,,14,14,"2",,14,"C","SWEE' PEA",476033,"OTOS",,2018,7,11
"Whittier",,130,2018-07-11,6,5,"M",91,,12,12,"2",,13,"C","SWEE' PEA",476033,"OTOS",,2018,7,11
"Whittier",,130,2018-07-11,6,6,"M",104,,,,"illegible",,22,"C","SWEE' PEA",476033,"OTOS",,2018,7,11
"Whittier",,130,2018-07-12,7,1,"F",114,,14,,"2",,,"C","CRAZY RAY",466002,,,2018,7,12
"Whittier",,130,2018-07-12,7,2,"F",114,,14,,"2",,,"C","CRAZY RAY",466002,,,2018,7,12
"Whittier",,130,2018-07-12,7,3,"F",128,,22,,"1",,21,"C","CRAZY RAY",466002,"OTOS",,2018,7,12
"Whittier",,130,2018-07-12,7,4,"F",90,,6,7,"2",,,"C","CRAZY RAY",466002,"OTOS",,2018,7,12
"Whittier",,130,2018-07-12,7,5,"F",107,,13,,"2",,,"C","CRAZY RAY",466002,,,2018,7,12
"Whittier",,130,2018-07-12,7,6,"M",101,,19,,"2",,18,"C","CRAZY RAY",466002,"OTOS",,2018,7,12
"Whittier",,130,2018-07-16,8,1,"F",123,16,19,,"2",,17,"C","CRAZY RAY",466002,"OTOS",,2018,7,16
"Whittier",,130,2018-07-16,8,2,"F",108,14,13,10,"1",,,"C","CRAZY RAY",466002,,,2018,7,16
"Whittier",,130,2018-07-16,8,3,"F",103,10.5,9,,"2",,19,"C","CRAZY RAY",466002,"OTOS",,2018,7,16
"Whittier",,130,2018-07-16,8,4,"F",104,14,12,,"2",,,"C","CRAZY RAY",466002,,,2018,7,16
"Whittier",,130,2018-07-16,8,5,"F",116,15,18,,"1",,,"C","CRAZY RAY",466002,"OTOS",,2018,7,16
"Whittier",,130,2018-07-16,8,6,"F",109,14,14,,"2",,,"C","CRAZY RAY",466002,,,2018,7,16
"Whittier",,130,2018-07-16,8,7,"F",117,15,14,,"2",,,"C","CRAZY RAY",466002,,,2018,7,16
"Whittier",,130,2018-07-16,8,8,"M",96,,,,"illegible",,25,"C","CRAZY RAY",466002,"OTOS",,2018,7,16
"Whittier",,130,2018-07-17,9,1,"F",118,,15,,"2",,19,"C","I CRAZY II",466002,"OTOS",,2018,7,17
"Whittier",,130,2018-07-17,9,2,"F",123,,15,,"2",,,"C","I CRAZY II",466002,,,2018,7,17
"Whittier",,130,2018-07-17,9,3,"F",119,,14,,"2",,20,"C","I CRAZY II",466002,"OTOS",,2018,7,17
"Whittier",,130,2018-07-17,9,4,"F",112,,14,,"2",,,"C","I CRAZY II",466002,,,2018,7,17
"Whittier",,130,2018-07-17,9,5,"F",115,,12,,"2",,12,"C","I CRAZY II",466002,"OTOS",,2018,7,17
"Whittier",,130,2018-07-20,10,1,"F",110,,15,14,"2",,,"C","CRAZY RAY",466002,,,2018,7,20
"Whittier",,130,2018-07-20,10,2,"F",109,,10,,"1",,,"C","CRAZY RAY",466002,,,2018,7,20
"Whittier",,130,2018-07-20,10,3,"F",94,,12,,"2",,,"C","CRAZY RAY",466002,,,2018,7,20
"Whittier",,130,2018-07-20,10,4,"F",107,14,12,,"2",,,"C","CRAZY RAY",466002,,,2018,7,20
"Whittier",,130,2018-07-20,10,5,"M",101,,13,,"1",,,"C","CRAZY RAY",466002,,,2018,7,20
"Whittier",,130,2018-07-20,10,6,"F",125,19,19,,"2",,20,"C","I CRAZY II",466002,"OTOS",,2018,7,20
"Whittier",,130,2018-07-20,10,7,"F",107,11,12,,"2",,,"C","I CRAZY II",466002,,,2018,7,20
"Whittier",,130,2018-07-20,10,8,"F",117,15,14,,"2",,14,"C","I CRAZY II",466002,"OTOS",,2018,7,20
"Whittier",,130,2018-07-20,10,9,"F",113,14,14,13,"2",,20,"C","I CRAZY II",466002,"OTOS",,2018,7,20
"Whittier",,130,2018-07-20,10,10,"F",112,12,14,14,"2",,,"C","I CRAZY II",466002,,,2018,7,20
"Whittier",,130,2018-07-20,10,11,"M",91,7.5,14,,"1",,,"C","I CRAZY II",466002,,,2018,7,20
"Whittier",,130,2018-07-21,11,1,"F",108,12,13,,"2",,13,"P","P1",476031,"OTOS",,2018,7,21
"Whittier",,130,2018-07-21,11,2,"F",124,,20,,"2",,,"C","CRAZY RAY",466002,,,2018,7,21
"Whittier",,130,2018-07-21,11,3,"F",105,,,,"illegible",,,"C","CRAZY RAY",466002,,,2018,7,21
"Whittier",,130,2018-07-21,11,4,"F",112,,13,,"2",,,"C","CRAZY RAY",466002,,,2018,7,21
"Whittier",,130,2018-07-21,11,5,"M",91,,17,,"2",,17,"C","CRAZY RAY",466002,"OTOS",,2018,7,21
"Whittier",,130,2018-07-22,12,1,"F",124,16,19,,"2",,,"P","P4",485932,,,2018,7,22
"Whittier",,130,2018-07-22,12,2,"M",94,9.5,12,,"2",,,"P","P5",476003,,,2018,7,22
"Whittier",,130,2018-07-22,12,3,"M",91,8,12,,"2",,,"P","P5",476003,,,2018,7,22
"Whittier",,130,2018-07-22,12,4,"F",104,,12,,"2",,,"P","P7",476034,,,2018,7,22
"Whittier",,130,2018-07-23,13,1,"",115,13,15,14,"1",,14,"P","P1",485932,"OTOS",,2018,7,23
"Whittier",,130,2018-07-26,14,1,"F",110,11,10,,"2",,,"C","I CRAZY II",486001,,,2018,7,26
"Whittier",,130,2018-07-30,15,1,"F",114,15.5,14,,"2",,,"C","CRAZY RAY",466002,,,2018,7,30
"Whittier",,130,2018-07-30,15,2,"M",92,8,12,,"2",,13,"C","CRAZY RAY",466002,"OTOS",,2018,7,30
"Whittier",,130,2018-08-11,16,1,"F",116,16,15,,"2",,15,"C","ELAINE C.",476003,"OTOS",,2018,8,11
"Whittier",,130,2018-08-17,17,1,"F",113,,14,,"2",,12,"C","CRAZY RAY",466002,"OTOS",,2018,8,17
"Whittier",,130,2018-08-17,17,2,"F",95,,8,,"2",,,"C","CRAZY RAY",466002,,,2018,8,17
"Whittier",,130,2018-08-17,17,3,"F",118,,19,,"2",,19,"C","CRAZY RAY",466002,"OTOS",,2018,8,17
"Whittier",,130,2018-08-17,17,4,"F",122,,17,17,"1",,,"C","CRAZY RAY",466002,,,2018,8,17
"Whittier",,130,2018-08-17,17,5,"M",95,,16,,"1",,21,"C","CRAZY RAY",466002,"OTOS",,2018,8,17
"Whittier",,130,2018-08-17,17,6,"M",89,,13,,"2",,,"C","CRAZY RAY",466002,,,2018,8,17
"Whittier",,130,2018-08-18,18,1,"F",126,17,20,,"2",,21,"P","P7",486005,"OTOS",,2018,8,18
